Protein_ID,Study_ID,Tissue_Compartment,Gene_Symbol,Abundance_Young,Abundance_Old,Zscore_Delta
P02751,Tam_2020,IAF,FN1,28.814746572327024,28.608295923423434,-5.767546020061641e-05
P02751,Tam_2020,NP,FN1,29.02678353994492,28.759537454545445,-5.767546020061641e-05
P02751,Tam_2020,OAF,FN1,28.615860627245596,27.945813517082968,-5.767546020061641e-05
P02760,LiDermis_2021,Skin dermis,AMBP,9.661009976068373,10.121803706833997,0.0012087633490892827
P02760,Ouni_2022,Cortex,AMBP,21.281449740068453,21.36140927259177,0.0012087633490892827
P02760,Randles_2021,Glomerular,AMBP,13.054404516831411,13.228700304622132,0.0012087633490892827
P02760,Randles_2021,Tubulointerstitial,AMBP,13.322051790494571,13.592348455958708,0.0012087633490892827
P02760,Santinha_2024_Human,Native_Tissue,AMBP,15.319198015192645,15.55411428127372,0.0012087633490892827
P02760,Tam_2020,IAF,AMBP,28.814746572327024,28.608295923423434,0.0012087633490892827
P02760,Tam_2020,NP,AMBP,29.02678353994492,28.759537454545445,0.0012087633490892827
P02760,Tam_2020,OAF,AMBP,28.615860627245596,27.945813517082968,0.0012087633490892827
P02763,Randles_2021,Glomerular,ORM1,13.054404516831411,13.228700304622132,0.9846458520422735
P02763,Randles_2021,Tubulointerstitial,ORM1,13.322051790494571,13.592348455958708,0.9846458520422735
P02765,Randles_2021,Glomerular,AHSG,13.054404516831411,13.228700304622132,0.9846458520422735
P02765,Randles_2021,Tubulointerstitial,AHSG,13.322051790494571,13.592348455958708,0.9846458520422735
P02768,Randles_2021,Glomerular,ALB,13.054404516831411,13.228700304622132,0.9846458520422735
P02768,Randles_2021,Tubulointerstitial,ALB,13.322051790494571,13.592348455958708,0.9846458520422735
P02774,Randles_2021,Glomerular,GC,13.054404516831411,13.228700304622132,0.9846458520422735
P02774,Randles_2021,Tubulointerstitial,GC,13.322051790494571,13.592348455958708,0.9846458520422735
P02775,Tam_2020,IAF,PPBP,28.814746572327024,28.608295923423434,-1.7031610252632192
P02775,Tam_2020,NP,PPBP,29.02678353994492,,-1.7031610252632192
P02775,Tam_2020,OAF,PPBP,28.615860627245596,27.945813517082968,-1.7031610252632192
P02776;P10720,Tam_2020,NP,,,28.759537454545445,
P02776;P10720,Tam_2020,OAF,,,27.945813517082968,
P02778,Tam_2020,NP,CXCL10,29.02678353994492,,
P02787,Randles_2021,Glomerular,TF,13.054404516831411,13.228700304622132,0.9846458520422735
P02787,Randles_2021,Tubulointerstitial,TF,13.322051790494571,13.592348455958708,0.9846458520422735
P02788,Randles_2021,Glomerular,LTF,13.054404516831411,13.228700304622132,0.9846458520422735
P02788,Randles_2021,Tubulointerstitial,LTF,13.322051790494571,13.592348455958708,0.9846458520422735
P02790,LiDermis_2021,Skin dermis,HPX,9.661009976068373,10.121803706833997,0.0012087633490892827
P02790,Ouni_2022,Cortex,HPX,21.281449740068453,21.36140927259177,0.0012087633490892827
P02790,Randles_2021,Glomerular,HPX,13.054404516831411,13.228700304622132,0.0012087633490892827
P02790,Randles_2021,Tubulointerstitial,HPX,13.322051790494571,13.592348455958708,0.0012087633490892827
P02790,Santinha_2024_Human,Native_Tissue,HPX,15.319198015192645,15.55411428127372,0.0012087633490892827
P02790,Tam_2020,IAF,HPX,28.814746572327024,28.608295923423434,0.0012087633490892827
P02790,Tam_2020,NP,HPX,29.02678353994492,28.759537454545445,0.0012087633490892827
P02790,Tam_2020,OAF,HPX,28.615860627245596,27.945813517082968,0.0012087633490892827
P02792,Randles_2021,Glomerular,FTL,13.054404516831411,13.228700304622132,0.9846458520422735
P02792,Randles_2021,Tubulointerstitial,FTL,13.322051790494571,13.592348455958708,0.9846458520422735
P03886,Randles_2021,Glomerular,MT-ND1,13.054404516831411,13.228700304622132,0.9846458520422735
P03886,Randles_2021,Tubulointerstitial,MT-ND1,13.322051790494571,13.592348455958708,0.9846458520422735
P03950,Randles_2021,Glomerular,ANG,13.054404516831411,13.228700304622132,0.9846458520422735
P03950,Randles_2021,Tubulointerstitial,ANG,13.322051790494571,13.592348455958708,0.9846458520422735
P03953,Schuler_2021,Skeletal_muscle_Gastrocnemius,Cfd,14.16656861021587,14.270802877409519,0.00584578625822289
P03953,Schuler_2021,Skeletal_muscle_Soleus,Cfd,14.956904949714284,14.880652167428567,0.00584578625822289
P03953,Schuler_2021,Skeletal_muscle_TA,Cfd,15.145914762552556,15.126380063255265,0.00584578625822289
P03956,Tam_2020,OAF,,,27.945813517082968,
P03973,LiDermis_2021,Skin dermis,SLPI,9.661009976068373,10.121803706833997,-0.004361271349556369
P03973,Randles_2021,Glomerular,SLPI,13.054404516831411,13.228700304622132,-0.004361271349556369
P03973,Randles_2021,Tubulointerstitial,SLPI,13.322051790494571,13.592348455958708,-0.004361271349556369
P03973,Tam_2020,IAF,SLPI,28.814746572327024,28.608295923423434,-0.004361271349556369
P03973,Tam_2020,NP,SLPI,29.02678353994492,28.759537454545445,-0.004361271349556369
P03973,Tam_2020,OAF,SLPI,28.615860627245596,27.945813517082968,-0.004361271349556369
P04003,Randles_2021,Glomerular,C4BPA,13.054404516831411,13.228700304622132,0.9846458520422735
P04003,Randles_2021,Tubulointerstitial,C4BPA,13.322051790494571,13.592348455958708,0.9846458520422735
P04004,LiDermis_2021,Skin dermis,VTN,9.661009976068373,10.121803706833997,0.0012087633490892827
P04004,Ouni_2022,Cortex,VTN,21.281449740068453,21.36140927259177,0.0012087633490892827
P04004,Randles_2021,Glomerular,VTN,13.054404516831411,13.228700304622132,0.0012087633490892827
P04004,Randles_2021,Tubulointerstitial,VTN,13.322051790494571,13.592348455958708,0.0012087633490892827
P04004,Santinha_2024_Human,Native_Tissue,VTN,15.319198015192645,15.55411428127372,0.0012087633490892827
P04004,Tam_2020,IAF,VTN,28.814746572327024,28.608295923423434,0.0012087633490892827
P04004,Tam_2020,NP,VTN,29.02678353994492,28.759537454545445,0.0012087633490892827
P04004,Tam_2020,OAF,VTN,28.615860627245596,27.945813517082968,0.0012087633490892827
P04040,Randles_2021,Glomerular,CAT,13.054404516831411,13.228700304622132,0.9846458520422735
P04040,Randles_2021,Tubulointerstitial,CAT,13.322051790494571,13.592348455958708,0.9846458520422735
P04080,LiDermis_2021,Skin dermis,CSTB,9.661009976068373,,0.22001108531367314
P04080,Ouni_2022,Cortex,CSTB,21.281449740068453,21.36140927259177,0.22001108531367314
P04080,Randles_2021,Glomerular,CSTB,13.054404516831411,13.228700304622132,0.22001108531367314
P04080,Randles_2021,Tubulointerstitial,CSTB,13.322051790494571,13.592348455958708,0.22001108531367314
P04080,Santinha_2024_Human,Native_Tissue,CSTB,15.319198015192645,15.55411428127372,0.22001108531367314
P04080,Tam_2020,OAF,CSTB,28.615860627245596,27.945813517082968,0.22001108531367314
P04083,LiDermis_2021,Skin dermis,ANXA1,9.661009976068373,10.121803706833997,0.0012087633490892827
P04083,Ouni_2022,Cortex,ANXA1,21.281449740068453,21.36140927259177,0.0012087633490892827
P04083,Randles_2021,Glomerular,ANXA1,13.054404516831411,13.228700304622132,0.0012087633490892827
P04083,Randles_2021,Tubulointerstitial,ANXA1,13.322051790494571,13.592348455958708,0.0012087633490892827
P04083,Santinha_2024_Human,Native_Tissue,ANXA1,15.319198015192645,15.55411428127372,0.0012087633490892827
P04083,Tam_2020,IAF,ANXA1,28.814746572327024,28.608295923423434,0.0012087633490892827
P04083,Tam_2020,NP,ANXA1,29.02678353994492,28.759537454545445,0.0012087633490892827
P04083,Tam_2020,OAF,ANXA1,28.615860627245596,27.945813517082968,0.0012087633490892827
P04114,Randles_2021,Glomerular,APOB,13.054404516831411,13.228700304622132,0.9846458520422735
P04114,Randles_2021,Tubulointerstitial,APOB,13.322051790494571,13.592348455958708,0.9846458520422735
P04181,Randles_2021,Glomerular,OAT,13.054404516831411,13.228700304622132,0.9846458520422735
P04181,Randles_2021,Tubulointerstitial,OAT,13.322051790494571,13.592348455958708,0.9846458520422735
P04186,Schuler_2021,Skeletal_muscle_EDL,Cfb,14.154230064000005,14.13381148366907,-0.0059992136010749994
P04186,Schuler_2021,Skeletal_muscle_Gastrocnemius,Cfb,14.16656861021587,14.270802877409519,-0.0059992136010749994
P04186,Schuler_2021,Skeletal_muscle_Soleus,Cfb,14.956904949714284,14.880652167428567,-0.0059992136010749994
P04186,Schuler_2021,Skeletal_muscle_TA,Cfb,15.145914762552556,15.126380063255265,-0.0059992136010749994
P04196,LiDermis_2021,Skin dermis,HRG,9.661009976068373,10.121803706833997,0.0012087633490892827
P04196,Ouni_2022,Cortex,HRG,21.281449740068453,21.36140927259177,0.0012087633490892827
P04196,Randles_2021,Glomerular,HRG,13.054404516831411,13.228700304622132,0.0012087633490892827
P04196,Randles_2021,Tubulointerstitial,HRG,13.322051790494571,13.592348455958708,0.0012087633490892827
P04196,Santinha_2024_Human,Native_Tissue,HRG,15.319198015192645,15.55411428127372,0.0012087633490892827
P04196,Tam_2020,IAF,HRG,28.814746572327024,28.608295923423434,0.0012087633490892827
P04196,Tam_2020,NP,HRG,29.02678353994492,28.759537454545445,0.0012087633490892827
P04196,Tam_2020,OAF,HRG,28.615860627245596,27.945813517082968,0.0012087633490892827
P04202,Dipali_2023,Ovary,TGFB1,19.081354596065317,19.135263626994472,
P04217,Randles_2021,Glomerular,A1BG,13.054404516831411,13.228700304622132,0.9846458520422735
P04217,Randles_2021,Tubulointerstitial,A1BG,13.322051790494571,13.592348455958708,0.9846458520422735
P04264,Randles_2021,Glomerular,KRT1,13.054404516831411,13.228700304622132,0.9846458520422735
P04264,Randles_2021,Tubulointerstitial,KRT1,13.322051790494571,13.592348455958708,0.9846458520422735
P04271,LiDermis_2021,Skin dermis,S100B,9.661009976068373,,0.5117237967704713
P04271,Tam_2020,IAF,S100B,28.814746572327024,28.608295923423434,0.5117237967704713
P04271,Tam_2020,NP,S100B,29.02678353994492,,0.5117237967704713
P04271,Tam_2020,OAF,S100B,28.615860627245596,27.945813517082968,0.5117237967704713
P04275,LiDermis_2021,Skin dermis,VWF,9.661009976068373,10.121803706833997,0.18596094615687458
P04275,Randles_2021,Glomerular,VWF,13.054404516831411,13.228700304622132,0.18596094615687458
P04275,Randles_2021,Tubulointerstitial,VWF,13.322051790494571,13.592348455958708,0.18596094615687458
P04275,Santinha_2024_Human,Native_Tissue,VWF,15.319198015192645,15.55411428127372,0.18596094615687458
P04275,Tam_2020,IAF,VWF,28.814746572327024,28.608295923423434,0.18596094615687458
P04275,Tam_2020,NP,,,28.759537454545445,0.18596094615687458
P04275,Tam_2020,OAF,VWF,28.615860627245596,27.945813517082968,0.18596094615687458
P04370,Tsumagari_2023,Cortex,Mbp,21.281449740068453,21.36140927259177,0.024782625051505254
P04370,Tsumagari_2023,Hippocampus,Mbp,27.67407062170647,27.819305979281637,0.024782625051505254
P04370-5,Tsumagari_2023,Cortex,Mbp,21.281449740068453,21.36140927259177,
P04406,Randles_2021,Glomerular,GAPDH,13.054404516831411,13.228700304622132,0.9846458520422735
P04406,Randles_2021,Tubulointerstitial,GAPDH,13.322051790494571,13.592348455958708,0.9846458520422735
P04430,Randles_2021,Glomerular,1,13.054404516831411,13.228700304622132,0.9846458520422735
P04430,Randles_2021,Tubulointerstitial,1,13.322051790494571,13.592348455958708,0.9846458520422735
P04792,Randles_2021,Glomerular,HSPB1,13.054404516831411,13.228700304622132,0.9846458520422735
P04792,Randles_2021,Tubulointerstitial,HSPB1,13.322051790494571,13.592348455958708,0.9846458520422735
P04843,Randles_2021,Glomerular,RPN1,13.054404516831411,13.228700304622132,0.9846458520422735
P04843,Randles_2021,Tubulointerstitial,RPN1,13.322051790494571,13.592348455958708,0.9846458520422735
P04844,Randles_2021,Glomerular,RPN2,13.054404516831411,13.228700304622132,0.9846458520422735
P04844,Randles_2021,Tubulointerstitial,RPN2,13.322051790494571,13.592348455958708,0.9846458520422735
P04899,Randles_2021,Glomerular,GNAI2,13.054404516831411,13.228700304622132,0.9846458520422735
P04899,Randles_2021,Tubulointerstitial,GNAI2,13.322051790494571,13.592348455958708,0.9846458520422735
P04908,Randles_2021,Glomerular,HIST1H2AB,13.054404516831411,13.228700304622132,0.9846458520422735
P04908,Randles_2021,Tubulointerstitial,HIST1H2AB,13.322051790494571,13.592348455958708,0.9846458520422735
P04920,Randles_2021,Glomerular,SLC4A2,13.054404516831411,13.228700304622132,0.9846458520422735
P04920,Randles_2021,Tubulointerstitial,SLC4A2,13.322051790494571,13.592348455958708,0.9846458520422735
P04938,Schuler_2021,Skeletal_muscle_EDL,Mup11,14.154230064000005,14.13381148366907,-0.02847542948690937
P04938,Schuler_2021,Skeletal_muscle_TA,Mup11,15.145914762552556,15.126380063255265,-0.02847542948690937
P05023,Randles_2021,Glomerular,ATP1A1,13.054404516831411,13.228700304622132,0.9846458520422735
P05023,Randles_2021,Tubulointerstitial,ATP1A1,13.322051790494571,13.592348455958708,0.9846458520422735
P05026,Randles_2021,Glomerular,ATP1B1,13.054404516831411,13.228700304622132,0.9846458520422735
P05026,Randles_2021,Tubulointerstitial,ATP1B1,13.322051790494571,13.592348455958708,0.9846458520422735
P05062,Randles_2021,Glomerular,ALDOB,13.054404516831411,13.228700304622132,0.9846458520422735
P05062,Randles_2021,Tubulointerstitial,ALDOB,13.322051790494571,13.592348455958708,0.9846458520422735
P05064,Schuler_2021,Skeletal_muscle_EDL,Aldoa,14.154230064000005,14.13381148366907,-0.0059992136010749994
P05064,Schuler_2021,Skeletal_muscle_Gastrocnemius,Aldoa,14.16656861021587,14.270802877409519,-0.0059992136010749994
P05064,Schuler_2021,Skeletal_muscle_Soleus,Aldoa,14.956904949714284,14.880652167428567,-0.0059992136010749994
P05064,Schuler_2021,Skeletal_muscle_TA,Aldoa,15.145914762552556,15.126380063255265,-0.0059992136010749994
P05089,Randles_2021,Glomerular,ARG1,13.054404516831411,13.228700304622132,-0.5945338915655198
P05089,Randles_2021,Tubulointerstitial,ARG1,13.322051790494571,13.592348455958708,-0.5945338915655198
P05089,Santinha_2024_Human,Native_Tissue,ARG1,15.319198015192645,15.55411428127372,-0.5945338915655198
P05089,Tam_2020,OAF,ARG1,28.615860627245596,,-0.5945338915655198
P05091,Randles_2021,Glomerular,ALDH2,13.054404516831411,13.228700304622132,0.9846458520422735
P05091,Randles_2021,Tubulointerstitial,ALDH2,13.322051790494571,13.592348455958708,0.9846458520422735
P05093,Randles_2021,Glomerular,CYP17A1,13.054404516831411,13.228700304622132,0.9846458520422735
P05093,Randles_2021,Tubulointerstitial,CYP17A1,13.322051790494571,13.592348455958708,0.9846458520422735
P05109,LiDermis_2021,Skin dermis,S100A8,9.661009976068373,10.121803706833997,0.2439382096805568
P05109,Ouni_2022,Cortex,S100A8,21.281449740068453,21.36140927259177,0.2439382096805568
P05109,Randles_2021,Glomerular,S100A8,13.054404516831411,13.228700304622132,0.2439382096805568
P05109,Randles_2021,Tubulointerstitial,S100A8,13.322051790494571,13.592348455958708,0.2439382096805568
P05109,Santinha_2024_Human,Native_Tissue,S100A8,15.319198015192645,15.55411428127372,0.2439382096805568
P05109,Tam_2020,IAF,,,28.608295923423434,0.2439382096805568
P05109,Tam_2020,OAF,S100A8,28.615860627245596,27.945813517082968,0.2439382096805568
P05120,LiDermis_2021,Skin dermis,SERPINB2,9.661009976068373,10.121803706833997,-0.6727271516395971
P05120,Tam_2020,OAF,SERPINB2,28.615860627245596,,-0.6727271516395971
P05121,Santinha_2024_Human,Native_Tissue,SERPINE1,15.319198015192645,15.55411428127372,-0.034406938649462065
P05121,Tam_2020,IAF,SERPINE1,28.814746572327024,28.608295923423434,-0.034406938649462065
P05121,Tam_2020,NP,SERPINE1,29.02678353994492,28.759537454545445,-0.034406938649462065
P05121,Tam_2020,OAF,SERPINE1,28.615860627245596,27.945813517082968,-0.034406938649462065
P05132,Schuler_2021,Skeletal_muscle_EDL,Prkaca,14.154230064000005,14.13381148366907,-0.0059992136010749994
P05132,Schuler_2021,Skeletal_muscle_Gastrocnemius,Prkaca,14.16656861021587,14.270802877409519,-0.0059992136010749994
P05132,Schuler_2021,Skeletal_muscle_Soleus,Prkaca,14.956904949714284,14.880652167428567,-0.0059992136010749994
P05132,Schuler_2021,Skeletal_muscle_TA,Prkaca,15.145914762552556,15.126380063255265,-0.0059992136010749994
P05141,Randles_2021,Glomerular,SLC25A5,13.054404516831411,13.228700304622132,0.9846458520422735
P05141,Randles_2021,Tubulointerstitial,SLC25A5,13.322051790494571,13.592348455958708,0.9846458520422735
P05154,LiDermis_2021,Skin dermis,SERPINA5,9.661009976068373,,0.1910901750833572
P05154,Randles_2021,Glomerular,SERPINA5,13.054404516831411,13.228700304622132,0.1910901750833572
P05154,Randles_2021,Tubulointerstitial,SERPINA5,13.322051790494571,13.592348455958708,0.1910901750833572
P05154,Santinha_2024_Human,Native_Tissue,SERPINA5,15.319198015192645,15.55411428127372,0.1910901750833572
P05154,Tam_2020,IAF,SERPINA5,28.814746572327024,28.608295923423434,0.1910901750833572
P05154,Tam_2020,NP,SERPINA5,29.02678353994492,28.759537454545445,0.1910901750833572
P05154,Tam_2020,OAF,SERPINA5,28.615860627245596,27.945813517082968,0.1910901750833572
P05155,LiDermis_2021,Skin dermis,SERPING1,9.661009976068373,10.121803706833997,-5.767546020061641e-05
P05155,Randles_2021,Glomerular,SERPING1,13.054404516831411,13.228700304622132,-5.767546020061641e-05
P05155,Randles_2021,Tubulointerstitial,SERPING1,13.322051790494571,13.592348455958708,-5.767546020061641e-05
P05155,Santinha_2024_Human,Native_Tissue,SERPING1,15.319198015192645,15.55411428127372,-5.767546020061641e-05
P05155,Tam_2020,IAF,SERPING1,28.814746572327024,28.608295923423434,-5.767546020061641e-05
P05155,Tam_2020,NP,SERPING1,29.02678353994492,28.759537454545445,-5.767546020061641e-05
P05155,Tam_2020,OAF,SERPING1,28.615860627245596,27.945813517082968,-5.767546020061641e-05
P05156,Randles_2021,Glomerular,CFI,13.054404516831411,13.228700304622132,0.9846458520422735
P05156,Randles_2021,Tubulointerstitial,CFI,13.322051790494571,13.592348455958708,0.9846458520422735
P05160,Tam_2020,IAF,,,28.608295923423434,-0.41122378060341713
P05160,Tam_2020,NP,,,28.759537454545445,-0.41122378060341713
P05160,Tam_2020,OAF,F13B,28.615860627245596,27.945813517082968,-0.41122378060341713
P05162,Randles_2021,Glomerular,LGALS2,13.054404516831411,13.228700304622132,0.9846458520422735
P05162,Randles_2021,Tubulointerstitial,LGALS2,13.322051790494571,13.592348455958708,0.9846458520422735
P05164,Randles_2021,Glomerular,MPO,13.054404516831411,13.228700304622132,0.9846458520422735
P05164,Randles_2021,Tubulointerstitial,MPO,13.322051790494571,13.592348455958708,0.9846458520422735
P05165,Randles_2021,Glomerular,PCCA,13.054404516831411,13.228700304622132,0.9846458520422735
P05165,Randles_2021,Tubulointerstitial,PCCA,13.322051790494571,13.592348455958708,0.9846458520422735
P05230,Santinha_2024_Human,Native_Tissue,FGF1,15.319198015192645,15.55411428127372,
P05387,Randles_2021,Glomerular,RPLP2,13.054404516831411,13.228700304622132,0.9846458520422735
P05387,Randles_2021,Tubulointerstitial,RPLP2,13.322051790494571,13.592348455958708,0.9846458520422735
P05388,Randles_2021,Glomerular,RPLP0,13.054404516831411,13.228700304622132,0.9846458520422735
P05388,Randles_2021,Tubulointerstitial,RPLP0,13.322051790494571,13.592348455958708,0.9846458520422735
P05451;P48304,Tam_2020,IAF,,,28.608295923423434,
P05451;P48304,Tam_2020,OAF,,,27.945813517082968,
P05452,Santinha_2024_Human,Native_Tissue,CLEC3B,15.319198015192645,15.55411428127372,-0.034406938649462065
P05452,Tam_2020,IAF,CLEC3B,28.814746572327024,28.608295923423434,-0.034406938649462065
P05452,Tam_2020,NP,CLEC3B,29.02678353994492,28.759537454545445,-0.034406938649462065
P05452,Tam_2020,OAF,CLEC3B,28.615860627245596,27.945813517082968,-0.034406938649462065
P05455,Randles_2021,Glomerular,SSB,13.054404516831411,13.228700304622132,0.9846458520422735
P05455,Randles_2021,Tubulointerstitial,SSB,13.322051790494571,13.592348455958708,0.9846458520422735
P05543,Santinha_2024_Human,Native_Tissue,SERPINA7,15.319198015192645,15.55411428127372,0.13827767970851135
P05543,Tam_2020,IAF,SERPINA7,28.814746572327024,28.608295923423434,0.13827767970851135
P05543,Tam_2020,NP,,,28.759537454545445,0.13827767970851135
P05543,Tam_2020,OAF,SERPINA7,28.615860627245596,27.945813517082968,0.13827767970851135
P05546,LiDermis_2021,Skin dermis,SERPIND1,9.661009976068373,10.121803706833997,0.16967772297665576
P05546,Ouni_2022,Cortex,SERPIND1,21.281449740068453,21.36140927259177,0.16967772297665576
P05546,Randles_2021,Glomerular,SERPIND1,13.054404516831411,13.228700304622132,0.16967772297665576
P05546,Randles_2021,Tubulointerstitial,SERPIND1,13.322051790494571,13.592348455958708,0.16967772297665576
P05546,Santinha_2024_Human,Native_Tissue,SERPIND1,15.319198015192645,15.55411428127372,0.16967772297665576
P05546,Tam_2020,IAF,SERPIND1,28.814746572327024,28.608295923423434,0.16967772297665576
P05546,Tam_2020,NP,,,28.759537454545445,0.16967772297665576
P05546,Tam_2020,OAF,SERPIND1,28.615860627245596,27.945813517082968,0.16967772297665576
P05556,Randles_2021,Glomerular,ITGB1,13.054404516831411,13.228700304622132,0.9846458520422735
P05556,Randles_2021,Tubulointerstitial,ITGB1,13.322051790494571,13.592348455958708,0.9846458520422735
P05771,Randles_2021,Glomerular,PRKCB,13.054404516831411,13.228700304622132,0.9846458520422735
P05771,Randles_2021,Tubulointerstitial,PRKCB,13.322051790494571,13.592348455958708,0.9846458520422735
P05783,Randles_2021,Glomerular,KRT18,13.054404516831411,13.228700304622132,0.9846458520422735
P05783,Randles_2021,Tubulointerstitial,KRT18,13.322051790494571,13.592348455958708,0.9846458520422735
P05787,Randles_2021,Glomerular,KRT8,13.054404516831411,13.228700304622132,0.9846458520422735
P05787,Randles_2021,Tubulointerstitial,KRT8,13.322051790494571,13.592348455958708,0.9846458520422735
P05937,Randles_2021,Glomerular,CALB1,13.054404516831411,13.228700304622132,0.9846458520422735
P05937,Randles_2021,Tubulointerstitial,CALB1,13.322051790494571,13.592348455958708,0.9846458520422735
P05997,LiDermis_2021,Skin dermis,COL5A2,9.661009976068373,10.121803706833997,0.0012087633490892827
P05997,Ouni_2022,Cortex,COL5A2,21.281449740068453,21.36140927259177,0.0012087633490892827
P05997,Randles_2021,Glomerular,COL5A2,13.054404516831411,13.228700304622132,0.0012087633490892827
P05997,Randles_2021,Tubulointerstitial,COL5A2,13.322051790494571,13.592348455958708,0.0012087633490892827
P05997,Santinha_2024_Human,Native_Tissue,COL5A2,15.319198015192645,15.55411428127372,0.0012087633490892827
P05997,Tam_2020,IAF,COL5A2,28.814746572327024,28.608295923423434,0.0012087633490892827
P05997,Tam_2020,NP,COL5A2,29.02678353994492,28.759537454545445,0.0012087633490892827
P05997,Tam_2020,OAF,COL5A2,28.615860627245596,27.945813517082968,0.0012087633490892827
P06400,Randles_2021,Glomerular,RB1,13.054404516831411,13.228700304622132,0.9846458520422735
P06400,Randles_2021,Tubulointerstitial,RB1,13.322051790494571,13.592348455958708,0.9846458520422735
P06576,Randles_2021,Glomerular,ATP5B,13.054404516831411,13.228700304622132,0.9846458520422735
P06576,Randles_2021,Tubulointerstitial,ATP5B,13.322051790494571,13.592348455958708,0.9846458520422735
P06684,Schuler_2021,Skeletal_muscle_EDL,Hc,14.154230064000005,14.13381148366907,-0.0059992136010749994
P06684,Schuler_2021,Skeletal_muscle_Gastrocnemius,Hc,14.16656861021587,14.270802877409519,-0.0059992136010749994
P06684,Schuler_2021,Skeletal_muscle_Soleus,Hc,14.956904949714284,14.880652167428567,-0.0059992136010749994
P06684,Schuler_2021,Skeletal_muscle_TA,Hc,15.145914762552556,15.126380063255265,-0.0059992136010749994
P06702,LiDermis_2021,Skin dermis,S100A9,9.661009976068373,10.121803706833997,0.0012087633490892827
P06702,Ouni_2022,Cortex,S100A9,21.281449740068453,21.36140927259177,0.0012087633490892827
P06702,Randles_2021,Glomerular,S100A9,13.054404516831411,13.228700304622132,0.0012087633490892827
P06702,Randles_2021,Tubulointerstitial,S100A9,13.322051790494571,13.592348455958708,0.0012087633490892827
P06702,Santinha_2024_Human,Native_Tissue,S100A9,15.319198015192645,15.55411428127372,0.0012087633490892827
P06702,Tam_2020,IAF,S100A9,28.814746572327024,28.608295923423434,0.0012087633490892827
P06702,Tam_2020,NP,S100A9,29.02678353994492,28.759537454545445,0.0012087633490892827
P06702,Tam_2020,OAF,S100A9,28.615860627245596,27.945813517082968,0.0012087633490892827
P06703,LiDermis_2021,Skin dermis,S100A6,9.661009976068373,,0.4985340822234313
P06703,Ouni_2022,Cortex,S100A6,21.281449740068453,21.36140927259177,0.4985340822234313
P06703,Santinha_2024_Human,Native_Tissue,S100A6,15.319198015192645,15.55411428127372,0.4985340822234313
P06703,Tam_2020,IAF,S100A6,28.814746572327024,28.608295923423434,0.4985340822234313
P06703,Tam_2020,NP,S100A6,29.02678353994492,28.759537454545445,0.4985340822234313
P06703,Tam_2020,OAF,,,27.945813517082968,0.4985340822234313
P06727,Randles_2021,Glomerular,APOA4,13.054404516831411,13.228700304622132,0.9846458520422735
P06727,Randles_2021,Tubulointerstitial,APOA4,13.322051790494571,13.592348455958708,0.9846458520422735
P06728,Schuler_2021,Skeletal_muscle_EDL,Apoa4,14.154230064000005,14.13381148366907,-0.0059992136010749994
P06728,Schuler_2021,Skeletal_muscle_Gastrocnemius,Apoa4,14.16656861021587,14.270802877409519,-0.0059992136010749994
P06728,Schuler_2021,Skeletal_muscle_Soleus,Apoa4,14.956904949714284,14.880652167428567,-0.0059992136010749994
P06728,Schuler_2021,Skeletal_muscle_TA,Apoa4,15.145914762552556,15.126380063255265,-0.0059992136010749994
P06730,Randles_2021,Glomerular,EIF4E,13.054404516831411,13.228700304622132,0.9846458520422735
P06730,Randles_2021,Tubulointerstitial,EIF4E,13.322051790494571,13.592348455958708,0.9846458520422735
P06733,Randles_2021,Glomerular,ENO1,13.054404516831411,13.228700304622132,0.9846458520422735
P06733,Randles_2021,Tubulointerstitial,ENO1,13.322051790494571,13.592348455958708,0.9846458520422735
P06745,Schuler_2021,Skeletal_muscle_EDL,Gpi1,14.154230064000005,14.13381148366907,-0.0059992136010749994
P06745,Schuler_2021,Skeletal_muscle_Gastrocnemius,Gpi1,14.16656861021587,14.270802877409519,-0.0059992136010749994
P06745,Schuler_2021,Skeletal_muscle_Soleus,Gpi1,14.956904949714284,14.880652167428567,-0.0059992136010749994
P06745,Schuler_2021,Skeletal_muscle_TA,Gpi1,15.145914762552556,15.126380063255265,-0.0059992136010749994
P06748,Randles_2021,Glomerular,NPM1,13.054404516831411,13.228700304622132,0.9846458520422735
P06748,Randles_2021,Tubulointerstitial,NPM1,13.322051790494571,13.592348455958708,0.9846458520422735
P06753,Randles_2021,Glomerular,TPM3,13.054404516831411,13.228700304622132,0.9846458520422735
P06753,Randles_2021,Tubulointerstitial,TPM3,13.322051790494571,13.592348455958708,0.9846458520422735
P06756,Randles_2021,Glomerular,ITGAV,13.054404516831411,13.228700304622132,0.9846458520422735
P06756,Randles_2021,Tubulointerstitial,ITGAV,13.322051790494571,13.592348455958708,0.9846458520422735
P06797,Angelidis_2019,Lung,CTSL,29.276972411347536,29.476609785628018,0.013171183542046029
P06797,Dipali_2023,Ovary,CTSL,19.081354596065317,19.135263626994472,0.013171183542046029
P06797,Santinha_2024_Mouse_NT,Native_Tissue,Ctsl,15.319198015192645,15.55411428127372,0.013171183542046029
P06797,Schuler_2021,Skeletal_muscle_EDL,Ctsl,14.154230064000005,14.13381148366907,0.013171183542046029
P06797,Schuler_2021,Skeletal_muscle_Gastrocnemius,Ctsl,14.16656861021587,14.270802877409519,0.013171183542046029
