Protein,RF_Importance
MYEF2,0.0
MYBBP1A,0.0
MYL12B,0.0
NEFL,0.0
MYL6,0.0
MYO15B,0.0
PEF1,0.0
PELI3,0.0
PEPD,0.0
PES1,0.0
MYO16,0.0
PFKL,0.0
MYO15A,0.0
PGAM2,0.0
PFKM,0.0
MYO10,0.0
MYLK,0.0
MYL9,0.0
PFN2,0.0
MYL6B,0.0
MYADM,0.0
PGS1,0.0
Mydgf,0.0
PGS2,0.0
PIP,0.0
PIPOX,0.0
PITRM1,0.0
PKLR,0.0
MT-ATP6,0.0
PKM,0.0
PKP1,0.0
PKP2,0.0
PKP4,0.0
PLA2G2A,0.0
MST1;MST1L,0.0
PLAU,0.0
MSRB2,0.0
PLCG2,0.0
PLEC,0.0
PIN1,0.0
PIK3C2A,0.0
PIGR,0.0
MTHFS,0.0
MUT,0.0
PHB,0.0
PHB2,0.0
PHF14,0.0
MTM1,0.0
MTIF2,0.0
MTCH2,0.0
PICALM,0.0
PHGDH,0.0
MTCH1,0.0
PHLDB1,0.0
MT-ND1,0.0
PHPT1,0.0
PHYHD1,0.0
PECR,0.0
PEBP1,0.0
PDZK1P1,0.0
PDZK1,0.0
Megf8,0.0
PARS2,0.0
PBLD,0.0
PC,0.0
PCBP1,0.0
PCBP2,0.0
PCCA,0.0
PCCB,0.0
Megf6,0.0
Megf10,0.0
PCDHGA6,0.0
PCGF5,0.0
Mcam,0.0
Mbp,0.0
Mbl2,0.0
Megf9,0.0
PARP1,0.0
PAPSS1,0.0
Mmrn1,0.0
PAFAH1B2,0.0
PAH,0.0
Mup11,0.0
Mug1,0.0
Mstn,0.0
Mmrn2,0.0
Mmp2,0.0
Mfap4,0.0
Mmp17,0.0
PAPPA,0.0
Mif,0.0
Mgp,0.0
Mfge8,0.0
Mfap5,0.0
Mbl1,0.0
Matn4,0.0
Matn2,0.0
MYO1C,0.0
PDHB,0.0
PDIA3,0.0
MYO1G,0.0
MYO1F,0.0
MYO1D,0.0
PDK3,0.0
PDK4,0.0
PDHA1,0.0
PDLIM5,0.0
PDPR,0.0
PDSS2,0.0
MYO1B,0.0
PDXK,0.0
MYO19,0.0
MYO5B,0.0
PDGFC,0.0
PCLO,0.0
MYOF,0.0
PCM1,0.0
Masp2,0.0
PCMT1,0.0
Masp1,0.0
PCYOX1,0.0
Man2b1,0.0
PDCD11,0.0
PDF,0.0
MYO7B,0.0
PDCD6,0.0
MYO6,0.0
PDCD6IP,0.0
PDE12,0.0
PDE2A,0.0
OTUB1,0.0
1,0.0
Plxdc2,0.0
TARS2,0.0
TBC1D17,0.0
TBC1D9B,0.0
TBCK,0.0
TBL1XR1,0.0
TBL3,0.0
TBPL2,0.0
TBRG4,0.0
TCEANC2,0.0
TCEB3,0.0
TCERG1L,0.0
TECR,0.0
TENA,0.0
TEX10,0.0
TEX14,0.0
TEX2,0.0
TF,0.0
TFAM,0.0
TFAP2E,0.0
TFB1M,0.0
TATDN2,0.0
TARDBP,0.0
TGM1,0.0
TAOK2,0.0
Sod3,0.0
Sord,0.0
Sparc,0.0
Sparcl1,0.0
Spock1,0.0
Spock2,0.0
Spon1,0.0
Sra1,0.0
Sri,0.0
Srpx,0.0
Srpx2,0.0
Ssc5d,0.0
Stx4a,0.0
Sulf2,0.0
TACC2,0.0
TACO1,0.0
TAF15,0.0
TAGLN,0.0
TAGLN2,0.0
TGFB1I1,0.0
TGM3,0.0
Plxna1,0.0
TMEM201,0.0
TMEM43,0.0
TMOD3,0.0
TMPO,0.0
TNK2,0.0
TNKS,0.0
TNPO1,0.0
TNRC18,0.0
TNS1,0.0
TNS2,0.0
TOLLIP,0.0
TOMM40,0.0
TOMM70A,0.0
TOP1,0.0
TOP2A,0.0
TOP2B,0.0
TOR1AIP1,0.0
TPI1,0.0
TPM1,0.0
TPM2,0.0
TMEM33,0.0
TMEM132A,0.0
THAP5,0.0
TMEM109,0.0
THEGL,0.0
THNSL1,0.0
THOC1,0.0
THSD4,0.0
TIMM44,0.0
TIMP2,0.0
TINAG,0.0
TJP1,0.0
TJP2,0.0
TK2,0.0
TKT,0.0
TLN1,0.0
TLN2,0.0
TM2D3,0.0
TMC6,0.0
TMCO1,0.0
TMED4,0.0
TMED7-TICAM2,0.0
TMED9,0.0
Sod1,0.0
Snca,0.0
Smpdl3b,0.0
SUMO2,0.0
SUN2,0.0
SUPV3L1,0.0
SVEP1,0.0
SWI5,0.0
SYNE1,0.0
SYNE2,0.0
SYNE3,0.0
SYNJ2,0.0
SYNPO,0.0
SYNPO2,0.0
SYPL1,0.0
SYTL4,0.0
SZT2,0.0
Scpep1,0.0
Sdc2,0.0
Sdc3,0.0
Sdc4,0.0
Selenop,0.0
Selenos,0.0
SUN1,0.0
SULT1C2,0.0
Smpdl3a,0.0
SULT1A4,0.0
SSR1,0.0
SSR4,0.0
SSRP1,0.0
ST7L,0.0
STARD7,0.0
STAT1,0.0
STAT5B,0.0
STAT6,0.0
STFA2L1;STFA2,0.0
STK36,0.0
STOM,0.0
STOML2,0.0
SUB1,0.0
SUCLA2,0.0
SUCLG1,0.0
SUCLG2,0.0
SUGCT,0.0
SUGP2,0.0
SULT1A2,0.0
Sema3b,0.0
Sema3c,0.0
Sema4a,0.0
Sema4b,0.0
Serpinb9b,0.0
Serpinc1,0.0
Serpind1,0.0
Serpine2,0.0
Serpinf1,0.0
Serpinf2,0.0
Serping1,0.0
Serpinh1,0.0
Serpini1,0.0
Sfn,0.0
Sfrp1,0.0
Shh,0.0
Slc2a4,0.0
Slit1,0.0
Slit2,0.0
Slit3,0.0
Slmap,0.0
Smc3,0.0
Smoc2,0.0
Serpinb9,0.0
Serpinb8,0.0
Serpinb6a,0.0
Serpina1b,0.0
Sema4d,0.0
Sema4f,0.0
Sema5b,0.0
Sema6d,0.0
Sema7a,0.0
Serac1,0.0
Serpina10,0.0
Serpina1a,0.0
Serpina1c,0.0
Serpinb6,0.0
Serpina1d,0.0
Serpina1e,0.0
Serpina3k,0.0
Serpina3m,0.0
Serpina3n,0.0
Serpina6,0.0
Serpinb1a,0.0
Serpinb5,0.0
TPM3,0.0
TPM4,0.0
TPMT,0.0
VPS4A,0.0
VWA3B,0.0
Vcan,0.0
Vldlr,0.0
Vtn,0.0
Vwa1,0.0
Vwa5a,0.0
Vwa5b2,0.0
Vwf,0.0
WARS2,0.0
WDR1,0.0
WDR12,0.0
WDR74,0.0
WDR90,0.0
WIF1,0.0
WIPF3,0.0
WISP2,0.0
WISP3,0.0
WNT3A,0.0
WNT6,0.0
VWA1,0.0
VPS35,0.0
UPF2,0.0
VPS16,0.0
UQCR11,0.0
UQCRB,0.0
UQCRC2,0.0
USO1,0.0
USP5,0.0
USP7,0.0
UTP15,0.0
UTP18,0.0
UTRN,0.0
VAMP3,0.0
VAT1,0.0
VCP,0.0
VDAC1,0.0
VDAC2,0.0
VDAC3,0.0
VEGFA,0.0
VIL1,0.0
VIM,0.0
VIPR1,0.0
WRNIP1,0.0
Wnt10a,0.0
XP32,0.0
XPC,0.0
ZBTB20,0.0
ZFP42,0.0
ZFR,0.0
ZFX,0.0
ZMYM2,0.0
ZMYND12,0.0
ZNF326,0.0
ZNF416,0.0
ZNF512,0.0
ZNF567,0.0
ZNF749,0.0
ZNF812,0.0
ZNF831,0.0
ZNRD1-AS1,0.0
ZP1,0.0
ZP2,0.0
ZP3,0.0
ZP4,0.0
ZSWIM3,0.0
ZADH2,0.0
Ybx1,0.0
YWHAZ,0.0
XYLT1,0.0
XPNPEP2,0.0
XPNPEP3,0.0
XPO1,0.0
XRCC1,0.0
XRCC5,0.0
XRCC6,0.0
XRRA1,0.0
XYLB,0.0
Xdh,0.0
YWHAQ,0.0
YARS2,0.0
YBX1,0.0
YBX2,0.0
YLPM1,0.0
YTHDC1,0.0
YWHAB,0.0
YWHAE,0.0
YWHAH,0.0
UQCR10,0.0
UMPS,0.0
TPP1,0.0
TSP4,0.0
TSPAN10,0.0
TSPAN9,0.0
TST,0.0
TTBK1,0.0
TTBK2,0.0
TTC38,0.0
TTLL4,0.0
TTLL5,0.0
TTLL6,0.0
TTR,0.0
TUBA4A,0.0
TUBA8,0.0
TUBAL3,0.0
TUBB1,0.0
TUBB2A,0.0
TUBB6,0.0
TUFM,0.0
TWF1,0.0
TXLNA,0.0
TSPAN1,0.0
TSP3,0.0
UMOD,0.0
TSP1,0.0
TPT1,0.0
TRA2A,0.0
TRADD,0.0
TRAP1,0.0
TRIM23,0.0
TRIM24,0.0
TRIM25,0.0
TRIM56,0.0
TRIOBP,0.0
TRIP12,0.0
TRIP6,0.0
TRMT10C,0.0
TRMT112,0.0
TRMT1L,0.0
TRMT44,0.0
TROVE2,0.0
TRPV5,0.0
TRY10,0.0
TSFM,0.0
TXN,0.0
TXNDC17,0.0
TXNL1,0.0
TXNRD1,0.0
U2AF2,0.0
UACA,0.0
UBA1,0.0
UBA2,0.0
UBE2D2,0.0
UBE2E1,0.0
UBE2L3,0.0
UBE2N,0.0
UBE2V2,0.0
UBN2,0.0
UBTF,0.0
UCHL3,0.0
UFL1,0.0
UGDH,0.0
UGP2,0.0
UGT1A7,0.0
UGT2A3,0.0
UGT2B7,0.0
UHRF2,0.0
U2AF1,0.0
Txn1,0.0
Ttr,0.0
Thbs3,0.0
Tbc1d15,0.0
Tfrc,0.0
Tgfbi,0.0
Tgm1,0.0
Tgm2,0.0
Thbd,0.0
Thbs1,0.0
Thbs2,0.0
Thbs4,0.0
Tsg101,0.0
Them6,0.0
Timp2,0.0
Tinagl1,0.0
Tnc,0.0
Tnr,0.0
Tpt1,0.0
Trf,0.0
Try4,0.0
SSBP1,0.0
SSB,0.0
SRSF7,0.0
RPL3,0.0
RPL32,0.0
RPL35A,0.0
RPL4,0.0
RPL5,0.0
RPL6,0.0
RPL7,0.0
RPL7A,0.0
RPL8,0.0
RPL9,0.0
RPLP0,0.0
RPLP2,0.0
RPN1,0.0
RPN2,0.0
RPS10-NUDT3,0.0
RPS11,0.0
RPS12,0.0
RPS14,0.0
MLEC,0.0
RPS16,0.0
RPL31,0.0
RPL29,0.0
RHOQ,0.0
RPL28,0.0
RNASE6,0.0
RNH1,0.0
RNPEP,0.0
ROR2,0.0
RPA1,0.0
RPF1,0.0
RPF2,0.0
RPL10A,0.0
RPL12,0.0
RPL13,0.0
RPL13A,0.0
RPL15,0.0
RPL18,0.0
RPL23,0.0
RPL23A,0.0
RPL26,0.0
RPL26L1,0.0
RPL27,0.0
RPL27A,0.0
RPS18,0.0
RPS19,0.0
RPS2,0.0
RPS23,0.0
RRP7A,0.0
RRP8,0.0
RRS1,0.0
RSF1,0.0
RSL1D1,0.0
RSL24D1,0.0
RSPRY1,0.0
RTCA,0.0
RTCB,0.0
RTFDC1,0.0
RTN4,0.0
RUVBL1,0.0
Rab35,0.0
Rab5b,0.0
Rap2b,0.0
Rbmx,0.0
Rbmxl1,0.0
Rbp4,0.0
Retn,0.0
RRP15,0.0
RRP12,0.0
RRP1,0.0
RPS4X,0.0
RPS24,0.0
RPS25,0.0
RPS26,0.0
RPS27A,0.0
RPS27L,0.0
RPS29,0.0
RPS3,0.0
RPS3A,0.0
RPS4Y1,0.0
RRBP1,0.0
RPS5,0.0
RPS6KA2,0.0
RPS7,0.0
RPS8,0.0
RPS9,0.0
RPSA,0.0
RRAS,0.0
RRAS2,0.0
RING1,0.0
RHOG,0.0
Rnh1,0.0
Ptn,0.0
Pzp,0.0
QARS,0.0
QDPR,0.0
QRICH1,0.0
QRICH2,0.0
QRSL1,0.0
Qsox1,0.0
RAB10,0.0
RAB11B,0.0
RAB13,0.0
RAB14,0.0
RAB17,0.0
RAB21,0.0
RAB29,0.0
RAB32,0.0
RAB34,0.0
RAB35,0.0
RAB4B,0.0
RAB5C,0.0
Pxdn,0.0
Ptgis,0.0
RHCG,0.0
Psap,0.0
Plxna2,0.0
Plxna4,0.0
Plxnb1,0.0
Plxnb2,0.0
Plxnc1,0.0
Plxnd1,0.0
Podn,0.0
Pon1,0.0
Pon2,0.0
Pon3,0.0
Postn,0.0
Ppia,0.0
Ppp1r1a,0.0
Ppt1,0.0
Prdx4,0.0
Prelp,0.0
Prkaca,0.0
Prkacb,0.0
Prss23,0.0
RAB7A,0.0
RAB9A,0.0
RAC1,0.0
RAD21,0.0
RBM42,0.0
RBM47,0.0
RBM8A,0.0
RBMX,0.0
RBMXL2,0.0
RBMY1C,0.0
RBP2,0.0
RBP4,0.0
RBSN,0.0
RCN2,0.0
RDX,0.0
REC8,0.0
RENBP,0.0
RETN,0.0
RFC2,0.0
RGPD1,0.0
RGPD8,0.0
RGS3,0.0
RGS9,0.0
RBM4,0.0
RBM39,0.0
RBM28,0.0
RAP1A,0.0
RAD23B,0.0
RAD50,0.0
RAI14,0.0
RALGPS1,0.0
RALY,0.0
RAN,0.0
RANBP2,0.0
RANGAP1,0.0
RAP1B,0.0
RBM25,0.0
RAPGEF3,0.0
RARS,0.0
RARS2,0.0
RASAL1,0.0
RB1,0.0
RBM12B,0.0
RBM14,0.0
RBM19,0.0
Rif1,0.0
Rnpep,0.0
SRSF6,0.0
SLK,0.0
SMAD9,0.0
SMAP,0.0
SMAP2,0.0
SMARCA1,0.0
SMARCA5,0.0
SMARCC1,0.0
SMARCC2,0.0
SMC1A,0.0
SMC3,0.0
SMIM24,0.0
SMS,0.0
SMTNL2,0.0
SMUG1,0.0
SNAP91,0.0
SND1,0.0
SNED1,0.0
SNIP1,0.0
SNRNP200,0.0
SNRNP40,0.0
SMAD2,0.0
SLIT3,0.0
SLC12A3,0.0
SLCO2A1,0.0
SLC25A1,0.0
SLC25A10,0.0
SLC25A11,0.0
SLC25A12,0.0
SLC25A13,0.0
SLC25A18,0.0
SLC25A20,0.0
SLC25A3,0.0
SLC25A5,0.0
SLC27A2,0.0
SLC2A2,0.0
SLC34A3,0.0
SLC35B4,0.0
SLC35F4,0.0
SLC3A2,0.0
SLC44A2,0.0
SLC4A4,0.0
SLC5A2,0.0
SLC9A3R1,0.0
SNRPA1,0.0
SNRPB,0.0
SNRPB2,0.0
SNRPD1,0.0
SPEN,0.0
SPON1,0.0
SPP2,0.0
SPR,0.0
SPRR2D,0.0
SPRR2F,0.0
SPTAN1,0.0
SPTB,0.0
SPTBN1,0.0
SPTBN2,0.0
SQRDL,0.0
SRI,0.0
SRP14,0.0
SRP9,0.0
SRSF1,0.0
SRSF10,0.0
SRSF2,0.0
SRSF3,0.0
SRSF4,0.0
SPCS3,0.0
SPCS2,0.0
SPATA9,0.0
SNX2,0.0
SNRPD2,0.0
SNRPD3,0.0
SNRPE,0.0
SNRPGP15,0.0
SNTB2,0.0
SNU13,0.0
SNX12,0.0
SNX17,0.0
SNX3,0.0
SPATA21,0.0
SNX5,0.0
SOD2,0.0
SOD3,0.0
SON,0.0
SORBS2,0.0
SOS2,0.0
SP100,0.0
SPARCL1,0.0
SLC13A3,0.0
SLC12A2,0.0
Rpsa,0.0
SAFB2,0.0
SAP18,0.0
SAR1A,0.0
SAR1B,0.0
SARDH,0.0
SART1,0.0
SAT2,0.0
SBSPON,0.0
SCARF2,0.0
SCCPDH,0.0
SCIN,0.0
SCP2,0.0
SCRN2,0.0
SCYL1,0.0
SDC1,0.0
SDC2,0.0
SDCBP,0.0
SDHA,0.0
SDHC,0.0
SDHD,0.0
SAMD11,0.0
SAFB,0.0
SLC12A1,0.0
SACM1L,0.0
S100A12,0.0
S100A16,0.0
S100A1;S100A1,0.0
S100A6,0.0
S100A7,0.0
S100B,0.0
S100P,0.0
S100a1,0.0
S100a10,0.0
S100a11,0.0
S100a13,0.0
S100a16,0.0
S100a4,0.0
S100a5,0.0
S100a6,0.0
S100a9,0.0
S100b,0.0
SAA1,0.0
SAAL1,0.0
SDPR,0.0
SDSL,0.0
SEC13,0.0
SEC22B,0.0
SERPINE1,0.0
SERPINE2,0.0
SERPING1,0.0
SETD1B,0.0
SF3A3,0.0
SF3B1,0.0
SF3B4,0.0
SFPQ,0.0
SFRP2,0.0
SFTPC,0.0
SFXN1,0.0
SFXN2,0.0
SGPL1,0.0
SH2D3C,0.0
SHKBP1,0.0
SHMT1,0.0
SHMT2,0.0
SIGLEC16,0.0
SKP1,0.0
SERPIND1,0.0
SERPINB6;SERPINB6A,0.0
SERPINB3,0.0
SEMA3G,0.0
SEC23A,0.0
SEC23B,0.0
SEC24C,0.0
SECTM1,0.0
SELENBP1,0.0
SELO,0.0
SEMA3D,0.0
SEMA3F,0.0
SEPSECS,0.0
SERPINB1A,0.0
SERPINA10,0.0
SERPINA1A,0.0
SERPINA1D,0.0
SERPINA3G,0.0
SERPINA3K,0.0
SERPINA7,0.0
SERPINB1,0.0
SERPINB12,0.0
RPS15A,0.0
LAMA1,0.0
MITF,0.0
COPB2,0.0
COQ9,0.0
CORO1C,0.0
COTL1,0.0
COX20,0.0
COX5A,0.0
COX5B,0.0
COX6B1,0.0
COX6C,0.0
CP,0.0
CPA3,0.0
CPM,0.0
CPNE3,0.0
CPT1A,0.0
CPT2,0.0
CRAT,0.0
CREG1,0.0
CRIP2,0.0
CRISPLD1,0.0
CRLF3,0.0
COQ6,0.0
COPB1,0.0
CROCC,0.0
COMTD1,0.0
COASY,0.0
COBA1,0.0
COBA2,0.0
COCA1,0.0
COEA1,0.0
COIL,0.0
COL10A1,0.0
COL11A1,0.0
COL21A1,0.0
COL22A1,0.0
COL4A2,0.0
COL5A3,0.0
COL6A3,0.0
COL6A4,0.0
COL7A1,0.0
COL8A2,0.0
COMMD3,0.0
COMMD9,0.0
COMT,0.0
CRMP1,0.0
CRTAP,0.0
CO6A3,0.0
CTNND1,0.0
CTSF,0.0
CTSZ,0.0
CUBN,0.0
CUL5,0.0
CYB5A,0.0
CYB5R1,0.0
CYB5R3,0.0
CYC1,0.0
CYP17A1,0.0
CYP24A1,0.0
CYP27A1,0.0
CYP4A11,0.0
CYR61,0.0
Cabp1,0.0
Calr,0.0
Calu,0.0
Cap1,0.0
Cap2,0.0
Car2,0.0
CTSC,0.0
CTNNBL1,0.0
CRYAA,0.0
CTNNB1,0.0
CRYAB,0.0
CRYL1,0.0
CRYM,0.0
CRYZ,0.0
CSE1L,0.0
CSNK1A1,0.0
CSNK1G3,0.0
CSNK2A1,0.0
CSNK2A2,0.0
CSNK2B,0.0
CSPG2,0.0
CSRP1,0.0
CST12,0.0
CST6,0.0
CSTA,0.0
CSTB,0.0
CTCF,0.0
CTGF,0.0
CTNNA1,0.0
COA3,0.0
CO6A2,0.0
Cask,0.0
CD9,0.0
CDAN1,0.0
CDC42,0.0
CDC5L,0.0
CDC73,0.0
CDH13,0.0
CDH16,0.0
CDH2,0.0
CDH4,0.0
CDK5,0.0
CEBPD,0.0
CEBPZ,0.0
CECR5,0.0
CENPU,0.0
CENPV,0.0
CES2,0.0
CETN2,0.0
CETN3,0.0
CFAP99,0.0
CFD,0.0
CDA,0.0
CD81,0.0
CFHR1,0.0
CD74,0.0
CBR1,0.0
CBR3,0.0
CBR4,0.0
CBX1,0.0
CBX3,0.0
CC2D1A,0.0
CCAR1,0.0
CCAR2,0.0
CCDC15,0.0
CCT2,0.0
CCT3,0.0
CCT4,0.0
CCT6A,0.0
CCT6B,0.0
CCT7,0.0
CCT8,0.0
CD14,0.0
CD59,0.0
CD63,0.0
CFH,0.0
CFHR5,0.0
CO6A1,0.0
CLEC10A,0.0
CLEC18B,0.0
CLEC5A,0.0
CLGN,0.0
CLIC1,0.0
CLIC4,0.0
CLMN,0.0
CLPX,0.0
CLTC,0.0
CLTCL1,0.0
CLU,0.0
CLYBL,0.0
CMA1,0.0
CMPK1,0.0
CNDP2,0.0
CNGB1,0.0
CNN1,0.0
CNTROB,0.0
CO1A2,0.0
CO2A1,0.0
CLEC14A,0.0
CLASP2,0.0
CFI,0.0
CKB,0.0
CFL1,0.0
CGNL1,0.0
CHCHD1,0.0
CHID1,0.0
CHMP1A,0.0
CHMP2A,0.0
CHMP4B,0.0
CHMP4C,0.0
CHMP5,0.0
CHST13,0.0
CHTOP,0.0
CHUK,0.0
CIART,0.0
CILP1,0.0
CIRBP,0.0
CISD1,0.0
CISD2,0.0
CISD3,0.0
CKAP4,0.0
Car4,0.0
Cat,0.0
CASP14,0.0
DDX18,0.0
DDX21,0.0
DDX39A,0.0
DDX39B,0.0
DDX3X,0.0
DDX41,0.0
DDX5,0.0
DDX50,0.0
DDX52,0.0
DDX54,0.0
DDX56,0.0
DDX6,0.0
DECR1,0.0
DEDD2,0.0
DENND2C,0.0
DENND5B,0.0
DHRS4,0.0
DHRS7B,0.0
DHX15,0.0
DHX16,0.0
DDX19A,0.0
DDX17,0.0
DIAPH1,0.0
DDX10,0.0
Cxcl12,0.0
Cyb5d2,0.0
Cyr61,0.0
D2HGDH,0.0
DAAM1,0.0
DAB2,0.0
DAD1,0.0
DAP3,0.0
DARS,0.0
DBN1,0.0
DBNL,0.0
DCAF5,0.0
DCAF7,0.0
DCD,0.0
DCXR,0.0
DDAH1,0.0
DDC,0.0
DDOST,0.0
DDX1,0.0
DHX9,0.0
DIAPH3,0.0
Ctsz,0.0
DNPEP,0.0
DOCK8,0.0
DOCK9,0.0
DOT1L,0.0
DPEP1,0.0
DPM1,0.0
DPYD,0.0
DPYS,0.0
DPYSL2,0.0
DPYSL3,0.0
DPYSL5,0.0
DRG2,0.0
DSG1,0.0
DSTN,0.0
DTYMK,0.0
DUSP15,0.0
DUSP23,0.0
DUSP3,0.0
DVL2,0.0
DYNC1H1,0.0
DNPH1,0.0
DNMT1,0.0
DIP2B,0.0
DNM3,0.0
DIXDC1,0.0
DKFZp313A047,0.0
DLAT,0.0
DLG5,0.0
DLST,0.0
DMD,0.0
DMGDH,0.0
DNAH17,0.0
DNAJA2,0.0
DNAJA3,0.0
DNAJB1,0.0
DNAJB2,0.0
DNAJB6,0.0
DNAJC11,0.0
DNAJC9,0.0
DNALI1,0.0
DNASE1L3,0.0
DNM1,0.0
DNM2,0.0
Cx3cl1,0.0
Ctss,0.0
Cbln1,0.0
Chad,0.0
Chid1,0.0
Chl1,0.0
Cilp,0.0
Cilp2,0.0
Ckm,0.0
Clec10a,0.0
Clec1a,0.0
Clec2l,0.0
Clec3b,0.0
Clic1,0.0
Clu,0.0
Cma1,0.0
Cnp,0.0
Coch,0.0
Col11a1,0.0
Col11a2,0.0
Col12a1,0.0
Col14a1,0.0
Col15a1,0.0
Chadl,0.0
Cfl1,0.0
Col1a1,0.0
Cfi,0.0
Cbln4,0.0
Ccdc134,0.0
Ccl21c,0.0
Ccs,0.0
Cd109,0.0
Cd151,0.0
Cd163,0.0
Cd209d,0.0
Cd34,0.0
Cd47,0.0
Cd5l,0.0
Cd81,0.0
Cdh13,0.0
Cdnf,0.0
Ces1c,0.0
Ces1d,0.0
Cfb,0.0
Cfd,0.0
Cfh,0.0
Col18a1,0.0
Col1a2,0.0
Ctsl,0.0
Cpb2,0.0
Cpm,0.0
Cpn1,0.0
Cpn2,0.0
Cpq,0.0
Creg1,0.0
Creld1,0.0
Creld2,0.0
Crlf3,0.0
Crp,0.0
Cspg4,0.0
Cspg5,0.0
Cst3,0.0
Cstb,0.0
Ctsa,0.0
Ctsb,0.0
Ctsc,0.0
Ctsd,0.0
Ctsf,0.0
Ctsh,0.0
Cpe,0.0
Cpa3,0.0
Col25a1,0.0
Cp,0.0
Col2a1,0.0
Col3a1,0.0
Col4a1,0.0
Col4a2,0.0
Col4a3,0.0
Col4a4,0.0
Col4a5,0.0
Col5a1,0.0
Col5a2,0.0
Col6a1,0.0
Col6a2,0.0
Col6a3,0.0
Col6a5,0.0
Col6a6,0.0
Col8a2,0.0
Colec11,0.0
Colec12,0.0
Comp,0.0
Copa,0.0
CAV1,0.0
CASK,0.0
Dbi,0.0
AMN,0.0
ANG,0.0
ANGPTL5,0.0
ANGPTL6,0.0
ANGPTL7,0.0
ANK2,0.0
ANK3,0.0
ANKDD1A,0.0
ANKRA2,0.0
ANKRD18A,0.0
ANKRD20A8P,0.0
ANKRD30B,0.0
ANKRD31,0.0
ANO8,0.0
ANP32E,0.0
ANPEP,0.0
ANXA2,0.0
ANXA3,0.0
ANXA4,0.0
AOC1,0.0
AMPD3,0.0
AMACR,0.0
AP1B1,0.0
ALKBH7,0.0
AKR1D1,0.0
AKR7A2,0.0
AKR7A3,0.0
ALAD,0.0
ALB,0.0
ALDH18A1,0.0
ALDH1A1,0.0
ALDH1A3,0.0
ALDH1B1,0.0
ALDH1L2,0.0
ALDH2,0.0
ALDH4A1,0.0
ALDH5A1,0.0
ALDH6A1,0.0
ALDH7A1,0.0
ALDH8A1,0.0
ALDH9A1,0.0
ALDOB,0.0
ALG2,0.0
AOX1,0.0
AP1G1,0.0
AKR1B1,0.0
ARG1,0.0
ARHGAP25,0.0
ARHGAP35,0.0
ARHGDIA,0.0
ARHGDIB,0.0
ARHGEF10L,0.0
ARHGEF16,0.0
ARID4A,0.0
ARL2,0.0
ARL6IP6,0.0
ARL8A,0.0
ARL8B,0.0
ARMT1,0.0
ARPC1A,0.0
ARPC2,0.0
ARPC3,0.0
ARPC4,0.0
ARPC4-TTLL3,0.0
ASAH1,0.0
ASB9,0.0
ARHGAP11A,0.0
ARFGEF2,0.0
AP1M2,0.0
ARF6,0.0
AP2A2,0.0
AP2B1,0.0
AP2S1,0.0
AP3D1,0.0
AP3M1,0.0
APC2,0.0
APEX1,0.0
APMAP,0.0
APOA1,0.0
APOA4,0.0
APOB,0.0
APOC3,0.0
APOE,0.0
APOH,0.0
APOO,0.0
APRT,0.0
AQP1,0.0
ARF4,0.0
ARF5,0.0
AKR1C3,0.0
AKR1A1,0.0
ASPH,0.0
ABHD14B,0.0
ACAA1,0.0
ACAA2,0.0
ACAD10,0.0
ACAD11,0.0
ACAD8,0.0
ACAD9,0.0
ACADM,0.0
ACADSB,0.0
ACADVL,0.0
ACAN,0.0
ACAT1,0.0
ACO1,0.0
ACO2,0.0
ACOT13,0.0
ACOT7,0.0
ACOT8,0.0
ACOX2,0.0
ACP1,0.0
ACSF2,0.0
ABLIM1,0.0
ABHD11,0.0
ACSL1,0.0
ABHD10,0.0
3,0.0
36951,0.0
37316,0.0
37500,0.0
39326,0.0
4,0.0
5,0.0
A1BG,0.0
A1CF,0.0
A2m,0.0
AACS,0.0
AARS2,0.0
AASS,0.0
ABAT,0.0
ABCA13,0.0
ABCD3,0.0
ABCE1,0.0
ABCF1,0.0
ABCF3,0.0
ACSF3,0.0
ACSL3,0.0
AKAP8L,0.0
ADD1,0.0
ADH1B,0.0
ADH5,0.0
ADH6,0.0
ADSSL1,0.0
AGK,0.0
AGMAT,0.0
AGPAT3,0.0
AGXT2,0.0
AHCTF1,0.0
AHCY,0.0
AHNAK,0.0
AHRR,0.0
AHSA1,0.0
AIF1L,0.0
AIFM1,0.0
AIMP2,0.0
AK1,0.0
AK3,0.0
AKAP8,0.0
ADD3,0.0
ADCK3,0.0
ACSL4,0.0
ADAR,0.0
ACSM2A,0.0
ACSM2B,0.0
ACSM4,0.0
ACSS1,0.0
ACSS3,0.0
ACTC1,0.0
ACTG1,0.0
ACTN3,0.0
ACTN4,0.0
ACTR1A,0.0
ACTR2,0.0
ACY1,0.0
ADAM15,0.0
ADAM17,0.0
ADAM19,0.0
ADAM9,0.0
ADAMTS4,0.0
ADAMTS5,0.0
ADAMTSL2,0.0
ASPDH,0.0
ASS1,0.0
CAPZB,0.0
BHMT,0.0
BLVRB,0.0
BMP1,0.0
BMP5,0.0
BOP1,0.0
BPHL,0.0
Bag6,0.0
Bcan,0.0
Bdnf,0.0
Bgn,0.0
Brinp2,0.0
C11orf31,0.0
C11orf54,0.0
C14orf159,0.0
C16orf62,0.0
C17orf96,0.0
C19orf80,0.0
C1QB,0.0
C1QBP,0.0
C1QTNF7,0.0
BHMT2,0.0
