Protein,Timing,Magnitude,Category
Itih5,Low Priority,0.03519755996726234,ECM Regulators
S100A6,Low Priority,0.035487781433808825,Secreted Factors
Dnajc8,Low Priority,0.03588852887966833,Non-ECM
Serping1,Low Priority,0.03648639708044182,ECM Regulators
Adam23,Low Priority,0.036513036156590246,ECM Regulators
SEMA3B,Low Priority,0.03677307846462818,ECM-affiliated Proteins
Epdr1,Low Priority,0.03690061450069927,Non-ECM
THSD4,Low Priority,0.0372592380748602,ECM Glycoproteins
S100a11,Low Priority,0.03729843049084935,Secreted Factors
S100A4,Low Priority,0.038305191757887005,Secreted Factors
EGF,Low Priority,0.0391934925184381,Secreted Factors
ABI3BP,Low Priority,0.03943086323048154,ECM Glycoproteins
MFAP4,Low Priority,0.04023334539436835,ECM Glycoproteins
Plxnc1,Low Priority,0.04112602717818975,ECM-affiliated Proteins
S100a10,Low Priority,0.041437857063096,Secreted Factors
Klkb1,Low Priority,0.042402043006857924,Non-ECM
COL8A1,Low Priority,0.04241899405885193,Collagens
Hyou1,Low Priority,0.04292120977924099,Non-ECM
Gpx7,Low Priority,0.042931573186577365,Non-ECM
TIMP2,Low Priority,0.04418391496097246,ECM Regulators
SMOC2,Low Priority,0.044480239963431104,ECM Glycoproteins
C1qa,Low Priority,0.045138229914773544,ECM-affiliated Proteins
SERPINB12,Low Priority,0.04525429625045479,ECM Regulators
PAPLN,Low Priority,0.04656262493122482,ECM Glycoproteins
PAMR1,Low Priority,0.046667785527908096,ECM Regulators
Sema4d,Low Priority,0.0471995821391065,ECM-affiliated Proteins
GDF6,Low Priority,0.04749830280771674,Secreted Factors
MFAP2,Low Priority,0.04790476849141549,ECM Glycoproteins
FBN2,Low Priority,0.04859887542057986,ECM Glycoproteins
S100A10,Low Priority,0.048906274071570055,Secreted Factors
Plaa,Low Priority,0.049941224667077996,Non-ECM
Elfn1,Low Priority,0.05045367474306965,ECM-affiliated Proteins
EDIL3,Low Priority,0.050960107988062164,ECM Glycoproteins
Serpini1,Low Priority,0.0513300590613578,ECM Regulators
CCN6,Low Priority,0.05206601377218022,ECM Glycoproteins
Timp2,Low Priority,0.052504176311031645,ECM Regulators
Fgf1,Low Priority,0.05321591840718498,Secreted Factors
MGP,Low Priority,0.05336135752981025,ECM Glycoproteins
Colec12,Low Priority,0.05392852023573415,ECM-affiliated Proteins
Arhgdia,Low Priority,0.05441735428205326,Non-ECM
Vldlr,Low Priority,0.05506605120284085,Non-ECM
Plxdc1,Low Priority,0.055375662471803554,ECM-affiliated Proteins
Entpd1,Low Priority,0.055581591492183224,Non-ECM
Iigp1,Low Priority,0.05609754011886767,Non-ECM
Mmp17,Low Priority,0.0562843479906579,ECM Regulators
Lama3,Low Priority,0.0564340608693234,ECM Glycoproteins
Chrdl1,Low Priority,0.05648622605462768,Secreted Factors
Pcyox1,Low Priority,0.056526681409984826,Non-ECM
Nell2,Low Priority,0.05727923704948705,ECM Glycoproteins
Creld1,Low Priority,0.05744768256530662,ECM Glycoproteins
Erap1,Low Priority,0.058575013685855215,Non-ECM
Scpep1,Low Priority,0.05884106098441395,Non-ECM
MBL2,Low Priority,0.05929735442904294,ECM-affiliated Proteins
COL1A1,Low Priority,0.05940191925367057,Collagens
Col1a1,Low Priority,0.059684066908149425,Collagens
Plxna1,Low Priority,0.059791710300014886,ECM-affiliated Proteins
IGF2,Low Priority,0.060079336822392554,Secreted Factors
IGFBP7,Low Priority,0.06067927335963357,ECM Glycoproteins
Efemp2,Low Priority,0.061533287768850496,ECM Glycoproteins
GPC4,Low Priority,0.06158339248611884,ECM-affiliated Proteins
Sema4f,Low Priority,0.061663645456298544,ECM-affiliated Proteins
Smc3,Low Priority,0.06237250841493782,Non-ECM
Prkaca,Low Priority,0.06250208101655165,Non-ECM
Hspa8,Low Priority,0.06317609694283505,Non-ECM
Adam22,Low Priority,0.0641333973719202,ECM Regulators
Anxa6,Low Priority,0.06515602512342758,ECM-affiliated Proteins
Serpina1e,Low Priority,0.06527371063945211,ECM Regulators
THBS4,Low Priority,0.06547726530266973,ECM Glycoproteins
Igf2,Low Priority,0.06561966040390814,Secreted Factors
Lgi2,Low Priority,0.06563269215075125,ECM Glycoproteins
Ecm1,Low Priority,0.06626705430977728,ECM Glycoproteins
Plxna4,Low Priority,0.0663087849315957,ECM-affiliated Proteins
Hspd1,Low Priority,0.06690810148408355,Non-ECM
Ctsl,Low Priority,0.06713035391521234,ECM Regulators
Bcan,Low Priority,0.06733732997069095,Proteoglycans
LGALS1,Low Priority,0.06786786178979513,ECM-affiliated Proteins
Sri,Low Priority,0.06816922747632993,Non-ECM
Ccl21c,Low Priority,0.06824693931227706,Secreted Factors
Hcfc1,Low Priority,0.06855385798189242,Secreted Factors
Dcn,Low Priority,0.0689222858644474,Proteoglycans
Pappa,Low Priority,0.06907771471412245,ECM Regulators
Ngly1,Low Priority,0.06922043427862576,ECM Regulators
Creld2,Low Priority,0.06926867178344306,ECM Glycoproteins
Sdc2,Low Priority,0.0694464030634746,ECM-affiliated Proteins
Sema4a,Low Priority,0.06967083024728704,ECM-affiliated Proteins
Mbl2,Low Priority,0.0696732666800559,ECM-affiliated Proteins
P4htm,Low Priority,0.07045310526538075,ECM Regulators
Ltbp1,Low Priority,0.07047235731183844,ECM Glycoproteins
Spock1,Low Priority,0.07065043524405,Proteoglycans
Hapln1,Low Priority,0.07104890543588908,Proteoglycans
Tbc1d15,Low Priority,0.07195823782992947,Non-ECM
Elfn2,Low Priority,0.07313554716655996,ECM-affiliated Proteins
Sdc3,Low Priority,0.07334197468780285,ECM-affiliated Proteins
ANXA6,Low Priority,0.07337344173423747,ECM-affiliated Proteins
Fga,Low Priority,0.0734823590717257,ECM Glycoproteins
Spock2,Low Priority,0.07361146355637875,Proteoglycans
Fstl1,Low Priority,0.07485238822889223,Secreted Factors
Plxna2,Low Priority,0.07521656207364995,ECM-affiliated Proteins
FCN2,Low Priority,0.0754987072813715,ECM-affiliated Proteins
LTBP3,Low Priority,0.07593105762701348,ECM Glycoproteins
Lamp2,Low Priority,0.0759407310642211,Non-ECM
Anxa3,Low Priority,0.07594432923141455,ECM-affiliated Proteins
Adck1,Low Priority,0.07638211419866607,Non-ECM
Cst3,Low Priority,0.07728091958508464,ECM Regulators
Brinp2,Low Priority,0.0777220646417144,Secreted Factors
Gbp2,Low Priority,0.07820047855337309,Non-ECM
FGL1,Low Priority,0.0791347584661549,ECM Glycoproteins
Lpl,Low Priority,0.07923030410836006,Non-ECM
Lman1,Low Priority,0.07955798722231665,ECM-affiliated Proteins
Pon2,Low Priority,0.07961975271916313,Non-ECM
Hmcn2,Low Priority,0.08012854947900963,ECM Glycoproteins
Cd47,Low Priority,0.08043629651563905,Non-ECM
ANGPTL5,Low Priority,0.08083664715925713,Secreted Factors
C1qc,Low Priority,0.08157330872994208,ECM-affiliated Proteins
Tgm2,Low Priority,0.08158615364115437,ECM Regulators
Vwa5b2,Low Priority,0.0815980907636556,ECM Glycoproteins
Gpc5,Low Priority,0.08179396716919879,ECM-affiliated Proteins
Nrg3,Low Priority,0.08215260988230086,Secreted Factors
Dspp,Low Priority,0.0826863000449821,ECM Glycoproteins
Tnr,Low Priority,0.0837285264397449,ECM Glycoproteins
Nampt,Low Priority,0.08565878871916598,Non-ECM
BCAN,Low Priority,0.08641446358761873,Proteoglycans
C1qtnf4,Low Priority,0.08664673610237815,ECM-affiliated Proteins
Fgf2,Low Priority,0.08681714936851737,Secreted Factors
Slit3,Low Priority,0.0870360918548148,ECM Glycoproteins
Cpb2,Low Priority,0.08703940241768085,Non-ECM
Cpe,Low Priority,0.08816908806102174,Non-ECM
Podn,Low Priority,0.0900297749020446,Proteoglycans
Car2,Low Priority,0.09024188257118157,Non-ECM
HSPG2,Low Priority,0.09075654025186997,Proteoglycans
Serpinb6b,Low Priority,0.09102559966664735,ECM Regulators
Hnrnpa2b1,Low Priority,0.09142218569445996,Non-ECM
Cd81,Low Priority,0.09434831414397722,Non-ECM
Egln1,Low Priority,0.09491260247231065,ECM Regulators
S100g,Low Priority,0.0950010706159893,Secreted Factors
Fbln2,Low Priority,0.09575555645214666,ECM Glycoproteins
Megf9,Low Priority,0.09624042611367975,Secreted Factors
Sema3b,Low Priority,0.09664547267262641,ECM-affiliated Proteins
TGFBI,Low Priority,0.09712594604797922,ECM Glycoproteins
Fbln1,Low Priority,0.09746959695703306,ECM Glycoproteins
IGFBP6,Low Priority,0.09932665715568889,ECM Glycoproteins
LAMB4,Low Priority,0.09978580871234846,ECM Glycoproteins
Anxa1,Low Priority,0.09980327501913704,ECM-affiliated Proteins
Qsox1,Low Priority,0.10080245818161429,Non-ECM
Vwa5a,Low Priority,0.100845167935787,ECM Glycoproteins
FBN1,Low Priority,0.10195928985589076,ECM Glycoproteins
Plod3,Low Priority,0.10197764416604373,ECM Regulators
Hsp90b1,Low Priority,0.10232826683291915,Non-ECM
MATN2,Low Priority,0.10245008121132654,ECM Glycoproteins
Plxnd1,Low Priority,0.10369477808367118,ECM-affiliated Proteins
Anpep,Low Priority,0.1039826095299488,Non-ECM
PLOD2,Low Priority,0.10407963200602931,ECM Regulators
Plxnb2,Low Priority,0.10543440114765527,ECM-affiliated Proteins
Cd163,Low Priority,0.10572072323323695,Non-ECM
COL6A1,Low Priority,0.10579852024084985,Collagens
VEGFA,Low Priority,0.10623913736796428,Secreted Factors
Tgm1,Low Priority,0.10632911182155845,ECM Regulators
Man2b1,Low Priority,0.1066175653431942,Non-ECM
Bdnf,Low Priority,0.10731777056428746,Secreted Factors
TGM2,Low Priority,0.10744887936230975,ECM Regulators
SDC1,Low Priority,0.10801780693797208,ECM-affiliated Proteins
Ptn,Low Priority,0.10832824796272161,Secreted Factors
LAMA5,Low Priority,0.10840926181449184,ECM Glycoproteins
Anxa7,Low Priority,0.10858801078068565,ECM-affiliated Proteins
Anxa11,Low Priority,0.10934395283625888,ECM-affiliated Proteins
MMRN2,Low Priority,0.10955719663493735,ECM Glycoproteins
Hnrnpm,Low Priority,0.10976388209466809,Non-ECM
F13a1,Low Priority,0.11065898226188921,ECM Regulators
Dnajb11,Low Priority,0.11066216806718696,Non-ECM
Mmrn2,Low Priority,0.11093507459275198,ECM Glycoproteins
SERPINB6,Low Priority,0.11178659055506883,ECM Regulators
LTBP4,Low Priority,0.11229399272914999,ECM Glycoproteins
C1ql3,Low Priority,0.11258789032870606,ECM-affiliated Proteins
THBS1,Low Priority,0.11277261616617247,ECM Glycoproteins
Adamtsl4,Low Priority,0.1127822879683673,ECM Regulators
COL28A1,Low Priority,0.1146388882790393,Collagens
Chadl,Low Priority,0.11533518823638281,Proteoglycans
LOXL4,Low Priority,0.1159330987546089,ECM Regulators
Ehd2,Low Priority,0.11707192214494949,Non-ECM
Nid2,Low Priority,0.11713774042993925,ECM Glycoproteins
C1QA,Low Priority,0.1174171882929,ECM-affiliated Proteins
Itgb4,Low Priority,0.11767274934050174,Non-ECM
LAMA1,Low Priority,0.1181522057790669,ECM Glycoproteins
Lgals12,Low Priority,0.11874254230235955,ECM-affiliated Proteins
Mfap5,Low Priority,0.11924546643454853,ECM Glycoproteins
Eng,Low Priority,0.11944240179368804,Non-ECM
Matn2,Low Priority,0.12204752564099544,ECM Glycoproteins
CSTA,Low Priority,0.12579785570194255,ECM Regulators
EMILIN1,Low Priority,0.1258040036203068,ECM Glycoproteins
Sparcl1,Low Priority,0.12686607175354941,ECM Glycoproteins
F13b,Low Priority,0.1274783367934548,ECM Regulators
Col5a1,Low Priority,0.1276405469101776,Collagens
LUM,Low Priority,0.13042318426503624,Proteoglycans
CHADL,Low Priority,0.130614334346791,Proteoglycans
Fmod,Low Priority,0.13137955064740983,Proteoglycans
Fbn1,Low Priority,0.1323381002311389,ECM Glycoproteins
Loxl2,Low Priority,0.133187045067201,ECM Regulators
Apoc1,Low Priority,0.13334100329292395,Non-ECM
FBLN5,Low Priority,0.1341880647517857,ECM Glycoproteins
COL16A1,Low Priority,0.13422573477741304,Collagens
Ccdc134,Low Priority,0.13465811493676805,Non-ECM
Lgals8,Low Priority,0.1354048799510473,ECM-affiliated Proteins
MMP13,Low Priority,0.13636505964980156,ECM Regulators
MATN4,Low Priority,0.1368106349372141,ECM Glycoproteins
B2m,Low Priority,0.1375941108934341,Non-ECM
Slit1,Low Priority,0.13763596956199153,ECM Glycoproteins
Pecam1,Low Priority,0.1385846043865298,Non-ECM
Rpsa,Low Priority,0.1406263667371957,Non-ECM
Igfbp7,Low Priority,0.1411200709965112,ECM Glycoproteins
NID1,Low Priority,0.1411687651239464,ECM Glycoproteins
Slit2,Low Priority,0.1419997368958876,ECM Glycoproteins
Ahsg,Low Priority,0.1425066639822143,Non-ECM
CCL18,Low Priority,0.14343041251542296,Secreted Factors
COL4A4,Low Priority,0.1438536940642979,Collagens
P4ha1,Low Priority,0.14481574281060322,ECM Regulators
LAMA4,Low Priority,0.1450781770162956,ECM Glycoproteins
LGALS8,Low Priority,0.14703107142145014,ECM-affiliated Proteins
Stx4a,Low Priority,0.1474896570727944,Non-ECM
LAMA2,Low Priority,0.1478338002284711,ECM Glycoproteins
Emilin1,Low Priority,0.1479362523957137,ECM Glycoproteins
Aga,Low Priority,0.14854123313318296,Non-ECM
SBSPON,Low Priority,0.15024060082850466,ECM Glycoproteins
S100A16,Low Priority,0.15188232525836948,Secreted Factors
Lama4,Low Priority,0.15405418915463637,ECM Glycoproteins
COL6A2,Low Priority,0.15430161122764258,Collagens
SERPINA5,Low Priority,0.1561965206973348,ECM Regulators
Clec2l,Low Priority,0.1570392194763949,ECM-affiliated Proteins
CLEC18B,Low Priority,0.15818715066735617,ECM-affiliated Proteins
Fn1,Low Priority,0.15823022522173855,ECM Glycoproteins
CHRD,Low Priority,0.15864118685903442,Secreted Factors
Dpep1,Low Priority,0.1588046290490411,Non-ECM
Lman2,Low Priority,0.15975149791802667,Non-ECM
COL8A2,Low Priority,0.1598585305323249,Collagens
Cspg4,Low Priority,0.16006273955020517,ECM-affiliated Proteins
Itgb1,Low Priority,0.1603966493446499,Non-ECM
Rab35,Low Priority,0.16047460521572177,Non-ECM
ASPN,Low Priority,0.16071872356593267,Proteoglycans
Dlg1,Low Priority,0.16179629791900502,Non-ECM
Hsp90ab1,Low Priority,0.1619979678701156,Non-ECM
Cd109,Low Priority,0.16248874846004804,ECM Regulators
LOXL3,Low Priority,0.16475832088285222,ECM Regulators
Glg1,Low Priority,0.1649073872603137,Non-ECM
Adipoq,Low Priority,0.16606423838464235,ECM Glycoproteins
C4b,Low Priority,0.16706854691766057,Non-ECM
FGFBP2,Low Priority,0.1680870853236082,Secreted Factors
Mydgf,Low Priority,0.16956858762246108,Non-ECM
ADAM15,Low Priority,0.17046702418052917,ECM Regulators
PTN,Low Priority,0.17059357445175224,Secreted Factors
ANXA4,Low Priority,0.17400350633305817,ECM-affiliated Proteins
Tnfsf12,Low Priority,0.17642562605996204,Secreted Factors
Cnp,Low Priority,0.1769459643493454,Non-ECM
VCAN,Low Priority,0.17802976312669835,Proteoglycans
S100A11,Low Priority,0.17955150035647158,Secreted Factors
AEBP1,Low Priority,0.1801707367762912,ECM Glycoproteins
AGRN,Low Priority,0.18206901919041227,ECM Glycoproteins
Fgf12,Low Priority,0.1832729468419853,Secreted Factors
S100A13,Low Priority,0.1836507250872749,Secreted Factors
Tnc,Low Priority,0.1875164477187975,ECM Glycoproteins
AGT,Low Priority,0.18924588214028773,ECM Regulators
COL1A2,Low Priority,0.19006324886830506,Collagens
Mug1,Low Priority,0.19227563506515066,Non-ECM
Copa,Low Priority,0.1923135289573492,Non-ECM
TINAG,Low Priority,0.19243567714122684,ECM Glycoproteins
KERA,Low Priority,0.19371578322474844,Proteoglycans
CHAD,Low Priority,0.19396339654720707,Proteoglycans
S100A1,Low Priority,0.19408738246277257,Secreted Factors
FSTL1,Low Priority,0.194296005335588,Secreted Factors
Itga6,Low Priority,0.19694599133081345,Non-ECM
Anxa2,Low Priority,0.19745574963717077,ECM-affiliated Proteins
Plod1,Low Priority,0.19877750739666653,ECM Regulators
Pdia3,Low Priority,0.19893932097564426,Non-ECM
COL9A2,Continuous Monitoring,0.20120650622796296,Collagens
ANXA11,Continuous Monitoring,0.2023888586022872,ECM-affiliated Proteins
LAMB2,Continuous Monitoring,0.20265053950050493,ECM Glycoproteins
MASP2,Continuous Monitoring,0.2057166780716693,ECM Regulators
Il16,Continuous Monitoring,0.20685301309653076,Secreted Factors
Fabp5,Continuous Monitoring,0.2103981041607551,Non-ECM
COL12A1,Continuous Monitoring,0.21271594336702204,Collagens
FGL2,Continuous Monitoring,0.2131744039929416,ECM Glycoproteins
Emilin2,Continuous Monitoring,0.21334547619451272,ECM Glycoproteins
IGFBP5,Continuous Monitoring,0.21486714605610127,ECM Glycoproteins
DSPP,Continuous Monitoring,0.2166400898539064,ECM Glycoproteins
Efemp1,Continuous Monitoring,0.21666865866730342,ECM Glycoproteins
Gba,Continuous Monitoring,0.2171792140123786,Non-ECM
P3h1,Continuous Monitoring,0.2177785951956807,ECM Regulators
Apoa4,Continuous Monitoring,0.21828257410636423,Non-ECM
ANXA2,Continuous Monitoring,0.22327288469154202,ECM-affiliated Proteins
Cfl1,Continuous Monitoring,0.22900196451889687,Non-ECM
Entpd2,Continuous Monitoring,0.23053914908504808,Non-ECM
Lipe,Continuous Monitoring,0.23308377747611564,Non-ECM
Col3a1,Continuous Monitoring,0.23311206576227192,Collagens
FRAS1,Continuous Monitoring,0.23411852001586553,ECM Glycoproteins
Matn4,Continuous Monitoring,0.2386269867270674,ECM Glycoproteins
LGALS3,Continuous Monitoring,0.23868391246755374,ECM-affiliated Proteins
BMP1,Continuous Monitoring,0.24181520521047228,ECM Regulators
Apoe,Continuous Monitoring,0.24188406260688855,Non-ECM
Hmcn1,Continuous Monitoring,0.2428333189060464,ECM Glycoproteins
ANXA1,Continuous Monitoring,0.24313303845827233,ECM-affiliated Proteins
COL3A1,Continuous Monitoring,0.24409723861614108,Collagens
Lamb1,Continuous Monitoring,0.24690420130987328,ECM Glycoproteins
C8b,Continuous Monitoring,0.2488160659903919,Non-ECM
COL5A3,Continuous Monitoring,0.24958960601223457,Collagens
FBLN2,Continuous Monitoring,0.2498762109792548,ECM Glycoproteins
Hsd17b12,Continuous Monitoring,0.2501854416605138,Non-ECM
PPBP,Continuous Monitoring,0.25023012215668183,Secreted Factors
Calr,Continuous Monitoring,0.25123805039266267,Non-ECM
MFAP1,Continuous Monitoring,0.2538577131467926,ECM Glycoproteins
ANXA7,Continuous Monitoring,0.2543352587880978,ECM-affiliated Proteins
Col15a1,Continuous Monitoring,0.25581050475262623,Collagens
NID2,Continuous Monitoring,0.2573734230501411,ECM Glycoproteins
Hsph1,Continuous Monitoring,0.25796151537909934,Non-ECM
HRNR,Continuous Monitoring,0.2587873722891926,Secreted Factors
TNC,Continuous Monitoring,0.2598270242198434,ECM Glycoproteins
Hdlbp,Continuous Monitoring,0.2606781235691031,Non-ECM
ECM2,Continuous Monitoring,0.2609506916035267,ECM Glycoproteins
HMCN1,Continuous Monitoring,0.2636704084857344,ECM Glycoproteins
Cap1,Continuous Monitoring,0.2651263061983812,Non-ECM
CSPG4,Continuous Monitoring,0.2667594842421436,ECM-affiliated Proteins
MXRA5,Continuous Monitoring,0.26811690618860373,ECM Glycoproteins
Lgals9,Continuous Monitoring,0.2686754309316589,ECM-affiliated Proteins
LOXL2,Continuous Monitoring,0.2710444761232375,ECM Regulators
GDF15,Continuous Monitoring,0.2718203172343402,Secreted Factors
P4HA1,Continuous Monitoring,0.27815130749453176,ECM Regulators
Vwa9,Continuous Monitoring,0.2790746666675375,ECM Glycoproteins
COL6A3,Continuous Monitoring,0.28103339061754185,Collagens
PCOLCE,Continuous Monitoring,0.28687092978059164,ECM Glycoproteins
ITIH5,Continuous Monitoring,0.2880071297414567,ECM Regulators
Postn,Continuous Monitoring,0.2931370628254711,ECM Glycoproteins
HHIP,Continuous Monitoring,0.300210634212834,Secreted Factors
Phospho1,Continuous Monitoring,0.3024302401690824,Non-ECM
GPC1,Continuous Monitoring,0.30287485203922204,ECM-affiliated Proteins
VWA1,Continuous Monitoring,0.30425662999667724,ECM Glycoproteins
LAMA3,Continuous Monitoring,0.30427703125248445,ECM Glycoproteins
Cyb5d2,Continuous Monitoring,0.3046884096985659,Non-ECM
Cilp2,Continuous Monitoring,0.31059581376725104,ECM Glycoproteins
Gsn,Continuous Monitoring,0.31076056939475827,Non-ECM
Dhrs7c,Continuous Monitoring,0.3113219713800227,Non-ECM
P4HA2,Continuous Monitoring,0.31378495873038237,ECM Regulators
COL4A3,Continuous Monitoring,0.3144795458809863,Collagens
Cd34,Continuous Monitoring,0.31532062772497876,Non-ECM
FLG,Continuous Monitoring,0.3194596470029014,Secreted Factors
FMOD,Continuous Monitoring,0.3198289781519718,Proteoglycans
ELANE,Continuous Monitoring,0.3217808204440935,ECM Regulators
C3,Continuous Monitoring,0.32184217969782214,Non-ECM
Aoc3,Continuous Monitoring,0.3222148724611824,Non-ECM
INHBE,Continuous Monitoring,0.3258008060327195,Secreted Factors
LOX,Continuous Monitoring,0.3298183974804678,ECM Regulators
Apoa2,Continuous Monitoring,0.3321928697678335,Non-ECM
COL15A1,Continuous Monitoring,0.3339225021624553,Collagens
SERPINH1,Continuous Monitoring,0.3356702643667253,ECM Regulators
CCN3,Continuous Monitoring,0.3364983272440799,ECM Glycoproteins
Ltbp2,Continuous Monitoring,0.3369861601184021,ECM Glycoproteins
Mcam,Continuous Monitoring,0.34368406557599035,Non-ECM
Fgl2,Continuous Monitoring,0.34539704519844355,ECM Glycoproteins
Col11a1,Continuous Monitoring,0.3473611556005225,Collagens
Thbs3,Continuous Monitoring,0.34997542249416635,ECM Glycoproteins
CRISPLD1,Continuous Monitoring,0.35310448663214344,ECM Glycoproteins
COL5A2,Continuous Monitoring,0.37021545536941874,Collagens
Pxdn,Continuous Monitoring,0.3760570618204606,ECM Glycoproteins
Cfd,Continuous Monitoring,0.37757207274141363,Non-ECM
C8a,Continuous Monitoring,0.37760879342532744,Non-ECM
COL14A1,Continuous Monitoring,0.3807757585407655,Collagens
Sparc,Continuous Monitoring,0.38159562049404555,ECM Glycoproteins
Ace,Continuous Monitoring,0.38669015626434083,Non-ECM
Mup11,Continuous Monitoring,0.38859775763998017,Non-ECM
LAMB1,Continuous Monitoring,0.390870314170709,ECM Glycoproteins
Chad,Continuous Monitoring,0.3912074917372481,Proteoglycans
COL5A1,Continuous Monitoring,0.39481216312967704,Collagens
Apoa1,Continuous Monitoring,0.3956064424602178,Non-ECM
COL11A1,Continuous Monitoring,0.3995032134135438,Collagens
SERPINB8,Continuous Monitoring,0.4006495341540937,ECM Regulators
Islr,Continuous Monitoring,0.4137704601244797,Non-ECM
ANXA3,Continuous Monitoring,0.4224324093343525,ECM-affiliated Proteins
Clic1,Continuous Monitoring,0.4228125934615976,Non-ECM
HAPLN3,Continuous Monitoring,0.42901151081988337,Proteoglycans
SPP1,Continuous Monitoring,0.45150912804633364,ECM Glycoproteins
Ltbp4,Continuous Monitoring,0.4602445238722049,ECM Glycoproteins
FREM1,Continuous Monitoring,0.48773827992013535,ECM-affiliated Proteins
MFAP5,Continuous Monitoring,0.49310269876150215,ECM Glycoproteins
Fbln5,Continuous Monitoring,0.4971408719424292,ECM Glycoproteins
Dpp4,Continuous Monitoring,0.5007142914609696,Non-ECM
P3H1,Continuous Monitoring,0.5164161189550107,ECM Regulators
CD109,Continuous Monitoring,0.5215845234201113,ECM Regulators
FRZB,Continuous Monitoring,0.5243683442964379,Secreted Factors
COL11A2,Continuous Monitoring,0.5354841120873555,Collagens
Dpysl3,Early Supplementation,0.5370030847863166,Non-ECM
EMILIN2,Early Supplementation,0.5549444325649479,ECM Glycoproteins
COL21A1,Continuous Monitoring,0.5664816898463472,Collagens
CHRDL2,Continuous Monitoring,0.5723148487450705,Secreted Factors
Serpinh1,Continuous Monitoring,0.5734625551659357,ECM Regulators
HCFC1,Early Supplementation,0.5764668059041833,Secreted Factors
Eln,Continuous Monitoring,0.6035438442270636,ECM Glycoproteins
Serpinf1,Continuous Monitoring,0.610669676941451,ECM Regulators
TGM3,Continuous Monitoring,0.6682555768113927,ECM Regulators
SCUBE1,Early Supplementation,0.6981558880442552,Secreted Factors
SLIT3,Continuous Monitoring,0.7101640506452735,ECM Glycoproteins
EMILIN3,Continuous Monitoring,0.7878585169964121,ECM Glycoproteins
CLEC3A,Continuous Monitoring,0.7942434790763403,ECM-affiliated Proteins
Pcolce,Continuous Monitoring,0.8249345752651844,ECM Glycoproteins
COL9A1,Early Supplementation,0.8655147365797496,Collagens
TNXB,Continuous Monitoring,0.8810209782365742,ECM Glycoproteins
Fbn2,Continuous Monitoring,0.9096908665526114,ECM Glycoproteins
Tfrc,Early Supplementation,0.9583067021298592,Non-ECM
Kera,Early Supplementation,0.9703460258673459,Proteoglycans
VIT,Continuous Monitoring,0.9767647112103883,ECM Glycoproteins
SEMA3G,Continuous Monitoring,0.9979413600562048,ECM-affiliated Proteins
Epx,Early Supplementation,0.9999403578689718,Non-ECM
MATN3,Early Supplementation,1.000424115967756,ECM Glycoproteins
Col14a1,Early Supplementation,1.1321262958691234,Collagens
IL17B,Early Supplementation,1.4218260127551459,Secreted Factors
