Protein,RF_Importance,LGB_Importance,SHAP_RF,SHAP_LGB,SHAP_NN,Consensus_Score
IGFALS,0.0,0.0010927531710864555,0.0,0.03471006997248758,0.0,0.01618818237100915
F13A1,0.0011964584828906438,1.754473739180973e-06,0.00044973544973544977,0.00013237299171428118,0.0,0.015725659641787473
Ctss,0.0011964584828906433,1.940616631816217e-06,0.0004497354497354497,7.344857182936155e-05,0.0,0.015702970865500685
Pzp,0.0,3.534912197298669e-06,0.0,0.032588130589676016,0.0019815958406632955,0.015385065132823941
P4htm,0.001170220135673067,6.42801321512028e-05,0.0004055020503875741,0.0006939221054676607,0.0,0.015242890802787169
Cx3cl1,0.0013385256890014725,0.0,0.0003433542168957405,0.0,0.0,0.015176375801205944
Mmrn1,0.0,0.0,0.0,0.0,0.011544498206401403,0.015071722986530967
F13a1,0.0,7.217917750872115e-06,0.0,0.0372428223156058,0.0,0.014633481064423437
Pcolce2,0.0,2.492377183780934e-07,0.0,0.03685104216750787,0.0,0.014463359042958372
GAS6,0.0,0.0007809834101651263,0.0,0.03111274179283689,0.0,0.014044352220624329
Hcfc1,0.0,0.00019136148897659812,0.0,0.03428837335852547,0.0,0.013906310176146125
ADAM19,0.0,0.0011830244577481848,0.0,0.028021523481824604,0.0,0.013775103870299274
Lum,0.0,0.0002322467594909368,0.0,0.03366133728026557,0.0,0.013756214174696132
COL8A1,0.0,0.0001778139863686039,0.0,0.03369159790392518,0.0,0.013640288139447792
Gpc4,0.001030944347934981,3.5144417546916734e-15,0.000354133958278421,4.120485028533425e-09,0.0,0.013010081307302085
Mbl1,0.0,6.047377531546296e-07,0.0,0.03255206387415544,0.0,0.012776991750352911
COL1A1,0.0,4.929051955967052e-07,0.0,0.032316314141365036,0.0,0.01268420547132722
Col1a1,0.0,3.4605376979544056e-05,0.0,0.030800445458165685,0.0,0.012169371264975146
Itih5,0.0,4.473637252148859e-06,0.0,0.03056006482798602,0.0,0.01200428400470254
Serpina1b,0.0,7.956010876990814e-05,0.0,0.0299683447717651,0.0,0.011948349074671006
SFRP2,0.0,4.64803620346478e-05,0.0,0.029625580320621847,0.0,0.011736158062581593
Slit3,0.0,9.453628602810645e-06,0.0,0.0294935491387176,0.0,0.011597405552113107
MFAP2,0.0,1.7909393352203534e-06,0.0,0.00011645026433679154,0.008796577399495234,0.011534129464045133
P4ha1,0.0,1.7303793218161724e-06,0.0,0.02928435503337336,0.0,0.011497170661137368
Bgn,0.0,4.082349614424793e-06,0.0,0.029243729079930374,0.0,0.011486748536905891
F10,0.0,0.0020775403084797206,0.0,0.01391172459895632,0.0,0.010337717302300266
Lgals8,0.0,1.3305143301979384e-05,0.0,0.026051477856513395,0.0,0.010255553224144169
KAL1,0.0,0.0,0.0,0.0,0.007421682569317856,0.009689251258811692
Fgf12,0.0,5.790999146778141e-06,0.0,0.02370431333474557,0.0,0.00931672901300631
MDK,0.0,2.504447451443114e-08,0.0,6.999425182234762e-06,0.0067581630879177375,0.008825810538894488
LTBP3,0.0,4.836414993939307e-07,0.0,5.661411039409556e-05,0.006388596829931318,0.008363878409657721
Cpn2,0.0,0.0,0.0,0.0,0.006337291028447503,0.008273542353952328
Serping1,0.0,2.668505757185898e-09,0.0,3.2826375861006185e-06,0.006219589242504549,0.008121173380585815
S100a6,0.0,0.0014347505928389776,0.0,0.01197560198377677,0.0,0.008068654286551883
ADAMTSL5,0.0,0.0,0.0,0.0,0.006127825443918568,0.008000078128068406
C1qc,0.0,3.239621983385079e-06,0.0,0.019519206578985,0.0,0.00766822736992402
CLEC18B,0.0,2.736913654532507e-07,0.0,0.018328022277094704,0.0,0.00719376458022862
SERPINB12,0.0,8.152928329117881e-08,0.0,0.0157612806811734,0.0,0.0061859551025212015
Nrg3,0.0,2.557610847120162e-06,0.0,0.013188479231672635,0.0,0.005182032088533434
Mfap5,0.0,0.0,0.0,0.0,0.003907150896366364,0.005100914299069057
PLXNB1,0.0,0.0015172435740289439,0.0,0.0038612761793832585,0.0,0.005077743537995778
Vwa1,0.0,9.093390381446708e-06,0.0,0.012876583905850688,0.0,0.005074969146202985
SERPINA3,0.0,0.0012568985210401316,0.0,0.004357644859213199,0.0,0.00466128909501293
Papln,0.0,0.0010217548346115235,0.0,0.005559927122089053,0.0,0.004581051690753144
Hmcn2,0.0,0.000383540304224234,0.0,0.0019700284870465138,0.002123380281089152,0.004445823140680739
NTN4,0.0,4.751463348536481e-06,0.0,0.00010444896435442306,0.003185944122748852,0.004211503652116551
Cd109,0.0,0.0,0.0,0.0,0.0029315740233131528,0.003827266530249537
VEGFA,0.0,0.0,0.0,0.0,0.0026272513995125764,0.003429963312521697
NTN1,0.0,0.0,0.0,0.0,0.002475409795990642,0.0032317290934852833
WISP2,0.0,0.0,0.0,0.0,0.0023604963839554054,0.003081705845816379
Plg,0.0,0.0005036608711441448,0.0,0.004524425175647857,0.0,0.0029582236999364294
ITIH5,0.0,0.0001515726695487379,0.0,0.006459668412472194,0.0,0.0028910752726684324
EGF,0.0,0.00018995697243322435,0.0,0.006015083499073307,0.0,0.002806713111231775
Sema3b,0.0,0.0006762794866239969,0.0,0.002987585390640613,0.0,0.0027603565776743244
Col6a6,0.0,1.1799159469646317e-05,0.0,9.86539749145783e-05,0.0018791486576486965,0.002519711989457135
Serpina6,0.0,0.0,0.0,0.0,0.0019233336565035012,0.0025109754935401787
PTN,0.0,0.0,0.0,0.0,0.0018675613639099118,0.002438162926959482
Col12a1,0.0,0.0,0.0,0.0,0.0018291364809914152,0.002387997975587552
Serpina3m,0.0,0.00024820085254902954,0.0,0.004372909075356852,0.0,0.002298966171609086
Serpinb9b,0.0,0.00024401091283924843,0.0,0.0038276228333031306,0.0,0.002075122441028541
Megf9,0.0,3.549323474229249e-08,0.0,1.5823151939722262e-05,0.0014617275910827584,0.0019146269380724307
1810010H24RIK,0.0,0.0,0.0,0.0,0.0014515801738571048,0.0018950857700323026
Serpina10,0.0,0.000554151091412107,0.0,0.001487100250322218,0.0,0.001884723139088437
ADAM9,0.0,0.0,0.0,0.0,0.0013457981637640993,0.0017569838686264752
FGF2,0.0,0.00020355889368542086,0.0,0.002691456640661722,0.0,0.0015342390747724731
Cstb,0.0,0.00023587522246672974,0.0,0.0018366800472781892,0.0,0.0012746437558432088
BCAN,0.0,0.0,0.0,0.0,0.0008925830696546085,0.0011652966224934922
TNFAIP6,0.0,0.0,0.0,0.0,0.0006687417293295947,0.0008730643735039504
Cilp,0.0,0.0001418423767692749,0.0,0.0013648353728639429,0.0,0.0008686818514554347
VIT,0.0,0.00014197588331772798,0.0,0.0013042343418565297,0.0,0.0008452114781646316
S100a1,0.0,0.00023278450651950856,0.0,0.0007572383983235477,0.0,0.0008437431536452214
S100A12,0.0,0.0,0.0,0.0,0.0005837734136459221,0.000762135436297626
PPBP,0.0,7.790153047833152e-05,0.0,0.001387962120536325,0.0,0.0007276320809517125
HAPLN3,0.0,0.00010197871042735055,0.0,0.0009302942430304313,0.0,0.0006045437180596441
TINAG,0.0,6.525059447950517e-05,0.0,0.0010897650734440713,0.0,0.0005808969006889304
Chl1,0.0,0.0,0.0,0.0,0.00044253747889101057,0.0005777472674650088
Adam10,0.0,9.839891357360537e-05,0.0,0.0007149345770839951,0.0,0.0005116174359220485
S100a11,0.0,5.0418707959012774e-05,0.0,0.0009625149577372393,0.0,0.0004961319079507664
COL5A3,0.0,9.705196648892993e-05,0.0,0.0006798253051734936,0.0,0.0004946757604798339
Fbln5,0.0,2.7827448139382292e-05,0.0,0.0010723198470064556,0.0,0.0004861847243963547
Col6a2,0.0,3.932814405922841e-05,0.0,0.0007858788095386065,0.0,0.0004007688093167486
Anxa2,0.0,5.936260684425788e-05,0.0,0.0006445929432829718,0.0,0.0003923577015878709
SPARC,0.0,2.7378991728322562e-05,0.0,0.000781542369097925,0.0,0.00037101158059689156
Adipoq,0.0,9.682188378285249e-06,0.0,0.0008284586145105551,0.0,0.0003478744121521477
SDC1,0.0,2.6168280130842274e-05,0.0,0.0007174987834780647,0.0,0.0003430340427546017
Igfbp7,0.0,6.232892484936397e-05,0.0,0.0004961329796330458,0.0,0.0003410568382734361
FREM1,0.0,4.1935692868778455e-05,0.0,0.0005874094450379477,0.0,0.0003289986148610495
PDF,0.0,2.6026784306761868e-05,0.0,0.0006370311125010632,0.0,0.00031112101666813896
SERPINA5,0.0,4.367763917184289e-05,0.0,0.0005195132866067693,0.0,0.0003064415970291345
GPC4,0.0,4.602962266232217e-05,0.0,0.0005048564735784514,0.0,0.00030621150333368606
SERPINB9,0.0,3.732879467601429e-05,0.0,0.0005475502014716881,0.0,0.00030253872349383156
LUM,0.0,2.1708529768767604e-05,0.0,0.0005909995967146464,0.0,0.0002829164237751056
Fn1,0.0,3.4633644772637895e-05,0.0,0.0005134297556563034,0.0,0.0002828196933054257
Col6a5,0.0,3.582200482366808e-05,0.0,0.0004745664906125736,0.0,0.0002703573323303894
EMID1,0.0,5.4517487092550166e-05,0.0,0.00034100540243901936,0.0,0.00026183415363580255
MMP3,0.0,3.1200058538391195e-05,0.0,0.0004128482305035049,0.0,0.00023528319317827218
Spock2,0.0,4.124204701997391e-05,0.0,0.00031395487516132733,0.0,0.0002200484416530298
AGRN,0.0,1.8799833670091525e-05,0.0,0.00043011622404432424,0.0,0.00021294589620186625
HRG,0.0,2.603404517173757e-05,0.0,0.0003294784754132274,0.0,0.00019043417168552649
MMRN1,0.0,1.5576584595602417e-05,0.0,0.000382793235062562,0.0,0.00018680539926766796
Col3a1,0.0,1.2208293107734814e-05,0.0,0.00040266801081556834,0.0,0.0001866971830546895
MMP8,0.0,9.586306885858872e-06,0.0,0.0004071480072963191,0.0,0.0001822992869052789
MMP9,0.0,1.1172618728616325e-05,0.0,0.0003063144844482251,0.0,0.0001464500669261642
Nell2,0.0,9.210245346378842e-06,0.0,0.0002787143989879091,0.0,0.00013101053563792858
Plxnb1,0.0,5.046671982772617e-06,0.0,0.0002891843566067619,0.0,0.00012534401363793588
Fmod,0.0,6.336847075328255e-06,0.0,0.00027265575825386276,0.0,0.00012188629632671785
Ntng1,0.0,1.819175966786256e-05,0.0,0.00019105602469220008,0.0,0.00011769525073373959
FGB,0.0,1.2662125875246004e-05,0.0,0.0002032544180394476,0.0,0.00010949971772844608
Agt,0.0,1.8828760142658125e-05,0.0,0.00016332684353783777,0.0,0.00010830810396647778
Adam11,0.0,1.6471039024876295e-06,0.0,0.0002626238944461815,0.0,0.00010693812041057969
TINAGL1,0.0,8.584036444410228e-06,0.0,0.00021496841516226845,0.0,0.00010452214576894777
SLIT2,0.0,9.773789106804085e-06,0.0,0.00020390794318286666,0.0,0.00010297470000418685
MME,0.0,8.317208196644895e-06,0.0,0.0001910807835362121,0.0,9.452058321909865e-05
ACAN,0.0,2.194995785602496e-06,0.0,0.00022520574123681677,0.0,9.353916605782808e-05
SEMA3G,0.0,5.386105274456428e-06,0.0,0.00020199031640000145,0.0,9.19202874734301e-05
Angptl7,0.0,2.3014533845620616e-06,0.0,0.00021720062409141775,0.0,9.064738231765274e-05
SERPINB6;SERPINB6A,0.0,1.0177206813247284e-05,0.0,0.0001630141379064651,0.0,8.78724612478569e-05
Lama5,0.0,1.305393407309787e-06,0.0,0.0002106854688534156,0.0,8.575176501797043e-05
Hapln4,0.0,9.175884783304581e-06,0.0,0.0001602837594147698,0.0,8.444988465988912e-05
CRISPLD1,0.0,4.117686620564568e-06,0.0,0.00017999363406438846,0.0,8.030923133664527e-05
ANGPT2,0.0,4.47084908790574e-06,0.0,0.00016877454444781445,0.0,7.673530979895826e-05
Vwa5b2,0.0,5.904263752213048e-06,0.0,0.00015931935618853307,0.0,7.638997516507735e-05
Plod1,0.0,1.4169235721519523e-05,0.0,0.00010456645319756178,0.0,7.430659812844576e-05
S100A1,0.0,3.580042075783627e-06,0.0,0.00016783253072922535,0.0,7.427408260015129e-05
ASPN,0.0,6.178309709811888e-06,0.0,0.0001379076465155898,0.0,6.86300417579675e-05
Col25a1,0.0,7.5342980559954164e-06,0.0,0.00011517108759509554,0.0,6.289043465601921e-05
C1QTNF5,0.0,1.783495730309291e-06,0.0,0.00014201382447033345,0.0,5.992302577288492e-05
EGFL7,0.0,8.733137176404571e-06,0.0,9.91764815538567e-05,0.0,5.942784402990636e-05
NID2,0.0,2.6436000668445753e-06,0.0,0.00013353418526703434,0.0,5.86144898119331e-05
VWF,0.0,5.878293738924216e-07,0.0,0.00013619015779808727,0.0,5.483013978460361e-05
SRPX2,0.0,1.3707416544431617e-06,0.0,0.0001143009552866352,0.0,4.807757014775081e-05
SERPINA1E,0.0,6.64991631365477e-07,0.0,0.00011789949108629612,0.0,4.7832847263344037e-05
LGALS9,0.0,2.3786035298342364e-06,0.0,0.00010390906259468476,0.0,4.6365458890570556e-05
CST6,0.0,9.444891561141475e-07,0.0,0.00011198520388128517,0.0,4.6167921904371704e-05
TNFSF10,0.0,7.901432154043626e-07,0.0,0.00010138900223916537,0.0,4.164688745332233e-05
Serpina3n,0.0,5.926527000012419e-07,0.0,9.796209456056456e-05,0.0,3.9838256895647665e-05
COL4A2,0.0,1.927974915022905e-06,0.0,8.452577266705325e-05,0.0,3.7700152934951414e-05
VCAN,0.0,1.1017029728701683e-06,0.0,8.930571863608137e-05,0.0,3.763612064166279e-05
CTSC,0.0,5.129737497075649e-07,0.0,7.885839400708306e-05,0.0,3.215363011246729e-05
ECM1,0.0,2.607676096173385e-07,0.0,7.734355002607657e-05,0.0,3.096695276920185e-05
Fbn2,0.0,5.011425770677838e-07,0.0,6.587341108355971e-05,0.0,2.7029690040535384e-05
LGALS8,0.0,1.5062248799987639e-06,0.0,5.9789752873314106e-05,0.0,2.7001887352091902e-05
ADAM12,0.0,2.202784122610985e-06,0.0,5.527574328121359e-05,0.0,2.686573911556994e-05
Ovos,0.0,3.6405376947425098e-06,0.0,4.666483576795055e-05,0.0,2.686194309149886e-05
LAMA1,0.0,4.89392747920989e-07,0.0,6.125890720269541e-05,0.0,2.519106773424323e-05
KNG1,0.0,4.5129016459561316e-07,0.0,6.059640358650769e-05,0.0,2.4841596954021247e-05
FGG,0.0,5.082563302525462e-07,0.0,5.51271388348893e-05,0.0,2.2828847999206336e-05
ANXA5,0.0,1.016634977002122e-06,0.0,4.796210088690769e-05,0.0,2.1210433996001214e-05
Ltbp1,0.0,3.16470961346555e-07,0.0,5.0385287106886964e-05,0.0,2.0517541939337065e-05
SNED1,0.0,5.121255282222686e-07,0.0,4.753566242014332e-05,0.0,1.985853757189394e-05
COL16A1,0.0,3.0083757017709057e-07,0.0,4.674792329833839e-05,0.0,1.9053295510453068e-05
FLG2,0.0,5.093131592093815e-07,0.0,4.54605242760863e-05,0.0,1.903751367375078e-05
LAMA3,0.0,3.1614653333954073e-07,0.0,4.488628362150601e-05,0.0,1.835860939810023e-05
Fgfbp1,0.0,1.8880639188162878e-07,0.0,4.130934115283622e-05,0.0,1.6655800847037976e-05
Cspg5,0.0,4.005047090600812e-07,0.0,3.857983169352578e-05,0.0,1.608160659846062e-05
Aebp1,0.0,1.583949007843305e-07,0.0,3.5478979918463594e-05,0.0,1.4296180533467055e-05
SERPINC1,0.0,9.705860102109654e-08,0.0,3.3077026787360126e-05,0.0,1.3209485035780842e-05
Ogn,0.0,4.628989717966647e-07,0.0,3.0879722191305205e-05,0.0,1.3206071954961651e-05
CRISPLD2,0.0,5.396700557554676e-07,0.0,2.9723377809205985e-05,0.0,1.2932496574195244e-05
CTSB,0.0,2.236446277698928e-07,0.0,3.115178639964139e-05,0.0,1.2751104393061121e-05
Ctsc,2.057260001660937e-18,1.538191185731447e-07,0.0,3.114330099986962e-05,0.0,1.2583831380328953e-05
FRZB,0.0,4.965623494027388e-08,0.0,3.115921496520232e-05,0.0,1.2345513822950389e-05
S100A8,0.0,6.814093530439019e-08,0.0,3.0111609048386282e-05,0.0,1.1977764413270913e-05
Adamtsl1,0.0,8.832009491779895e-08,0.0,2.9449814210876437e-05,0.0,1.1765411066700254e-05
MBL1,0.0,6.172803960879463e-08,0.0,2.6406262617000203e-05,0.0,1.0508485861115846e-05
Pag1,0.0,2.384622303817984e-07,0.0,2.2340694035387554e-05,0.0,9.327842088873367e-06
Fbn1,0.0,5.204267677347217e-08,0.0,2.3290296481971636e-05,0.0,9.262835519526157e-06
Postn,0.0,3.790249342635989e-08,0.0,2.055897687260436e-05,0.0,8.157686346246648e-06
NTN3,0.0,1.3723231499444334e-08,0.0,2.0339993906037655e-05,0.0,8.014972714694827e-06
COL21A1,0.0,3.7176948949785514e-08,0.0,1.726679091040532e-05,0.0,6.863912438239561e-06
Mbl2,0.0,1.2543008207125713e-07,0.0,1.6293070571686534e-05,0.0,6.688969365478461e-06
ANGPT1,0.0,5.330114082840186e-08,0.0,1.5790275255324985e-05,0.0,6.322288403699809e-06
THSD4,0.0,2.2133004877543003e-08,0.0,1.5597161084569874e-05,0.0,6.173318265551881e-06
CST3,0.0,1.4209714607187694e-08,0.0,1.4386963592040631e-05,0.0,5.6797541015896345e-06
Egln1,0.0,2.2800174727455243e-08,0.0,1.3618479707661678e-05,0.0,5.398319932901312e-06
SULF2,0.0,2.6212323952060097e-08,0.0,1.2771714388528546e-05,0.0,5.074004861172317e-06
MBL2,0.0,2.3249399479325526e-08,0.0,1.2417323183120226e-05,0.0,4.927961804227815e-06
Emilin1,0.0,3.668425916598916e-08,0.0,1.1731159651975158e-05,0.0,4.690209688087264e-06
Gpc5,0.0,9.932838459530495e-08,0.0,1.1069269231849697e-05,0.0,4.577521999808811e-06
GDF10,2.057260001660937e-18,2.430382605908987e-08,0.0,1.1178651512449622e-05,0.0,4.444301212397687e-06
SPON2,0.0,7.229932521413107e-08,0.0,1.0768328280660762e-05,0.0,4.395951644170156e-06
FRAS1,0.0,2.2934449980556756e-08,0.0,1.1048058145445759e-05,0.0,4.389832634010553e-06
SFRP4,0.0,1.0445196182366901e-08,0.0,1.0560076590554613e-05,0.0,4.168993136889902e-06
Serpinb6a,0.0,2.6989336086962112e-08,0.0,1.002632145418183e-05,0.0,3.998356359247964e-06
Cbln4,0.0,1.9535654590108802e-08,0.0,9.994194651010575e-06,0.0,3.968247245379656e-06
SEMA7A,0.0,5.919137995049146e-08,0.0,9.739675721604968e-06,0.0,3.961464646183435e-06
F13b,0.0,1.0789202288995374e-08,0.0,9.827786032562695e-06,0.0,3.882401824268694e-06
SERPINA3M,0.0,2.806480548079373e-08,0.0,9.652514627404725e-06,0.0,3.8541750492037266e-06
S100A11,0.0,1.2289736792558081e-08,0.0,9.463570249881275e-06,0.0,3.7429826781957036e-06
Eln,0.0,6.419166175429009e-09,0.0,9.410210552215331e-06,0.0,3.70825735336601e-06
CPN2,0.0,7.239782362768527e-09,0.0,8.69834612476864e-06,0.0,3.4308016276676707e-06
SERPINB2,0.0,1.4159442405935875e-08,0.0,7.823917962460281e-06,0.0,3.103865094026888e-06
ANXA3,0.0,5.921698506743737e-09,0.0,6.548886949181421e-06,0.0,2.5841176869849307e-06
LAMA2,0.0,2.8398123821745662e-08,0.0,6.36635773594716e-06,0.0,2.5652534412664167e-06
Cyr61,0.0,1.3878824228900291e-08,0.0,5.657488003693726e-06,0.0,2.252956559094245e-06
COCH,0.0,5.925870661356703e-09,0.0,5.662843657867665e-06,0.0,2.2363857908418764e-06
IL11,0.0,2.0493553968078132e-08,0.0,5.00873596511343e-06,0.0,2.013874243046269e-06
COL10A1,0.0,1.5440096327522715e-08,0.0,4.965217751610779e-06,0.0,1.984929857563496e-06
COL6A1,0.0,1.4624409983203238e-09,0.0,4.869057647202676e-06,0.0,1.9143722740141495e-06
Slit1,0.0,2.693041945545719e-09,0.0,4.439704365974599e-06,0.0,1.7487551123118035e-06
Grip1,0.0,2.032930036359997e-09,0.0,4.2045972550690605e-06,0.0,1.6549337394685131e-06
Colec12,0.0,3.464792990275903e-08,0.0,3.987239632075245e-06,0.0,1.6462048162447052e-06
F9,0.0,1.158815856156384e-08,0.0,4.096781290872847e-06,0.0,1.6350543090833895e-06
Vwf,0.0,2.278998998305867e-09,0.0,4.052401044854273e-06,0.0,1.5957796750463434e-06
Clec3b,0.0,1.0560483045357079e-08,0.0,3.7365656409393128e-06,0.0,1.4912691131894488e-06
ANXA2,0.0,1.6735350850635075e-09,0.0,3.7758702010569527e-06,0.0,1.4858292112212251e-06
Adam9,0.0,4.559250778724129e-09,0.0,3.673197971836703e-06,0.0,1.45230922231641e-06
CHRD,0.0,1.5158481420402774e-08,0.0,3.3225394985417355e-06,0.0,1.3395736162212044e-06
PLXNA1,0.0,7.077226579882299e-09,0.0,3.051782756473796e-06,0.0,1.2143369370440724e-06
Fgg,0.0,5.970095027914508e-10,0.0,3.066554908104974e-06,0.0,1.2049196488659485e-06
COL2A1,0.0,1.7864607093250439e-09,0.0,2.2423652418946632e-06,0.0,8.842460930714875e-07
CELA3A;CELA3B,0.0,2.995224963270634e-10,0.0,1.8517303736641784e-06,0.0,7.274440948358262e-07
CRELD2,0.0,2.4046892420650727e-10,0.0,1.3180466889285972e-06,0.0,5.178528474667076e-07
Col5a1,0.0,6.563792674086276e-10,0.0,1.204848829354047e-06,0.0,4.7440307133945225e-07
CTSF,0.0,9.675151933120559e-11,0.0,1.0643347988575698e-06,0.0,4.179421737671217e-07
Fgf1,0.0,2.183678917024218e-11,0.0,2.6399582801761425e-07,0.0,1.036606050915827e-07
Crp,0.0,3.780211204665434e-12,0.0,1.2228059221991785e-07,0.0,4.7999826359237926e-08
VTN,0.0,1.4328321080080046e-12,0.0,1.051602659975727e-07,0.0,4.127517238534804e-08
Serpini1,0.0,4.794116361503056e-13,0.0,5.616801116863269e-08,0.0,2.2045149219178352e-08
FBLN7,0.0,5.2600316879577534e-14,0.0,1.639388301820503e-08,0.0,6.434161964670983e-09
Mmp2,7.810614243594057e-18,0.0,0.0,0.0,0.0,5.904269197400758e-17
INHBC,5.300059665295974e-18,0.0,0.0,0.0,0.0,4.00646838395052e-17
Sdc2,5.3000596652959725e-18,0.0,0.0,0.0,0.0,4.0064683839505187e-17
MFAP5,1.6737030521987284e-18,0.0,3.3957212042245995e-19,0.0,0.0,1.765436301884207e-17
Megf10,2.0572600016609375e-18,0.0,0.0,0.0,0.0,1.5551423332439518e-17
S100A14,2.0572600016609375e-18,0.0,0.0,0.0,0.0,1.5551423332439518e-17
S100a5,2.0572600016609363e-18,0.0,0.0,0.0,0.0,1.555142333243951e-17
SERPINB1A,0.0,0.0,0.0,0.0,0.0,0.0
SRPX,0.0,0.0,0.0,0.0,0.0,0.0
SERPINB7,0.0,0.0,0.0,0.0,0.0,0.0
PXDNL,0.0,0.0,0.0,0.0,0.0,0.0
PXN,0.0,0.0,0.0,0.0,0.0,0.0
Timp2,0.0,0.0,0.0,0.0,0.0,0.0
PZP,0.0,0.0,0.0,0.0,0.0,0.0
SFTPA1,0.0,0.0,0.0,0.0,0.0,0.0
SERPINB6B,0.0,0.0,0.0,0.0,0.0,0.0
SERPINB1,0.0,0.0,0.0,0.0,0.0,0.0
SERPINB5,0.0,0.0,0.0,0.0,0.0,0.0
ZP3,0.0,0.0,0.0,0.0,0.0,0.0
Tnr,0.0,0.0,0.0,0.0,0.0,0.0
STFA2L1;STFA2,0.0,0.0,0.0,0.0,0.0,0.0
Try4,0.0,0.0,0.0,0.0,0.0,0.0
Parm1,0.0,0.0,0.0,0.0,0.0,0.0
SERPINB9B,0.0,0.0,0.0,0.0,0.0,0.0
SFTPD,0.0,0.0,0.0,0.0,0.0,0.0
VEGFB,0.0,0.0,0.0,0.0,0.0,0.0
SERPINB4,0.0,0.0,0.0,0.0,0.0,0.0
SERPINB3,0.0,0.0,0.0,0.0,0.0,0.0
SVEP1,0.0,0.0,0.0,0.0,0.0,0.0
SULF1,0.0,0.0,0.0,0.0,0.0,0.0
ZP2,0.0,0.0,0.0,0.0,0.0,0.0
VWA2,0.0,0.0,0.0,0.0,0.0,0.0
SERPINI2,0.0,0.0,0.0,0.0,0.0,0.0
WNT6,0.0,0.0,0.0,0.0,0.0,0.0
WNT4,0.0,0.0,0.0,0.0,0.0,0.0
WNT9A,0.0,0.0,0.0,0.0,0.0,0.0
WNT3A,0.0,0.0,0.0,0.0,0.0,0.0
WNT11,0.0,0.0,0.0,0.0,0.0,0.0
PRL7C1,0.0,0.0,0.0,0.0,0.0,0.0
WISP3,0.0,0.0,0.0,0.0,0.0,0.0
PRG2,0.0,0.0,0.0,0.0,0.0,0.0
SMAP,0.0,0.0,0.0,0.0,0.0,0.0
PRSS1,0.0,0.0,0.0,0.0,0.0,0.0
SMAP2,0.0,0.0,0.0,0.0,0.0,0.0
SMOC1,0.0,0.0,0.0,0.0,0.0,0.0
Wnt10a,0.0,0.0,0.0,0.0,0.0,0.0
PRSS2,0.0,0.0,0.0,0.0,0.0,0.0
SMOC2,0.0,0.0,0.0,0.0,0.0,0.0
PRG4,0.0,0.0,0.0,0.0,0.0,0.0
SFRP1,0.0,0.0,0.0,0.0,0.0,0.0
ZP1,0.0,0.0,0.0,0.0,0.0,0.0
WIF1,0.0,0.0,0.0,0.0,0.0,0.0
WFIKKN2,0.0,0.0,0.0,0.0,0.0,0.0
Thbs3,0.0,0.0,0.0,0.0,0.0,0.0
SPARCL1,0.0,0.0,0.0,0.0,0.0,0.0
PODNL1,0.0,0.0,0.0,0.0,0.0,0.0
SPON1;MKIAA0762,0.0,0.0,0.0,0.0,0.0,0.0
PODN,0.0,0.0,0.0,0.0,0.0,0.0
SERPINE1,0.0,0.0,0.0,0.0,0.0,0.0
PLXND1,0.0,0.0,0.0,0.0,0.0,0.0
PLXNB2;MKIAA0315,0.0,0.0,0.0,0.0,0.0,0.0
SPP1,0.0,0.0,0.0,0.0,0.0,0.0
VWA3B,0.0,0.0,0.0,0.0,0.0,0.0
SERPINA7,0.0,0.0,0.0,0.0,0.0,0.0
Plxnc1,0.0,0.0,0.0,0.0,0.0,0.0
Plxdc1,0.0,0.0,0.0,0.0,0.0,0.0
TGFBI,0.0,0.0,0.0,0.0,0.0,0.0
S100A7A,0.0,0.0,0.0,0.0,0.0,0.0
Spock1,0.0,0.0,0.0,0.0,0.0,0.0
S100A7,0.0,0.0,0.0,0.0,0.0,0.0
Sema7a,0.0,0.0,0.0,0.0,0.0,0.0
Sema6d,0.0,0.0,0.0,0.0,0.0,0.0
Spon1,0.0,0.0,0.0,0.0,0.0,0.0
S100A3,0.0,0.0,0.0,0.0,0.0,0.0
Srpx,0.0,0.0,0.0,0.0,0.0,0.0
SEMA3D,0.0,0.0,0.0,0.0,0.0,0.0
Srpx2,0.0,0.0,0.0,0.0,0.0,0.0
Sulf2,0.0,0.0,0.0,0.0,0.0,0.0
TCHH,0.0,0.0,0.0,0.0,0.0,0.0
S100A2,0.0,0.0,0.0,0.0,0.0,0.0
TGFB1,0.0,0.0,0.0,0.0,0.0,0.0
SEMA3F,0.0,0.0,0.0,0.0,0.0,0.0
S100A7L2,0.0,0.0,0.0,0.0,0.0,0.0
SEMA3A,0.0,0.0,0.0,0.0,0.0,0.0
SDC4,0.0,0.0,0.0,0.0,0.0,0.0
SCUBE1,0.0,0.0,0.0,0.0,0.0,0.0
S100a4,0.0,0.0,0.0,0.0,0.0,0.0
S100a16,0.0,0.0,0.0,0.0,0.0,0.0
Serpinb5,0.0,0.0,0.0,0.0,0.0,0.0
Sfrp1,0.0,0.0,0.0,0.0,0.0,0.0
S100a13,0.0,0.0,0.0,0.0,0.0,0.0
Shh,0.0,0.0,0.0,0.0,0.0,0.0
Slit2,0.0,0.0,0.0,0.0,0.0,0.0
Smoc2,0.0,0.0,0.0,0.0,0.0,0.0
SCUBE3,0.0,0.0,0.0,0.0,0.0,0.0
S100P,0.0,0.0,0.0,0.0,0.0,0.0
S100G,0.0,0.0,0.0,0.0,0.0,0.0
