Dataset_Name,Organ,Compartment,Abundance_Old,Abundance_Old_transformed,Abundance_Young,Abundance_Young_transformed,Canonical_Gene_Symbol,Gene_Symbol,Match_Confidence,Match_Level,Matrisome_Category,Matrisome_Division,Method,N_Profiles_Old,N_Profiles_Young,Protein_ID,Protein_Name,Species,Study_ID,Tissue,Tissue_Compartment,Zscore_Delta,Zscore_Old,Zscore_Young
Dipali_2023,Ovary,Ovary,1477408.825,20.49463766975808,1562879.2,20.575774841394313,Plg,Plg,1,Gene_Symbol_or_UniProt,ECM Regulators,Matrisome-associated,Label-free DIA (directDIA),5,5,P20918,Plasminogen,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,488898.25,18.89917471569851,570943.2625,19.12298785929478,Mfge8,Mfge8,1,Gene_Symbol_or_UniProt,ECM Glycoproteins,Core matrisome,Label-free DIA (directDIA),5,5,P21956,Lactadherin;Isoform 2 of Lactadherin,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,6671292.9,22.669534952872336,5669446.7,22.43477651399495,Tgm2,Tgm2,1,Gene_Symbol_or_UniProt,ECM Regulators,Matrisome-associated,Label-free DIA (directDIA),5,5,P21981,Protein-glutamine gamma-glutamyltransferase 2,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,44411.013671875,15.43862988043559,18032.332421875,14.138298396166565,Wnt4,Wnt4,1,Gene_Symbol_or_UniProt,Secreted Factors,Matrisome-associated,Label-free DIA (directDIA),5,5,P22724,Protein Wnt-4,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,51500.74765625,15.652305756158599,87797.7171875,16.42189580854598,Wnt6,Wnt6,1,Gene_Symbol_or_UniProt,Secreted Factors,Matrisome-associated,Label-free DIA (directDIA),5,5,P22727,Protein Wnt-6,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,126191.0171875,16.94524969125259,103379.33515625,16.657588303734556,Col2a1,Col2a1,1,Gene_Symbol_or_UniProt,Collagens,Core matrisome,Label-free DIA (directDIA),5,5,P28481,Collagen alpha-1(II) chain;Isoform 2 of Collagen alpha-1(II) chain;Isoform 3 of Collagen alpha-1(II) chain;Isoform 4 of Collagen alpha-1(II) chain;Isoform 5 of Collagen alpha-1(II) chain;Isoform 6 of Collagen alpha-1(II) chain;Isoform 7 of Collagen alpha-1(II) chain,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,9510168.6,23.18103948730042,7496882.4,22.837859340782007,Bgn,Bgn,1,Gene_Symbol_or_UniProt,Proteoglycans,Core matrisome,Label-free DIA (directDIA),5,5,P28653,Biglycan,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,8307081.4,22.98591026059873,5172804.2,22.302515153281245,Dcn,Dcn,1,Gene_Symbol_or_UniProt,Proteoglycans,Core matrisome,Label-free DIA (directDIA),5,5,P28654,Decorin,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,1205316.025,20.200980029409806,1551719.3125,20.565436184138473,Vtn,Vtn,1,Gene_Symbol_or_UniProt,ECM Glycoproteins,Core matrisome,Label-free DIA (directDIA),5,5,P29788,Vitronectin,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,43850.54140625,15.420307034746028,58321.2134765625,15.831733117362548,S100a9,S100a9,1,Gene_Symbol_or_UniProt,Secreted Factors,Matrisome-associated,Label-free DIA (directDIA),5,5,P31725,Protein S100-A9,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,80858.478125,16.303111429780657,65221.91484375,15.99306917719868,Serpinc1,Serpinc1,1,Gene_Symbol_or_UniProt,ECM Regulators,Matrisome-associated,Label-free DIA (directDIA),5,5,P32261,Antithrombin-III,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,999157.3125,19.930352315714043,2896300.25,21.465779738987223,Thbs1,Thbs1,1,Gene_Symbol_or_UniProt,ECM Glycoproteins,Core matrisome,Label-free DIA (directDIA),5,5,P35441,Thrombospondin-1,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,201627.76875,17.62133481902402,204137.8546875,17.639184210487045,Mbl1,Mbl1,1,Gene_Symbol_or_UniProt,ECM-affiliated Proteins,Matrisome-associated,Label-free DIA (directDIA),5,5,P39039,Mannose-binding protein A,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,1571270.125,20.58349979228452,628498.2625,19.26154923071967,Mbl2,Mbl2,1,Gene_Symbol_or_UniProt,ECM-affiliated Proteins,Matrisome-associated,Label-free DIA (directDIA),5,5,P41317,Mannose-binding protein C,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,118818406.4,26.82418310336101,201533105.6,27.586441607092272,Anxa5,Anxa5,1,Gene_Symbol_or_UniProt,ECM-affiliated Proteins,Matrisome-associated,Label-free DIA (directDIA),5,5,P48036,Annexin A5,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,1638502.1,20.643946091248267,1678528.85,20.678765903139045,S100a11,S100a11,1,Gene_Symbol_or_UniProt,Secreted Factors,Matrisome-associated,Label-free DIA (directDIA),5,5,P50543,Protein S100-A11,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,205846.559375,17.65120980935245,206559.828125,17.656200179752485,Gpc4,Gpc4,1,Gene_Symbol_or_UniProt,ECM-affiliated Proteins,Matrisome-associated,Label-free DIA (directDIA),5,5,P51655,Glypican-4,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,1358771.9375,20.373871897211142,759419.225,19.534536996255397,Lum,Lum,1,Gene_Symbol_or_UniProt,Proteoglycans,Core matrisome,Label-free DIA (directDIA),5,5,P51885,Lumican,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,663670.53125,19.34010769056396,806054.9125,19.620518600153915,Mfap2,Mfap2,1,Gene_Symbol_or_UniProt,ECM Glycoproteins,Core matrisome,Label-free DIA (directDIA),5,5,P55002,Microfibrillar-associated protein 2;Microfibril-associated glycoprotein 1,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,6898.516748046875,12.752070485644373,4598.970239257814,12.167095146477761,Loxl2,Loxl2,1,Gene_Symbol_or_UniProt,ECM Regulators,Matrisome-associated,Label-free DIA (directDIA),5,5,P58022,Lysyl oxidase homolog 2;Isoform 2 of Lysyl oxidase homolog 2,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,38944.2171875,15.249121498483435,35396.093359375,15.111302519460255,Plxna1,Plxna1,1,Gene_Symbol_or_UniProt,ECM-affiliated Proteins,Matrisome-associated,Label-free DIA (directDIA),5,5,P70206,Plexin-A1,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,8938968.3,23.091676900244554,6525967.45,22.637760360946306,Tgfbi,Tgfbi,1,Gene_Symbol_or_UniProt,ECM Glycoproteins,Core matrisome,Label-free DIA (directDIA),5,5,P82198,Transforming growth factor-beta-induced protein ig-h3,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,8539348.6,23.025694591465886,10463968.6,23.318926780965572,Anxa11,Anxa11,1,Gene_Symbol_or_UniProt,ECM-affiliated Proteins,Matrisome-associated,Label-free DIA (directDIA),5,5,P97384,Annexin A11,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,16983150.6,24.01760078702227,23817079.0,24.50549315169485,Anxa4,Anxa4,1,Gene_Symbol_or_UniProt,ECM-affiliated Proteins,Matrisome-associated,Label-free DIA (directDIA),5,5,P97429,Annexin A4,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,1309712.125,20.320818311258805,1608628.925,20.617400136029406,Lama4,Lama4,1,Gene_Symbol_or_UniProt,ECM Glycoproteins,Core matrisome,Label-free DIA (directDIA),5,5,P97927,Laminin subunit alpha-4,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,27933982.2,24.7355179195576,21121813.5,24.332230372730614,Col1a2,Col1a2,1,Gene_Symbol_or_UniProt,Collagens,Core matrisome,Label-free DIA (directDIA),5,5,Q01149,Collagen alpha-2(I) chain,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,10504071.5,23.324445305846705,8704883.2,23.053393509600177,Col6a2,Col6a2,1,Gene_Symbol_or_UniProt,Collagens,Core matrisome,Label-free DIA (directDIA),5,5,Q02788,Collagen alpha-2(VI) chain,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,15989241.8,23.93059819294132,14117499.0,23.750981193338774,Col6a1,Col6a1,1,Gene_Symbol_or_UniProt,Collagens,Core matrisome,Label-free DIA (directDIA),5,5,Q04857,Collagen alpha-1(VI) chain,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,960770.9125,19.873832948307967,2174152.225,21.052021524668323,Inha,Inha,1,Gene_Symbol_or_UniProt,Secreted Factors,Matrisome-associated,Label-free DIA (directDIA),5,5,Q04997,Inhibin alpha chain,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,551870.70625,19.07397078256203,314295.03125,18.261759938913126,Hspg2,Hspg2,1,Gene_Symbol_or_UniProt,Proteoglycans,Core matrisome,Label-free DIA (directDIA),5,5,Q05793,Basement membrane-specific heparan sulfate proteoglycan core protein,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,12719175.4,23.600501806147246,18060267.2,24.10631590172927,Anxa7,Anxa7,1,Gene_Symbol_or_UniProt,ECM-affiliated Proteins,Matrisome-associated,Label-free DIA (directDIA),5,5,Q07076,Annexin A7,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,112219.1,16.775958721953383,49262.48125,15.588201674802441,Ambp,Ambp,1,Gene_Symbol_or_UniProt,ECM Regulators,Matrisome-associated,Label-free DIA (directDIA),5,5,Q07456,Protein AMBP,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,434894.19375,18.730304922020125,795084.1,19.600747943935488,Fbln1,Fbln1,1,Gene_Symbol_or_UniProt,ECM Glycoproteins,Core matrisome,Label-free DIA (directDIA),5,5,Q08879-2,Isoform C of Fibulin-1,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,747305.89375,19.51133937483168,637754.31875,19.282641237951914,Col5a2,Col5a2,1,Gene_Symbol_or_UniProt,Collagens,Core matrisome,Label-free DIA (directDIA),5,5,Q3U962,Collagen alpha-2(V) chain,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,4947061.15,22.238140301902682,3381777.5,21.68935031180233,Fgg,Fgg,1,Gene_Symbol_or_UniProt,ECM Glycoproteins,Core matrisome,Label-free DIA (directDIA),5,5,Q3UER8,Fibrinogen gamma chain,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,107160.821875,16.709418025590136,126802.2078125,16.952220339570403,Pxdn,Pxdn,1,Gene_Symbol_or_UniProt,ECM Glycoproteins,Core matrisome,Label-free DIA (directDIA),5,5,Q3UQ28,Peroxidasin homolog,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,152188.2234375,17.21549719960116,160506.609375,17.292273180608127,Serpina3g,Serpina3g,1,Gene_Symbol_or_UniProt,ECM Regulators,Matrisome-associated,Label-free DIA (directDIA),5,5,Q5I2A0,Serine protease inhibitor A3G,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,19597.1640625,14.25835727424762,20115.3765625,14.296011125207068,Serpinf2,Serpinf2,1,Gene_Symbol_or_UniProt,ECM Regulators,Matrisome-associated,Label-free DIA (directDIA),5,5,Q5ND35,Alpha-2-antiplasmin (Fragment);Alpha-2-antiplasmin,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,850780.05,19.698426678276633,1027604.7875,19.970854086051972,Lama2,Lama2,1,Gene_Symbol_or_UniProt,ECM Glycoproteins,Core matrisome,Label-free DIA (directDIA),5,5,Q60675,Laminin subunit alpha-2,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,6588279.7,22.65147037412087,6319144.8,22.59129789413751,Serpinb6a,Serpinb6,1,Gene_Symbol_or_UniProt,ECM Regulators,Matrisome-associated,Label-free DIA (directDIA),5,5,Q60854,Serpin B6,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,938458.5625,19.839933518911646,873168.7,19.73590089019369,Lama5,Lama5,1,Gene_Symbol_or_UniProt,ECM Glycoproteins,Core matrisome,Label-free DIA (directDIA),5,5,Q61001,Laminin subunit alpha-5,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,272382.31875,18.0552735306517,530769.2,19.01772512943939,Col11a1,Col11a1,1,Gene_Symbol_or_UniProt,Collagens,Core matrisome,Label-free DIA (directDIA),5,5,Q61245,Collagen alpha-1(XI) chain;Isoform Short of Collagen alpha-1(XI) chain,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,3566287.55,21.765991601573113,3323005.25,21.66405714166287,Lamb2,Lamb2,1,Gene_Symbol_or_UniProt,ECM Glycoproteins,Core matrisome,Label-free DIA (directDIA),5,5,Q61292,Laminin subunit beta-2,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,184941.8125,17.496711907220387,145875.0078125,17.154373207634592,Pcolce,Pcolce,1,Gene_Symbol_or_UniProt,ECM Glycoproteins,Core matrisome,Label-free DIA (directDIA),5,5,Q61398,Procollagen C-endopeptidase enhancer 1,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,6393376.8,22.60814669233411,5975376.65,22.510598223666232,Fbn1,Fbn1,1,Gene_Symbol_or_UniProt,ECM Glycoproteins,Core matrisome,Label-free DIA (directDIA),5,5,Q61554,Fibrillin-1,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,372667.790625,18.507530607929027,661039.96875,19.334377979110986,Fbn2,Fbn2,1,Gene_Symbol_or_UniProt,ECM Glycoproteins,Core matrisome,Label-free DIA (directDIA),5,5,Q61555,Fibrillin-2,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,37236.7734375,15.184440448488386,23906.43515625,14.545111396013363,Gas6,Gas6,1,Gene_Symbol_or_UniProt,ECM Glycoproteins,Core matrisome,Label-free DIA (directDIA),5,5,Q61592,Growth arrest-specific protein 6,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,98432.375,16.58684528423956,92003.059375,16.489394215412087,Lama3,Lama3,1,Gene_Symbol_or_UniProt,ECM Glycoproteins,Core matrisome,Label-free DIA (directDIA),5,5,Q61789,Laminin subunit alpha-3;Isoform A of Laminin subunit alpha-3,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,635942.70625,19.278537269612638,392405.1625,18.581984496279784,Ogn,Ogn,1,Gene_Symbol_or_UniProt,Proteoglycans,Core matrisome,Label-free DIA (directDIA),5,5,Q62000,Mimecan,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,6198873.725,22.563574684991448,11055216.6,23.398223955732444,Zp1,Zp1,1,Gene_Symbol_or_UniProt,ECM Glycoproteins,Core matrisome,Label-free DIA (directDIA),5,5,Q62005,Zona pellucida sperm-binding protein 1,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,96382.9859375,16.55649087590122,57061.86796875,15.80023935509056,Postn,Postn,1,Gene_Symbol_or_UniProt,ECM Glycoproteins,Core matrisome,Label-free DIA (directDIA),5,5,Q62009,Periostin;Isoform 2 of Periostin;Isoform 3 of Periostin;Isoform 4 of Periostin;Isoform 5 of Periostin,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,176863.353125,17.432275620588836,123695.790625,16.916436880589686,Cstb,Cstb,1,Gene_Symbol_or_UniProt,ECM Regulators,Matrisome-associated,Label-free DIA (directDIA),5,5,Q62426,Cystatin-B,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,963313.5625,19.877645952080627,718890.4875,19.45541248825294,Aebp1,Aebp1,1,Gene_Symbol_or_UniProt,ECM Glycoproteins,Core matrisome,Label-free DIA (directDIA),5,5,Q640N1,Adipocyte enhancer-binding protein 1,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,34414.421875,15.070725653992081,297681.2625,18.18340888865942,Astl,Astl,1,Gene_Symbol_or_UniProt,ECM Regulators,Matrisome-associated,Label-free DIA (directDIA),5,5,Q6HA09,Astacin-like metalloendopeptidase;Isoform 2 of Astacin-like metalloendopeptidase,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,3720035.1,21.82688480311905,6307802.15,22.58870597870905,Try10,Try10,1,Gene_Symbol_or_UniProt,ECM Regulators,Matrisome-associated,Label-free DIA (directDIA),5,5,Q792Z1,MCG140784,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,15702.1705078125,13.938676375890699,12228.85126953125,13.578001268648864,F12,F12,1,Gene_Symbol_or_UniProt,ECM Regulators,Matrisome-associated,Label-free DIA (directDIA),5,5,Q80YC5,Coagulation factor XII,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,27916239.6,24.734601283559797,14622859.6,23.80172213195365,Tnc,Tnc,1,Gene_Symbol_or_UniProt,ECM Glycoproteins,Core matrisome,Label-free DIA (directDIA),5,5,Q80YX1,Tenascin,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,499665.475,18.930603011167694,373549.01875,18.510938046681034,Tnc,Tnc,1,Gene_Symbol_or_UniProt,ECM Glycoproteins,Core matrisome,Label-free DIA (directDIA),5,5,Q80YX1-2,Isoform 2 of Tenascin,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,43519.884375,15.409387103145153,32224.51015625,14.975870807941803,F13a1,F13a1,1,Gene_Symbol_or_UniProt,ECM Regulators,Matrisome-associated,Label-free DIA (directDIA),5,5,Q8BH61,Coagulation factor XIII A chain,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,822670.0125,19.649954330603325,609073.35,19.216256455128356,Itih5,Itih5,1,Gene_Symbol_or_UniProt,ECM Regulators,Matrisome-associated,Label-free DIA (directDIA),5,5,Q8BJD1,Inter-alpha-trypsin inhibitor heavy chain H5,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,4392581.75,22.06663770569376,1750587.925,20.739408093687484,Efemp1,Efemp1,1,Gene_Symbol_or_UniProt,ECM Glycoproteins,Core matrisome,Label-free DIA (directDIA),5,5,Q8BPB5,EGF-containing fibulin-like extracellular matrix protein 1,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,30849.7701171875,14.912972118453178,19297.1193359375,14.236097878341313,Sfrp1,Sfrp1,1,Gene_Symbol_or_UniProt,Secreted Factors,Matrisome-associated,Label-free DIA (directDIA),5,5,Q8C4U3,Secreted frizzled-related protein 1,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,194360.38125,17.568374641943652,197179.04375,17.589146704223097,Ltbp1,Ltbp1,1,Gene_Symbol_or_UniProt,ECM Glycoproteins,Core matrisome,Label-free DIA (directDIA),5,5,Q8CG19,Latent-transforming growth factor beta-binding protein 1,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,82854.15625,16.33828644936632,61529.7625,15.908996803410759,Plxnb1,Plxnb1,1,Gene_Symbol_or_UniProt,ECM-affiliated Proteins,Matrisome-associated,Label-free DIA (directDIA),5,5,Q8CJH3,Plexin-B1,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,6703456.0,22.67647364527872,4417625.3,22.07483962478583,Fgb,Fgb,1,Gene_Symbol_or_UniProt,ECM Glycoproteins,Core matrisome,Label-free DIA (directDIA),5,5,Q8K0E8,Fibrinogen beta chain,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,157373.5171875,17.263833259012916,129681.503125,16.984613192632043,Colec12,Colec12,1,Gene_Symbol_or_UniProt,ECM-affiliated Proteins,Matrisome-associated,Label-free DIA (directDIA),5,5,Q8K4Q8,Collectin-12,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,48939.675,15.578716900307882,60613.75,15.887357480288292,Vwa1,Vwa1,1,Gene_Symbol_or_UniProt,ECM Glycoproteins,Core matrisome,Label-free DIA (directDIA),5,5,Q8R2Z5,von Willebrand factor A domain-containing protein 1,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,3342.9161132812524,11.706891437262755,9303.47041015625,13.1835532599785,Vwa9,Vwa9,1,Gene_Symbol_or_UniProt,ECM Glycoproteins,Core matrisome,Label-free DIA (directDIA),5,5,Q8R3P6,von Willebrand factor A domain-containing protein 9,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,34088.06328125,15.056979014406945,24480.3546875,14.579336840447267,Spon1,Spon1,1,Gene_Symbol_or_UniProt,ECM Glycoproteins,Core matrisome,Label-free DIA (directDIA),5,5,Q8VCC9,Spondin-1,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,1423407.1,20.44091690663134,1663476.225,20.665769816176326,Tinagl1,Tinagl1,1,Gene_Symbol_or_UniProt,ECM Glycoproteins,Core matrisome,Label-free DIA (directDIA),5,5,Q99JR5,Tubulointerstitial nephritis antigen-like,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,2803043.15,21.41856252268918,2896947.575,21.466102146244584,Emilin1,Emilin1,1,Gene_Symbol_or_UniProt,ECM Glycoproteins,Core matrisome,Label-free DIA (directDIA),5,5,Q99K41,EMILIN-1,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,2950729.85,21.49264041218627,3399238.3,21.69678007335654,Vwa5a,Vwa5a,1,Gene_Symbol_or_UniProt,ECM Glycoproteins,Core matrisome,Label-free DIA (directDIA),5,5,Q99KC8,von Willebrand factor A domain-containing protein 5A,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,925565.475,19.819975525166516,701976.2125,19.42106261794423,Aspn,Aspn,1,Gene_Symbol_or_UniProt,Proteoglycans,Core matrisome,Label-free DIA (directDIA),5,5,Q99MQ4,Asporin,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,11103.81728515625,13.43876811302785,19839.31875,14.27607486631905,Prl7c1,Prl7c1,1,Gene_Symbol_or_UniProt,Secreted Factors,Matrisome-associated,Label-free DIA (directDIA),5,5,Q9CRB5,Prolactin-7C1,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,9258902.7,23.14240979487537,8131933.8,22.955167039942083,Lman1,Lman1,1,Gene_Symbol_or_UniProt,ECM-affiliated Proteins,Matrisome-associated,Label-free DIA (directDIA),5,5,Q9D0F3,Protein ERGIC-53,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,1505900.3,20.522194827078426,1489154.025,20.50606155065285,Serpinb1a,Serpinb1a,1,Gene_Symbol_or_UniProt,ECM Regulators,Matrisome-associated,Label-free DIA (directDIA),5,5,Q9D154,Leukocyte elastase inhibitor A,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,14763.7404296875,13.849770657568381,7734.29150390625,12.917053424996254,Mfap4,Mfap4,1,Gene_Symbol_or_UniProt,ECM Glycoproteins,Core matrisome,Label-free DIA (directDIA),5,5,Q9D1H9,Microfibril-associated glycoprotein 4,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,125523.1453125,16.937593882826565,72383.166796875,16.14336660721298,S100a16,S100a16,1,Gene_Symbol_or_UniProt,Secreted Factors,Matrisome-associated,Label-free DIA (directDIA),5,5,Q9D708,Protein S100a16,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,42444.7859375,15.373299718625164,52082.6583984375,15.668515467844882,Ppbp,Ppbp,1,Gene_Symbol_or_UniProt,Secreted Factors,Matrisome-associated,Label-free DIA (directDIA),5,5,Q9EQI5,"Chemokine (C-X-C motif) ligand 7, isoform CRA_b",Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,53033.7609375,15.694623441689902,56558.83203125,15.7874647076154,Ngly1,Ngly1,1,Gene_Symbol_or_UniProt,ECM Regulators,Matrisome-associated,Label-free DIA (directDIA),5,5,Q9JI78,Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,6626832.0,22.659887914747408,5796079.0,22.466645828147847,Prelp,Prelp,1,Gene_Symbol_or_UniProt,Proteoglycans,Core matrisome,Label-free DIA (directDIA),5,5,Q9JK53,Prolargin,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,132657.04375,17.017341755456883,73551.20546875,16.166461366298567,Gpc1,Gpc1,1,Gene_Symbol_or_UniProt,ECM-affiliated Proteins,Matrisome-associated,Label-free DIA (directDIA),5,5,Q9QZF2,Glypican-1,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,2568352.15,21.292411595081784,1763333.3375,20.749873794351334,Dpt,Dpt,1,Gene_Symbol_or_UniProt,ECM Glycoproteins,Core matrisome,Label-free DIA (directDIA),5,5,Q9QZZ6,Dermatopontin,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,198141.809375,17.59617380602079,122474.8515625,16.90212601753604,Ctsf,Ctsf,1,Gene_Symbol_or_UniProt,ECM Regulators,Matrisome-associated,Label-free DIA (directDIA),5,5,Q9R013,Cathepsin F,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,120319.7078125,16.876513443091188,144527.284375,17.140982349977477,Plod3,Plod3,1,Gene_Symbol_or_UniProt,ECM Regulators,Matrisome-associated,Label-free DIA (directDIA),5,5,Q9R0E1,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3",Mus musculus,Dipali_2023,Ovary,Ovary,,,
