Protein,N_Studies,N_Tissues,Matrisome_Category,Matrisome_Division,Shannon_Entropy,Variance_Entropy_CV,Predictability_Score,Aging_Direction,Entropy_Transition,Mean_Zscore_Delta,N_Observations
S100A13,4,6,Secreted Factors,Matrisome-associated,3.4472448472366946,0.3204458584085959,0.6666666666666666,decrease,0.23720219245498117,-0.05659141409009705,6
COL12A1,5,8,Collagens,Core matrisome,3.9307050840163997,0.6151771004399608,0.6,decrease,0.061166812207242516,0.003732996569364211,10
OMD,2,4,Proteoglycans,Core matrisome,2.6605558022556854,0.49963511193077276,0.75,decrease,0.0037987761886266735,-0.052576459275334934,4
SEMA3C,2,4,ECM-affiliated Proteins,Matrisome-associated,2.74962603773532,0.14230145970552865,0.75,decrease,0.006774834607777808,-0.11622042464733903,4
C1QTNF5,2,5,ECM-affiliated Proteins,Matrisome-associated,2.8644459714351616,0.3321000790320198,0.6,increase,0.0016731287030125608,0.5868806022366604,5
ASPN,4,7,Proteoglycans,Core matrisome,3.5587817929664802,0.4451671970847986,0.7142857142857143,decrease,0.017319262529345347,-0.12132782430977282,7
TINAGL1,4,6,ECM Glycoproteins,Core matrisome,4.147934289787875,0.37214477918633093,0.9,decrease,0.0022188040593530967,-0.7568830362430713,10
SMOC2,2,5,ECM Glycoproteins,Core matrisome,2.867645606764507,0.3744654469820606,0.8,decrease,0.002303976065888891,-0.31056929980461334,5
MMRN2,4,7,ECM Glycoproteins,Core matrisome,3.5562983288649437,0.4908733983743223,0.5714285714285714,decrease,0.027136862805592465,0.4598138590073632,7
SPON1,3,5,ECM Glycoproteins,Core matrisome,3.1859325638798572,0.32005243677667694,0.6,decrease,0.32414819790142824,0.3412874184538185,5
MXRA5,2,4,ECM Glycoproteins,Core matrisome,2.6827863586743512,0.5312651446421388,1.0,decrease,0.028420602079931023,-0.3386230552403015,4
EMILIN3,3,5,ECM Glycoproteins,Core matrisome,3.0545465920298733,0.46011970641536876,1.0,decrease,0.001989292661793707,-0.7504266866547956,5
CTSZ,4,6,ECM Regulators,Matrisome-associated,3.4271955898109097,0.36089338837484763,0.8333333333333334,increase,0.237987785896978,0.6212856895983361,6
FBLN5,5,8,ECM Glycoproteins,Core matrisome,3.707760282065931,0.4889145237331547,0.75,decrease,0.016214613769764075,-0.0431568199957075,8
SERPINA10,2,4,ECM Regulators,Matrisome-associated,2.7840038595509604,0.15342821002113544,1.0,increase,0.008039827447986342,0.9516466190924204,4
ANGPTL2,3,5,Secreted Factors,Matrisome-associated,3.1768529557802525,0.3350622887066745,0.8,increase,0.3391331954604274,0.9191870450706794,5
CLEC11A,2,4,ECM-affiliated Proteins,Matrisome-associated,2.8385222824063936,0.3396177662503205,0.5,mixed,0.5021406740354983,0.6183396684158342,4
EMILIN1,5,8,ECM Glycoproteins,Core matrisome,3.7315664954561023,0.4796243307493454,0.625,decrease,0.02119422621732181,-0.012740588812586343,8
COL6A6,5,6,Collagens,Core matrisome,3.358782269912738,0.3950841445273058,0.5,mixed,0.0656329909881444,0.27506477718381905,6
COL4A1,5,7,Collagens,Core matrisome,3.5924329426685744,0.39826431885013125,0.7142857142857143,decrease,0.002618971979069906,-0.25808266315413325,7
S100A8,5,7,Secreted Factors,Matrisome-associated,3.5489097485629975,0.46926268134141913,0.5714285714285714,increase,0.013714635710492529,0.4634322591649508,7
CTSG,4,6,ECM Regulators,Matrisome-associated,3.3155847555774614,0.4569534143222627,0.5,mixed,0.0018169439393956321,0.5786411406333495,6
MGP,3,5,ECM Glycoproteins,Core matrisome,3.105874523298419,0.4316823963861774,0.6,decrease,0.15674142427307441,-0.34563671998045187,5
LPA,3,4,ECM Regulators,Matrisome-associated,2.7664829153332757,0.48176230413982485,1.0,increase,0.13070461395496225,1.9622467278474036,4
ANXA3,3,4,ECM-affiliated Proteins,Matrisome-associated,2.6593291774850005,0.5149860683218163,0.5,mixed,0.08538299552195294,0.7353371295384147,4
DSPP,3,5,ECM Glycoproteins,Core matrisome,2.62669589885262,0.27406746233559676,0.8,decrease,0.06384985379107966,-1.0016489129056156,5
SDC2,3,5,ECM-affiliated Proteins,Matrisome-associated,2.8316452191147006,0.4887303220207083,0.6,increase,0.05578458364956579,-0.2913384552351701,5
FBN2,3,5,ECM Glycoproteins,Core matrisome,3.043358899992834,0.457106788036841,1.0,decrease,0.00029155756389570575,-0.43634216203726517,5
MMP14,2,3,ECM Regulators,Matrisome-associated,2.371189568623126,0.39006405818102124,0.6666666666666666,decrease,0.5973483089339716,0.6411890369538925,3
ADAM17,2,2,ECM Regulators,Matrisome-associated,1.2134758088818784,0.22258720906773513,1.0,decrease,0.22060948144833908,-1.5205218859540652,2
NPNT,3,4,ECM Glycoproteins,Core matrisome,3.3951721709081903,0.43797904284694733,0.8333333333333334,increase,0.29980967509262835,-0.284937791017559,6
FBN3,2,2,ECM Glycoproteins,Core matrisome,0.722434973442882,1.2222807220697776,0.5,mixed,0.7606794634054022,2.758128543065667,2
SNED1,2,3,ECM Glycoproteins,Core matrisome,2.371663124698654,0.40721907179142863,0.6666666666666666,decrease,0.6252093314965702,0.5480227391839039,3
FLG2,2,3,Secreted Factors,Matrisome-associated,1.8152460535990023,0.31251024040691017,1.0,decrease,0.020736090572039734,-0.5309052512698332,3
VWA5A,2,2,ECM Glycoproteins,Core matrisome,1.629774985372882,0.546871453497669,1.0,increase,0.35165245246015503,1.679308094613389,2
ADAM10,2,2,ECM Regulators,Matrisome-associated,1.245702297180006,0.22190444780766894,0.5,mixed,0.22966902572856285,0.5150043522889857,2
MEGF6,2,2,Secreted Factors,Matrisome-associated,1.6263215912252422,0.553996929190153,1.0,increase,0.36254784851435584,1.756320994522678,2
TNFSF13,2,2,Secreted Factors,Matrisome-associated,0.8995623588969877,1.0135494698026557,1.0,decrease,0.7633625979789482,-2.7544902672693117,2
PAPLN,3,4,ECM Glycoproteins,Core matrisome,3.845396755986885,0.3539830356857957,0.875,decrease,0.05745202830994006,-0.2578231238275471,8
MMP1,2,2,ECM Regulators,Matrisome-associated,1.4947651223080616,0.21375828922706608,1.0,decrease,0.004623874264908345,-0.20334076825637978,2
CSTB,5,6,ECM Regulators,Matrisome-associated,3.359898838143813,0.4729556553430679,0.6666666666666666,increase,0.13764834309600266,0.2307790253987195,6
SERPINB2,2,2,ECM Regulators,Matrisome-associated,0.7270145557561962,1.0793715438213713,1.0,decrease,0.7691328105943923,-2.9809275643880704,2
ELANE,3,4,ECM Regulators,Matrisome-associated,2.710895855450044,0.2076823274414907,0.5,mixed,0.20371610530423323,0.05836567622445393,4
MMP12,3,4,ECM Regulators,Matrisome-associated,2.6693125120709746,0.506783005820039,0.5,mixed,0.05204039222087081,0.029437572970559267,4
FGF2,2,3,Secreted Factors,Matrisome-associated,2.089237169758298,0.33009282398804335,0.6666666666666666,increase,0.04350398086705076,0.33827932817506384,3
PRG2,3,4,Proteoglycans,Core matrisome,2.632425458815608,0.5441939482032838,0.5,mixed,0.0006177253576004071,0.020743707336274647,4
MMP9,3,4,ECM Regulators,Matrisome-associated,2.567316408390441,0.2711250487460468,1.0,decrease,0.007691860731035449,-0.518176611248695,4
SDC1,3,4,ECM-affiliated Proteins,Matrisome-associated,2.6839153348119407,0.19171975798502372,0.5,mixed,0.1642101961484076,0.07715253462120308,4
COL8A2,2,3,Collagens,Core matrisome,2.1576732312268385,0.2070741104244723,0.6666666666666666,decrease,0.1577076303131401,-0.8369093711176511,3
COL5A3,4,5,Collagens,Core matrisome,3.065169341681729,0.42540107036204194,0.6,decrease,0.057863732796182454,0.1194944743899297,5
SERPINB8,3,3,ECM Regulators,Matrisome-associated,2.653886233481355,0.5693979040706006,0.75,decrease,0.15937603245579218,0.18898650684425028,4
SERPINB9,3,3,ECM Regulators,Matrisome-associated,2.343686515296263,0.4402074094484633,0.6666666666666666,decrease,0.6183350549580844,-1.1552865804857153,3
HCFC1,3,3,Secreted Factors,Matrisome-associated,2.144745938994091,0.6148285437587796,0.6666666666666666,decrease,0.14771431721984057,0.3340595150009493,3
CTSC,3,4,ECM Regulators,Matrisome-associated,2.764380941255496,0.4521715909353171,0.5,mixed,0.2683471888403286,0.2382473702745755,4
INHBC,2,3,Secreted Factors,Matrisome-associated,1.6614234172074132,0.36692675229577315,0.6666666666666666,increase,0.3739097287012965,1.0812821112762938,3
S100A12,2,2,Secreted Factors,Matrisome-associated,1.3282339548697362,0.2194649862766464,1.0,increase,0.19688048778428366,1.493886806547077,2
COL10A1,3,4,Collagens,Core matrisome,2.826874960444629,0.3721912708933045,0.75,decrease,0.5339004286633386,-0.33444599398395153,4
TGM3,4,5,ECM Regulators,Matrisome-associated,3.032201680579336,0.48511497678561827,1.0,decrease,0.16406747958149887,-1.1526166602450754,5
FGL1,2,3,ECM Glycoproteins,Core matrisome,1.7079828440703964,0.4331461517355485,1.0,increase,0.3646694397760815,2.5776808572860888,3
MMRN1,2,2,ECM Glycoproteins,Core matrisome,1.9999999994229218,0.0,1.0,decrease,0.0,-0.2451492060692582,2
FGL2,3,4,ECM Glycoproteins,Core matrisome,2.620009423939681,0.5787134223077351,0.75,increase,0.26784726462220154,1.0309601896885119,4
GAS6,2,2,ECM Glycoproteins,Core matrisome,1.1423536382074104,0.26270512163603515,0.5,mixed,0.2651532056739231,0.7889806007647608,2
SPARCL1,2,2,ECM Glycoproteins,Core matrisome,1.160642306624847,0.22752435685596523,0.5,mixed,0.23246150931787446,0.7988112026956196,2
C17orf58,2,2,ECM Regulators,Matrisome-associated,1.639934107580205,0.5059962206240044,0.5,mixed,0.7155867177159958,0.4547569653364958,2
ADAMTSL4,3,4,ECM Regulators,Matrisome-associated,2.727358039758051,0.5173948534861907,1.0,increase,0.2594525109740759,0.7569774376039593,4
THSD4,4,5,ECM Glycoproteins,Core matrisome,3.1573551634375887,0.37678546764604554,0.8,increase,0.07055044428109197,1.0305222275343153,5
PODN,2,2,Proteoglycans,Core matrisome,1.2602601372888458,0.7784320336661937,0.5,mixed,0.031975485757060995,0.07571528256195156,2
CLEC14A,2,2,ECM-affiliated Proteins,Matrisome-associated,1.3857189535266081,0.2077588526327682,0.5,mixed,0.22069092661003556,0.012360289158852789,2
P3H3,2,2,ECM Regulators,Matrisome-associated,1.6274778143024604,0.5471590552280827,1.0,increase,0.35208755093223243,1.7300226353118084,2
SBSPON,3,4,ECM Glycoproteins,Core matrisome,2.6622399729728494,0.5095566314522008,0.75,decrease,0.02773190037815415,-0.399387159634981,4
COL22A1,2,3,Collagens,Core matrisome,2.4490057768695848,0.03895597523143727,0.6666666666666666,increase,0.03275772837580073,-0.06616088384719275,3
S100A16,5,6,Secreted Factors,Matrisome-associated,3.3561394593369602,0.45809054767945856,0.5,mixed,0.15573714369853975,0.4304960829177933,6
SFRP2,2,2,Secreted Factors,Matrisome-associated,1.2546683264033665,0.8091580460215211,0.5,mixed,0.003269814431228091,-0.15789826655014888,2
MMP19,2,2,ECM Regulators,Matrisome-associated,1.9999999994229218,0.0,1.0,decrease,0.0,-0.2451492060692582,2
C1QTNF7,2,2,ECM-affiliated Proteins,Matrisome-associated,1.6286056754421543,0.5335706884178412,0.5,mixed,0.7545829040452599,-1.0376749962118272,2
EMILIN2,4,5,ECM Glycoproteins,Core matrisome,3.0626573790601035,0.4482715360884136,0.6,decrease,0.1132051537582639,0.2899066862550555,5
PRG3,3,4,Proteoglycans,Core matrisome,2.7806488892205006,0.4353153203591,0.5,mixed,0.01213864007375598,-0.08255345132201986,4
Fn1,6,10,ECM Glycoproteins,Core matrisome,4.169368114500782,0.3200626849842853,0.6666666666666666,decrease,0.007405636526732873,-0.34942284408616087,12
Hrg,4,4,ECM Regulators,Matrisome-associated,2.4858898438268495,0.23877591002511672,1.0,increase,0.005797870714621289,1.0102553605975628,4
Serpina1c,3,4,ECM Regulators,Matrisome-associated,2.727940858655479,0.13647151636730406,0.75,increase,0.006569526408347209,0.4430383272860534,4
Tgfbi,6,9,ECM Glycoproteins,Core matrisome,3.648683603757824,0.3002315706165535,0.5555555555555556,increase,0.0016209763369226526,0.23329363763070596,9
Agrn,6,8,ECM Glycoproteins,Core matrisome,3.657482936505236,0.348474820140173,0.6666666666666666,increase,0.028992360287378616,-0.668799930671619,9
Col6a4,2,2,Collagens,Core matrisome,1.390863899295324,0.11423615973281023,0.5,mixed,0.12573383080705308,-1.5900299410526155,2
Srpx,2,2,ECM Glycoproteins,Core matrisome,1.5706669849678447,0.18097926974600345,1.0,increase,0.016432263652451373,0.8948945866420248,2
Col6a5,3,3,Collagens,Core matrisome,2.2727738737895744,0.1903344583615887,0.6666666666666666,increase,0.026936056350009535,0.5397036913511525,3
Mmrn2,5,7,ECM Glycoproteins,Core matrisome,3.4334965862730673,0.30700071855326355,0.8571428571428571,decrease,0.004282317916114442,-0.3054434746480406,7
Aspn,5,8,Proteoglycans,Core matrisome,3.454178847540351,0.2912017852854837,0.75,increase,0.023458232077712693,1.1094945665905063,8
Creld1,3,4,ECM Glycoproteins,Core matrisome,2.7215464034511587,0.12512068694358525,0.75,decrease,0.0019203449442496134,-0.3478449209113613,4
Fbln1,5,8,ECM Glycoproteins,Core matrisome,3.3507720400763406,0.2806764343105367,0.75,decrease,0.0029260631059521702,-0.38577894529736945,8
Mmrn1,3,3,ECM Glycoproteins,Core matrisome,1.7708679966367216,0.3213224661778077,0.6666666666666666,increase,0.009874509646012442,0.42861432630461826,3
Plxnb2,5,6,ECM-affiliated Proteins,Matrisome-associated,3.2745561852243754,0.20501200866669622,0.8333333333333334,decrease,0.0003334007264426675,-0.2572427594804253,6
Col14a1,4,7,Collagens,Core matrisome,3.268759679137788,0.3351415203877528,1.0,decrease,0.021247327225193735,-2.6516111811577305,7
Hmcn1,2,2,ECM Glycoproteins,Core matrisome,1.3359918743872754,0.3405451827859757,1.0,decrease,0.0035913192936788407,-0.44610175827362364,2
Mfap5,3,3,ECM Glycoproteins,Core matrisome,1.8470751886444763,0.27954780420353526,0.6666666666666666,decrease,0.053561870739578854,-0.1322443252383352,3
Cilp2,3,4,ECM Glycoproteins,Core matrisome,2.2508481235548445,0.2593977474136185,0.75,decrease,0.27581718942480804,-2.2288688561591923,4
Fga,6,10,ECM Glycoproteins,Core matrisome,3.811763221733951,0.30510335852487647,0.5,mixed,0.008955005485523637,-0.053437073333147046,10
Itih4,5,8,ECM Regulators,Matrisome-associated,3.4918590926338187,0.28336698706006497,0.75,increase,0.003906791158242939,0.4104434518925762,8
Itih3,5,9,ECM Regulators,Matrisome-associated,3.5746311365823344,0.28566019100417217,1.0,increase,0.01429280798633542,1.034407492226555,9
Col6a3,3,4,Collagens,Core matrisome,2.680431737930502,0.16211155420092224,0.75,increase,0.00349990959077906,0.24768259907346601,4
Hspg2,5,6,Proteoglycans,Core matrisome,3.2826164983293613,0.31348783454722323,0.7142857142857143,increase,0.005633715670806394,0.2578038420136317,7
Ltbp4,5,6,ECM Glycoproteins,Core matrisome,3.1734190237195534,0.30137365115138626,1.0,decrease,0.002221217114476093,-1.1586248775202577,6
Col18a1,6,9,Collagens,Core matrisome,3.6645297604005274,0.3073487981830671,0.7777777777777778,increase,0.007012482629947803,0.2239023854333428,9
Matn4,2,3,ECM Glycoproteins,Core matrisome,2.539689445490959,0.01649920197543356,1.0,decrease,0.008270454121701428,-1.1739911695989254,3
Lamc1,5,6,ECM Glycoproteins,Core matrisome,3.3193498391086718,0.30122943720280376,0.5714285714285714,increase,0.0004032388016410593,0.21008853201834674,7
Anxa6,5,6,ECM-affiliated Proteins,Matrisome-associated,3.912980319622248,0.216817667051018,0.8888888888888888,decrease,0.0005128398390260858,-0.33497757912976883,9
Itih1,6,9,ECM Regulators,Matrisome-associated,3.6001696175378086,0.27233079482168543,0.7777777777777778,increase,0.015441462621545221,0.7416895413466553,9
Serpina3n,5,6,ECM Regulators,Matrisome-associated,3.2296229358520785,0.29324823305216857,1.0,increase,0.0009780710280208882,0.9177994255056658,6
Tinagl1,6,10,ECM Glycoproteins,Core matrisome,3.8641371389003245,0.35498850591198516,0.5,mixed,0.003413687628018247,0.2580258143596661,10
Cxcl12,2,2,Secreted Factors,Matrisome-associated,1.4869684930028118,0.236395084520287,1.0,increase,0.0006476322031756798,1.0549736935774965,2
Angpt1,2,2,Secreted Factors,Matrisome-associated,1.4714438738083329,0.22585451742809365,1.0,increase,0.0040606981198527126,0.4146400709169831,2
Lgals9,5,5,ECM-affiliated Proteins,Matrisome-associated,2.6307163410088177,0.31842151061978874,1.0,decrease,0.009494727753913912,-0.7080981290181987,5
Kng1,6,10,ECM Regulators,Matrisome-associated,3.7606230259364555,0.27930389637236,0.8,increase,0.00690864634237931,0.5567139886854192,10
Serpinb9,3,4,ECM Regulators,Matrisome-associated,2.7145184745184023,0.1781134974795482,0.5,mixed,8.473948432755063e-05,-0.11379450189947934,4
Serpinb8,5,6,ECM Regulators,Matrisome-associated,3.828879150019561,0.25464434098673955,0.5555555555555556,decrease,0.0018497298557340058,-0.07657160372485718,9
Serpinb6b,2,2,ECM Regulators,Matrisome-associated,1.3822418595814117,0.24886401906050623,1.0,decrease,0.0017752657045756737,-0.200525994565627,2
Ltbp2,2,2,ECM Glycoproteins,Core matrisome,1.3801245393903068,0.26836949541171834,1.0,decrease,0.027848577702730526,-0.5653737184392286,2
Ntn1,3,3,ECM Glycoproteins,Core matrisome,1.7212164191529837,0.29723806999397007,0.6666666666666666,increase,0.0038640002874121837,-0.12021549323384995,3
Col15a1,5,8,Collagens,Core matrisome,3.451340913984063,0.2413265481319773,0.75,decrease,0.010910655856989415,-0.5581864982392135,8
Tnxb,2,2,ECM Glycoproteins,Core matrisome,1.4667923061754151,0.21361566527375253,0.5,mixed,0.021383342682426393,0.6217311587416711,2
Adam10,5,7,ECM Regulators,Matrisome-associated,3.400111153288448,0.26852628494130726,0.8571428571428571,increase,0.005054644266919539,0.17462933801490715,7
Anxa3,4,5,ECM-affiliated Proteins,Matrisome-associated,2.9632287886537703,0.1592680357329848,0.6,increase,0.008470154020893683,-0.3147180198226109,5
Sdc4,2,3,ECM-affiliated Proteins,Matrisome-associated,2.466036228807173,0.05153245507581958,0.6666666666666666,increase,0.06474942072593647,0.7565739640152662,3
Il16,4,4,Secreted Factors,Matrisome-associated,2.5810615980256886,0.25611440073543734,1.0,decrease,0.003396787623649422,-0.656107127932238,4
Col5a1,5,7,Collagens,Core matrisome,3.3044433965454933,0.2895095276679855,0.5714285714285714,decrease,0.0020984220110812912,-0.15507590623198306,7
Nid2,6,10,ECM Glycoproteins,Core matrisome,3.7706041848073095,0.3394875069738896,0.7,decrease,3.1256307256477545e-05,-0.18200941721505842,10
Col4a1,6,10,Collagens,Core matrisome,3.7426217149584566,0.3085758301186885,0.9,increase,0.004263284722406169,0.762051764600279,10
Lamb1,6,10,ECM Glycoproteins,Core matrisome,3.7884252696194634,0.3116808339875414,0.9,decrease,0.0046549834108722266,-0.7982595332371115,10
Ctsl,5,9,ECM Regulators,Matrisome-associated,3.6302814133013497,0.2937770969851091,0.6666666666666666,decrease,0.003278379507373974,-0.1141842016850019,9
S100a4,3,4,Secreted Factors,Matrisome-associated,2.771365241314209,0.13018280745551492,0.75,increase,0.016778959069965377,0.5323429411636919,4
Anxa2,6,10,ECM-affiliated Proteins,Matrisome-associated,3.7996753629365423,0.3212144043910664,0.6,decrease,0.009309078364286183,-0.34003597520674,10
Serpina1a,3,6,ECM Regulators,Matrisome-associated,3.057297178894053,0.2236379251300021,0.8333333333333334,increase,0.008015886833621533,0.6090629717689509,6
Col3a1,6,10,Collagens,Core matrisome,3.753329324079623,0.3005756180792528,0.6,decrease,0.004629702080922615,-0.42925813213609276,10
Col4a2,6,10,Collagens,Core matrisome,3.7134372536950657,0.35535329001290356,0.9,increase,0.0015799892470652055,0.5774076605494791,10
S100a10,5,6,Secreted Factors,Matrisome-associated,3.260879264426668,0.20833045955151785,0.6666666666666666,decrease,0.002065942764506834,0.22492636255755438,6
Anxa1,6,10,ECM-affiliated Proteins,Matrisome-associated,3.7454982449932506,0.3221814969550012,0.5,mixed,0.0054617060225622405,-0.18740128052358668,10
Nid1,6,10,ECM Glycoproteins,Core matrisome,3.7409784487063904,0.3357733132399902,0.6,decrease,0.002138725967223476,-0.03169844046383433,10
Ctsb,6,10,ECM Regulators,Matrisome-associated,3.843946481881355,0.32081506407490584,0.8,increase,0.01683862108910128,0.7317354357742566,10
Col1a1,6,10,Collagens,Core matrisome,3.613442130717813,0.35664635975710307,0.5,mixed,0.004901070841597466,0.052133514638781596,10
S100a6,5,6,Secreted Factors,Matrisome-associated,3.304948847881218,0.19824852079623947,1.0,increase,0.005516283400660876,0.9540706737430652,6
Fgf2,3,3,Secreted Factors,Matrisome-associated,1.9677377783827033,0.32460607147567033,0.6666666666666666,decrease,0.013166257094293754,-0.1092380566503377,3
Lgals1,6,10,ECM-affiliated Proteins,Matrisome-associated,3.8079402567994256,0.2960641386514267,0.8,increase,0.0034797926181261984,0.30636033085993863,10
Lgals3,3,3,ECM-affiliated Proteins,Matrisome-associated,2.064278162012663,0.23657122813786788,1.0,increase,0.006896224540720752,0.3967653295614146,3
Ctsd,6,10,ECM Regulators,Matrisome-associated,3.7847544286469086,0.2983929547299157,1.0,increase,0.015235093736303829,0.9926581107185741,10
Sdc1,2,2,ECM-affiliated Proteins,Matrisome-associated,1.44699828198961,0.2696370531303423,1.0,increase,0.009631144980255746,0.5162074275505192,2
Lama1,3,4,ECM Glycoproteins,Core matrisome,2.7847731553299564,0.10754637198096006,0.75,increase,0.006229625594122212,0.34685592278277155,4
Serpinh1,6,10,ECM Regulators,Matrisome-associated,3.833741629750561,0.3210729840703189,1.0,decrease,0.019011731372161556,-1.4757427327153854,10
Cst3,5,9,ECM Regulators,Matrisome-associated,3.5368468995616817,0.35183923305288856,0.7777777777777778,decrease,0.0034669040185508204,-0.0950517960424651,9
Mfge8,6,10,ECM Glycoproteins,Core matrisome,3.794302002657789,0.28989830631914787,0.9,increase,0.0009914315156468456,1.0243584489401156,10
Tgm2,6,10,ECM Regulators,Matrisome-associated,3.7956381170096445,0.3211987453180646,0.6,increase,0.0004090483841050485,0.06667051757023254,10
Dcn,6,10,Proteoglycans,Core matrisome,3.669500491958684,0.278670521302042,0.5,mixed,0.0053115979854791995,0.007178220055616957,10
Vtn,5,8,ECM Glycoproteins,Core matrisome,3.369689293851067,0.3294059591173303,0.875,increase,0.008086145827271296,0.48431311033399216,8
S100a9,4,6,Secreted Factors,Matrisome-associated,3.191455513864352,0.33423931509252364,0.5,mixed,0.008381236028528027,0.09483278285963918,6
Serpinc1,6,10,ECM Regulators,Matrisome-associated,3.7199360218695596,0.3127703106557384,0.9,increase,0.003048396542712828,0.3994665563276918,10
Fbln2,4,7,ECM Glycoproteins,Core matrisome,3.240329848186918,0.3093848810781416,0.5714285714285714,decrease,0.007088573759476524,-0.26355906862167383,7
Mbl1,4,4,ECM-affiliated Proteins,Matrisome-associated,2.4699045842118066,0.20169554078051175,0.5,mixed,0.01600314922702928,0.2943122178956611,4
Igfbp6,2,3,ECM Glycoproteins,Core matrisome,2.5470426819552356,0.013926616585717031,0.6666666666666666,increase,0.009527126564362451,-0.2525549959086188,3
Anxa5,6,10,ECM-affiliated Proteins,Matrisome-associated,3.710323148093971,0.3395777140500609,0.5,mixed,0.002940251616032119,0.0884504902704861,10
Serpind1,3,6,ECM Regulators,Matrisome-associated,3.0772776936902018,0.2546853978363817,0.8333333333333334,increase,0.001759782589241199,0.0800208084858171,6
Ctsh,5,8,ECM Regulators,Matrisome-associated,3.5800079472977373,0.26128839587136476,0.5,mixed,0.002815988694315763,0.03493954069076316,8
S100a11,5,6,Secreted Factors,Matrisome-associated,3.2368874397084326,0.22163203887820765,0.6666666666666666,increase,0.0003033663288685984,-0.021217761157340264,6
Fmod,3,7,Proteoglycans,Core matrisome,3.288823217200822,0.24503607634856803,0.5714285714285714,decrease,0.03629017351896477,-0.9776332446082289,7
Gpc4,4,7,ECM-affiliated Proteins,Matrisome-associated,3.2494659574229616,0.31982072298639624,0.7142857142857143,decrease,0.002208304406025874,-0.11163371979414803,7
Lum,6,10,Proteoglycans,Core matrisome,3.7512507960736987,0.29476263201596264,0.7,increase,0.0016983153045497246,0.28664545869506697,10
Loxl2,4,4,ECM Regulators,Matrisome-associated,2.4379652022524763,0.32802561835549876,0.75,decrease,0.023302155657045465,-0.13516247718455188,4
Fgf1,4,6,Secreted Factors,Matrisome-associated,3.1827591111379,0.23454803267731264,0.6666666666666666,decrease,0.0019785361357338993,-0.34787877985867866,6
Plxna1,4,5,ECM-affiliated Proteins,Matrisome-associated,3.0195874511970313,0.2395528987802956,0.8,decrease,0.0030265118506963007,-0.2763927610066396,5
Sparcl1,5,7,ECM Glycoproteins,Core matrisome,3.301060886564688,0.35652871454446367,0.7142857142857143,decrease,0.01328728933725104,-0.41685211436480946,7
Ccl21c,2,2,Secreted Factors,Matrisome-associated,1.7956630812163692,0.04489380309045854,1.0,decrease,0.002878593346911068,-0.15361307205078334,2
Serping1,3,5,ECM Regulators,Matrisome-associated,2.4750218802396997,0.3238633214155889,0.8,decrease,0.019546544790498,-0.09598912314971207,5
Serpinf1,4,8,ECM Regulators,Matrisome-associated,3.588632133635582,0.21601001623487667,0.875,decrease,0.029035253495653585,-1.5478901988219966,8
S100a13,4,5,Secreted Factors,Matrisome-associated,3.0501740374570865,0.18911801643077075,0.6,decrease,0.008371768124842222,0.11557306491616166,5
Anxa11,5,6,ECM-affiliated Proteins,Matrisome-associated,3.2948421047588443,0.20186798320736804,0.8333333333333334,decrease,0.0037925123761815283,-0.33112030648209234,6
Anxa4,5,6,ECM-affiliated Proteins,Matrisome-associated,3.3284188781016866,0.22149465926853973,0.6666666666666666,increase,0.003824033874838456,0.2132217722613214,6
S100g,2,3,Secreted Factors,Matrisome-associated,2.2511619369632507,0.06292739456904466,1.0,decrease,0.009505492445093147,-0.25001993561084185,3
Ctsc,4,6,ECM Regulators,Matrisome-associated,2.886838447596951,0.305133924766873,0.6666666666666666,decrease,0.0037966757104394566,-0.020444506894646164,6
Loxl1,2,2,ECM Regulators,Matrisome-associated,1.3893145080287839,0.2967327040251005,0.5,mixed,0.01737457323696895,0.11016883298225363,2
Lama4,6,10,ECM Glycoproteins,Core matrisome,3.826353829077164,0.3197119023707278,0.8,decrease,0.002041089046060207,-0.3839153603937535,10
Serpina1d,5,9,ECM Regulators,Matrisome-associated,3.574260323355149,0.3074402211451643,0.6666666666666666,increase,0.009186516880660578,0.055383311793110276,9
Serpina1e,4,8,ECM Regulators,Matrisome-associated,3.531603912789925,0.25499035114065305,0.875,decrease,0.052245641066153925,-0.6049961745559262,8
Col1a2,6,10,Collagens,Core matrisome,3.7197674653397432,0.34691731906407297,0.6,increase,0.006105015256617108,0.32448236161469385,10
C1qc,3,4,ECM-affiliated Proteins,Matrisome-associated,2.7174497503298887,0.24861291368747188,0.5,mixed,0.00931992104468679,-0.054775572947831336,4
Col6a2,6,10,Collagens,Core matrisome,3.697244099629103,0.30954525549819284,0.8,increase,0.0009542423497158059,0.36158091812982945,10
Serpina3m,3,6,ECM Regulators,Matrisome-associated,2.943207332097701,0.2898702598747485,1.0,increase,0.0021861067800616474,0.5018321976129781,6
Col6a1,6,10,Collagens,Core matrisome,3.7081660174861173,0.3271579120748422,0.8,increase,0.001460976070266129,0.40254706184945954,10
Thbs3,2,2,ECM Glycoproteins,Core matrisome,1.472288185474912,0.21340700531632137,1.0,decrease,0.0028832583684518243,-0.5374054060057665,2
Anxa7,5,6,ECM-affiliated Proteins,Matrisome-associated,3.2849749342047527,0.21899404866268307,0.8333333333333334,decrease,0.0019089219726458606,-0.3825393208325645,6
Igfbp5,3,6,ECM Glycoproteins,Core matrisome,2.918613275545714,0.2985097623841251,0.8333333333333334,increase,0.004176524798098269,0.39718161232276344,6
