Gene_Upper,Gene_Symbol_Disc,Protein_Name_Disc,Zscore_Delta_Disc,Zscore_Young_Disc,Zscore_Old_Disc,Matrisome_Category_Disc,Abundance_Young_Disc,Abundance_Old_Disc,Gene_Symbol_Kidney,Protein_Name_Kidney,Zscore_Delta_Kidney,Zscore_Young_Kidney,Zscore_Old_Kidney,Matrisome_Category_Kidney,Abundance_Young_Kidney,Abundance_Old_Kidney,Same_Direction,Both_Upregulated,Both_Downregulated,Avg_Zscore_Delta,Aging_Signature
AGT,AGT,Angiotensinogen;Angiotensin-1;Angiotensin-2;Angiotensin-3;Angiotensin-4;Angiotensin 1-9;Angiotensin 1-7;Angiotensin 1-5;Angiotensin 1-4,0.6252674703900246,0.6335751105392674,1.258842580929292,ECM Regulators,29.114066666666663,31.169633333333337,AGT,Angiotensinogen OS=Homo sapiens GN=AGT PE=1 SV=1,-0.643857175594245,0.363018699718407,-0.280838475875838,ECM Regulators,18328.20670053794,5160.562462356654,False,False,False,-0.009294852602110215,Discordant (tissue-specific)
SERPING1,SERPING1,Plasma protease C1 inhibitor,-0.0899206123635587,1.7388863476431713,1.6489657352796123,ECM Regulators,32.56816666666666,32.53796666666666,SERPING1,Plasma protease C1 inhibitor OS=Homo sapiens GN=SERPING1 PE=1 SV=1,0.0507071276431196,-1.1495824782421524,-1.0988753505990327,ECM Regulators,590.4212333712784,909.4086031599976,False,False,False,-0.01960674236021955,Discordant (tissue-specific)
COL18A1,COL18A1,Collagen alpha-1(XVIII) chain;Endostatin,0.1397339296091479,0.236286573763632,0.37602050337278,Collagens,27.961366666666667,28.27576666666667,COL18A1,Collagen alpha-1(XVIII) chain (Fragment) OS=Homo sapiens GN=COL18A1 PE=1 SV=1,-0.1824985806938603,1.3757269170605215,1.1932283363666611,Collagens,182621.71458954268,117660.9799152,False,False,False,-0.021382325542356195,Discordant (tissue-specific)
MFGE8,MFGE8,Lactadherin;Lactadherin short form;Medin,-0.3817684900448572,1.897849483917493,1.5160809938726358,ECM Glycoproteins,33.0965,32.06546666666667,MFGE8,Lactadherin OS=Homo sapiens GN=MFGE8 PE=1 SV=2,0.3329101430433134,0.6502140751688572,0.9831242182121708,ECM Glycoproteins,35178.082736794604,75351.23395580861,False,False,False,-0.024429173500771895,Discordant (tissue-specific)
EMILIN1,EMILIN1,EMILIN-1,-0.4588404726884885,1.2698279775317471,0.8109875048432587,ECM Glycoproteins,31.05643333333333,29.6675,EMILIN1,EMILIN-1 OS=Homo sapiens GN=EMILIN1 PE=1 SV=1,0.4038452516021111,1.181442665868949,1.58528791747106,ECM Glycoproteins,117492.37687954036,270262.0713773452,False,False,False,-0.027497610543188694,Discordant (tissue-specific)
COL7A1,COL7A1,Collagen alpha-1(VII) chain,-0.1771041814047866,0.1079784594596738,-0.0691257219451127,Collagens,27.5986,26.916833333333333,COL7A1,Collagen alpha-1(VII) chain OS=Homo sapiens GN=COL7A1 PE=1 SV=2,0.0996412095909038,1.5570988677770057,1.6567400773679095,Collagens,275654.202433641,314488.212556107,False,False,False,-0.03873148590694139,Discordant (tissue-specific)
AEBP1,AEBP1,Adipocyte enhancer-binding protein 1,0.0269946272044732,1.7830832526235172,1.8100778798279904,ECM Glycoproteins,32.71423333333333,33.1199,AEBP1,Adipocyte enhancer-binding protein 1 OS=Homo sapiens GN=AEBP1 PE=1 SV=1,-0.1259579475082453,1.132990455119092,1.0070325076108466,ECM Glycoproteins,105254.59925664969,79270.9515976311,False,False,False,-0.04948166015188605,Discordant (tissue-specific)
SEMA3B,SEMA3B,Semaphorin-3B,-0.0920358766132082,0.2535410022786606,0.1615051256654524,ECM-affiliated Proteins,28.010500000000004,27.61283333333333,SEMA3B,Semaphorin-3B OS=Homo sapiens GN=SEMA3B PE=1 SV=1,-0.0111018789745307,-0.8332910546077287,-0.8443929335822594,ECM-affiliated Proteins,1211.615275109618,1560.9099601269834,True,False,False,-0.05156887779386945,Concordant downregulation (weak)
LAMB1,LAMB1,Laminin subunit beta-1,-0.2427726178030084,-0.7436821627060628,-0.9864547805090712,ECM Glycoproteins,25.3032,24.3121,LAMB1,Laminin subunit beta-1 OS=Homo sapiens GN=LAMB1 PE=1 SV=2,0.136054336011302,2.140611920033079,2.276666256044381,ECM Glycoproteins,1036671.0608813524,1171272.877352977,False,False,False,-0.053359140895853197,Discordant (tissue-specific)
ANXA7,ANXA7,Annexin A7,-0.2325172008121486,-0.3661388481024993,-0.598656048914648,ECM-affiliated Proteins,26.2971,25.3822,ANXA7,Annexin A7 OS=Homo sapiens GN=ANXA7 PE=1 SV=3,0.1247032887626987,-0.2536290720947323,-0.1289257833320335,ECM-affiliated Proteins,4519.65676310737,7122.89405496565,False,False,False,-0.05390695602472495,Discordant (tissue-specific)
ASPN,ASPN,Asporin,-0.4202479110353413,1.2006771942664414,0.7804292832311001,Proteoglycans,30.8394,29.5676,ASPN,Asporin OS=Homo sapiens GN=ASPN PE=1 SV=2,0.2930885601840232,1.574956492654534,1.8680450528385573,Proteoglycans,287058.35846749035,492324.0769849753,False,False,False,-0.06357967542565907,Discordant (tissue-specific)
FBLN1,FBLN1,Fibulin-1,-0.066911764898498,0.7680708407492032,0.7011590758507051,ECM Glycoproteins,29.5146,29.309966666666668,FBLN1,Fibulin-1 OS=Homo sapiens GN=FBLN1 PE=1 SV=1,-0.112942957623195,0.6615883473785031,0.5486453897553081,ECM Glycoproteins,36098.2521787023,29981.6875839696,True,False,False,-0.0899273612608465,Concordant downregulation (weak)
CTSB,CTSB,Cathepsin B;Cathepsin B light chain;Cathepsin B heavy chain,0.0928676332826433,-0.7075239278198566,-0.6146562945372133,ECM Regulators,25.3968,25.337166666666665,CTSB,Cathepsin B OS=Homo sapiens GN=CTSB PE=1 SV=3,-0.3213935761802438,1.0434068560676502,0.7220132798874064,ECM Regulators,85885.78020496781,43307.24113460167,False,False,False,-0.11426297144880024,Discordant (tissue-specific)
TIMP1,TIMP1,Metalloproteinase inhibitor 1,0.0785270569532208,1.4205534249241187,1.4990804818773396,ECM Regulators,31.53463333333333,32.005500000000005,TIMP1,Metalloproteinase inhibitor 1 OS=Homo sapiens GN=TIMP1 PE=1 SV=1,-0.3300008824644185,-0.8371016752507909,-1.1671025577152094,ECM Regulators,1201.1709000455137,786.749277003082,False,False,False,-0.12573691275559884,Discordant (tissue-specific)
COL6A3,COL6A3,Collagen alpha-3(VI) chain,-0.7690332442374488,3.0459609771082308,2.276927732870782,Collagens,37.16753333333333,34.8638,COL6A3,Collagen alpha-3(VI) chain OS=Homo sapiens GN=COL6A3 PE=1 SV=5,0.5106612193017279,1.1045242326039753,1.6151854519057032,Collagens,98668.0309062788,287955.703648014,False,False,False,-0.12918601246786043,Discordant (tissue-specific)
COL6A1,COL6A1,Collagen alpha-1(VI) chain,-0.7307103918831661,2.6506325460501614,1.9199221541669955,Collagens,35.71363333333333,33.52243333333333,COL6A1,Collagen alpha-1(VI) chain OS=Homo sapiens GN=COL6A1 PE=1 SV=1,0.4681705419171642,2.570612642531825,3.038783184448989,Collagens,2751511.5837193667,5897824.761391317,False,False,False,-0.13126992498300097,Discordant (tissue-specific)
TGFBI,TGFBI,Transforming growth factor-beta-induced protein ig-h3,-0.2143349606112321,2.006444035627471,1.7921090750162387,ECM Glycoproteins,33.4622,33.0545,TGFBI,Transforming growth factor-beta-induced protein ig-h3 (Fragment) OS=Homo sapiens GN=TGFBI PE=1 SV=1,-0.0549240733889284,1.129736368519962,1.0748122951310335,ECM Glycoproteins,104479.93771605556,91527.37330819316,True,False,False,-0.13462951700008025,Concordant downregulation (weak)
ANXA11,ANXA11,Annexin A11,-0.2808376879391813,-0.1028004614200705,-0.3836381493592518,ECM-affiliated Proteins,27.0125,25.9949,ANXA11,Annexin A11 OS=Homo sapiens GN=ANXA11 PE=1 SV=1,-0.001009302515272,-0.6777971037078779,-0.67880640622315,ECM-affiliated Proteins,1724.9244116107766,2218.1572731285537,True,False,False,-0.14092349522722664,Concordant downregulation (weak)
LAMA5,LAMA5,Laminin subunit alpha-5,-0.4466259914573036,-0.0713803937772584,-0.518006385234562,ECM Glycoproteins,27.099100000000004,25.610366666666668,LAMA5,Laminin subunit alpha-5 OS=Homo sapiens GN=LAMA5 PE=1 SV=8,0.1586336690327576,2.7271368438112784,2.885770512844036,ECM Glycoproteins,3925417.32717777,4263264.83587825,False,False,False,-0.143996161212273,Discordant (tissue-specific)
ANXA5,ANXA5,Annexin A5,-0.277550634120876,1.328824679011105,1.051274044890229,ECM-affiliated Proteins,31.242766666666668,30.4645,ANXA5,Annexin A5 OS=Homo sapiens GN=ANXA5 PE=1 SV=2,-0.080097162939906,-0.3654480988848396,-0.4455452618247457,ECM-affiliated Proteins,3506.204845805083,3638.64884165858,True,False,False,-0.178823898530391,Concordant downregulation (weak)
FBN1,FBN1,Fibrillin-1,-0.7342276771321311,1.4708741095439617,0.7366464324118306,ECM Glycoproteins,31.69586666666667,29.42503333333333,FBN1,Fibrillin-1 OS=Homo sapiens GN=FBN1 PE=1 SV=3,0.3649662293490805,2.392655768666771,2.757621998015852,ECM Glycoproteins,1837074.3421419773,3248603.314554313,False,False,False,-0.1846307238915253,Discordant (tissue-specific)
COL6A2,COL6A2,Collagen alpha-2(VI) chain,-0.9068666591235676,2.465657459761649,1.5587908006380813,Collagens,35.0525,32.2166,COL6A2,Collagen alpha-2(VI) chain OS=Homo sapiens GN=COL6A2 PE=1 SV=4,0.5143717755162935,2.3615033877722005,2.875875163288494,Collagens,1711646.72210281,4174717.4348903033,False,False,False,-0.196247441803637,Discordant (tissue-specific)
AGRN,AGRN,Agrin;Agrin N-terminal 110 kDa subunit;Agrin C-terminal 110 kDa subunit;Agrin C-terminal 90 kDa fragment;Agrin C-terminal 22 kDa fragment,-0.3528967817483893,-0.2599698229066776,-0.6128666046550669,ECM Glycoproteins,26.5833,25.3422,AGRN,Agrin OS=Homo sapiens GN=AGRN PE=1 SV=5,-0.0398646085936187,2.8517476917913007,2.811883083197682,ECM Glycoproteins,5208797.742652349,3644852.6062313537,True,False,False,-0.19638069517100398,Concordant downregulation (weak)
COL1A2,COL1A2,Collagen alpha-2(I) chain,-0.7181707805028985,3.084089318409026,2.3659185379061274,Collagens,37.310766666666666,35.2062,COL1A2,Collagen alpha-2(I) chain OS=Homo sapiens GN=COL1A2 PE=1 SV=1,0.3147553841399522,2.906427111400516,3.2211824955404675,Collagens,5897188.0502754375,8683829.352821417,False,False,False,-0.20170769818147316,Discordant (tissue-specific)
HSPG2,HSPG2,Basement membrane-specific heparan sulfate proteoglycan core protein;Endorepellin;LG3 peptide,-0.5704345591497362,2.3717704615788926,1.8013359024291564,Proteoglycans,34.7215,33.08806666666667,HSPG2,Basement membrane-specific heparan sulfate proteoglycan core protein OS=Homo sapiens GN=HSPG2 PE=1 SV=4,0.1636892203700912,3.218576430456865,3.382265650826956,Proteoglycans,11978088.253213292,12220670.8069635,False,False,False,-0.20337266938982249,Discordant (tissue-specific)
ACAN,ACAN,Aggrecan core protein;Aggrecan core protein 2,-0.6604981541786858,3.6679940234514112,3.0074958692727254,Proteoglycans,39.572633333333336,37.7734,ACAN,Aggrecan core protein OS=Homo sapiens GN=ACAN PE=1 SV=2,0.2473817987118051,0.0908927457236188,0.3382745444354239,Proteoglycans,9881.33341867885,19189.435948208367,False,False,False,-0.20655817773344037,Discordant (tissue-specific)
COL14A1,COL14A1,Collagen alpha-1(XIV) chain,-0.9661547414338296,1.3057416559776294,0.3395869145437998,Collagens,31.169733333333337,28.1621,COL14A1,Collagen alpha-1(XIV) chain OS=Homo sapiens GN=COL14A1 PE=1 SV=3,0.5453745766693092,0.7619220080034266,1.3072965846727358,Collagens,45332.096757146704,149867.905860198,False,False,False,-0.2103900823822602,Discordant (tissue-specific)
COL12A1,COL12A1,Collagen alpha-1(XII) chain,-0.8815017273257016,1.7543599449535794,0.8728582176278777,Collagens,32.619233333333334,29.87076666666667,COL12A1,Collagen alpha-1(XII) chain OS=Homo sapiens GN=COL12A1 PE=1 SV=2,0.4304829299601086,0.5174122697084286,0.9478951996685372,Collagens,26022.0118548399,69925.93357135117,False,False,False,-0.2255093986827965,Discordant (tissue-specific)
TNC,TNC,Tenascin,-1.0716586425373342,2.478213950242675,1.4065553077053408,ECM Glycoproteins,35.097,31.68103333333333,TNC,Tenascin OS=Homo sapiens GN=TNC PE=1 SV=3,0.5903829985253722,0.7604626912684288,1.350845689793801,ECM Glycoproteins,45182.1674417906,164370.80949358447,False,False,False,-0.240637822005981,Discordant (tissue-specific)
SLPI,SLPI,Antileukoproteinase,-0.6999009436116588,1.8894072688088583,1.1895063251971998,ECM Regulators,33.06823333333333,30.93235,SLPI,Antileukoproteinase OS=Homo sapiens GN=SLPI PE=1 SV=2,0.1901408474372354,2.128811669530962,2.318952516968197,ECM Regulators,1009269.8633803223,1281181.4243139157,False,False,False,-0.2548800480872117,Discordant (tissue-specific)
IGFBP7,IGFBP7,Insulin-like growth factor-binding protein 7,-0.7100877656915321,1.2071224963746645,0.4970347306831322,ECM Glycoproteins,30.859566666666662,28.6565,IGFBP7,Insulin-like growth factor-binding protein 7 OS=Homo sapiens GN=IGFBP7 PE=1 SV=1,0.1948035369879254,-1.1176034339056011,-0.9227998969176756,ECM Glycoproteins,634.9522189692083,1321.6058691888168,False,False,False,-0.25764211435180334,Discordant (tissue-specific)
ANXA6,ANXA6,Annexin A6,-0.5849354794937811,0.58553070039307,0.0005952208992888,ECM-affiliated Proteins,28.972266666666663,27.125433333333337,ANXA6,Annexin A6 OS=Homo sapiens GN=ANXA6 PE=1 SV=3,0.0478792668924417,-0.3609183759891076,-0.3130391090966659,ECM-affiliated Proteins,3542.45487278691,4819.8006601091065,False,False,False,-0.2685281063006697,Discordant (tissue-specific)
VCAN,VCAN,Versican core protein,-0.7691060785351378,2.935592481607333,2.166486403072195,Proteoglycans,36.75593333333333,34.44336666666667,VCAN,Versican core protein OS=Homo sapiens GN=VCAN PE=1 SV=3,0.2119632541877124,0.8734012255769857,1.0853644797646982,Proteoglycans,58386.62051707513,93599.03689748365,False,False,False,-0.27857141217371273,Discordant (tissue-specific)
MATN2,MATN2,Matrilin-2,-0.8824790960003918,1.2562706455485624,0.3737915495481706,ECM Glycoproteins,31.01376666666667,28.2688,MATN2,Matrilin-2 OS=Homo sapiens GN=MATN2 PE=1 SV=4,0.3124486518367901,0.1989056919512352,0.5113543437880254,ECM Glycoproteins,12627.377513787447,27701.53096666203,False,False,False,-0.28501522208180086,Discordant (tissue-specific)
S100A11,S100A11,"Protein S100-A11;Protein S100-A11, N-terminally processed",-0.5528999897031355,-0.2285398728763011,-0.7814398625794365,Secreted Factors,26.6686,24.8723,S100A11,Protein S100-A11 OS=Homo sapiens GN=S100A11 PE=1 SV=2,-0.0233026185551307,0.0480729439428876,0.0247703253877568,Secreted Factors,8965.939032676717,9868.53139530236,True,False,False,-0.2881013041291331,Concordant downregulation (weak)
COL3A1,COL3A1,Collagen alpha-1(III) chain,-1.1201843402324538,1.6561918584896425,0.5360075182571886,Collagens,32.29656666666667,28.780166666666663,COL3A1,Collagen alpha-1(III) chain OS=Homo sapiens GN=COL3A1 PE=1 SV=4,0.5060119048600256,2.684993709292752,3.1910056141527776,Collagens,3567283.72853428,8145419.722476286,False,False,False,-0.30708621768621414,Discordant (tissue-specific)
NID2,NID2,Nidogen-2,-0.7854692380763332,1.3168840904638135,0.5314148523874803,ECM Glycoproteins,31.204966666666667,28.76556666666667,NID2,Nidogen-2 OS=Homo sapiens GN=NID2 PE=1 SV=1,0.1639873117287262,1.8689018322431912,2.032889143971917,ECM Glycoproteins,559456.6578273777,698392.4229965323,False,False,False,-0.3107409631738035,Discordant (tissue-specific)
COL15A1,COL15A1,Collagen alpha-1(XV) chain;Restin;Restin-2;Restin-3;Restin-4,-1.1017487770647394,1.4339355129680682,0.3321867359033288,Collagens,31.57743333333333,28.139066666666665,COL15A1,Collagen alpha-1(XV) chain OS=Homo sapiens GN=COL15A1 PE=1 SV=1,0.4487684019377019,0.6410917893512716,1.0898601912889736,Collagens,34457.07493680543,94495.84318943469,False,False,False,-0.3264901875635188,Discordant (tissue-specific)
COL12A1,COL12A1,Collagen alpha-1(XII) chain,-0.8815017273257016,1.7543599449535794,0.8728582176278777,Collagens,32.619233333333334,29.87076666666667,COL12A1,Collagen alpha-1(XII) chain (Fragment) OS=Homo sapiens GN=COL12A1 PE=1 SV=1,0.202374223979397,-1.9994580783100016,-1.7970838543306045,Collagens,84.90522618549767,206.04889261736992,False,False,False,-0.33956375167315234,Discordant (tissue-specific)
SERPINA5,SERPINA5,Plasma serine protease inhibitor,-0.5624459243823363,2.2142968166718577,1.6518508922895214,ECM Regulators,34.17313333333333,32.548300000000005,SERPINA5,Plasma serine protease inhibitor OS=Homo sapiens GN=SERPINA5 PE=1 SV=3,-0.1549326316888581,2.609058019297202,2.454125387608344,ECM Regulators,3002437.501142157,1706580.9269048,True,False,False,-0.3586892780355972,Concordant downregulation (weak)
LGALS3,LGALS3,Galectin-3,-0.9421571559106732,0.6988622605503838,-0.2432948953602894,ECM-affiliated Proteins,29.30783333333333,26.40246666666667,LGALS3,Galectin-3 OS=Homo sapiens GN=LGALS3 PE=1 SV=5,0.1958306738605572,0.0630260377277332,0.2588567115882904,ECM-affiliated Proteins,9275.543975997054,16214.416825466562,False,False,False,-0.373163241025058,Discordant (tissue-specific)
ITIH5,ITIH5,Inter-alpha-trypsin inhibitor heavy chain H5,-0.6328621059642887,1.3887892030963076,0.7559270971320189,ECM Regulators,31.43326666666667,29.48773333333333,ITIH5,Inter-alpha-trypsin inhibitor heavy chain H5 OS=Homo sapiens GN=ITIH5 PE=2 SV=2,-0.1377843465928103,1.09592549104927,0.9581411444564596,ECM Regulators,96760.70570872168,71462.2335911051,True,False,False,-0.38532322627854954,Concordant downregulation (weak)
COL5A1,COL5A1,Collagen alpha-1(V) chain,-0.8718215095433416,1.5108840901680718,0.6390625806247302,Collagens,31.82463333333333,29.109666666666666,COL5A1,Collagen alpha-1(V) chain OS=Homo sapiens GN=COL5A1 PE=1 SV=3,0.069666047051168,2.298138716346265,2.3678047633974333,Collagens,1482326.8809470169,1421057.073069778,False,False,False,-0.4010777312460868,Discordant (tissue-specific)
AGRN,AGRN,Agrin;Agrin N-terminal 110 kDa subunit;Agrin C-terminal 110 kDa subunit;Agrin C-terminal 90 kDa fragment;Agrin C-terminal 22 kDa fragment,-0.3528967817483893,-0.2599698229066776,-0.6128666046550669,ECM Glycoproteins,26.5833,25.3422,AGRN,Agrin (Fragment) OS=Homo sapiens GN=AGRN PE=1 SV=1,-0.4662447959900944,0.8949835208326579,0.4287387248425635,ECM Glycoproteins,61318.4682382686,23248.683481081167,True,False,False,-0.4095707888692418,Concordant downregulation (weak)
COL5A2,COL5A2,Collagen alpha-2(V) chain,-0.8588913553753204,1.4062869333523411,0.547395577977021,Collagens,31.489066666666663,28.8164,COL5A2,Collagen alpha-2(V) chain OS=Homo sapiens GN=COL5A2 PE=1 SV=3,0.029512875093802,1.5437542019579342,1.5732670770517363,Collagens,267428.8761752763,263458.3168705997,False,False,False,-0.4146892401407592,Discordant (tissue-specific)
LGALS1,LGALS1,Galectin-1,-0.7887198190447916,0.2221357951574398,-0.5665840238873517,ECM-affiliated Proteins,27.921133333333337,25.4727,LGALS1,Galectin-1 OS=Homo sapiens GN=LGALS1 PE=1 SV=2,-0.1091252999113265,1.530401622775713,1.421276322864386,ECM-affiliated Proteins,259444.3262341743,190854.8117289193,True,False,False,-0.44892255947805904,Concordant downregulation (weak)
SERPINH1,SERPINH1,Serpin H1,-0.6944644887195297,-0.0816556194139755,-0.7761201081335052,ECM Regulators,27.07075,24.887,SERPINH1,Serpin H1 OS=Homo sapiens GN=SERPINH1 PE=1 SV=1,-0.2482862851378864,-0.7272987614763167,-0.9755850466142032,ECM Regulators,1541.4779426294897,1181.5152464402167,True,False,False,-0.47137538692870806,Concordant downregulation (weak)
FBN1,FBN1,Fibrillin-1,-0.7342276771321311,1.4708741095439617,0.7366464324118306,ECM Glycoproteins,31.69586666666667,29.42503333333333,FBN1,Fibrillin-1 (Fragment) OS=Homo sapiens GN=FBN1 PE=1 SV=1,-0.2107606886965916,-1.0253978184354209,-1.2361585071320125,ECM Glycoproteins,783.0222231484104,679.4187412356124,True,False,False,-0.47249418291436135,Concordant downregulation (weak)
COL11A1,COL11A1,Collagen alpha-1(XI) chain,-0.8878327308745203,1.8655061365895464,0.977673405715026,Collagens,32.98833333333334,30.2182,COL11A1,Collagen alpha-1(XI) chain OS=Homo sapiens GN=COL11A1 PE=1 SV=4,-0.059950790580002,2.185619017223553,2.125668226643551,Collagens,1148187.2427228263,850284.4468793502,True,False,False,-0.47389176072726114,Concordant downregulation (weak)
MATN2,MATN2,Matrilin-2,-0.8824790960003918,1.2562706455485624,0.3737915495481706,ECM Glycoproteins,31.01376666666667,28.2688,MATN2,Matrilin-2 (Fragment) OS=Homo sapiens GN=MATN2 PE=1 SV=1,-0.0910717758709823,0.3160359635204273,0.224964187649445,ECM Glycoproteins,16473.9543519452,15089.63786233904,True,False,False,-0.486775435935687,Concordant downregulation (weak)
COL3A1,COL3A1,Collagen alpha-1(III) chain,-1.1201843402324538,1.6561918584896425,0.5360075182571886,Collagens,32.29656666666667,28.780166666666663,COL3A1,Collagen alpha-1(III) chain (Fragment) OS=Homo sapiens GN=COL3A1 PE=1 SV=1,0.0609089206803314,2.271370330468121,2.332279251148453,Collagens,1394933.4467711933,1317912.9623901232,False,False,False,-0.5296377097760612,Discordant (tissue-specific)
FNDC1,FNDC1,Fibronectin type III domain-containing protein 1,-0.8802739536891552,1.7026557367712432,0.822381783082088,ECM Glycoproteins,32.4489,29.70483333333333,FNDC1,Fibronectin type III domain-containing protein 1 OS=Homo sapiens GN=FNDC1 PE=2 SV=4,-0.2175979324278408,1.046034902551222,0.8284369701233812,ECM Glycoproteins,86399.70106629991,54274.527268481535,True,False,False,-0.548935943058498,Concordant downregulation (weak)
COL2A1,COL2A1,Collagen alpha-1(II) chain;Collagen alpha-1(II) chain;Chondrocalcin,-1.2442601025946862,3.2107190093561373,1.966458906761451,Collagens,37.790333333333336,33.6944,COL2A1,Collagen alpha-1(II) chain OS=Homo sapiens GN=COL2A1 PE=1 SV=3,-0.0405617823397803,2.721282723329555,2.6807209409897745,Collagens,3873596.322652627,2759677.2598675503,True,False,False,-0.6424109424672333,Concordant downregulation (weak)
COL8A1,COL8A1,Collagen alpha-1(VIII) chain;Vastatin,-1.050395629607155,0.260626274414111,-0.789769355193044,Collagens,28.0307,24.8493,COL8A1,Collagen alpha-1(VIII) chain OS=Homo sapiens GN=COL8A1 PE=1 SV=2,-0.2445341922170073,0.9585816368297376,0.7140474446127302,Collagens,70842.2763297828,42581.653247289934,True,False,False,-0.6474649109120811,Concordant downregulation (weak)
ANXA1,ANXA1,Annexin A1,-0.6997274464257898,1.6842683893815962,0.9845409429558064,ECM-affiliated Proteins,32.388533333333335,30.2411,ANXA1,Annexin A1 OS=Homo sapiens GN=ANXA1 PE=1 SV=2,-0.5981584061697098,0.270184279513474,-0.3279741266562358,ECM-affiliated Proteins,14845.35549217597,4669.480861116173,True,False,True,-0.6489429262977497,Pan-tissue DOWNREGULATION
ANXA4,ANXA4,Annexin A4,-1.063806283965621,1.2363573788654372,0.1725510948998161,ECM-affiliated Proteins,30.9512,27.646600000000003,ANXA4,Annexin OS=Homo sapiens GN=ANXA4 PE=1 SV=1,-0.3409307215222911,-0.9344409604974824,-1.2753716820197736,ECM-affiliated Proteins,962.8315335185048,625.115656460691,True,False,False,-0.7023685027439561,Concordant downregulation (weak)
COL11A2,COL11A2,Collagen alpha-2(XI) chain,-1.5084118484245643,2.716489638766732,1.2080777903421671,Collagens,35.951933333333336,30.995733333333337,COL11A2,Collagen alpha-2(XI) chain (Fragment) OS=Homo sapiens GN=COL11A2 PE=1 SV=1,-0.1816907559277718,1.055095530277382,0.8734047743496103,Collagens,88195.22141563153,59706.19968770033,True,False,False,-0.8450513021761681,Concordant downregulation (weak)
