Protein,N_Studies,N_Tissues,Matrisome_Category,Matrisome_Division,Shannon_Entropy,Variance_Entropy_CV,Predictability_Score,Aging_Direction,Entropy_Transition,Mean_Zscore_Delta,N_Observations,Shannon_Entropy_Young,Shannon_Entropy_Old,Conditional_Entropy_Delta,Entropy_Cluster
MFAP4,4,7,ECM Glycoproteins,Core matrisome,3.4663745473289636,0.5445641191097448,0.5714285714285714,increase,0.0006600228979901646,0.8281903695746794,7,2.4864229183837177,2.486878347791945,0.0004554294082272925,4
LAMB2,5,8,ECM Glycoproteins,Core matrisome,3.806193560404899,0.39234723622114204,0.875,decrease,0.017829615515531916,-0.3882542608936719,8,2.800262798055722,2.808848010884264,0.008585212828541966,4
CCL18,2,4,Secreted Factors,Matrisome-associated,2.873897668182126,0.033461838896461885,1.0,decrease,0.029932552655779324,-0.33860677666648736,4,1.8399590120246752,1.95038745289731,0.11042844087263481,2
S100A10,4,6,Secreted Factors,Matrisome-associated,3.3167902555121715,0.46828233717059864,0.6666666666666666,decrease,0.02013322003195933,0.044462678945794976,6,2.3045237317029263,2.3224137487886836,0.017890017085757215,4
SRPX,3,5,ECM Glycoproteins,Core matrisome,3.0504500778483754,0.4648660168508613,0.8,decrease,0.02426125072706603,-0.14142183682422513,5,2.0414394440433883,2.058227413836616,0.01678796979322783,2
FBLN2,3,5,ECM Glycoproteins,Core matrisome,3.0546223807066557,0.4545337478426539,1.0,decrease,0.010881336994298718,-0.5021510043970323,5,2.048524617814552,2.0525170397035635,0.003992421889011499,4
HSPG2,5,8,Proteoglycans,Core matrisome,3.763378332046994,0.4544429626349035,1.0,decrease,0.010436765262177738,-0.449809804984024,8,2.7599895229001534,2.766194969540815,0.006205446640661361,4
COL7A1,3,6,Collagens,Core matrisome,3.3480779512336096,0.43717542344751886,0.5,mixed,0.00966695878177054,-0.09010777580018238,6,2.341731037186993,2.340798822841856,0.0009322143451369058,4
PLOD1,3,5,ECM Regulators,Matrisome-associated,3.178770816761728,0.34219356318849176,0.8,decrease,0.365124879677503,0.4204955523565008,5,2.039974258155277,2.1133194337496732,0.07334517559439613,1
COL14A1,5,8,Collagens,Core matrisome,3.706905633481237,0.5252075997969479,0.75,decrease,0.04894137311297775,-0.22041687602705445,8,2.6812164011505457,2.724188096817225,0.042971695666679466,4
ITIH3,4,7,ECM Regulators,Matrisome-associated,3.5833824161870726,0.48797787177670693,1.0,increase,0.1438657436527646,1.0747562660821193,7,2.5074811246095505,2.329277928878139,0.1782031957314114,4
FMOD,4,6,Proteoglycans,Core matrisome,3.2569079747244913,0.5540205170908746,1.0,decrease,0.003986787106498801,-0.818589723257647,6,2.2543995541691166,2.2532075801771465,0.00119197399197013,4
COL16A1,4,7,Collagens,Core matrisome,3.5208442961295296,0.4989307409713638,1.0,decrease,0.006803621405576221,-0.34006674579462887,7,2.5166142738562503,2.515487809944939,0.0011264639113113262,4
DPT,5,8,ECM Glycoproteins,Core matrisome,3.6729622161654625,0.5479952510421566,0.75,decrease,0.021497667194959602,-0.10106102857263957,8,2.6627919664928994,2.6792913812547066,0.016499414761807163,4
MFGE8,4,7,ECM Glycoproteins,Core matrisome,3.521373389293231,0.5316171893233093,0.7142857142857143,decrease,0.016714424996301824,0.008110893850696046,7,2.509976945018458,2.52604312803997,0.01606618302151208,4
EFEMP1,5,8,ECM Glycoproteins,Core matrisome,3.755042832738571,0.46738393636263276,0.75,increase,0.014784580868471342,-0.04872215012612198,8,2.758737122691656,2.746830420741249,0.011906701950406884,4
FSTL1,2,4,Secreted Factors,Matrisome-associated,2.7633139551734174,0.13282029931886877,1.0,decrease,0.015860454310754973,-0.29044764489691904,4,1.750233940773404,1.7609919603568223,0.010758019583418266,2
SEMA3B,2,5,ECM-affiliated Proteins,Matrisome-associated,2.823717363109908,0.42251716337655487,0.6,increase,0.014896219624457807,0.11594657086479314,5,1.7876920709601805,1.8177012427339974,0.0300091717738169,4
ADAM15,2,3,ECM Regulators,Matrisome-associated,1.6161694801583975,0.44923249013467503,0.6666666666666666,decrease,0.5328824217153828,-1.3265265670313788,3,0.7574683729331574,1.58336636479651,0.8258979918633526,1
COL9A2,2,5,Collagens,Core matrisome,2.886218436377453,0.2999437288627137,0.6,decrease,0.03678575288480607,-0.0014446005509420544,5,1.8285644144416837,1.8460529613765297,0.017488546934846028,3
NID2,5,8,ECM Glycoproteins,Core matrisome,3.7772062912475257,0.4583996739222726,0.875,decrease,0.0068564611196423875,-0.6301118973993494,8,2.763243471977427,2.77435158946511,0.011108117487682811,4
ITIH4,5,8,ECM Regulators,Matrisome-associated,4.005145933757877,0.5867283179099628,0.8,increase,0.10354253304249916,0.660550578200785,10,3.043097892218388,2.9719276720774617,0.07117022014092633,4
LTBP1,4,7,ECM Glycoproteins,Core matrisome,3.6485861057749145,0.3978772051129318,0.8571428571428571,increase,0.12851386533480263,1.1232070876519142,7,2.592999129008152,2.3681792716343635,0.2248198573737885,4
LTBP2,2,4,ECM Glycoproteins,Core matrisome,2.7391282532661156,0.1573449613238855,1.0,decrease,0.003879906041877962,-0.1673715778244546,4,1.7311104383684168,1.7332229602930718,0.002112521924654942,2
POSTN,5,8,ECM Glycoproteins,Core matrisome,3.617521052588246,0.5975255588797523,0.75,increase,0.04566856373327843,0.40401427074215956,8,2.623618066893178,2.6000498999792034,0.023568166913974675,4
PCOLCE,2,4,ECM Glycoproteins,Core matrisome,2.663645494577299,0.5314103104536747,1.0,decrease,0.006558891050641669,-0.359382217633986,4,1.6543855575598638,1.6554953990662056,0.0011098415063417466,4
FCN2,2,5,ECM-affiliated Proteins,Matrisome-associated,2.9711704548619067,0.26916016565871365,1.0,increase,0.09788588228981965,2.1733207300159347,5,2.0801790686186283,1.991415958016962,0.08876311060166642,2
TGFBI,5,8,ECM Glycoproteins,Core matrisome,4.046219345585026,0.5181447314043474,0.5,mixed,0.028750024505359573,0.19593560811074923,10,3.029579882570724,3.056694805116423,0.027114922545699027,4
ADIPOQ,3,5,ECM Glycoproteins,Core matrisome,3.1689339664974407,0.1031007532513623,0.6,decrease,0.008403826668885797,-0.009376898959823465,5,2.147011848875108,2.151299784231255,0.00428793535614691,3
IGFBP7,3,6,ECM Glycoproteins,Core matrisome,3.196950572182488,0.45849810030734794,0.5,mixed,0.06247998176558467,0.05343095681193657,6,2.143008278192932,2.165270488619969,0.022262210427037132,4
LAMA4,5,8,ECM Glycoproteins,Core matrisome,3.7764020574932116,0.4515565990001292,0.625,decrease,0.00748081197232886,-0.13201288316101656,8,2.7665016735571806,2.7758842246010724,0.009382551043891851,4
ECM1,4,7,ECM Glycoproteins,Core matrisome,3.5111523921105343,0.5417899163977112,0.7142857142857143,increase,0.03774591194831611,0.20740211479902607,7,2.521912429074767,2.4980011374499655,0.023911291624801656,4
COL28A1,3,5,Collagens,Core matrisome,3.0593961663868607,0.46232841279360126,0.6,decrease,0.01350805890571255,-0.23251385287400234,5,2.053754628465633,2.050409837274265,0.0033447911913677686,4
P3H1,3,5,ECM Regulators,Matrisome-associated,3.0744088743520135,0.47812286994818415,0.8,decrease,0.021110804615632695,-0.34265813111246385,5,2.0474147014084667,2.053368237378187,0.00595353596972048,2
FNDC1,3,6,ECM Glycoproteins,Core matrisome,3.405849211879671,0.4157684360410352,0.8333333333333334,decrease,0.26171005909366646,-0.1408931739391073,6,2.285595854243679,2.186954220052273,0.09864163419140626,4
FBLN7,2,4,ECM Glycoproteins,Core matrisome,2.8412161610199167,0.34417679616503283,0.75,decrease,0.5334630940915526,0.42752923302080675,4,1.6634808419262,1.939719478889539,0.27623863696333917,1
ANXA8,2,2,ECM-affiliated Proteins,Matrisome-associated,1.2505475874207113,0.91410869372116,1.0,decrease,0.0,-0.24314378156726546,2,0.2505475874235965,0.2505475874235965,0.0,4
VWA1,4,7,ECM Glycoproteins,Core matrisome,3.5822588240996676,0.4453919032842782,0.7142857142857143,decrease,0.013818995034174275,-0.08075943633089026,7,2.5690840723167527,2.583045608282868,0.013961535966115157,4
CSPG4,3,5,ECM-affiliated Proteins,Matrisome-associated,3.045184230611294,0.4987038677631202,1.0,decrease,0.005640293933517837,-0.46985503098646253,5,2.034775454067779,2.037580571660559,0.0028051175927799044,4
PLXDC2,2,4,ECM-affiliated Proteins,Matrisome-associated,2.8412981640041624,0.3548900681831029,0.5,mixed,0.5652632384247148,0.5452117756669635,4,1.6641093611952702,1.9831744906692643,0.3190651294739941,1
VIT,2,4,ECM Glycoproteins,Core matrisome,2.65607367467923,0.5520367410203603,1.0,decrease,0.00807575952824735,-1.02779754948247,4,1.6569784587224876,1.6649553478643273,0.007976889141839694,4
CD109,3,5,ECM Regulators,Matrisome-associated,3.051314779089022,0.49350108540489734,1.0,decrease,0.007046752408719548,-0.5637869299887699,5,2.033652338011768,2.0399721765641083,0.006319838552340418,4
ABI3BP,4,6,ECM Glycoproteins,Core matrisome,3.1727437670289858,0.6137793309165895,0.8333333333333334,decrease,0.016784007921099464,-0.2434432796799391,6,2.162374989664509,2.1790494926268176,0.016674502962308768,4
ITIH5,4,7,ECM Regulators,Matrisome-associated,3.6382687069954582,0.41726646515695537,0.8571428571428571,decrease,0.19973919312464927,-0.265194394429953,7,2.542778227182274,2.214890565363458,0.32788766181881623,4
ANGPTL5,2,4,Secreted Factors,Matrisome-associated,2.8427162661044094,0.35315297199383994,0.75,decrease,0.5279072773760294,0.37862685862265283,4,1.6679841292256443,1.8905397817898226,0.2225556525641783,1
AEBP1,5,8,ECM Glycoproteins,Core matrisome,3.7148107062993287,0.5417651161268862,1.0,decrease,0.012570981290952576,-0.4277370021464041,8,2.7014586373468514,2.7048221627507987,0.003363525403947243,4
LTBP4,4,7,ECM Glycoproteins,Core matrisome,3.6034660586868346,0.45626438447660567,0.5714285714285714,decrease,0.20352394670213264,0.15402823126428927,7,2.4974827504818697,2.227756472504008,0.26972627797786153,4
PXDN,4,7,ECM Glycoproteins,Core matrisome,3.7489862734823975,0.4927962728347331,0.625,decrease,0.0030307016106340123,-0.17413293264659113,8,2.747922664264639,2.7420993096472355,0.0058233546174033535,4
HTRA1,3,6,ECM Regulators,Matrisome-associated,3.219418851667473,0.6139170563848353,0.8333333333333334,increase,0.036926887851214896,0.5317611373375702,6,2.19541234512975,2.2178242751546824,0.02241193002493258,4
PRG4,2,4,Proteoglycans,Core matrisome,2.8341677654114275,0.3708168465832117,0.75,increase,0.5732080985243169,-0.5549517292400237,4,1.9032230272399038,1.6480835064993917,0.25513952074051205,1
CTHRC1,2,4,ECM Glycoproteins,Core matrisome,2.6728744643966884,0.5145275935227308,1.0,decrease,0.006171766316806493,-0.24864655492948198,4,1.668214736496949,1.669825768001143,0.0016110315041939494,4
HMCN1,2,4,ECM Glycoproteins,Core matrisome,2.6891485175463554,0.5341540165610463,0.75,decrease,0.03032620560175825,-0.18633907797841925,4,1.6667827579037007,1.6639519438825223,0.0028308140211783517,4
HAPLN3,2,4,Proteoglycans,Core matrisome,2.8375793692079547,0.3671743306660533,0.75,decrease,0.5599975834087662,0.2069664969309314,4,1.655715528043119,1.8937250573674915,0.23800952932437247,1
S100A13,4,6,Secreted Factors,Matrisome-associated,3.4472448489506156,0.3346947833548789,0.6666666666666666,decrease,0.25984198299454975,-0.05659141409009705,6,2.3373241734520604,2.372261972203657,0.03493779875159664,1
COL12A1,5,8,Collagens,Core matrisome,3.930705086872936,0.6311583877499143,0.6,decrease,0.0644754812622258,0.003732996569364211,10,2.8830194353031082,2.9641789566412564,0.08115952133814819,4
OMD,2,4,Proteoglycans,Core matrisome,2.6605558033983,0.534132402070686,0.75,decrease,0.004386448910189578,-0.052576459275334934,4,1.659360401013171,1.6577071919631519,0.0016532090500191998,4
SEMA3C,2,4,ECM-affiliated Proteins,Matrisome-associated,2.7496260388779343,0.1521266593874016,0.75,decrease,0.007822905169031419,-0.11622042464733903,4,1.7354874956898005,1.74402321004685,0.008535714357049473,2
C1QTNF5,2,5,ECM-affiliated Proteins,Matrisome-associated,2.8644459728634297,0.3500642202877032,0.6,increase,0.001870614757521094,0.5868806022366604,5,1.8333815086071727,1.8298234094265238,0.003558099180648977,3
ASPN,4,7,Proteoglycans,Core matrisome,3.5587817949660563,0.4619718328946626,0.7142857142857143,decrease,0.01870694159005648,-0.12132782430977282,7,2.5511458963608775,2.564977205751148,0.013831309390270441,4
TINAGL1,4,6,ECM Glycoproteins,Core matrisome,4.14793429264441,0.3818124872866854,0.9,decrease,0.0023388248363944153,-0.7568830362430713,10,3.1476743792004473,3.1427346516170216,0.004939727583425757,4
SMOC2,2,5,ECM Glycoproteins,Core matrisome,2.867645608192775,0.39472123916544566,0.8,decrease,0.002575923550930115,-0.31056929980461334,5,1.7935890695920331,1.859197687334964,0.06560861774293092,2
MMRN2,4,7,ECM Glycoproteins,Core matrisome,3.5562983308645184,0.5094033995569105,0.5714285714285714,decrease,0.029311161868552205,0.4598138590073632,7,2.5474395181793916,2.5641719934826854,0.016732475303293803,4
SPON1,3,5,ECM Glycoproteins,Core matrisome,3.1859325653081254,0.33736489030044603,0.6,decrease,0.36240870264582425,0.3412874184538185,5,2.0543287377686488,2.113117592177511,0.05878885440886217,1
MXRA5,2,4,ECM Glycoproteins,Core matrisome,2.6827863598169657,0.5679463293673671,1.0,decrease,0.03281728452275867,-0.3386230552403015,4,1.655308813228147,1.6550701990039203,0.00023861422422677414,4
EMILIN3,3,5,ECM Glycoproteins,Core matrisome,3.054546593458141,0.4850087562001847,1.0,decrease,0.002224096809456011,-0.7504266866547956,5,2.0356264210043777,2.0455614237323845,0.009935002728006737,4
CTSZ,4,6,ECM Regulators,Matrisome-associated,3.4271955915248307,0.3769408505892166,0.8333333333333334,increase,0.2607025574929694,0.6212856895983361,6,2.3110020976297037,2.3454107507898674,0.03440865316016373,4
FBLN5,5,8,ECM Glycoproteins,Core matrisome,3.70776028435116,0.5049487488366504,0.75,decrease,0.017334151252949903,-0.0431568199957075,8,2.6992053314155813,2.7134419033384427,0.01423657192286143,4
SERPINA10,2,4,ECM Regulators,Matrisome-associated,2.7840038606935753,0.1640216558185957,1.0,increase,0.009283593082666075,0.9516466190924204,4,1.7539386687263752,1.7379260556790495,0.016012613047325708,2
ANGPTL2,3,5,Secreted Factors,Matrisome-associated,3.1768529572085202,0.35318666344733485,0.8,increase,0.3791624392381194,0.9191870450706794,5,2.0370819513684473,2.110336274358968,0.07325432299052093,1
CLEC11A,2,4,ECM-affiliated Proteins,Matrisome-associated,2.8385222835490085,0.3630666639343364,0.5,mixed,0.5798221066509102,0.6183396684158342,4,1.6576381460901657,1.9782674877734123,0.32062934168324664,1
EMILIN1,5,8,ECM Glycoproteins,Core matrisome,3.731566497741331,0.4953538787808247,0.625,decrease,0.022657580880857342,-0.012740588812586343,8,2.718984647844587,2.738512890928864,0.01952824308427692,4
COL6A6,5,6,Collagens,Core matrisome,3.3587822716266587,0.41265193070745326,0.5,mixed,0.07189733936147996,0.27506477718381905,6,2.3786610478974164,2.3391416250026764,0.039519422894739975,4
COL4A1,5,7,Collagens,Core matrisome,3.5924329446681496,0.41329841587742217,0.7142857142857143,decrease,0.0028288130487914565,-0.25808266315413325,7,2.591385481900655,2.5866273876975785,0.004758094203076713,4
S100A8,5,7,Secreted Factors,Matrisome-associated,3.548909750562572,0.4869768986304362,0.5714285714285714,increase,0.014813499635471128,0.4634322591649508,7,2.5593232869631874,2.535226067667962,0.024097219295225347,4
CTSG,4,6,ECM Regulators,Matrisome-associated,3.3155847572913824,0.47727227547703377,0.5,mixed,0.001990362362658593,0.5786411406333495,6,2.321427174640669,2.3142563141827024,0.007170860457966555,4
MGP,3,5,ECM Glycoproteins,Core matrisome,3.1058745247266866,0.45503319945998666,0.6,decrease,0.17524223978236492,-0.34563671998045187,5,1.785360641566461,1.9957485997613262,0.21038795819486533,4
LPA,3,4,ECM Regulators,Matrisome-associated,2.7664829164758897,0.5150255668440028,1.0,increase,0.15092468810244697,1.9622467278474036,4,1.7234952508546997,1.3861135571321026,0.3373816937225971,4
ANXA3,3,4,ECM-affiliated Proteins,Matrisome-associated,2.659329178627615,0.5505432647491411,0.5,mixed,0.09859179089763226,0.7353371295384147,4,1.7090350256434723,1.6482860190323234,0.060749006611148904,4
DSPP,3,5,ECM Glycoproteins,Core matrisome,2.626695900280888,0.2888924711742988,0.8,decrease,0.0713863067151384,-1.0016489129056156,5,1.6413138867777572,1.662691912163413,0.021378025385655697,2
SDC2,3,5,ECM-affiliated Proteins,Matrisome-associated,2.831645220542969,0.5151669930576613,0.6,increase,0.06236906056847624,-0.2913384552351701,5,1.8024849996479773,1.8687899084254438,0.06630490877746653,4
FBN2,3,5,ECM Glycoproteins,Core matrisome,3.0433589014211018,0.48183286137340825,1.0,decrease,0.0003259712661125569,-0.43634216203726517,5,2.040491816061495,2.0369000783689275,0.003591737692567598,4
MMP14,2,3,ECM Regulators,Matrisome-associated,2.3711895694800864,0.42729376707550565,0.6666666666666666,decrease,0.7315992778013203,0.6411890369538925,3,1.121690570618232,1.5848560912810465,0.46316552066281447,1
ADAM17,2,2,ECM Regulators,Matrisome-associated,1.2134758094531857,0.2570215701468488,1.0,decrease,0.31198892065233685,-1.5205218859540652,2,0.448995981306719,0.9972164860521419,0.5482205047454228,2
NPNT,3,4,ECM Glycoproteins,Core matrisome,3.3951721726221127,0.45745419081910044,0.8333333333333334,increase,0.32842504401305456,-0.284937791017559,6,2.274728980403072,2.1954463079493696,0.07928267245370257,4
FBN3,2,2,ECM Glycoproteins,Core matrisome,0.7224349740141894,1.4113682078245522,0.5,mixed,1.0757632137666082,2.758128543065667,2,0.9869128598427357,0.22846315962484998,0.7584497002178857,1
SNED1,2,3,ECM Glycoproteins,Core matrisome,2.371663125555615,0.44608614293296234,0.6666666666666666,decrease,0.7657219222965882,0.5480227391839039,3,1.1220491185972523,1.5761426407900605,0.4540935221928082,1
FLG2,2,3,Secreted Factors,Matrisome-associated,1.815246054455963,0.34233781624445425,1.0,decrease,0.025396420580817147,-0.5309052512698332,3,0.8817664836988868,0.7219482056678436,0.1598182780310432,2
VWA5A,2,2,ECM Glycoproteins,Core matrisome,1.6297749859441892,0.6314727617780022,1.0,increase,0.4973116675109113,1.679308094613389,2,0.4042255058447666,0.4042255058447666,0.0,1
ADAM10,2,2,ECM Regulators,Matrisome-associated,1.2457022977513132,0.25623318535226586,0.5,mixed,0.3248010510423489,0.5150043522889857,2,0.9982281400136004,0.4391214671619589,0.5591066728516415,3
MEGF6,2,2,Secreted Factors,Matrisome-associated,1.6263215917965497,0.6397005523963216,1.0,increase,0.5127200843781884,1.756320994522678,2,0.3949661773416585,0.3949661773416584,1.1102230246251565e-16,1
TNFSF13,2,2,Secreted Factors,Matrisome-associated,0.8995623594682949,1.1703461184551314,1.0,decrease,1.0795577390701891,-2.7544902672693117,2,0.26569671834479963,0.9999999999971146,0.734303281652315,1
PAPLN,3,4,ECM Glycoproteins,Core matrisome,3.8453967582721145,0.3655921072136087,0.875,decrease,0.06141880174600933,-0.2578231238275471,8,2.8477899807302385,2.8242387978729004,0.023551182857338038,4
MMP1,2,2,ECM Regulators,Matrisome-associated,1.4947651228793692,0.24682681165352097,1.0,decrease,0.00653914569614128,-0.20334076825637978,2,0.47574108941672927,0.4802912429668077,0.0045501535500784285,2
CSTB,5,6,ECM Regulators,Matrisome-associated,3.3598988398577343,0.49398607111867304,0.6666666666666666,increase,0.15078620503378232,0.2307790253987195,6,2.2646361192204645,1.8800578538709787,0.3845782653494858,4
SERPINB2,2,2,ECM Regulators,Matrisome-associated,0.7270145563275034,1.2463509027617814,1.0,decrease,1.0877180520087264,-2.9809275643880704,2,0.2572911732564952,0.9999999999971146,0.7427088267406194,1
ELANE,3,4,ECM Regulators,Matrisome-associated,2.710895856592658,0.2220217470211023,0.5,mixed,0.23523109647132245,0.05836567622445393,4,1.536336898257577,1.858596708409999,0.3222598101524221,3
MMP12,3,4,ECM Regulators,Matrisome-associated,2.6693125132135886,0.5417738220623001,0.5,mixed,0.06009106891490712,0.029437572970559156,4,1.6921888415601478,1.655186023571844,0.03700281798830374,4
FGF2,2,3,Secreted Factors,Matrisome-associated,2.089237170615259,0.3615985715376675,0.6666666666666666,increase,0.0532812774520382,0.33827932817506384,3,0.9792394160614966,0.9469002055629521,0.03233921049854449,3
PRG2,3,4,Proteoglycans,Core matrisome,2.632425459958223,0.5817678017521407,0.5,mixed,0.0007132878029915135,0.020743707336274647,4,1.6254722152070125,1.6292028760849115,0.0037306608778990835,4
MMP9,3,4,ECM Regulators,Matrisome-associated,2.5673164095330554,0.2898448689657403,1.0,decrease,0.00888179572726483,-0.518176611248695,4,1.5210848988627428,1.535198324250746,0.014113425388003309,2
SDC1,3,4,ECM-affiliated Proteins,Matrisome-associated,2.683915335954555,0.20495704247290752,0.5,mixed,0.1896136018999287,0.07715253462120308,4,1.524373749735448,1.7867325095843776,0.26235875984892965,3
COL8A2,2,3,Collagens,Core matrisome,2.1576732320837997,0.22683832270959825,0.6666666666666666,decrease,0.19315161140533904,-0.8369093711176512,3,1.0808101715681286,1.4124433397946916,0.33163316822656297,3
COL5A3,4,5,Collagens,Core matrisome,3.065169343109998,0.448412100472534,0.6,decrease,0.06469361998207401,0.1194944743899297,5,2.087703789015624,2.0508708858546467,0.03683290316097709,4
SERPINB8,3,3,ECM Regulators,Matrisome-associated,2.653886234623969,0.6087119639369609,0.75,decrease,0.18403159048145235,0.1889865068442504,4,1.7053483692008495,1.5994826853631992,0.10586568383765038,4
SERPINB9,3,3,ECM Regulators,Matrisome-associated,2.343686516153224,0.4822230562716723,0.6666666666666666,decrease,0.7573026873615502,-1.1552865804857153,3,1.097487926437159,1.5745361461524618,0.47704821971530276,1
HCFC1,3,3,Secreted Factors,Matrisome-associated,2.1447459398510524,0.6735109248294714,0.6666666666666666,decrease,0.18091235244611015,0.3340595150009493,3,1.2039996281502376,1.0962946145775336,0.10770501357270401,4
CTSC,3,4,ECM Regulators,Matrisome-associated,2.7643809423981103,0.4833917638035583,0.5,mixed,0.3098606434264861,0.2382473702745755,4,1.6073768772894508,1.5389357439805882,0.06844113330886259,4
INHBC,2,3,Secreted Factors,Matrisome-associated,1.6614234180643743,0.4019481183690109,0.6666666666666666,increase,0.4579440225903334,1.0812821112762938,3,1.548617904539038,0.786509502739041,0.7621084017999971,1
S100A12,2,2,Secreted Factors,Matrisome-associated,1.3282339554410436,0.25341633780903866,1.0,increase,0.2784310559911644,1.493886806547077,2,0.9688747389471492,0.45257115792488556,0.5163035810222636,2
COL10A1,3,4,Collagens,Core matrisome,2.8268749615872433,0.3978892051516325,0.75,decrease,0.6164951124184703,-0.33444599398395153,4,1.9674024713372016,1.6374088900222135,0.3299935813149881,1
TGM3,4,5,ECM Regulators,Matrisome-associated,3.0322016820076043,0.5113560845674208,1.0,decrease,0.1834330186206451,-1.1526166602450751,5,1.9949693929500745,2.1058983942649903,0.11092900131491579,4
FGL1,2,3,ECM Glycoproteins,Core matrisome,1.7079828449273573,0.4744878360042308,1.0,increase,0.44662702611899974,2.5776808572860888,3,1.5119562581666475,0.9044135126627297,0.6075427455039177,1
MMRN1,2,2,ECM Glycoproteins,Core matrisome,1.9999999999942293,0.0,1.0,decrease,0.0,-0.2451492060692582,2,0.9999999999971146,0.9999999999971146,0.0,2
FGL2,3,4,ECM Glycoproteins,Core matrisome,2.620009425082295,0.6186706718294184,0.75,increase,0.309283380662666,1.0309601896885119,4,1.7680017756415944,1.569979875619104,0.19802190002249054,4
GAS6,2,2,ECM Glycoproteins,Core matrisome,1.1423536387787177,0.30334574538811654,0.5,mixed,0.37498325957076467,0.7889806007647608,2,0.9990214781074357,0.40454189436924093,0.5944795837381948,3
SPARCL1,2,2,ECM Glycoproteins,Core matrisome,1.1606423071961545,0.26272249735597597,0.5,mixed,0.32875021920705766,0.7988112026956196,2,0.999956163333068,0.44016597040416294,0.5597901929289051,3
C17orf58,2,2,ECM Regulators,Matrisome-associated,1.6399341081515122,0.5842741083724043,0.5,mixed,1.0119924412480088,0.45475696533649557,2,0.9999999999971146,0.2798682163116806,0.7201317836854341,1
ADAMTSL4,3,4,ECM Regulators,Matrisome-associated,2.7273580409006652,0.5531183644072647,1.0,increase,0.2995899541056142,0.7569774376039593,4,1.560088218758951,1.2918595936481732,0.26822862511077794,4
THSD4,4,5,ECM Glycoproteins,Core matrisome,3.157355164865857,0.39716675567106186,0.8,increase,0.07887779462766648,1.0305222275343153,5,2.1068138715710307,1.6813773498128437,0.425436521758187,2
PODN,2,2,Proteoglycans,Core matrisome,1.2602601378601535,0.8988558883660095,0.5,mixed,0.045220165621103314,0.07571528256195156,2,0.2568325471835819,0.23592812699492852,0.020904420188653378,4
CLEC14A,2,2,ECM-affiliated Proteins,Matrisome-associated,1.3857189540979153,0.23989925898811298,0.5,mixed,0.31210410150459766,0.01236028915885301,2,0.9928634806494929,0.4564531750278308,0.5364103056216621,3
P3H3,2,2,ECM Regulators,Matrisome-associated,1.6274778148737679,0.6318048556509497,1.0,increase,0.497926989671091,1.7300226353118084,2,0.39807475473785536,0.3980747547378556,2.220446049250313e-16,1
SBSPON,3,4,ECM Glycoproteins,Core matrisome,2.6622399741154643,0.5447389525865067,0.75,decrease,0.03202204029693445,-0.399387159634981,4,1.6487383567694551,1.6652712540972279,0.016532897327772744,4
COL22A1,2,3,Collagens,Core matrisome,2.449005777726546,0.04267413276774145,0.6666666666666666,increase,0.04011985982670068,-0.06616088384719275,3,1.5504851717734092,1.3752323820925443,0.17525278968086488,2
S100A16,5,6,Secreted Factors,Matrisome-associated,3.3561394610508817,0.4784599725330118,0.5,mixed,0.17060149329022745,0.4304960829177933,6,2.4088778353434495,1.8321928965589835,0.5766849387844659,4
SFRP2,2,2,Secreted Factors,Matrisome-associated,1.2546683269746737,0.9343352313749536,0.5,mixed,0.004624215915086216,-0.15789826655014888,2,0.24703987387876744,0.24323206340318992,0.0038078104755775166,4
MMP19,2,2,ECM Regulators,Matrisome-associated,1.9999999999942293,0.0,1.0,decrease,0.0,-0.2451492060692582,2,0.9999999999971146,0.9999999999971146,0.0,2
C1QTNF7,2,2,ECM-affiliated Proteins,Matrisome-associated,1.6286056760134617,0.616114361179469,0.5,mixed,1.0671413768356823,-1.0376749962118272,2,0.25721135203557965,0.9999999999971146,0.742788647961535,1
EMILIN2,4,5,ECM Glycoproteins,Core matrisome,3.0626573804883717,0.47251968808725126,0.6,decrease,0.1265672096033969,0.2899066862550555,5,2.0982100907975525,2.0303728345544925,0.06783725624306003,4
PRG3,3,4,Proteoglycans,Core matrisome,2.7806488903631146,0.4653716525707118,0.5,mixed,0.01401649422835799,-0.08255345132201997,4,1.733099400225579,1.3756249193623575,0.35747448086322153,4
Fn1,6,10,ECM Glycoproteins,Core matrisome,4.1693681179286255,0.3269465410140635,0.6666666666666666,decrease,0.007734935084601324,-0.34942284408616087,12,3.162959600874154,3.1530365535559977,0.009923047318156186,4
Hrg,4,4,ECM Regulators,Matrisome-associated,2.4858898449694644,0.25526218500832804,1.0,increase,0.006694804435626478,1.0102553605975628,4,1.4022976082763958,1.2967938189881478,0.105503789288248,2
Serpina1c,3,4,ECM Regulators,Matrisome-associated,2.7279408597980934,0.14589418779998975,0.75,increase,0.007585835680615244,0.4430383272860534,4,1.7254671527746028,1.7152754188451336,0.01019173392946926,2
Tgfbi,6,9,ECM Glycoproteins,Core matrisome,3.648683606328706,0.30893573745511294,0.5555555555555556,increase,0.0017193050399714749,0.23329363763070596,9,2.636843268896759,2.610922449552006,0.0259208193447531,3
Agrn,6,8,ECM Glycoproteins,Core matrisome,3.6574829390761185,0.3585776316709795,0.6666666666666666,increase,0.03075104184271349,-0.6687999306716191,9,2.6527811033995,2.600595292011632,0.05218581138786815,3
