Source,Target,Correlation,Evidence
COL21A1,DCN,-0.7351588487751701,Co-regulation
COL21A1,DPT,0.8263261969947651,Co-regulation
COL21A1,DSPP,1.0000000000000002,Co-regulation
COL21A1,ECM1,0.8027482292476578,Co-regulation
COL21A1,EFEMP1,0.9158387141290512,Co-regulation
COL21A1,ELANE,1.0000000000000002,Co-regulation
ELN,COL21A1,-0.7969319064794748,Co-regulation
COL21A1,EMILIN2,0.9599409732500254,Co-regulation
EMILIN3,COL21A1,-0.9999999999999999,Co-regulation
COL21A1,F10,-1.0,Co-regulation
COL21A1,F9,1.0000000000000002,Co-regulation
COL21A1,FBLN1,1.0,Co-regulation
COL21A1,FBLN2,1.0000000000000002,Co-regulation
COL21A1,FBLN5,0.758207551756805,Co-regulation
COL21A1,FBN2,-1.0000000000000002,Co-regulation
COL21A1,FGL2,1.0000000000000002,Co-regulation
COL21A1,FLG,1.0000000000000002,Co-regulation
COL21A1,FMOD,1.0000000000000002,Co-regulation
COL21A1,GDF15,1.0,Co-regulation
HCFC1,COL21A1,-1.0000000000000007,Co-regulation
HRG,COL21A1,-0.9979161334541146,Co-regulation
COL21A1,HSPG2,0.8314418067248397,Co-regulation
COL21A1,HTRA1,-1.0,Co-regulation
IGFALS,COL21A1,-1.0000000000000002,Co-regulation
COL21A1,IGFBP7,1.0000000000000002,Co-regulation
ITIH2,COL21A1,-1.0,Co-regulation
COL21A1,ITIH3,-1.0,Co-regulation
COL21A1,ITIH5,-1.0000000000000002,Co-regulation
COL21A1,LAMA2,0.8894686845139225,Co-regulation
COL21A1,LAMA3,1.0,Co-regulation
COL21A1,LAMA5,0.7566621705344384,Co-regulation
COL21A1,LAMC1,0.9180812773036237,Co-regulation
COL21A1,LGALS3,0.949752574661418,Co-regulation
COL21A1,LGALS8,1.0000000000000002,Co-regulation
COL21A1,LMAN1,1.0000000000000002,Co-regulation
LOXL1,COL21A1,-1.0,Co-regulation
LRG1,COL21A1,-1.0000000000000002,Co-regulation
COL21A1,LTBP1,1.0000000000000002,Co-regulation
COL21A1,LTBP4,1.0,Co-regulation
COL21A1,MASP2,1.0000000000000002,Co-regulation
COL21A1,MATN2,0.8036833252527891,Co-regulation
COL21A1,MFAP2,-1.0000000000000002,Co-regulation
COL21A1,MFAP4,0.932236271341242,Co-regulation
COL21A1,MFAP5,0.9999999999999998,Co-regulation
COL21A1,MMP9,1.0,Co-regulation
COL21A1,MMRN2,0.9176410912254532,Co-regulation
COL21A1,NID2,0.7690195264676843,Co-regulation
COL21A1,OGN,0.7740661803801921,Co-regulation
COL21A1,P3H1,-1.0,Co-regulation
COL21A1,P4HA1,-1.0,Co-regulation
COL21A1,P4HA2,-0.9999999999999999,Co-regulation
COL21A1,PAPLN,1.0,Co-regulation
PLG,COL21A1,0.7564727043162954,Co-regulation
COL21A1,PRG2,1.0000000000000002,Co-regulation
COL21A1,S100A10,-1.0,Co-regulation
COL21A1,S100A16,1.0000000000000002,Co-regulation
COL21A1,S100A7,1.0,Co-regulation
COL21A1,S100A8,-0.9970032664890665,Co-regulation
COL21A1,S100A9,-0.8410535464852364,Co-regulation
COL21A1,SBSPON,-1.0,Co-regulation
COL21A1,SERPINA3,-0.8950485964785824,Co-regulation
COL21A1,SERPINA5,1.0000000000000002,Co-regulation
SERPINA6,COL21A1,-1.0000000000000002,Co-regulation
COL21A1,SERPINB12,1.0000000000000002,Co-regulation
COL21A1,SERPINB6,-1.0000000000000002,Co-regulation
COL21A1,SERPINB8,-1.0000000000000002,Co-regulation
COL21A1,SRPX,-1.0,Co-regulation
TGM3,COL21A1,-0.8675557560878344,Co-regulation
COL21A1,THSD4,1.0000000000000002,Co-regulation
TIMP3,COL21A1,-0.9253531798709983,Co-regulation
TNXB,COL21A1,-1.0,Co-regulation
VTN,COL21A1,-0.9557560082542447,Co-regulation
COL21A1,VWF,0.999970753746989,Co-regulation
COL3A1,COL28A1,-0.9447319491131805,Co-regulation
COL5A2,COL28A1,-0.922920088663966,Co-regulation
COL5A3,COL28A1,-1.0,Co-regulation
COL28A1,COL6A1,-0.8922898530789566,Co-regulation
COL6A2,COL28A1,-0.9951546044932181,Co-regulation
COL6A3,COL28A1,-0.7047039121392148,Co-regulation
COL28A1,COL6A6,1.0,Co-regulation
COL28A1,COL7A1,0.9999999999999999,Co-regulation
COL28A1,COL8A1,-1.0,Co-regulation
CPN2,COL28A1,-1.0000000000000002,Co-regulation
CSPG4,COL28A1,0.9994221988587121,Co-regulation
COL28A1,CST3,0.9999999999999999,Co-regulation
CSTB,COL28A1,1.0,Co-regulation
COL28A1,CTHRC1,-0.9999999999999998,Co-regulation
CTSB,COL28A1,0.7013017579530431,Co-regulation
CTSZ,COL28A1,-0.9999999999999999,Co-regulation
CXCL10,COL28A1,0.9999999999999998,Co-regulation
CXCL12,COL28A1,-0.7923794935347471,Co-regulation
DSPP,COL28A1,1.0,Co-regulation
ECM1,COL28A1,0.9999495700511134,Co-regulation
ECM2,COL28A1,1.0,Co-regulation
EFEMP1,COL28A1,0.7626238569404069,Co-regulation
ELN,COL28A1,-1.0,Co-regulation
EMILIN2,COL28A1,-1.0000000000000002,Co-regulation
F10,COL28A1,-0.7053889961360129,Co-regulation
F12,COL28A1,1.0000000000000002,Co-regulation
F13A1,COL28A1,0.9873946140382639,Co-regulation
F2,COL28A1,0.9407560079052184,Co-regulation
COL28A1,F9,0.9999999999999999,Co-regulation
COL28A1,FBLN1,1.0,Co-regulation
COL28A1,FBN1,-0.8432592807545709,Co-regulation
COL28A1,FBN2,-0.9999999999999998,Co-regulation
FGA,COL28A1,0.9842385147975831,Co-regulation
FGB,COL28A1,0.9928529827406716,Co-regulation
FGG,COL28A1,0.9961249262895544,Co-regulation
FMOD,COL28A1,0.8471564067640376,Co-regulation
FN1,COL28A1,0.8843932136623358,Co-regulation
FSTL1,COL28A1,1.0000000000000002,Co-regulation
GPC1,COL28A1,1.0,Co-regulation
COL28A1,HAPLN1,-1.0,Co-regulation
HCFC1,COL28A1,1.0000000000000007,Co-regulation
HMCN1,COL28A1,0.9999999999999998,Co-regulation
HPX,COL28A1,0.8066772214630943,Co-regulation
HRG,COL28A1,0.9809829638933307,Co-regulation
HTRA1,COL28A1,-1.0,Co-regulation
IGFALS,COL28A1,0.9999999999999998,Co-regulation
COL28A1,IGFBP3,0.9999999999999999,Co-regulation
COL28A1,IGFBP7,-1.0000000000000002,Co-regulation
ITIH1,COL28A1,0.9750061855718821,Co-regulation
ITIH2,COL28A1,0.9588509537186463,Co-regulation
ITIH3,COL28A1,1.0,Co-regulation
ITIH4,COL28A1,0.9779108232122018,Co-regulation
ITIH5,COL28A1,-0.9999999999999999,Co-regulation
KNG1,COL28A1,0.8868766996951787,Co-regulation
LAMA4,COL28A1,0.805614020303454,Co-regulation
LAMB1,COL28A1,0.9331648221292094,Co-regulation
COL28A1,LAMC1,0.7133117114865696,Co-regulation
LGALS3,COL28A1,0.9948440996925271,Co-regulation
COL28A1,LMAN1,-1.0,Co-regulation
LOX,COL28A1,-0.9999999999999999,Co-regulation
LOXL1,COL28A1,1.0000000000000002,Co-regulation
LRG1,COL28A1,-1.0000000000000002,Co-regulation
LTBP1,COL28A1,1.0,Co-regulation
COL28A1,LTBP2,1.0,Co-regulation
COL28A1,LTBP4,1.0000000000000004,Co-regulation
LUM,COL28A1,0.7371786884604822,Co-regulation
COL28A1,MFAP2,0.9999999999999999,Co-regulation
MMP2,COL28A1,0.9999999999999999,Co-regulation
COL28A1,MMP9,1.0,Co-regulation
MXRA5,COL28A1,1.0,Co-regulation
NELL1,COL28A1,1.0,Co-regulation
NID2,COL28A1,0.7293758637876294,Co-regulation
OMD,COL28A1,1.0,Co-regulation
P4HA2,COL28A1,0.8595465884265365,Co-regulation
PCOLCE,COL28A1,1.0,Co-regulation
PLG,COL28A1,0.9794461280135274,Co-regulation
COL28A1,PLOD1,0.9999999999999999,Co-regulation
PODN,COL28A1,0.9999999999999998,Co-regulation
POSTN,COL28A1,0.8348679321444024,Co-regulation
COL28A1,PRG2,0.9999999999999999,Co-regulation
S100A1,COL28A1,-0.9999999999999999,Co-regulation
S100A13,COL28A1,0.9999999999999999,Co-regulation
COL28A1,S100A4,-1.0,Co-regulation
COL28A1,S100A6,-0.9999999999999999,Co-regulation
S100A7,COL28A1,-1.0,Co-regulation
COL28A1,S100A8,-0.8284565478358448,Co-regulation
SBSPON,COL28A1,-0.9999999999999999,Co-regulation
COL28A1,SEMA3C,0.9999999999999998,Co-regulation
SERPINA10,COL28A1,1.0,Co-regulation
SERPINA4,COL28A1,0.9981790329269049,Co-regulation
SERPINA5,COL28A1,0.9999999999999998,Co-regulation
SERPINA7,COL28A1,-0.9999999999999997,Co-regulation
COL28A1,SERPINB6,0.8813890024592532,Co-regulation
SERPINB8,COL28A1,1.0000000000000002,Co-regulation
SERPINC1,COL28A1,0.9553979899174719,Co-regulation
SERPIND1,COL28A1,0.9506698363927351,Co-regulation
COL28A1,SERPINE1,0.9999999999999999,Co-regulation
SERPINE2,COL28A1,-0.9999999999999998,Co-regulation
SERPINF1,COL28A1,0.8165681235425105,Co-regulation
SERPINF2,COL28A1,0.9999234309377566,Co-regulation
SFRP2,COL28A1,1.0,Co-regulation
COL28A1,SLPI,-0.8407271794911328,Co-regulation
COL28A1,SPARC,-1.0,Co-regulation
SPON1,COL28A1,0.9999999999999999,Co-regulation
COL28A1,SRPX2,-1.0,Co-regulation
COL28A1,TGFBI,0.8430638947320744,Co-regulation
TGM3,COL28A1,-1.0,Co-regulation
COL28A1,THBS1,0.9999999999999998,Co-regulation
COL28A1,THBS2,1.0,Co-regulation
COL28A1,THBS3,-0.9999999999999999,Co-regulation
COL28A1,THBS4,-1.0,Co-regulation
TNXB,COL28A1,-0.7432013255446404,Co-regulation
VCAN,COL28A1,-0.908551886461755,Co-regulation
VIT,COL28A1,-1.0,Co-regulation
VTN,COL28A1,0.9930414529859505,Co-regulation
VWA1,COL28A1,0.9367527749555346,Co-regulation
COL28A1,VWF,0.9563265243762414,Co-regulation
COL2A1,COL4A1,-0.9453665140532931,Co-regulation
COL2A1,COL4A2,-0.9772845845873558,Co-regulation
COL5A1,COL2A1,-0.9274337294239783,Co-regulation
COL2A1,COL6A1,-0.784460861659853,Co-regulation
COL2A1,COL6A6,0.9999999999999999,Co-regulation
COL2A1,COL7A1,-1.0000000000000016,Co-regulation
COL2A1,COL8A1,1.0000000000000002,Co-regulation
COL9A2,COL2A1,-1.0000000000000002,Co-regulation
CPN2,COL2A1,1.0,Co-regulation
COL2A1,CST3,1.0000000000000002,Co-regulation
CSTB,COL2A1,0.8040179138401404,Co-regulation
CTSB,COL2A1,-1.0000000000000002,Co-regulation
COL2A1,CTSC,1.0000000000000002,Co-regulation
CTSD,COL2A1,-1.0000000000000002,Co-regulation
COL2A1,CTSG,-1.0000000000000002,Co-regulation
CTSZ,COL2A1,-0.9999999999999997,Co-regulation
CXCL10,COL2A1,-1.0000000000000002,Co-regulation
CXCL12,COL2A1,1.0,Co-regulation
COL2A1,DCN,-0.9999712281196863,Co-regulation
COL2A1,DPT,0.9977083654730866,Co-regulation
DSPP,COL2A1,0.9999999999999998,Co-regulation
ECM1,COL2A1,-1.0,Co-regulation
EMILIN1,COL2A1,0.9226587174871008,Co-regulation
F13A1,COL2A1,-1.0,Co-regulation
COL2A1,F9,-1.0,Co-regulation
FBLN5,COL2A1,-0.885970770636357,Co-regulation
COL2A1,FBN1,0.9373954013262252,Co-regulation
COL2A1,FBN2,-1.0000000000000002,Co-regulation
FGA,COL2A1,-0.8747417804159784,Co-regulation
FGB,COL2A1,-0.9050733589328526,Co-regulation
FGG,COL2A1,-0.7210982126768855,Co-regulation
FLG,COL2A1,1.0,Co-regulation
FMOD,COL2A1,-1.0,Co-regulation
FN1,COL2A1,-0.9916194542204544,Co-regulation
COL2A1,FNDC1,1.0000000000000002,Co-regulation
GPC1,COL2A1,-1.0000000000000007,Co-regulation
HRNR,COL2A1,1.0,Co-regulation
COL2A1,HSPG2,0.9913685552473156,Co-regulation
HTRA1,COL2A1,-1.0,Co-regulation
IGFALS,COL2A1,-1.0000000000000002,Co-regulation
COL2A1,IGFBP7,1.0,Co-regulation
ITIH1,COL2A1,-0.8409188788279627,Co-regulation
ITIH3,COL2A1,-1.0,Co-regulation
ITIH5,COL2A1,1.0,Co-regulation
KNG1,COL2A1,-0.9402569783311168,Co-regulation
LAMA2,COL2A1,-1.0,Co-regulation
LAMA4,COL2A1,0.7414077772031622,Co-regulation
COL2A1,LAMA5,0.9994757590249644,Co-regulation
LAMB1,COL2A1,-0.9142872227757877,Co-regulation
LAMB2,COL2A1,0.7705509857916438,Co-regulation
COL2A1,LAMC1,-0.9290263205500094,Co-regulation
COL2A1,LGALS1,0.999747383770317,Co-regulation
LGALS3,COL2A1,0.9018616862936678,Co-regulation
COL2A1,LMAN1,0.7960706704593263,Co-regulation
LRG1,COL2A1,-1.0,Co-regulation
LTBP1,COL2A1,-1.0000000000000002,Co-regulation
COL2A1,LTBP4,1.0,Co-regulation
COL2A1,MATN2,1.0,Co-regulation
COL2A1,MFAP2,-1.0,Co-regulation
COL2A1,MFAP4,1.0,Co-regulation
COL2A1,MFGE8,-1.0000000000000002,Co-regulation
COL2A1,MGP,1.0,Co-regulation
COL2A1,MMP9,1.0000000000000002,Co-regulation
COL2A1,MMRN2,1.0000000000000002,Co-regulation
PLG,COL2A1,-0.7682031659083245,Co-regulation
POSTN,COL2A1,-0.8369834841912558,Co-regulation
COL2A1,PRG2,-1.0,Co-regulation
COL2A1,PRSS2,-0.9999999999999999,Co-regulation
COL2A1,PXDN,-1.0,Co-regulation
COL2A1,S100A10,1.0,Co-regulation
S100A11,COL2A1,0.9999999999999999,Co-regulation
S100A13,COL2A1,-1.0,Co-regulation
S100A16,COL2A1,1.0,Co-regulation
COL2A1,S100A6,1.0,Co-regulation
COL2A1,S100A8,-0.9988962905838714,Co-regulation
S100A9,COL2A1,-0.9389030568379525,Co-regulation
SBSPON,COL2A1,1.0000000000000002,Co-regulation
COL2A1,SEMA3B,-1.0,Co-regulation
SERPINA4,COL2A1,-1.0,Co-regulation
SERPINA5,COL2A1,1.0,Co-regulation
COL2A1,SERPINB1,0.8934193185663247,Co-regulation
COL2A1,SERPINB6,0.9999999999999999,Co-regulation
SERPINC1,COL2A1,-0.9615194098490849,Co-regulation
SERPIND1,COL2A1,-0.968826893115803,Co-regulation
SERPINF1,COL2A1,-0.8545376988057807,Co-regulation
SERPING1,COL2A1,0.7537834825419172,Co-regulation
SERPINH1,COL2A1,-0.8303990539003895,Co-regulation
COL2A1,SLPI,1.0,Co-regulation
COL2A1,SMOC2,-1.0,Co-regulation
COL2A1,SPARC,1.0,Co-regulation
COL2A1,TGM2,1.0,Co-regulation
COL2A1,THBS1,-1.0000000000000002,Co-regulation
COL2A1,TIMP1,-1.0,Co-regulation
TIMP3,COL2A1,-1.0,Co-regulation
COL2A1,TINAGL1,-1.0,Co-regulation
TNC,COL2A1,1.0,Co-regulation
TNXB,COL2A1,1.0,Co-regulation
VWA1,COL2A1,-1.0,Co-regulation
COL2A1,VWF,-1.0,Co-regulation
COL3A1,COL4A2,0.7135048577964364,Co-regulation
COL3A1,COL4A6,-0.9999999999999998,Co-regulation
COL5A2,COL3A1,0.7998946252925148,Co-regulation
COL5A3,COL3A1,0.9159853429952675,Co-regulation
COL3A1,COL9A2,-1.0,Co-regulation
CSPG4,COL3A1,-0.9330429210168942,Co-regulation
COL3A1,CSTA,1.0,Co-regulation
CSTB,COL3A1,-0.8443596753496705,Co-regulation
COL3A1,CTHRC1,0.9999999999999998,Co-regulation
COL3A1,CTSB,-0.9118320305383742,Co-regulation
COL3A1,CTSC,0.9999999999999998,Co-regulation
CTSZ,COL3A1,0.9124411442039386,Co-regulation
CXCL10,COL3A1,-0.9560463029590892,Co-regulation
ECM2,COL3A1,-1.0,Co-regulation
ELANE,COL3A1,1.0,Co-regulation
EMILIN2,COL3A1,0.9298773343776722,Co-regulation
EMILIN3,COL3A1,-0.8718938291857685,Co-regulation
F12,COL3A1,-1.0000000000000002,Co-regulation
COL3A1,F13A1,-0.7237808959102342,Co-regulation
COL3A1,FBLN1,-0.7423211309348376,Co-regulation
FBLN2,COL3A1,0.7976604702245614,Co-regulation
COL3A1,FGL2,0.9999999999999999,Co-regulation
COL3A1,FNDC1,0.9999999999999999,Co-regulation
COL3A1,FSTL1,-1.0000000000000004,Co-regulation
GDF15,COL3A1,0.9999999999999998,Co-regulation
COL3A1,HAPLN1,1.0000000000000002,Co-regulation
HCFC1,COL3A1,-1.0000000000000007,Co-regulation
HMCN1,COL3A1,-0.9999999999999999,Co-regulation
HRNR,COL3A1,-1.0,Co-regulation
IGFALS,COL3A1,-0.9445600758495919,Co-regulation
COL3A1,IGFBP3,-1.0,Co-regulation
COL3A1,IGFBP7,0.9547448590708838,Co-regulation
ITIH2,COL3A1,-0.9989352352659678,Co-regulation
ITIH3,COL3A1,-0.9898767658633824,Co-regulation
LAMA3,COL3A1,0.9999999999999998,Co-regulation
LAMB1,COL3A1,0.7491543226580887,Co-regulation
COL3A1,LGALS3,-0.7740579938414132,Co-regulation
COL3A1,LGALS8,0.9999999999999998,Co-regulation
LOX,COL3A1,1.0000000000000002,Co-regulation
LOXL1,COL3A1,-1.0000000000000002,Co-regulation
LRG1,COL3A1,-0.7398200762329598,Co-regulation
LTBP1,COL3A1,-0.7744745329992353,Co-regulation
COL3A1,LTBP2,-1.0,Co-regulation
COL3A1,LTBP4,0.8729084444416898,Co-regulation
COL3A1,MASP2,1.0,Co-regulation
COL3A1,MFAP2,-0.910114501897895,Co-regulation
MFAP5,COL3A1,0.9999999999999997,Co-regulation
COL3A1,MGP,0.9999999999999998,Co-regulation
MMP2,COL3A1,-0.9999999999999999,Co-regulation
MXRA5,COL3A1,-1.0,Co-regulation
COL3A1,NELL1,-1.0,Co-regulation
COL3A1,OMD,-1.0,Co-regulation
P3H1,COL3A1,-0.765188046234268,Co-regulation
P4HA2,COL3A1,-0.9795881126285394,Co-regulation
COL3A1,PAPLN,0.9999999999999996,Co-regulation
PCOLCE,COL3A1,-1.0,Co-regulation
COL3A1,PLOD1,-1.0,Co-regulation
COL3A1,PLXNB2,-0.9999999999999999,Co-regulation
PODN,COL3A1,-0.9999999999999999,Co-regulation
COL3A1,PRG2,-0.7911709312475788,Co-regulation
COL3A1,PRSS2,-0.9999999999999999,Co-regulation
COL3A1,S100A1,1.0,Co-regulation
COL3A1,S100A13,0.8632843103442835,Co-regulation
COL3A1,S100A4,1.0,Co-regulation
S100A7,COL3A1,0.7909983444522294,Co-regulation
COL3A1,SBSPON,0.8283839160361827,Co-regulation
COL3A1,SDC2,-0.9527468288744313,Co-regulation
COL3A1,SEMA3B,-0.9999999999999999,Co-regulation
COL3A1,SEMA3C,-0.9999999999999998,Co-regulation
SERPINA10,COL3A1,-1.0,Co-regulation
SERPINA4,COL3A1,-0.944209198683266,Co-regulation
SERPINA7,COL3A1,0.9999999999999998,Co-regulation
COL3A1,SERPINB1,-0.7043888990129545,Co-regulation
COL3A1,SERPINB12,0.9999999999999998,Co-regulation
COL3A1,SERPINB6,-0.995462055034335,Co-regulation
SERPINB8,COL3A1,-1.0000000000000002,Co-regulation
COL3A1,SERPINE1,-0.9999999999999999,Co-regulation
SERPINE2,COL3A1,1.0,Co-regulation
COL3A1,SFRP2,-1.0,Co-regulation
COL3A1,SLPI,0.7185261100995718,Co-regulation
COL3A1,SMOC2,-1.0,Co-regulation
COL3A1,SPARC,0.8171669561610779,Co-regulation
COL3A1,SPON1,-1.0,Co-regulation
COL3A1,SRPX2,1.0,Co-regulation
COL3A1,TGFBI,-0.7946183225658284,Co-regulation
COL3A1,TGM2,0.7503165896509774,Co-regulation
COL3A1,THBS2,-1.0,Co-regulation
COL3A1,THBS3,0.9999999999999998,Co-regulation
COL3A1,THBS4,1.0,Co-regulation
COL3A1,THSD4,0.9999999999999999,Co-regulation
COL3A1,TIMP1,-0.9999999999999999,Co-regulation
COL3A1,VCAN,0.9252935300952931,Co-regulation
VIT,COL3A1,1.0,Co-regulation
VTN,COL3A1,-0.7969827286626714,Co-regulation
COL4A1,COL4A2,0.7632817728772483,Co-regulation
COL4A6,COL4A1,1.0,Co-regulation
COL5A3,COL4A1,0.8226533133986365,Co-regulation
COL4A1,COL6A6,-0.928892066257456,Co-regulation
COL4A1,COL8A1,-0.7414325084750842,Co-regulation
COL9A2,COL4A1,1.0000000000000002,Co-regulation
CPN2,COL4A1,-0.8700963687568178,Co-regulation
CSTA,COL4A1,1.0000000000000002,Co-regulation
COL4A1,CTHRC1,-1.0000000000000002,Co-regulation
COL4A1,CTSC,-1.0,Co-regulation
CTSG,COL4A1,0.7047280502419482,Co-regulation
CXCL10,COL4A1,0.8904091006182271,Co-regulation
COL4A1,DCN,0.7496542470062567,Co-regulation
ECM2,COL4A1,1.0000000000000004,Co-regulation
ELANE,COL4A1,1.0000000000000002,Co-regulation
F10,COL4A1,-0.9541906195305849,Co-regulation
F12,COL4A1,1.0000000000000002,Co-regulation
COL4A1,F9,0.9504172753798831,Co-regulation
FBN2,COL4A1,0.7882520019977383,Co-regulation
FGL2,COL4A1,-1.0000000000000002,Co-regulation
FMOD,COL4A1,0.8261125480174752,Co-regulation
COL4A1,FNDC1,-1.0,Co-regulation
FSTL1,COL4A1,1.0000000000000004,Co-regulation
GDF15,COL4A1,0.9999999999999998,Co-regulation
GPC1,COL4A1,0.7742570931792029,Co-regulation
HAPLN1,COL4A1,-1.0000000000000004,Co-regulation
HCFC1,COL4A1,-1.0000000000000007,Co-regulation
HMCN1,COL4A1,1.0000000000000002,Co-regulation
HRNR,COL4A1,-1.0,Co-regulation
HTRA1,COL4A1,0.9060016497541825,Co-regulation
IGFALS,COL4A1,0.9066180189909095,Co-regulation
IGFBP3,COL4A1,0.9999999999999999,Co-regulation
IGFBP7,COL4A1,-0.8924062854108981,Co-regulation
ITIH3,COL4A1,0.8093619423925085,Co-regulation
ITIH5,COL4A1,-0.9246748960657685,Co-regulation
LAMA3,COL4A1,-1.0,Co-regulation
LGALS1,COL4A1,-0.7609444964933253,Co-regulation
LGALS8,COL4A1,1.0,Co-regulation
LOX,COL4A1,-1.0000000000000004,Co-regulation
LOXL1,COL4A1,-1.0000000000000002,Co-regulation
LTBP1,COL4A1,0.9963701613644056,Co-regulation
LTBP2,COL4A1,1.0,Co-regulation
MASP2,COL4A1,1.0,Co-regulation
MFAP2,COL4A1,0.9515629243540976,Co-regulation
MFAP5,COL4A1,-0.9999999999999999,Co-regulation
MGP,COL4A1,-0.9999999999999998,Co-regulation
MMP2,COL4A1,1.0000000000000002,Co-regulation
MXRA5,COL4A1,1.0000000000000002,Co-regulation
NELL1,COL4A1,1.0,Co-regulation
OMD,COL4A1,1.0000000000000002,Co-regulation
P4HA1,COL4A1,-0.7621573240490895,Co-regulation
COL4A1,PAPLN,-1.0,Co-regulation
PCOLCE,COL4A1,1.0000000000000004,Co-regulation
PLOD1,COL4A1,1.0,Co-regulation
COL4A1,PLXNB2,-1.0000000000000002,Co-regulation
PODN,COL4A1,1.0000000000000002,Co-regulation
COL4A1,PRSS2,0.9999999999999999,Co-regulation
PXDN,COL4A1,0.7862990108942999,Co-regulation
S100A1,COL4A1,-1.0,Co-regulation
S100A10,COL4A1,-0.9484500818572945,Co-regulation
S100A11,COL4A1,-0.7471210430979589,Co-regulation
COL4A1,S100A4,-1.0,Co-regulation
COL4A1,S100A6,-0.8735723883244317,Co-regulation
S100A7,COL4A1,0.9976797185095256,Co-regulation
S100A9,COL4A1,0.7467417361649005,Co-regulation
COL4A1,SEMA3B,1.0,Co-regulation
SEMA3C,COL4A1,1.0,Co-regulation
SERPINA10,COL4A1,1.0,Co-regulation
SERPINA6,COL4A1,-0.8076683949425786,Co-regulation
SERPINA7,COL4A1,-0.9999999999999998,Co-regulation
COL4A1,SERPINB1,-0.7668785733586162,Co-regulation
COL4A1,SERPINB12,1.0,Co-regulation
SERPINB8,COL4A1,-1.0000000000000002,Co-regulation
SERPINE1,COL4A1,1.0,Co-regulation
SERPINE2,COL4A1,-0.9999999999999998,Co-regulation
SFRP2,COL4A1,1.0000000000000002,Co-regulation
COL4A1,SMOC2,1.0,Co-regulation
SPON1,COL4A1,0.9999999999999999,Co-regulation
SRPX,COL4A1,-0.9953157542593665,Co-regulation
COL4A1,SRPX2,-1.0000000000000004,Co-regulation
THBS1,COL4A1,0.952437986325033,Co-regulation
COL4A1,THBS2,1.0000000000000004,Co-regulation
COL4A1,THBS3,-1.0000000000000002,Co-regulation
THBS4,COL4A1,-0.9999999999999998,Co-regulation
COL4A1,THSD4,1.0,Co-regulation
TIMP1,COL4A1,0.9999999999999999,Co-regulation
TINAGL1,COL4A1,0.8778940112459822,Co-regulation
TNC,COL4A1,-0.984138895935969,Co-regulation
TNXB,COL4A1,-0.9547612969173053,Co-regulation
VIT,COL4A1,-1.0000000000000002,Co-regulation
COL4A6,COL4A2,1.0,Co-regulation
COL9A2,COL4A2,1.0000000000000002,Co-regulation
CPN2,COL4A2,-0.7158945128213109,Co-regulation
CSTA,COL4A2,-1.0,Co-regulation
CSTB,COL4A2,-0.8400664330119323,Co-regulation
COL4A2,CTHRC1,-0.999999999999979,Co-regulation
CTSC,COL4A2,-1.0000000000000002,Co-regulation
CXCL10,COL4A2,0.9769636439027765,Co-regulation
DCN,COL4A2,0.9573432060788826,Co-regulation
ECM2,COL4A2,0.999999999999979,Co-regulation
ELANE,COL4A2,-1.0000000000000002,Co-regulation
ELN,COL4A2,0.8691715950704533,Co-regulation
F10,COL4A2,-0.8900523080480928,Co-regulation
F12,COL4A2,1.0,Co-regulation
COL4A2,F9,0.8398905795864152,Co-regulation
FBN2,COL4A2,0.8988557444642203,Co-regulation
FGL2,COL4A2,-1.0,Co-regulation
FLG,COL4A2,-0.7292479440544124,Co-regulation
COL4A2,FNDC1,-1.0,Co-regulation
FSTL1,COL4A2,1.0000000000000004,Co-regulation
GDF15,COL4A2,-1.0,Co-regulation
HAPLN1,COL4A2,-0.999999999999979,Co-regulation
HCFC1,COL4A2,-1.0000000000000004,Co-regulation
HMCN1,COL4A2,0.999999999999979,Co-regulation
HRNR,COL4A2,-1.0,Co-regulation
HTRA1,COL4A2,0.9741502728214086,Co-regulation
IGFALS,COL4A2,0.9841813154161714,Co-regulation
IGFBP3,COL4A2,0.9999999999999998,Co-regulation
IGFBP7,COL4A2,-0.9778946066734366,Co-regulation
ITIH3,COL4A2,0.9322412381464814,Co-regulation
ITIH5,COL4A2,-0.7972268777320992,Co-regulation
LAMA3,COL4A2,-1.0,Co-regulation
LAMA5,COL4A2,-0.7525863843857235,Co-regulation
LAMB1,COL4A2,0.9221548669099099,Co-regulation
LGALS3,COL4A2,-0.843974479691629,Co-regulation
LGALS8,COL4A2,-1.0000000000000002,Co-regulation
LOX,COL4A2,-0.999999999999979,Co-regulation
LOXL1,COL4A2,-1.0000000000000002,Co-regulation
LTBP1,COL4A2,0.9851992376593454,Co-regulation
LTBP2,COL4A2,1.0,Co-regulation
MASP2,COL4A2,-1.0,Co-regulation
MATN2,COL4A2,-0.8086480539396698,Co-regulation
MFAP2,COL4A2,0.8669709054740005,Co-regulation
MFAP5,COL4A2,-0.9999999999999999,Co-regulation
MGP,COL4A2,-1.0,Co-regulation
MMP2,COL4A2,0.9999999999999791,Co-regulation
MXRA5,COL4A2,0.9999999999999792,Co-regulation
NELL1,COL4A2,0.9999999999999999,Co-regulation
OMD,COL4A2,0.9999999999999791,Co-regulation
P4HA1,COL4A2,-0.8604345698246142,Co-regulation
PAPLN,COL4A2,-1.0000000000000002,Co-regulation
PCOLCE,COL4A2,0.9999999999999792,Co-regulation
