Gene_Symbol,Tissue,TSI,Zscore_Delta,Zscore_Young,Zscore_Old,Matrisome_Category_Simplified,Function_Category,Direction,Rank_within_Tissue
CSPG4,Heart_Native_Tissue,4.854093748035033,-1.0075924599434172,1.9735171955760675,1.725601289632249,ECM-affiliated Proteins,Signaling,Downregulated,20
P4ha1,Heart_Native_Tissue,4.6758919316440215,-0.9284060175162608,0.7439341073016008,0.5135042717349027,ECM Regulators,Regulatory,Downregulated,21
Spon1,Heart_Native_Tissue,4.558724856044542,-0.6074889845264099,2.1431492941478663,1.9954502388643551,ECM Glycoproteins,Structural,Downregulated,22
HPX,Heart_Native_Tissue,4.479922602037445,3.7215105374663775,-0.8009645203798926,0.1267671148075277,ECM-affiliated Proteins,Signaling,Upregulated,23
SRPX,Heart_Native_Tissue,4.34577847520004,1.717999269392201,0.7561074445454949,1.1864788623737943,ECM Glycoproteins,Structural,Upregulated,24
C1QB,Heart_Native_Tissue,4.294781573228698,-0.8506049695883302,1.426496208302036,1.2167614024837652,ECM-affiliated Proteins,Signaling,Downregulated,25
SERPINF1,Heart_Native_Tissue,3.944398823262229,2.434111771268971,-1.1145267132762648,-0.508827495047725,ECM Regulators,Regulatory,Upregulated,26
ELN,Heart_Native_Tissue,3.9430666962855385,3.945081831498672,-1.2105926071434137,-0.2277991923858038,ECM Glycoproteins,Structural,Upregulated,27
Cap2,Heart_Native_Tissue,3.7201375586912713,-0.4827855522739167,1.8606993884127632,1.7436123202495557,ECM Regulators,Regulatory,Downregulated,28
NID1,Heart_Native_Tissue,3.6761109604214273,-1.5211350524413412,0.381736544976746,0.002635351962501,ECM Glycoproteins,Structural,Downregulated,29
Anxa11,Heart_Native_Tissue,3.6226593181785205,-0.7394820044507245,2.201590572270542,2.0210429436962936,ECM-affiliated Proteins,Signaling,Downregulated,30
SERPINA3,Heart_Native_Tissue,3.5640233314701946,1.5646096829411014,-0.7482109014115615,-0.3589358799708979,ECM Regulators,Regulatory,Upregulated,31
LGALS1,Heart_Native_Tissue,3.526716919387811,1.1500632878098755,-0.2873938619364568,-0.0007698604565091,ECM-affiliated Proteins,Signaling,Upregulated,32
PXDN,Heart_Native_Tissue,3.4215146001624013,-0.853297251844276,-0.84197066500982,-1.056595020911748,ECM Glycoproteins,Structural,Downregulated,33
S100A9,Heart_Native_Tissue,3.401676523214938,2.126487643620567,-0.6306058844102216,-0.1008174063208821,Secreted Factors,Signaling,Upregulated,34
CXCL12,Heart_Native_Tissue,3.2871141708097293,3.47684704570597,-1.1613412861106014,-0.2953694422193533,Secreted Factors,Signaling,Upregulated,35
CTSD,Heart_Native_Tissue,3.145401816956483,1.4874107772112326,0.3342580103008605,0.7062697270684807,ECM Regulators,Regulatory,Upregulated,36
COL8A1,Heart_Native_Tissue,3.1256511588356197,2.3251285477091588,-0.6420654068759681,-0.062699759597156,Collagens,Structural,Upregulated,37
AEBP1,Heart_Native_Tissue,3.0131022568086494,-1.0944159436757177,-0.5989271206762694,-0.8733043485966402,ECM Glycoproteins,Structural,Downregulated,38
Ngly1,Heart_Native_Tissue,2.9375052915524766,-0.4539123115778483,0.7547468937488557,0.6428130787859863,ECM Regulators,Regulatory,Downregulated,39
ADIPOQ,Heart_Native_Tissue,2.8794982609942177,0.5401112183798152,1.095888695335586,1.232785964510793,ECM Glycoproteins,Structural,Upregulated,40
S100a13,Heart_Native_Tissue,2.8426563287078612,-0.4704278154212369,3.1503932845573352,3.0387894843493437,Secreted Factors,Signaling,Downregulated,41
Plxnb2,Heart_Native_Tissue,2.7119398764380107,-0.7999488724792029,1.4659798585168298,1.2689667335118522,ECM-affiliated Proteins,Signaling,Downregulated,42
CTSB,Heart_Native_Tissue,2.6648026305614363,1.4242660404597405,-0.2917860694633507,0.0632952119723962,ECM Regulators,Regulatory,Upregulated,43
CD109,Heart_Native_Tissue,2.6582139267616056,-0.8793250622178754,2.133265835012002,1.917673892820428,ECM Regulators,Regulatory,Downregulated,44
NRP1,Heart_Native_Tissue,2.5970966423327964,-0.4872885718300765,1.5298697616509995,1.4110432916962905,ECM Glycoproteins,Structural,Downregulated,45
SERPING1,Heart_Native_Tissue,2.5031299685008928,1.902266757136306,-0.8538837775341674,-0.3804959134046557,ECM Regulators,Regulatory,Upregulated,46
Ogn,Heart_Native_Tissue,2.496052360386178,0.7033493991734958,0.032310503756602,0.2079892687756687,Proteoglycans,Structural,Upregulated,47
VTN,Heart_Native_Tissue,2.3473097573597075,2.821019980163965,-0.7904811593096672,-0.0875727342634865,ECM Glycoproteins,Structural,Upregulated,48
ABI3BP,Heart_Native_Tissue,2.2951332042631374,0.91288142307664,2.9590511222425846,3.1924888711019395,ECM Glycoproteins,Structural,Upregulated,49
Lgalsl,Heart_Native_Tissue,2.2829439368294113,-0.5550548233470571,2.0586932007544263,1.9239293726387872,ECM-affiliated Proteins,Signaling,Downregulated,50
Itih4,Heart_Native_Tissue,2.2112970693042815,0.9550751189553232,-0.3888635587827452,-0.1511146254212547,ECM Regulators,Regulatory,Upregulated,51
Emilin2,Heart_Native_Tissue,2.1176666508247783,-0.9923059846861004,-0.2651500945837176,-0.5134110498368654,ECM Glycoproteins,Structural,Downregulated,52
FLG,Heart_Native_Tissue,2.106904991191061,-1.689029305407194,-1.1178097158001066,-1.5416200908961897,Secreted Factors,Signaling,Downregulated,53
P4HA2,Heart_Native_Tissue,2.0326758934344507,-0.5916591315523473,1.033658265195922,0.8878490925342135,ECM Regulators,Regulatory,Downregulated,54
Anxa6,Heart_Native_Tissue,1.983023544809937,-0.6807432444905543,2.4853449667944445,2.319991296839851,ECM-affiliated Proteins,Signaling,Downregulated,55
Pxdn,Heart_Native_Tissue,1.9328566521475428,-2.132855861827007,0.195001299300167,-0.3371870879744908,ECM Glycoproteins,Structural,Downregulated,56
LAMB2,Heart_Native_Tissue,1.9143638543024362,-0.776001136339954,0.7423387577673404,0.549959797787218,ECM Glycoproteins,Structural,Downregulated,57
SERPINB12,Heart_Native_Tissue,1.8801022465801713,-1.0897545244930678,-1.16323738087979,-1.437499814742757,ECM Regulators,Regulatory,Downregulated,58
EMILIN3,Heart_Native_Tissue,1.8561493583529434,-1.096806412301228,1.4540128587361012,1.18285538630481,ECM Glycoproteins,Structural,Downregulated,59
M6pr,Heart_Native_Tissue,1.8234283618201097,-0.4645193557657235,2.9666527573122523,2.856182642427606,Secreted Factors,Signaling,Downregulated,60
IGFBP3,Heart_Native_Tissue,1.7523662352565033,0.204289613711249,1.3543514161862056,1.407878191708443,ECM Glycoproteins,Structural,Upregulated,61
S100A10,Heart_Native_Tissue,1.6822740721675349,1.1011823337797308,0.6377297066628289,0.9138685666651026,Secreted Factors,Signaling,Upregulated,62
Fgf1,Heart_Native_Tissue,1.6715975115558892,-0.9817043370201324,1.799419465616014,1.557643876611035,Secreted Factors,Signaling,Downregulated,63
SERPINC1,Heart_Native_Tissue,1.6434953369206526,2.1921346735292544,-1.0537993188686734,-0.5084062520144702,ECM Regulators,Regulatory,Upregulated,64
Serpina1d,Heart_Native_Tissue,1.5954312371305734,-1.2623094544850455,-0.2290742913806706,-0.5446851082182668,ECM Regulators,Regulatory,Downregulated,65
S100a11,Heart_Native_Tissue,1.5750620592266253,-0.6750386316084038,1.2357588287824142,1.0695064276878998,Secreted Factors,Signaling,Downregulated,66
Efemp1,Heart_Native_Tissue,1.5359068662458846,-1.3908402553708308,-0.525540024029815,-0.8737947448580401,ECM Glycoproteins,Structural,Downregulated,67
CTSZ,Heart_Native_Tissue,1.483520234909481,1.7600296985675352,-0.0276643124631647,0.4117445330408047,ECM Regulators,Regulatory,Upregulated,68
SERPINB8,Heart_Native_Tissue,1.4674564934779681,-0.4919068451217379,-2.6073970326180964,-2.735068245612284,ECM Regulators,Regulatory,Downregulated,69
PLXNB1,Heart_Native_Tissue,1.3481133951399773,-0.6551637487749361,-0.9557864652552602,-1.1211506354789853,ECM-affiliated Proteins,Signaling,Downregulated,70
Creld2,Heart_Native_Tissue,1.2814685843238731,-0.5446601673253709,1.336294723661488,1.2027833140148465,ECM Glycoproteins,Structural,Downregulated,71
Creld1,Heart_Native_Tissue,1.2300138910566225,-0.5856693070192704,2.236748173121295,2.094671264110777,ECM Glycoproteins,Structural,Downregulated,72
FGF1,Heart_Native_Tissue,0.5581983003550123,-0.564840104910208,-0.5204159740287799,-0.6624179134558396,Secreted Factors,Signaling,Downregulated,73
Mfap4,Heart_Native_Tissue,0.5213496695810967,-0.6495454498429201,0.0921920625552373,-0.0698209781509525,ECM Glycoproteins,Structural,Downregulated,74
Colec12,Heart_Native_Tissue,0.47415691446944974,-0.861509180537768,0.0516728018955686,-0.1633406069033924,ECM-affiliated Proteins,Signaling,Downregulated,75
ADAM9,Heart_Native_Tissue,0.429130150431107,-0.5667319339744032,-0.5739854232509481,-0.7165593230152244,ECM Regulators,Regulatory,Downregulated,76
EGFLAM,Heart_Native_Tissue,0.39820180922477183,-0.5355214386531619,-0.432655629782681,-0.5671738614383304,ECM Glycoproteins,Structural,Downregulated,77
Ntn1,Heart_Native_Tissue,0.3809390160698162,-0.4324178164636566,-0.354251964249012,-0.4628805820505292,ECM Glycoproteins,Structural,Downregulated,78
Serpina10,Heart_Native_Tissue,0.24345058745157208,0.2883733574551269,-1.2177080656282353,-1.1479682204595631,ECM Regulators,Regulatory,Upregulated,79
Adam17,Heart_Native_Tissue,0.1607028247723012,-0.4378114192452367,-0.8314643841277092,-0.9423269135452323,ECM Regulators,Regulatory,Downregulated,80
Adamtsl4,Heart_Native_Tissue,0.08872450143813221,-0.533491504218886,-1.1961850272036507,-1.331615887078954,ECM Regulators,Regulatory,Downregulated,81
MASP1,Intervertebral_disc_IAF,62.22522394659157,0.4451482891485664,-0.6034306420412299,-0.2626179251312139,ECM Regulators,Regulatory,Upregulated,1
SCUBE1,Intervertebral_disc_IAF,57.5584686317444,-1.061668657686231,0.3250391991477823,-0.7152186232421741,Secreted Factors,Signaling,Downregulated,2
PRSS3P2;PRSS2;PRSS1,Intervertebral_disc_IAF,29.180927775881607,-0.366414051395858,0.5399276159464911,0.2682190109310545,ECM Regulators,Regulatory,Downregulated,3
GDF6,Intervertebral_disc_IAF,26.38469074403428,-0.3581627303457484,0.0563231101335375,-0.3055030659468796,Secreted Factors,Signaling,Downregulated,4
NPNT,Intervertebral_disc_IAF,24.83147306001735,-3.7028236517028135,-0.6548242419561835,-4.648054047847774,ECM Glycoproteins,Structural,Downregulated,5
BMP1,Intervertebral_disc_IAF,14.666945175657768,-0.5019391738490555,-0.2268669546483384,-0.7963630640625606,ECM Regulators,Regulatory,Downregulated,6
DSP,Intervertebral_disc_IAF,12.294264316880327,-3.4984126014102133,0.9281398326988642,-2.528896028574119,ECM Glycoproteins,Structural,Downregulated,7
SPP1,Intervertebral_disc_IAF,10.332335615301693,-0.8289675229754374,0.1573079292049039,-0.6746377216293861,ECM Glycoproteins,Structural,Downregulated,8
SDC2,Intervertebral_disc_IAF,9.059885750785286,-3.1009800291093828,-0.6961451082605512,-4.070490663930661,ECM-affiliated Proteins,Signaling,Downregulated,9
MIF,Intervertebral_disc_IAF,7.2474684418285635,-0.3011590113103,-0.0352893289934191,-0.3563997165852509,Secreted Factors,Signaling,Downregulated,10
ITIH3,Intervertebral_disc_IAF,5.924618587115022,2.984236072268215,-2.685238982481404,-0.1228207992403791,ECM Regulators,Regulatory,Upregulated,11
FBN3,Intervertebral_disc_IAF,5.516257086131334,5.834226743202933,-5.132130369833894,-0.098567999535605,ECM Glycoproteins,Structural,Upregulated,12
PAMR1,Intervertebral_disc_IAF,4.504580842245494,-0.3423303469609635,-0.1297787111216267,-0.5130912895057231,ECM Regulators,Regulatory,Downregulated,13
VIT,Intervertebral_disc_IAF,4.215873239265242,-1.900094888224853,0.6165545464810108,-1.23811225893069,ECM Glycoproteins,Structural,Downregulated,14
KNG1,Intervertebral_disc_IAF,3.9751923863374987,3.815680717770139,-2.596650605500519,0.8504900054113395,ECM Regulators,Regulatory,Upregulated,15
CTSG,Intervertebral_disc_IAF,3.8766757163571057,2.3216443283538393,-2.454343231708328,-0.5354309175149626,ECM Regulators,Regulatory,Upregulated,16
NTN1,Intervertebral_disc_IAF,3.7963582806192893,-0.2689865929692758,-0.2721942558959758,-0.6081297883829291,ECM Glycoproteins,Structural,Downregulated,17
COL28A1,Intervertebral_disc_IAF,3.7576954796174635,-1.4048648088927915,-0.6349671556563781,-2.22891433483251,Collagens,Structural,Downregulated,18
ADAM17,Intervertebral_disc_IAF,3.6871836189121803,-2.192526798443353,-0.8373487665439199,-3.293611047178643,ECM Regulators,Regulatory,Downregulated,19
WISP3,Intervertebral_disc_IAF,3.5426771240136117,-0.3028009468617285,-0.4022849493881157,-0.8000215708701433,ECM Glycoproteins,Structural,Downregulated,20
SCUBE3,Intervertebral_disc_IAF,3.4856281080768983,-0.231884401946065,-0.0309601820667157,-0.2789799250684046,Secreted Factors,Signaling,Downregulated,21
VEGFA,Intervertebral_disc_IAF,3.335593295022692,-0.6408651652282169,-0.0420868792827712,-0.7186704347498934,Secreted Factors,Signaling,Downregulated,22
KAL1,Intervertebral_disc_IAF,3.1415808057239114,-0.949727520152278,0.1499370501790256,-0.8093848679539566,ECM Glycoproteins,Structural,Downregulated,23
COL6A6,Intervertebral_disc_IAF,3.1236001557663418,1.727567682681637,-2.577662662329873,-1.3031468680797205,Collagens,Structural,Upregulated,24
LMAN1,Intervertebral_disc_IAF,3.1046358449395752,3.3661312232426197,-3.338839903227968,-0.5117808413045887,ECM-affiliated Proteins,Signaling,Upregulated,25
PLG,Intervertebral_disc_IAF,2.7713083436559307,2.118193363439892,-1.068506673656388,0.9212335387425964,ECM Regulators,Regulatory,Upregulated,26
C1QA,Intervertebral_disc_IAF,2.6826488939796818,2.1377028287495814,-1.4946037143225748,0.4284926133981583,ECM-affiliated Proteins,Signaling,Upregulated,27
HGFAC,Intervertebral_disc_IAF,2.4384476863719966,0.2268125041016089,-0.4690193843879037,-0.3283470304877859,Secreted Factors,Signaling,Upregulated,28
THBS3,Intervertebral_disc_IAF,2.417836582408651,-0.8463530028866463,0.7246802264624049,-0.0095691373204081,ECM Glycoproteins,Structural,Downregulated,29
F2,Intervertebral_disc_IAF,2.257201096934747,1.6525285429711936,-1.0221515004104509,0.4916752326604119,ECM Regulators,Regulatory,Upregulated,30
F9,Intervertebral_disc_IAF,2.126609349041176,3.2417325261994367,-2.5710735334328434,0.2830452647902573,ECM Regulators,Regulatory,Upregulated,31
CHRD,Intervertebral_disc_IAF,2.1089164602596746,-0.4497065863797143,0.2431115526300499,-0.1760043266764409,Secreted Factors,Signaling,Downregulated,32
S100A8,Intervertebral_disc_IAF,1.9131725047482109,2.443900029312342,-2.5221821962276154,-0.489687180702186,Secreted Factors,Signaling,Upregulated,33
CCL14,Intervertebral_disc_IAF,1.8803899277718636,-0.0782166848551695,-0.2405238511387653,-0.371149493183506,Secreted Factors,Signaling,Downregulated,34
LTBP3,Intervertebral_disc_IAF,1.8162072353262535,-0.4075873700604717,-0.1441840247651236,-0.5984564483493201,ECM Glycoproteins,Structural,Downregulated,35
SLPI,Intervertebral_disc_IAF,1.7537525717339195,-0.6410317384001013,1.0509763727761543,0.5973461377625934,ECM Regulators,Regulatory,Downregulated,36
SMOC1,Intervertebral_disc_IAF,1.7509555079604107,-0.2461264081421467,0.6901019807480817,0.5744277629137373,ECM Glycoproteins,Structural,Downregulated,37
MFAP4,Intervertebral_disc_IAF,1.7056201368792332,3.1735832929769834,-2.8167526351349372,-0.0838182229373507,ECM Glycoproteins,Structural,Upregulated,38
CXCL14,Intervertebral_disc_IAF,1.6972716769024154,-3.072193494578781,-0.3632642642422666,-3.6396538301454338,Secreted Factors,Signaling,Downregulated,39
LRG1,Intervertebral_disc_IAF,1.6612541288244052,3.185664421906503,-2.5973399106058643,0.1929757209217675,ECM Glycoproteins,Structural,Upregulated,40
ASPN,Intervertebral_disc_IAF,1.5527519146326025,-0.6306962696874884,0.9458237627698012,0.4815016900011343,Proteoglycans,Structural,Downregulated,41
HHIP,Intervertebral_disc_IAF,1.4957867715735638,-0.3799421725695813,-0.1613169412898776,-0.5902713144747287,Secreted Factors,Signaling,Downregulated,42
HMCN1,Intervertebral_disc_IAF,1.4903907632335383,-0.4882484455313498,-0.1236334510115556,-0.6577862672221201,ECM Glycoproteins,Structural,Downregulated,43
LEFTY2;LEFTY1,Intervertebral_disc_IAF,1.399967472515504,-0.1650484039880727,-0.3598727844482794,-0.6053683391767545,Secreted Factors,Signaling,Downregulated,44
HTRA3,Intervertebral_disc_IAF,1.3845301833761292,0.2174031029041142,0.5188483438370852,0.8513663934827604,ECM Regulators,Regulatory,Upregulated,45
COL9A1,Intervertebral_disc_IAF,1.2789208515323978,-1.0481326044567043,0.5634134955068258,-0.4140759730591431,Collagens,Structural,Downregulated,46
MASP2,Intervertebral_disc_IAF,1.2689404738788033,3.1695743068673905,-2.954139257642129,-0.2534282520992855,ECM Regulators,Regulatory,Upregulated,47
PDGFC,Intervertebral_disc_IAF,1.2276721195746085,-0.0889923826649013,0.3069982260313416,0.276906414384314,Secreted Factors,Signaling,Downregulated,48
CRLF1,Intervertebral_disc_IAF,0.9265743321340459,0.6851207394148859,-0.6648454789736682,-0.086439119339618,Secreted Factors,Signaling,Upregulated,49
LEPRE1,Intervertebral_disc_IAF,0.8323676729243646,-0.4975666280870998,-0.2647272498963084,-0.8373941480384505,ECM Regulators,Regulatory,Downregulated,50
COL9A3,Intervertebral_disc_IAF,0.1312379715345475,-0.1901617884170238,0.0982722348737389,-0.0798786105219525,Collagens,Structural,Downregulated,51
WIF1,Intervertebral_disc_IAF,0.10608047132449461,0.2402950159544577,-0.5718117338771207,-0.4380691634672912,Secreted Factors,Signaling,Upregulated,52
SVEP1,Intervertebral_disc_IAF,0.07815461071169999,-0.1175834778104222,-0.6986581420038876,-0.9638358638239088,ECM Glycoproteins,Structural,Downregulated,53
TSKU,Intervertebral_disc_IAF,0.07069765249993251,-0.161231597885885,-0.4886189877222029,-0.7564171304109537,ECM Glycoproteins,Structural,Downregulated,54
CCL16,Intervertebral_disc_IAF,0.045699591848948506,-0.1499224693233308,-0.5536849331055137,-0.822977150872976,Secreted Factors,Signaling,Downregulated,55
F7,Intervertebral_disc_NP,64.0360783607291,-0.1979716648746077,-0.6147129585334192,-1.002490502548718,ECM Regulators,Regulatory,Downregulated,1
PLXNB2,Intervertebral_disc_NP,24.433288998804695,-3.4041581462179216,-0.3751662137297024,-4.425599903223483,ECM-affiliated Proteins,Signaling,Downregulated,2
GDF5,Intervertebral_disc_NP,23.838592072169906,-0.1319414455004377,-0.2332820893381284,-0.446432548506169,Secreted Factors,Signaling,Downregulated,3
CPAMD8,Intervertebral_disc_NP,19.45221052839076,-0.3128624810717794,-0.2821745916622518,-0.7180273310564551,ECM Regulators,Regulatory,Downregulated,4
ANGPTL7,Intervertebral_disc_NP,18.16577928018697,-0.4245517986494085,-0.2255732731934416,-0.7766272058001978,Secreted Factors,Signaling,Downregulated,5
ADAM15,Intervertebral_disc_NP,13.67215365732947,-3.5221419873299125,-0.1657055936352405,-4.299406456128397,ECM Regulators,Regulatory,Downregulated,6
BCAN,Intervertebral_disc_NP,11.641802048910192,-0.6314641745984442,0.9338079817844936,0.4400764052396119,Proteoglycans,Structural,Downregulated,7
SULF2,Intervertebral_disc_NP,10.729062771288572,-0.1751568116697225,-0.1114852975659946,-0.343562339693116,ECM Regulators,Regulatory,Downregulated,8
CHRDL2,Intervertebral_disc_NP,9.846663387374097,-1.1077630397744085,0.7405768712224591,-0.3560120360333948,Secreted Factors,Signaling,Downregulated,9
WISP2,Intervertebral_disc_NP,8.937236866877925,3.110221490321502,-3.2479380396937163,-0.4691316688410705,ECM Glycoproteins,Structural,Upregulated,10
FRZB,Intervertebral_disc_NP,7.895718646727521,-1.0432923576670947,0.722647580633011,-0.3036583713272248,Secreted Factors,Signaling,Downregulated,11
SERPIND1,Intervertebral_disc_NP,7.596937334570531,4.781783269160506,-3.774760436509485,0.8103971943208411,ECM Regulators,Regulatory,Upregulated,12
IL11,Intervertebral_disc_NP,7.166480434647305,-0.2565720133076128,-0.3891724096395477,-0.7871116103365894,Secreted Factors,Signaling,Downregulated,13
CHADL,Intervertebral_disc_NP,6.473955728303015,-0.4635638039438001,0.1221421296847552,-0.3849530940323813,Proteoglycans,Structural,Downregulated,14
IL17B,Intervertebral_disc_NP,5.654850237913281,-1.5973253280265338,0.8412447045434118,-0.7981514234262538,Secreted Factors,Signaling,Downregulated,15
SMOC2,Intervertebral_disc_NP,5.650869072578593,-0.3883087745100036,0.6542687882712114,0.371205744633813,ECM Glycoproteins,Structural,Downregulated,16
VWF,Intervertebral_disc_NP,5.555133480630941,2.231218530792388,-2.016622136811284,0.0573059198181039,ECM Glycoproteins,Structural,Upregulated,17
C1QC,Intervertebral_disc_NP,4.82954463912363,2.47013308061871,-2.362313466085316,-0.099626903095804,ECM-affiliated Proteins,Signaling,Upregulated,18
LAMA2,Intervertebral_disc_NP,4.71828003987955,1.6374362781567042,-2.3566910210882397,-1.059783031005528,ECM Glycoproteins,Structural,Upregulated,19
PTN,Intervertebral_disc_NP,4.601049978231332,-0.6914548652174696,0.3744168350434372,-0.3326165188201597,Secreted Factors,Signaling,Downregulated,20
SERPINB6,Intervertebral_disc_NP,3.774551512716301,2.0731015209571733,-2.546348215947712,-0.7920846530751224,ECM Regulators,Regulatory,Upregulated,21
CRISPLD1,Intervertebral_disc_NP,3.5950659819840394,-0.6033594004096059,-0.0899361532375166,-0.8138609407368936,ECM Glycoproteins,Structural,Downregulated,22
EPYC,Intervertebral_disc_NP,3.588792543332576,0.9315195224939176,-0.4864032856632055,0.4707264126332836,Proteoglycans,Structural,Upregulated,23
FCN3,Intervertebral_disc_NP,3.188104130051533,0.5654034364830994,-0.3571247375904924,0.2079327194656251,ECM-affiliated Proteins,Signaling,Upregulated,24
ITIH4,Intervertebral_disc_NP,3.170758570421416,2.133720456775803,-0.9826815617571096,1.2434535156809474,ECM Regulators,Regulatory,Upregulated,25
ADAMTSL2,Intervertebral_disc_NP,3.0228919775061445,0.1709821168941859,-0.5739539085671356,-0.5227072323644398,ECM Regulators,Regulatory,Upregulated,26
SERPINA4,Intervertebral_disc_NP,2.882913177069032,1.7501331395914492,-0.9879644812823278,0.7912569611003705,ECM Regulators,Regulatory,Upregulated,27
SEMA3E,Intervertebral_disc_NP,2.7890275432553397,-0.2676506129486009,-0.3458483900582205,-0.745532871563907,ECM-affiliated Proteins,Signaling,Downregulated,28
CPN2,Intervertebral_disc_NP,2.7580245050854097,2.8946965942407057,-2.714342965917113,-0.0488839231941242,ECM Regulators,Regulatory,Upregulated,29
FGA,Intervertebral_disc_NP,2.6970195582342273,2.0490640658936803,-0.7328409428720813,1.4591058397962282,ECM Glycoproteins,Structural,Upregulated,30
CLEC3A,Intervertebral_disc_NP,2.66139364568529,-1.3750544859598468,1.352096903420205,0.1020376702239798,ECM-affiliated Proteins,Signaling,Downregulated,31
ITIH2,Intervertebral_disc_NP,2.612985893712007,1.800170745672455,-1.0306153875650736,0.7957771322493116,ECM Regulators,Regulatory,Upregulated,32
C7,Intervertebral_disc_NP,2.599978202812718,1.5577877579095802,-0.713762600288088,0.9124385626774708,Secreted Factors,Signaling,Upregulated,33
FGG,Intervertebral_disc_NP,2.520767648027776,2.0071993178479546,-0.457823166970471,1.7561041550985026,ECM Glycoproteins,Structural,Upregulated,34
SERPINF2,Intervertebral_disc_NP,2.442761697553759,1.3383638069856956,-0.6278488665420683,0.7655372727103615,ECM Regulators,Regulatory,Upregulated,35
ANXA2;ANXA2P2,Intervertebral_disc_NP,2.397537327396458,-0.6859008527812499,1.138801577261107,0.6344693988850119,ECM-affiliated Proteins,Signaling,Downregulated,36
P4HA1,Intervertebral_disc_NP,2.373841720194802,-0.5659378623128578,-0.0475130176164117,-0.7170788641424054,ECM Regulators,Regulatory,Downregulated,37
F10,Intervertebral_disc_NP,2.3572760955913705,1.5844557267373018,-1.419805307864466,0.0561011104948512,ECM Regulators,Regulatory,Upregulated,38
ITIH1,Intervertebral_disc_NP,2.250016709706104,1.7868778973648425,-0.948821923101271,0.8831300805586257,ECM Regulators,Regulatory,Upregulated,39
LTBP1,Intervertebral_disc_NP,2.224594171295825,2.572162104897303,-2.526128824096412,-0.1869883961520919,ECM Glycoproteins,Structural,Upregulated,40
SEMA3A,Intervertebral_disc_NP,2.057806301848444,0.6900376824442052,-0.3445497573306583,0.3685056045902106,ECM-affiliated Proteins,Signaling,Upregulated,41
TINAGL1,Intervertebral_disc_NP,2.0520204784972087,-0.7761579165671415,-0.4459246995713316,-1.4619615669628296,ECM Glycoproteins,Structural,Downregulated,42
IGFBP5,Intervertebral_disc_NP,1.9921205668352775,-0.5166873811731449,0.2955877887430779,-0.2286824890089157,ECM Glycoproteins,Structural,Downregulated,43
TNFAIP6,Intervertebral_disc_NP,1.9592335443932767,0.886708573149247,-0.3017764668118058,0.6507044181345165,ECM Glycoproteins,Structural,Upregulated,44
MFAP2,Intervertebral_disc_NP,1.95720904023894,-4.359037111677201,0.1517183200769032,-4.872585067778843,ECM Glycoproteins,Structural,Downregulated,45
MATN3,Intervertebral_disc_NP,1.949640000254538,-1.2264570671365138,0.8221595628351923,-0.3913531095154772,ECM Glycoproteins,Structural,Downregulated,46
FBLN2,Intervertebral_disc_NP,1.9412401023926096,-0.8453782509332844,-0.1932488458831918,-1.2248162740502395,ECM Glycoproteins,Structural,Downregulated,47
BMP3,Intervertebral_disc_NP,1.9217521789428338,-0.2443748870561252,-0.2220635343617971,-0.5629312015044847,Secreted Factors,Signaling,Downregulated,48
C1QTNF5,Intervertebral_disc_NP,1.817781054160314,1.4373259848337316,-1.9550154557075496,-0.7874192212276329,ECM-affiliated Proteins,Signaling,Upregulated,49
EDIL3,Intervertebral_disc_NP,1.803421121936031,-0.3731032861581308,0.8775180323002192,0.669434503500262,ECM Glycoproteins,Structural,Downregulated,50
TNXB,Intervertebral_disc_NP,1.7798612215812393,-1.592470164837256,1.4960615598255709,0.0304241458397108,ECM Glycoproteins,Structural,Downregulated,51
PDGFD,Intervertebral_disc_NP,1.7620960815998599,0.285999829401986,-0.8463659201083333,-0.7314596732986774,Secreted Factors,Signaling,Upregulated,52
ANGPTL4,Intervertebral_disc_NP,1.7583157938908502,0.4477245796060254,-0.2986896644122586,0.1446802299948524,Secreted Factors,Signaling,Upregulated,53
FBN1,Intervertebral_disc_NP,1.4548898899844862,-0.6353630177655927,0.8230502481090707,0.2963537611466172,ECM Glycoproteins,Structural,Downregulated,54
FGB,Intervertebral_disc_NP,1.4520173359818505,1.7826627329596063,-0.3498938689739284,1.6309321566848136,ECM Glycoproteins,Structural,Upregulated,55
CCL18,Intervertebral_disc_NP,1.387596502499068,-0.5182579529017971,0.5650914748957142,0.1081898880448445,Secreted Factors,Signaling,Downregulated,56
PCOLCE,Intervertebral_disc_NP,1.3778877231213773,-0.4512346319661808,1.1244826216367692,0.8890515902112095,ECM Glycoproteins,Structural,Downregulated,57
MDK,Intervertebral_disc_NP,1.3282729232560366,-0.5554019575655489,0.1858227272049529,-0.4115979454810583,Secreted Factors,Signaling,Downregulated,58
ECM2,Intervertebral_disc_NP,0.8687174178552507,-0.4413624668146527,0.1754812592540434,-0.2921315076600773,ECM Glycoproteins,Structural,Downregulated,59
PZP,Intervertebral_disc_NP,0.7060380694022286,2.2373462561751847,-2.8684095479029152,-1.0060536620366358,ECM Regulators,Regulatory,Upregulated,60
PF4;PF4V1,Intervertebral_disc_NP,0.25019629345059213,-0.2590731579808768,-0.6171266476343866,-1.0764965560855442,Secreted Factors,Signaling,Downregulated,61
