Protein_ID,Protein_Name,Gene_Symbol,Tissue,Tissue_Compartment,Species,Abundance_Young,Abundance_Old,Abundance_Young_transformed,Abundance_Old_transformed,Zscore_Young,Zscore_Old,Zscore_Delta,Method,Study_ID,Canonical_Gene_Symbol,Matrisome_Category,Matrisome_Division,Match_Level,Match_Confidence
J3KNP2,Transducin beta-like protein 3 (Fragment) OS=Homo sapiens GN=TBL3 PE=1 SV=1,TBL3,Kidney_Glomerular,Glomerular,Homo sapiens,48.99525821488303,196.98661236750203,5.643719364289187,7.629259069958377,-2.2379153114861148,-1.8181844623294956,0.4197308491566192,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
J3KPF3,4F2 cell-surface antigen heavy chain OS=Homo sapiens GN=SLC3A2 PE=1 SV=1,SLC3A2,Kidney_Glomerular,Glomerular,Homo sapiens,60225.61522070464,73533.43903366747,15.878113560244866,16.16613245788696,0.8870617601284886,0.9716112121768101,0.08454945204832154,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
J3KPP4,"Cisplatin resistance-associated overexpressed protein, isoform CRA_b OS=Homo sapiens GN=LUC7L3 PE=1 SV=1",LUC7L3,Kidney_Glomerular,Glomerular,Homo sapiens,449.61233197245,886.2056707479666,8.81574298633086,9.793124776570362,-1.2693674033532372,-1.111046976015736,0.15832042733750118,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
J3KQ32,Obg-like ATPase 1 OS=Homo sapiens GN=OLA1 PE=1 SV=1,OLA1,Kidney_Glomerular,Glomerular,Homo sapiens,7163.985072725763,5338.937765900117,12.806747983493269,12.382607212838874,-0.05075115015475232,-0.2648206620437969,-0.21406951188904458,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
J3KQY1,"39S ribosomal protein L22, mitochondrial OS=Homo sapiens GN=MRPL22 PE=1 SV=1",MRPL22,Kidney_Glomerular,Glomerular,Homo sapiens,1474.4107808577694,4713.847016454515,10.526900967271557,12.202995244919181,-0.7468812303599089,-0.3235167054805506,0.42336452487935833,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
J3KR72,Transcription initiation factor TFIID subunit 6 OS=Homo sapiens GN=TAF6 PE=1 SV=1,TAF6,Kidney_Glomerular,Glomerular,Homo sapiens,78368.92805285082,10978.301083301872,16.258012552108152,13.422498598214284,1.0030603836299563,0.07500919802873486,-0.9280511856012215,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
J3KRY1,Rho GDP-dissociation inhibitor 1 (Fragment) OS=Homo sapiens GN=ARHGDIA PE=1 SV=1,ARHGDIA,Kidney_Glomerular,Glomerular,Homo sapiens,78026.32791652427,74965.31483627943,16.251691874609993,16.19395486402019,1.0011304235482328,0.9807033967223365,-0.020427026825896255,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
J3KSI8,"28S ribosomal protein S7, mitochondrial (Fragment) OS=Homo sapiens GN=MRPS7 PE=1 SV=1",MRPS7,Kidney_Glomerular,Glomerular,Homo sapiens,10798.685361019188,31661.4056844302,13.398701660946562,14.950483254012058,0.12999639914625957,0.5743448200709129,0.4443484209246533,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
J3KSW8,Myosin phosphatase Rho-interacting protein (Fragment) OS=Homo sapiens GN=MPRIP PE=1 SV=1,MPRIP,Kidney_Glomerular,Glomerular,Homo sapiens,187.75969009023433,1309.7500628129824,7.560406897715959,10.356176899652327,-1.6526726013924269,-0.9270451399668588,0.7256274614255681,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
J3KTD4,Leucine-rich repeat-containing protein 45 (Fragment) OS=Homo sapiens GN=LRRC45 PE=1 SV=1,LRRC45,Kidney_Glomerular,Glomerular,Homo sapiens,10349.307831183753,7338.87748913053,13.33738605547869,12.841540267717104,0.11127424934915824,-0.11484427218686417,-0.2261185215360224,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
J3KTE4,Ribosomal protein L19 OS=Homo sapiens GN=RPL19 PE=1 SV=1,RPL19,Kidney_Glomerular,Glomerular,Homo sapiens,13929.787281833487,21707.968502785432,13.765989171982653,14.406003557770134,0.24214422428394494,0.39641233443980084,0.1542681101558559,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
J3KTF8,Rho GDP-dissociation inhibitor 1 (Fragment) OS=Homo sapiens GN=ARHGDIA PE=1 SV=6,ARHGDIA,Kidney_Glomerular,Glomerular,Homo sapiens,6942.52686529925,5585.3651703537535,12.761452929975894,12.44769416766755,-0.06458157343034662,-0.2435506610965431,-0.17896908766619649,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
J3QL05,Serine/arginine-rich-splicing factor 2 (Fragment) OS=Homo sapiens GN=SRSF2 PE=1 SV=1,SRSF2,Kidney_Glomerular,Glomerular,Homo sapiens,26.168149722722102,0.0,4.7638444095547285,0.0,-2.50657694467977,-4.311377577171079,-1.8048006324913093,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
J3QLC6,"Ras-related protein Rab-34, isoform NARR (Fragment) OS=Homo sapiens GN=RAB34 PE=1 SV=1",RAB34,Kidney_Glomerular,Glomerular,Homo sapiens,717393.624144429,405150.8933615296,19.452407408818907,18.62810335704337,1.978439140181025,1.7761675705900772,-0.20227156959094783,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
J3QLF6,Growth factor receptor-bound protein 2 (Fragment) OS=Homo sapiens GN=GRB2 PE=1 SV=1,GRB2,Kidney_Glomerular,Glomerular,Homo sapiens,634.117670961253,386.0630197408443,9.310880100690865,8.596424667942227,-1.1181818910449588,-1.5021209248753753,-0.3839390338304165,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
J3QQ67,60S ribosomal protein L18 (Fragment) OS=Homo sapiens GN=RPL18 PE=1 SV=1,RPL18,Kidney_Glomerular,Glomerular,Homo sapiens,38199.3161547415,56111.50144381927,15.221296957941108,15.77603460781196,0.6865089200526049,0.8441297274083555,0.15762080735575057,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
J3QQS1,"28S ribosomal protein S7, mitochondrial (Fragment) OS=Homo sapiens GN=MRPS7 PE=1 SV=1",MRPS7,Kidney_Glomerular,Glomerular,Homo sapiens,352.41893892844763,1009.7961026852672,8.465235542527996,9.98127629148571,-1.3763915910425326,-1.0495602631865546,0.326831327855978,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
J3QRC4,60S ribosomal protein L26 (Fragment) OS=Homo sapiens GN=RPL26 PE=4 SV=1,RPL26,Kidney_Glomerular,Glomerular,Homo sapiens,4745.04700637611,4343.76507262556,12.212510674180436,12.085062455321768,-0.2321959852026713,-0.36205638755742825,-0.12986040235475696,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
J3QRJ8,"Very long-chain-specific acyl-CoA dehydrogenase, mitochondrial (Fragment) OS=Homo sapiens GN=ACADVL PE=1 SV=1",ACADVL,Kidney_Glomerular,Glomerular,Homo sapiens,68906.3701960008,61340.99694276756,16.07237067853941,15.904587512775398,0.946376364300005,0.8861399953267416,-0.060236368973263454,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
J3QRQ2,L-xylulose reductase (Fragment) OS=Homo sapiens GN=DCXR PE=1 SV=1,DCXR,Kidney_Glomerular,Glomerular,Homo sapiens,50.230344080425674,2628.38008504243,5.678926676343255,11.360506987733034,-2.227165086234324,-0.5988364846216786,1.6283286016126453,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
J3QRS3,Myosin regulatory light chain 12A OS=Homo sapiens GN=MYL12A PE=1 SV=1,MYL12A,Kidney_Glomerular,Glomerular,Homo sapiens,55094.68206084896,40923.065837353264,15.749651636394875,15.320661864612967,0.8478371065808108,0.6953168246586201,-0.1525202819221907,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
J3QS36,L-xylulose reductase (Fragment) OS=Homo sapiens GN=DCXR PE=1 SV=1,DCXR,Kidney_Glomerular,Glomerular,Homo sapiens,19651.20276718258,16854.577686916902,14.26240340924357,14.040938452838237,0.3937196941907456,0.277111390830595,-0.1166083033601506,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
J3QSS1,Solute carrier family 12 member 3 OS=Homo sapiens GN=SLC12A3 PE=1 SV=1,SLC12A3,Kidney_Glomerular,Glomerular,Homo sapiens,1328.7080351918064,1423.2694640051168,10.376893791726252,10.47600640681363,-0.7926845261076914,-0.8878856227096935,-0.09520109660200216,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
J9JID7,"Lamin B2, isoform CRA_a OS=Homo sapiens GN=LMNB2 PE=1 SV=1",LMNB2,Kidney_Glomerular,Glomerular,Homo sapiens,150122.3278879906,167397.5930180499,17.19578865135098,17.352927876551995,1.289401592726639,1.3594483716452122,0.07004677891857325,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
K7EIH9,Carbonic anhydrase 4 (Fragment) OS=Homo sapiens GN=CA4 PE=1 SV=1,CA4,Kidney_Glomerular,Glomerular,Homo sapiens,104340.44994764388,74440.9047829703,16.670952861005397,16.18382735039234,1.1291478659510183,0.9773937899812524,-0.15175407596976598,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
K7EIN2,Protein syndesmos (Fragment) OS=Homo sapiens GN=NUDT16L1 PE=1 SV=1,NUDT16L1,Kidney_Glomerular,Glomerular,Homo sapiens,76.8325795435851,40.66520831812223,6.2823022669028825,5.38077128820413,-2.0429299620082255,-2.5529759020840377,-0.5100459400758122,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
K7EIZ3,Pleckstrin homology domain-containing family J member 1 OS=Homo sapiens GN=PLEKHJ1 PE=1 SV=1,PLEKHJ1,Kidney_Glomerular,Glomerular,Homo sapiens,5311.783231942387,3299.965931994247,12.375252134950665,11.688672533796126,-0.18250439391053563,-0.4915940810710553,-0.30908968716051965,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
K7EJ20,Glutathione peroxidase OS=Homo sapiens GN=GPX4 PE=1 SV=3,GPX4,Kidney_Glomerular,Glomerular,Homo sapiens,8772.702435760317,6611.355046439076,13.09897006216891,12.690948476017196,0.038476143439410804,-0.1640567074672821,-0.2025328509066929,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
K7EJ74,116 kDa U5 small nuclear ribonucleoprotein component (Fragment) OS=Homo sapiens GN=EFTUD2 PE=1 SV=1,EFTUD2,Kidney_Glomerular,Glomerular,Homo sapiens,21687.944256579667,13825.038498676957,14.404672208822136,13.755100227504705,0.437160148816271,0.1837012852324919,-0.2534588635837791,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
K7EJH8,Alpha-actinin-4 (Fragment) OS=Homo sapiens GN=ACTN4 PE=1 SV=1,ACTN4,Kidney_Glomerular,Glomerular,Homo sapiens,382.0347739300205,720.460273936243,8.581331563384637,9.494776146967899,-1.3409427509513367,-1.2085454017903035,0.1323973491610333,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
K7EJV9,60S ribosomal protein L23a (Fragment) OS=Homo sapiens GN=RPL23A PE=1 SV=1,RPL23A,Kidney_Glomerular,Glomerular,Homo sapiens,11929.594889566548,15235.027906827669,13.542378360791314,13.895199215055136,0.17386674302235625,0.2294847391634798,0.05561799614112356,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
K7EJY8,Galectin-3-binding protein (Fragment) OS=Homo sapiens GN=LGALS3BP PE=1 SV=1,LGALS3BP,Kidney_Glomerular,Glomerular,Homo sapiens,4232.562886404213,7750.817044853106,12.04765660403793,12.920318805931347,-0.28253264211600887,-0.08909994927529394,0.19343269284071493,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
K7EK07,Histone H3 (Fragment) OS=Homo sapiens GN=H3F3B PE=1 SV=1,H3F3B,Kidney_Glomerular,Glomerular,Homo sapiens,931267.2335994266,1710729.971244149,19.82883724216442,20.706181469438693,2.0933784883977746,2.4552702192769416,0.36189173087916693,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
K7EK45,Polypyrimidine tract-binding protein 1 (Fragment) OS=Homo sapiens GN=PTBP1 PE=1 SV=1,PTBP1,Kidney_Glomerular,Glomerular,Homo sapiens,1182.198098223717,741.9014781065289,10.208475923343029,9.537027086310255,-0.8441093556648483,-1.194738064787062,-0.35062870912221367,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
K7EKP7,"Ferrochelatase, mitochondrial (Fragment) OS=Homo sapiens GN=FECH PE=1 SV=1",FECH,Kidney_Glomerular,Glomerular,Homo sapiens,6613.173494133066,3341.1258935087503,12.691345173529884,11.70655036351897,-0.08598832474765448,-0.48575172055287363,-0.39976339580521913,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
K7ELS8,Synaptogyrin-2 (Fragment) OS=Homo sapiens GN=SYNGR2 PE=1 SV=1,SYNGR2,Kidney_Glomerular,Glomerular,Homo sapiens,610.7675249643013,846.8676349928634,9.256839714754419,9.727695245548261,-1.1346826202292355,-1.1324289286740175,0.0022536915552180403,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
K7EMP1,Coiled-coil and C2 domain-containing protein 1A (Fragment) OS=Homo sapiens GN=CC2D1A PE=1 SV=1,CC2D1A,Kidney_Glomerular,Glomerular,Homo sapiens,5681.781879624294,7185.2174603743115,12.47238162661768,12.811016877705576,-0.15284680708854773,-0.12481912100514925,0.02802768608339848,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
K7EMU7,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1 OS=Homo sapiens GN=PIN1 PE=1 SV=1,PIN1,Kidney_Glomerular,Glomerular,Homo sapiens,22177.224521876477,70190.81415546294,14.436856254696922,16.099015171248503,0.446987247861395,0.9496777117674758,0.5026904639060809,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
K7EN45,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1 (Fragment) OS=Homo sapiens GN=PIN1 PE=1 SV=1,PIN1,Kidney_Glomerular,Glomerular,Homo sapiens,4221.75859992327,1108.781524497538,12.043970060418882,10.11605997515911,-0.28365829391937464,-1.0055138165990039,-0.7218555226796293,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
K7ENG2,Splicing factor U2AF 65 kDa subunit OS=Homo sapiens GN=U2AF2 PE=1 SV=1,U2AF2,Kidney_Glomerular,Glomerular,Homo sapiens,3066.688929771443,7258.633035498674,11.58293648255217,12.825680908468968,-0.4244306085764793,-0.12002700945147611,0.3044035991250032,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
K7EP90,RNA-binding protein 42 OS=Homo sapiens GN=RBM42 PE=1 SV=1,RBM42,Kidney_Glomerular,Glomerular,Homo sapiens,4796.100189788734,4810.92520351554,12.227946855909204,12.232398502122903,-0.22748269069279797,-0.31390790890646403,-0.08642521821366606,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
K7EPH2,Phenylalanine--tRNA ligase alpha subunit (Fragment) OS=Homo sapiens GN=FARSA PE=1 SV=6,FARSA,Kidney_Glomerular,Glomerular,Homo sapiens,3543.1043058895066,2729.090333660217,11.791205348875309,11.41473297271839,-0.36083764747594216,-0.5811157792201079,-0.22027813174416577,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
K7EQ54,Lysine-specific demethylase 4B (Fragment) OS=Homo sapiens GN=KDM4B PE=1 SV=2,KDM4B,Kidney_Glomerular,Glomerular,Homo sapiens,4255.088437793877,4032.57985878486,12.055312413753317,11.97784510405811,-0.28019501183060513,-0.3970943328560355,-0.11689932102543038,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
K7EQB2,Putative oxidoreductase GLYR1 (Fragment) OS=Homo sapiens GN=GLYR1 PE=1 SV=6,GLYR1,Kidney_Glomerular,Glomerular,Homo sapiens,6994.580689139486,4806.491506596157,12.772228102248055,12.231068593417602,-0.06129147480325752,-0.314342514573544,-0.2530510397702865,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
K7ER27,"Lon protease homolog, mitochondrial (Fragment) OS=Homo sapiens GN=LONP1 PE=1 SV=1",LONP1,Kidney_Glomerular,Glomerular,Homo sapiens,8371.769415258417,4308.973105901629,13.031489178741733,12.073463151632284,0.017871483364312633,-0.36584696588625376,-0.3837184492505664,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
K7ERK4,Transgelin (Fragment) OS=Homo sapiens GN=CNN1 PE=1 SV=1,CNN1,Kidney_Glomerular,Glomerular,Homo sapiens,1936.9606325903308,777.4195357037246,10.920323549045854,9.60440410712553,-0.6267533044699783,-1.1727196849083854,-0.5459663804384071,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
K7ES89,Dual-specificity protein phosphatase 3 (Fragment) OS=Homo sapiens GN=DUSP3 PE=1 SV=1,DUSP3,Kidney_Glomerular,Glomerular,Homo sapiens,427.1997836264516,220.642142562604,8.742140256490384,7.792088408190841,-1.2918413122877421,-1.7649728750373623,-0.4731315627496202,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
K7ESE8,Bleomycin hydrolase (Fragment) OS=Homo sapiens GN=BLMH PE=1 SV=1,BLMH,Kidney_Glomerular,Glomerular,Homo sapiens,11249.884613890916,7718.49578320581,13.457750819027295,12.914290902255843,0.14802651031525815,-0.09106982967952253,-0.2390963399947807,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
M0QXB5,"Persulfide dioxygenase ETHE1, mitochondrial OS=Homo sapiens GN=ETHE1 PE=1 SV=1",ETHE1,Kidney_Glomerular,Glomerular,Homo sapiens,490.1700841905094,1048.6238506885584,8.94007888259941,10.035656692580531,-1.2314025939489432,-1.0317890955870945,0.19961349836184872,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
M0QXZ3,Complement C3 (Fragment) OS=Homo sapiens GN=C3 PE=1 SV=1,C3,Kidney_Glomerular,Glomerular,Homo sapiens,1519.448386562225,1416.8467480601632,10.570281127854496,10.469485887929178,-0.7336355018302989,-0.8900164866165078,-0.15638098478620888,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
M0QY43,Myosin-14 (Fragment) OS=Homo sapiens GN=MYH14 PE=1 SV=6,MYH14,Kidney_Glomerular,Glomerular,Homo sapiens,34.783799301352,149.2463530148519,5.16123466680003,7.231186162067299,-2.3852375259904517,-1.9482721450334488,0.4369653809570029,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
M0QYH2,Bifunctional polynucleotide phosphatase/kinase OS=Homo sapiens GN=PNKP PE=1 SV=1,PNKP,Kidney_Glomerular,Glomerular,Homo sapiens,438.5215231519563,352.99482738330767,8.779790004937022,8.467584469396636,-1.2803453118020178,-1.5442250785006686,-0.26387976669865076,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
M0QYS1,60S ribosomal protein L13a (Fragment) OS=Homo sapiens GN=RPL13A PE=1 SV=2,RPL13A,Kidney_Glomerular,Glomerular,Homo sapiens,9374.713098890446,10921.29308446103,13.194712707969513,13.41498815469761,0.06771026977595906,0.0725548330775024,0.004844563301543342,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
M0QYU1,"Glycogen [starch] synthase, muscle (Fragment) OS=Homo sapiens GN=GYS1 PE=1 SV=1",GYS1,Kidney_Glomerular,Glomerular,Homo sapiens,290.38828026633934,212.6706396767836,8.186799042669083,7.739244871741751,-1.4614095863727854,-1.782241805090811,-0.3208322187180257,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
M0QYV1,BRISC and BRCA1-A complex member 1 (Fragment) OS=Homo sapiens GN=BABAM1 PE=1 SV=1,BABAM1,Kidney_Glomerular,Glomerular,Homo sapiens,3507.3901903182536,3669.3404778039167,11.7765934926308,11.841698185020842,-0.36529924186673296,-0.44158627604973577,-0.07628703418300281,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
M0QYZ2,AP-2 complex subunit sigma OS=Homo sapiens GN=AP2S1 PE=1 SV=1,AP2S1,Kidney_Glomerular,Glomerular,Homo sapiens,1918.3616251479068,2049.886537539277,10.906410838642778,11.002031963580126,-0.6310014211812545,-0.7159838319414197,-0.08498241076016522,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
M0QZL7,Tubulin beta-4A chain (Fragment) OS=Homo sapiens GN=TUBB4A PE=1 SV=6,TUBB4A,Kidney_Glomerular,Glomerular,Homo sapiens,2262.613971979243,16618.9386245985,11.144412232144582,14.020627433971132,-0.5583299094664361,0.270473879647591,0.8288037891140272,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
M0R076,Uncharacterized protein (Fragment) OS=Homo sapiens PE=1 SV=1,1,Kidney_Glomerular,Glomerular,Homo sapiens,7975.63425975508,7413.529040073001,12.961564414436138,12.856139342395322,-0.0034793930050370857,-0.11007338786677129,-0.10659399486173421,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
M0R0F0,40S ribosomal protein S5 (Fragment) OS=Homo sapiens GN=RPS5 PE=1 SV=1,RPS5,Kidney_Glomerular,Glomerular,Homo sapiens,107623.7538651436,81858.2236584414,16.715650412658768,16.32085736407504,1.1427958475901554,1.022174322862306,-0.12062152472784948,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
M0R0Y3,RuvB-like 2 OS=Homo sapiens GN=RUVBL2 PE=1 SV=1,RUVBL2,Kidney_Glomerular,Glomerular,Homo sapiens,35307.3210449725,30825.253993376133,15.107720600316151,14.91187196333336,0.6518294356923341,0.5617268969944321,-0.09010253869790197,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
M0R104,Hypoxia-inducible factor 3-alpha OS=Homo sapiens GN=HIF3A PE=4 SV=1,HIF3A,Kidney_Glomerular,Glomerular,Homo sapiens,1090.4382309765354,403.089597895688,10.092014769195604,8.658531403811661,-0.8796696858100653,-1.4818248404410839,-0.6021551546310185,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
M0R210,40S ribosomal protein S16 OS=Homo sapiens GN=RPS16 PE=1 SV=1,RPS16,Kidney_Glomerular,Glomerular,Homo sapiens,10070.07517623949,14300.046395041569,13.297930091556141,13.803833091147997,0.09922673776853698,0.19962687367926496,0.10040013591072798,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
M0R226,Ribosomal protein L34 OS=Homo sapiens GN=MRPL34 PE=1 SV=1,MRPL34,Kidney_Glomerular,Glomerular,Homo sapiens,280744.18799347297,514709.96411394933,18.09890176930686,18.97340298887236,1.56515878290813,1.889009283886106,0.32385050097797596,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
M0R2P6,"SH3KBP1 binding protein 1, isoform CRA_c OS=Homo sapiens GN=SHKBP1 PE=1 SV=1",SHKBP1,Kidney_Glomerular,Glomerular,Homo sapiens,127290.85284892126,217678.38908017147,16.95778055879316,17.731845287201704,1.216728035517378,1.4832761602499331,0.2665481247325552,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
M0R2V0,Hyaluronan synthase 1 OS=Homo sapiens GN=HAS1 PE=1 SV=1,HAS1,Kidney_Glomerular,Glomerular,Homo sapiens,228.805673741415,188.7829123995807,7.8442706073303565,7.568206291163437,-1.5659974580450073,-1.8381361203263868,-0.2721386622813795,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
M0R2Z9,SURP and G-patch domain-containing protein 2 OS=Homo sapiens GN=SUGP2 PE=1 SV=1,SUGP2,Kidney_Glomerular,Glomerular,Homo sapiens,23905.70519323253,18226.862577824068,14.545127691994455,14.153857778602706,0.4800469241438714,0.3140127049617541,-0.1660342191821173,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
M0R3F1,Heterogeneous nuclear ribonucleoprotein U-like protein 1 (Fragment) OS=Homo sapiens GN=HNRNPUL1 PE=1 SV=1,HNRNPUL1,Kidney_Glomerular,Glomerular,Homo sapiens,213717.60677367865,135411.79528770567,17.705352991847437,17.047004541458694,1.4449923243395666,1.2594745805168748,-0.18551774382269182,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
M0R3H8,Uncharacterized protein (Fragment) OS=Homo sapiens PE=3 SV=1,3,Kidney_Glomerular,Glomerular,Homo sapiens,12549.206467628775,6184.568337745167,13.615423478177604,12.594690442576244,0.19617039018065657,-0.19551321772896357,-0.39168360790962015,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
O00116,"Alkyldihydroxyacetonephosphate synthase, peroxisomal OS=Homo sapiens GN=AGPS PE=1 SV=1",AGPS,Kidney_Glomerular,Glomerular,Homo sapiens,571.3903046128206,979.9587917145992,9.160855425072246,9.938048722511096,-1.163990530277349,-1.0636867565131778,0.10030377376417121,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
O00148,ATP-dependent RNA helicase DDX39A OS=Homo sapiens GN=DDX39A PE=1 SV=2,DDX39A,Kidney_Glomerular,Glomerular,Homo sapiens,292.42175475382084,682.8975011977042,8.196832028447718,9.417636307876357,-1.4583461074879815,-1.2337542082994877,0.22459189918849387,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
O00154,Cytosolic acyl coenzyme A thioester hydrolase OS=Homo sapiens GN=ACOT7 PE=1 SV=3,ACOT7,Kidney_Glomerular,Glomerular,Homo sapiens,4387.434915624696,7535.679641249273,12.099490795709071,12.87971335455549,-0.26670555382953254,-0.10236955132537524,0.1643360025041573,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
O00159,Unconventional myosin-Ic OS=Homo sapiens GN=MYO1C PE=1 SV=4,MYO1C,Kidney_Glomerular,Glomerular,Homo sapiens,50471.69583040133,82204.94442475411,15.6232155249788,16.32695510048847,0.8092310160165567,1.0241670241590737,0.214936008142517,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
O00160,Unconventional myosin-If OS=Homo sapiens GN=MYO1F PE=1 SV=3,MYO1F,Kidney_Glomerular,Glomerular,Homo sapiens,20295.24138514302,58839.82975866686,14.308924962276292,15.844529970810331,0.40792461768495775,0.866513574366517,0.45858895668155925,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
O00187,Mannan-binding lectin serine protease 2 OS=Homo sapiens GN=MASP2 PE=1 SV=4,MASP2,Kidney_Glomerular,Glomerular,Homo sapiens,2469.106527694923,9907.481487297226,11.270357546578568,13.274448260478723,-0.5198736791954711,0.02662729366455558,0.5465009728600267,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,MASP2,ECM Regulators,Matrisome-associated,exact_gene,100
