Gene_Symbol,Tissue_Compartment,Organ,Species,Study_ID,Zscore_Delta,Zscore_Young,Zscore_Old,Matrisome_Category,Protein_Name
F13A1,Tubulointerstitial,,Homo sapiens,Randles_2021,0.1161552003303691,-0.568950847712952,-0.4527956473825829,ECM Regulators,Coagulation factor XIII A chain OS=Homo sapiens GN=F13A1 PE=1 SV=4
F9,Glomerular,,Homo sapiens,Randles_2021,-0.3470323335568271,-0.4950957806665015,-0.8421281142233287,ECM Regulators,Coagulation factor IX OS=Homo sapiens GN=F9 PE=1 SV=2
F9,Tubulointerstitial,,Homo sapiens,Randles_2021,0.0280335145463703,-0.2692987059727903,-0.2412651914264199,ECM Regulators,Coagulation factor IX OS=Homo sapiens GN=F9 PE=1 SV=2
PLG,Glomerular,,Homo sapiens,Randles_2021,-0.1010911231709834,1.515998548803998,1.4149074256330143,ECM Regulators,Plasminogen OS=Homo sapiens GN=PLG PE=1 SV=2
PLG,Tubulointerstitial,,Homo sapiens,Randles_2021,-0.1913602311477608,0.9472375893015776,0.7558773581538167,ECM Regulators,Plasminogen OS=Homo sapiens GN=PLG PE=1 SV=2
SERPINC1,Glomerular,,Homo sapiens,Randles_2021,0.0787183043655028,-0.1010159482297903,-0.0222976438642874,ECM Regulators,Antithrombin-III OS=Homo sapiens GN=SERPINC1 PE=1 SV=1
SERPINC1,Tubulointerstitial,,Homo sapiens,Randles_2021,-0.4233930393857361,-0.6297012120922054,-1.0530942514779416,ECM Regulators,Antithrombin-III OS=Homo sapiens GN=SERPINC1 PE=1 SV=1
SERPINA1,Glomerular,,Homo sapiens,Randles_2021,-0.0242209288737644,1.4753746301223514,1.451153701248587,ECM Regulators,Alpha-1-antitrypsin OS=Homo sapiens GN=SERPINA1 PE=1 SV=3
SERPINA1,Tubulointerstitial,,Homo sapiens,Randles_2021,-0.0252799882904629,-0.027046701783407,-0.05232669007387,ECM Regulators,Alpha-1-antitrypsin OS=Homo sapiens GN=SERPINA1 PE=1 SV=3
SERPINA3,Glomerular,,Homo sapiens,Randles_2021,-0.811728070951061,-0.3397519913360174,-1.1514800622870784,ECM Regulators,Alpha-1-antichymotrypsin OS=Homo sapiens GN=SERPINA3 PE=1 SV=2
SERPINA3,Tubulointerstitial,,Homo sapiens,Randles_2021,0.4610367819047883,0.8552300575414887,1.316266839446277,ECM Regulators,Alpha-1-antichymotrypsin OS=Homo sapiens GN=SERPINA3 PE=1 SV=2
A2M,Glomerular,,Homo sapiens,Randles_2021,-0.1380746108989994,-1.5437111712029836,-1.681785782101983,ECM Regulators,Alpha-2-macroglobulin OS=Homo sapiens GN=A2M PE=1 SV=3
A2M,Tubulointerstitial,,Homo sapiens,Randles_2021,0.0518506895811432,-0.0904800934373067,-0.0386294038561634,ECM Regulators,Alpha-2-macroglobulin OS=Homo sapiens GN=A2M PE=1 SV=3
FGA,Glomerular,,Homo sapiens,Randles_2021,0.2613962486586265,-0.9325137260321028,-0.6711174773734763,ECM Glycoproteins,Fibrinogen alpha chain OS=Homo sapiens GN=FGA PE=1 SV=2
FGA,Tubulointerstitial,,Homo sapiens,Randles_2021,0.2102240757011203,-0.9755630421607532,-0.7653389664596328,ECM Glycoproteins,Fibrinogen alpha chain OS=Homo sapiens GN=FGA PE=1 SV=2
FGB,Glomerular,,Homo sapiens,Randles_2021,0.0576800282848828,-0.7778311249252319,-0.720151096640349,ECM Glycoproteins,Fibrinogen beta chain OS=Homo sapiens GN=FGB PE=1 SV=2
FGB,Tubulointerstitial,,Homo sapiens,Randles_2021,0.2883359185917086,-0.2704479501469123,0.0178879684447962,ECM Glycoproteins,Fibrinogen beta chain OS=Homo sapiens GN=FGB PE=1 SV=2
FGG,Glomerular,,Homo sapiens,Randles_2021,0.0408306808553275,1.0302902371072749,1.0711209179626024,ECM Glycoproteins,Fibrinogen gamma chain OS=Homo sapiens GN=FGG PE=1 SV=3
FGG,Tubulointerstitial,,Homo sapiens,Randles_2021,-0.3016536039523329,-0.1250744096520396,-0.4267280136043725,ECM Glycoproteins,Fibrinogen gamma chain OS=Homo sapiens GN=FGG PE=1 SV=3
ALB,Glomerular,,Homo sapiens,Randles_2021,0.4307445622822485,0.7283356926751501,1.1590802549573986,,Serum albumin OS=Homo sapiens GN=ALB PE=1 SV=2
ALB,Tubulointerstitial,,Homo sapiens,Randles_2021,-0.1674154410610789,0.9941116796518166,0.8266962385907376,,Serum albumin OS=Homo sapiens GN=ALB PE=1 SV=2
TF,Glomerular,,Homo sapiens,Randles_2021,-0.1761253378493897,0.2607489413815816,0.0846236035321919,,Serotransferrin OS=Homo sapiens GN=TF PE=1 SV=3
TF,Tubulointerstitial,,Homo sapiens,Randles_2021,0.8337333856840359,-0.932576787226885,-0.0988434015428491,,Serotransferrin OS=Homo sapiens GN=TF PE=1 SV=3
HPX,Glomerular,,Homo sapiens,Randles_2021,-0.1185419426774426,0.9717200089581436,0.853178066280701,ECM-affiliated Proteins,Hemopexin OS=Homo sapiens GN=HPX PE=1 SV=2
HPX,Tubulointerstitial,,Homo sapiens,Randles_2021,0.38233128366972,-0.7666227241129033,-0.3842914404431833,ECM-affiliated Proteins,Hemopexin OS=Homo sapiens GN=HPX PE=1 SV=2
VTN,Glomerular,,Homo sapiens,Randles_2021,0.4171460700207978,-1.3534551220109845,-0.9363090519901864,ECM Glycoproteins,Vitronectin OS=Homo sapiens GN=VTN PE=1 SV=1
VTN,Tubulointerstitial,,Homo sapiens,Randles_2021,-0.4304180663457554,-0.7786683225298826,-1.209086388875638,ECM Glycoproteins,Vitronectin OS=Homo sapiens GN=VTN PE=1 SV=1
VWF,Glomerular,,Homo sapiens,Randles_2021,-0.3136242217509848,1.468748163567837,1.1551239418168522,ECM Glycoproteins,von Willebrand factor OS=Homo sapiens GN=VWF PE=1 SV=4
VWF,Tubulointerstitial,,Homo sapiens,Randles_2021,0.2466156966280969,0.1222292430556633,0.3688449396837602,ECM Glycoproteins,von Willebrand factor OS=Homo sapiens GN=VWF PE=1 SV=4
SERPINF2,Glomerular,,Homo sapiens,Randles_2021,0.1880437592662553,0.8845375353907725,1.072581294657028,ECM Regulators,Alpha-2-antiplasmin OS=Homo sapiens GN=SERPINF2 PE=1 SV=3
SERPINF2,Tubulointerstitial,,Homo sapiens,Randles_2021,-0.0589087164935024,0.6599702586316134,0.6010615421381109,ECM Regulators,Alpha-2-antiplasmin OS=Homo sapiens GN=SERPINF2 PE=1 SV=3
A2M,Cortex,Ovary,Homo sapiens,Ouni_2022,0.3095212670882152,-0.9220694439760906,-0.6125481768878753,ECM Regulators,Alpha-2-macroglobulin
F2,Cortex,Ovary,Homo sapiens,Ouni_2022,0.7132780720863754,0.0296218377267331,0.7428999098131086,ECM Regulators,Prothrombin
FGA,Cortex,Ovary,Homo sapiens,Ouni_2022,0.062363402424954,0.2452788766640062,0.3076422790889602,ECM Glycoproteins,Fibrinogen alpha chain
FGB,Cortex,Ovary,Homo sapiens,Ouni_2022,-0.0323990238442088,0.2623665694341992,0.2299675455899904,ECM Glycoproteins,Fibrinogen beta chain
FGG,Cortex,Ovary,Homo sapiens,Ouni_2022,0.4215569238604847,-0.2922481569990843,0.1293087668614003,ECM Glycoproteins,Fibrinogen gamma chain
HPX,Cortex,Ovary,Homo sapiens,Ouni_2022,0.6538258124963177,1.1122566269364187,1.7660824394327364,ECM-affiliated Proteins,Hemopexin
PLG,Cortex,Ovary,Homo sapiens,Ouni_2022,0.2899869059713602,0.6934459072868517,0.983432813258212,ECM Regulators,Plasminogen
SERPINA1,Cortex,Ovary,Homo sapiens,Ouni_2022,0.6869290041761544,0.921972222718523,1.6089012268946774,ECM Regulators,Alpha-1-antitrypsin
SERPINA3,Cortex,Ovary,Homo sapiens,Ouni_2022,0.3182218810936921,-1.7873073564391742,-1.469085475345482,ECM Regulators,Alpha-1-antichymotrypsin
SERPINC1,Cortex,Ovary,Homo sapiens,Ouni_2022,-0.981038801977502,1.2833821028968244,0.3023433009193224,ECM Regulators,Antithrombin-III
SERPINF2,Cortex,Ovary,Homo sapiens,Ouni_2022,0.6400139731745711,-0.5135182441069295,0.1264957290676416,ECM Regulators,Alpha-2-antiplasmin
THBS1,Cortex,Ovary,Homo sapiens,Ouni_2022,-0.6324459538944665,-0.4587547778228205,-1.091200731717287,ECM Glycoproteins,Thrombospondin-1
VTN,Cortex,Ovary,Homo sapiens,Ouni_2022,1.766139652316271,-0.3055662011823981,1.4605734511338728,ECM Glycoproteins,Vitronectin
Fga,Skeletal_muscle_Soleus,Skeletal muscle,Mus musculus,Schuler_2021,-0.2792922201128309,0.9645038618213156,0.6852116417084847,ECM Glycoproteins,
Fga,Skeletal_muscle_Gastrocnemius,Skeletal muscle,Mus musculus,Schuler_2021,-0.2226011693739287,0.7831841300089202,0.5605829606349915,ECM Glycoproteins,
Fga,Skeletal_muscle_TA,Skeletal muscle,Mus musculus,Schuler_2021,-0.2792284789537861,0.6018555497475745,0.3226270707937883,ECM Glycoproteins,
Fga,Skeletal_muscle_EDL,Skeletal muscle,Mus musculus,Schuler_2021,-0.2295821622687378,0.3239680784846639,0.0943859162159261,ECM Glycoproteins,
Fga,Cortex,Brain,Mus musculus,Tsumagari_2023,0.0280223781219943,-0.0482171703615259,-0.0201947922395316,ECM Glycoproteins,
Fga,Hippocampus,Brain,Mus musculus,Tsumagari_2023,0.0653377052270332,-0.1671793936796502,-0.101841688452617,ECM Glycoproteins,
Fga,Native_Tissue,Heart,Mus musculus,Santinha_2024_Mouse_NT,-0.2391337309548928,0.8735433675071533,0.6344096365522605,ECM Glycoproteins,Fibrinogen alpha chain [Cleaved into: Fibrinopeptide A; Fibrinogen alpha chain]
Fga,Decellularized_Tissue,Heart,Mus musculus,Santinha_2024_Mouse_DT,0.210257316385376,1.0351467020944176,1.2454040184797937,ECM Glycoproteins,Fibrinogen alpha chain [Cleaved into: Fibrinopeptide A; Fibrinogen alpha chain]
Fgb,Skeletal_muscle_Soleus,Skeletal muscle,Mus musculus,Schuler_2021,0.024304252273107,-0.2162908129082107,-0.1919865606351037,ECM Glycoproteins,
Fgb,Skeletal_muscle_Gastrocnemius,Skeletal muscle,Mus musculus,Schuler_2021,-0.3476487212776254,-0.0699899960636802,-0.4176387173413056,ECM Glycoproteins,
Fgb,Skeletal_muscle_TA,Skeletal muscle,Mus musculus,Schuler_2021,-0.1655066454429838,0.7568852600588549,0.591378614615871,ECM Glycoproteins,
Fgb,Skeletal_muscle_EDL,Skeletal muscle,Mus musculus,Schuler_2021,-0.2955496131571641,0.965823696766709,0.6702740836095449,ECM Glycoproteins,
Fgb,Cortex,Brain,Mus musculus,Tsumagari_2023,0.037884959423312,0.700910871410452,0.7387958308337641,ECM Glycoproteins,
Fgb,Hippocampus,Brain,Mus musculus,Tsumagari_2023,0.05019369172459,0.5559526178250969,0.606146309549687,ECM Glycoproteins,
Fgb,Native_Tissue,Heart,Mus musculus,Santinha_2024_Mouse_NT,-0.2872962133647567,0.4008286902928342,0.1135324769280774,ECM Glycoproteins,Fibrinogen beta chain [Cleaved into: Fibrinopeptide B; Fibrinogen beta chain]
Fgb,Decellularized_Tissue,Heart,Mus musculus,Santinha_2024_Mouse_DT,0.6018526887242698,0.1134772029632718,0.7153298916875416,ECM Glycoproteins,Fibrinogen beta chain [Cleaved into: Fibrinopeptide B; Fibrinogen beta chain]
Fgg,Skeletal_muscle_Soleus,Skeletal muscle,Mus musculus,Schuler_2021,-0.3012555883258836,2.2577779287992437,1.95652234047336,ECM Glycoproteins,
Fgg,Skeletal_muscle_Gastrocnemius,Skeletal muscle,Mus musculus,Schuler_2021,-0.1928146551351846,1.504938037236665,1.3121233821014804,ECM Glycoproteins,
Fgg,Skeletal_muscle_TA,Skeletal muscle,Mus musculus,Schuler_2021,-0.1502336917102884,0.9569053767854384,0.8066716850751501,ECM Glycoproteins,
Fgg,Skeletal_muscle_EDL,Skeletal muscle,Mus musculus,Schuler_2021,-0.4057900502222858,0.9944376251287096,0.5886475749064236,ECM Glycoproteins,
Fgg,Cortex,Brain,Mus musculus,Tsumagari_2023,0.5198338134230798,-1.04947066248636,-0.5296368490632803,ECM Glycoproteins,
Fgg,Hippocampus,Brain,Mus musculus,Tsumagari_2023,0.3402183770333302,-0.9101848993994224,-0.5699665223660922,ECM Glycoproteins,
Fgg,Native_Tissue,Heart,Mus musculus,Santinha_2024_Mouse_NT,-0.0810061670527579,0.66035917398033,0.579353006927572,ECM Glycoproteins,Fibrinogen gamma chain
Fgg,Decellularized_Tissue,Heart,Mus musculus,Santinha_2024_Mouse_DT,0.2898518349531147,0.3246658361534477,0.6145176711065624,ECM Glycoproteins,Fibrinogen gamma chain
F13a1,Skeletal_muscle_Soleus,Skeletal muscle,Mus musculus,Schuler_2021,-0.4516727601704593,0.6833541613912304,0.231681401220771,ECM Regulators,
F13a1,Skeletal_muscle_Gastrocnemius,Skeletal muscle,Mus musculus,Schuler_2021,-0.1654537501264992,-0.2581029573867869,-0.4235567075132861,ECM Regulators,
F13a1,Skeletal_muscle_TA,Skeletal muscle,Mus musculus,Schuler_2021,-0.2675162576014377,1.0290716489195326,0.7615553913180949,ECM Regulators,
F13a1,Skeletal_muscle_EDL,Skeletal muscle,Mus musculus,Schuler_2021,-0.3138275490222679,0.8504061914814144,0.5365786424591464,ECM Regulators,
F13a1,Cortex,Brain,Mus musculus,Tsumagari_2023,-0.0828471399146426,-1.6426125111928775,-1.7254596511075202,ECM Regulators,
F13a1,Hippocampus,Brain,Mus musculus,Tsumagari_2023,0.0810664013611899,-1.6519986765996904,-1.5709322752385004,ECM Regulators,
F13a1,Native_Tissue,Heart,Mus musculus,Santinha_2024_Mouse_NT,-0.0912414575437111,0.9765381199764998,0.8852966624327886,ECM Regulators,Coagulation factor XIII A chain (Coagulation factor XIIIa) (EC 2.3.2.13) (Protein-glutamine gamma-glutamyltransferase A chain) (Transglutaminase A chain)
F13b,Skeletal_muscle_Soleus,Skeletal muscle,Mus musculus,Schuler_2021,-0.3837883925033059,-2.517009159514939,-2.9007975520182447,ECM Regulators,
F13b,Skeletal_muscle_Gastrocnemius,Skeletal muscle,Mus musculus,Schuler_2021,0.1616772262326546,-1.7555623144370067,-1.593885088204352,ECM Regulators,
F13b,Native_Tissue,Heart,Mus musculus,Santinha_2024_Mouse_NT,-0.1739886150031921,-1.9152294360157336,-2.0892180510189258,ECM Regulators,Coagulation factor XIII B chain (Protein-glutamine gamma-glutamyltransferase B chain) (Transglutaminase B chain)
F13b,Decellularized_Tissue,Heart,Mus musculus,Santinha_2024_Mouse_DT,-0.1138135658999758,0.2599805224072897,0.1461669565073139,ECM Regulators,Coagulation factor XIII B chain (Protein-glutamine gamma-glutamyltransferase B chain) (Transglutaminase B chain)
Plg,Skeletal_muscle_Soleus,Skeletal muscle,Mus musculus,Schuler_2021,-0.0425504645463176,0.724736483296812,0.6821860187504943,ECM Regulators,
Plg,Skeletal_muscle_Gastrocnemius,Skeletal muscle,Mus musculus,Schuler_2021,0.1103477180432894,-0.0796077854525597,0.0307399325907296,ECM Regulators,
Plg,Skeletal_muscle_TA,Skeletal muscle,Mus musculus,Schuler_2021,-0.0441471864951616,0.3734331982648687,0.329286011769707,ECM Regulators,
Plg,Skeletal_muscle_EDL,Skeletal muscle,Mus musculus,Schuler_2021,0.0519780004269862,0.0951988177478797,0.147176818174866,ECM Regulators,
Plg,Native_Tissue,Heart,Mus musculus,Santinha_2024_Mouse_NT,0.0970929292006361,0.5637517279863571,0.6608446571869933,ECM Regulators,"Plasminogen (EC 3.4.21.7) [Cleaved into: Plasmin heavy chain A; Activation peptide; Angiostatin; Plasmin heavy chain A, short form; Plasmin light chain B]"
Plg,Decellularized_Tissue,Heart,Mus musculus,Santinha_2024_Mouse_DT,-0.0109586148786131,0.7393317061357962,0.7283730912571831,ECM Regulators,"Plasminogen (EC 3.4.21.7) [Cleaved into: Plasmin heavy chain A; Activation peptide; Angiostatin; Plasmin heavy chain A, short form; Plasmin light chain B]"
Serpinf2,Skeletal_muscle_Soleus,Skeletal muscle,Mus musculus,Schuler_2021,-0.2271616382866768,1.194435180473435,0.9672735421867582,ECM Regulators,
Serpinf2,Skeletal_muscle_Gastrocnemius,Skeletal muscle,Mus musculus,Schuler_2021,0.0107189082814264,0.8616752868723104,0.8723941951537368,ECM Regulators,
Serpinf2,Skeletal_muscle_TA,Skeletal muscle,Mus musculus,Schuler_2021,0.8053488962580848,-1.1832541463188408,-0.3779052500607561,ECM Regulators,
Serpinf2,Skeletal_muscle_EDL,Skeletal muscle,Mus musculus,Schuler_2021,0.1477216823451579,0.1367324923551861,0.284454174700344,ECM Regulators,
Serpinf2,Native_Tissue,Heart,Mus musculus,Santinha_2024_Mouse_NT,0.0358809854418722,0.4956533755043144,0.5315343609461867,ECM Regulators,Alpha-2-antiplasmin (Alpha-2-AP) (Alpha-2-plasmin inhibitor) (Alpha-2-PI) (Serpin F2)
Serpinf2,Decellularized_Tissue,Heart,Mus musculus,Santinha_2024_Mouse_DT,-0.1646746055098464,1.375182609928969,1.2105080044191223,ECM Regulators,Alpha-2-antiplasmin (Alpha-2-AP) (Alpha-2-plasmin inhibitor) (Alpha-2-PI) (Serpin F2)
Vtn,Skeletal_muscle_Soleus,Skeletal muscle,Mus musculus,Schuler_2021,0.3522403979522197,-0.3195134844130967,0.0327269135391229,ECM Glycoproteins,
Vtn,Skeletal_muscle_Gastrocnemius,Skeletal muscle,Mus musculus,Schuler_2021,0.1647881681594193,-0.922546761763377,-0.7577585936039577,ECM Glycoproteins,
Vtn,Skeletal_muscle_TA,Skeletal muscle,Mus musculus,Schuler_2021,0.1792651666802897,-0.1512235167232384,0.0280416499570512,ECM Glycoproteins,
Vtn,Skeletal_muscle_EDL,Skeletal muscle,Mus musculus,Schuler_2021,0.1470010147119753,-1.2098791982833927,-1.0628781835714174,ECM Glycoproteins,
Vtn,Native_Tissue,Heart,Mus musculus,Santinha_2024_Mouse_NT,0.3043482936641918,-0.205220135654066,0.0991281580101258,ECM Glycoproteins,Vitronectin (VN) (S-protein) (Serum-spreading factor)
Vtn,Decellularized_Tissue,Heart,Mus musculus,Santinha_2024_Mouse_DT,0.6530299995937485,-0.7727339407264912,-0.1197039411327426,ECM Glycoproteins,Vitronectin (VN) (S-protein) (Serum-spreading factor)
Vwf,Cortex,Brain,Mus musculus,Tsumagari_2023,-0.0807611313289702,-1.65491206697203,-1.735673198301,ECM Glycoproteins,
Vwf,Hippocampus,Brain,Mus musculus,Tsumagari_2023,-0.0777041625395296,-1.7014778279716805,-1.77918199051121,ECM Glycoproteins,
Vwf,Native_Tissue,Heart,Mus musculus,Santinha_2024_Mouse_NT,-0.0248987346910374,-0.47314574071454,-0.4980444754055775,ECM Glycoproteins,von Willebrand factor (vWF) [Cleaved into: von Willebrand antigen 2 (von Willebrand antigen II)]
Vwf,Decellularized_Tissue,Heart,Mus musculus,Santinha_2024_Mouse_DT,0.4483438434345435,-0.0416590439171723,0.4066847995173712,ECM Glycoproteins,von Willebrand factor (vWF) [Cleaved into: von Willebrand antigen 2 (von Willebrand antigen II)]
Thbs1,Native_Tissue,Heart,Mus musculus,Santinha_2024_Mouse_NT,0.4230681941669189,-0.8773979990736985,-0.4543298049067796,ECM Glycoproteins,Thrombospondin-1 (Glycoprotein G)
Thbs1,Decellularized_Tissue,Heart,Mus musculus,Santinha_2024_Mouse_DT,1.4209201161770966,-1.2330044902396815,0.1879156259374149,ECM Glycoproteins,Thrombospondin-1 (Glycoprotein G)
Thbs2,Skeletal_muscle_Soleus,Skeletal muscle,Mus musculus,Schuler_2021,0.8575983456943836,-1.2093491432092962,-0.3517507975149126,ECM Glycoproteins,
Serpinc1,Skeletal_muscle_Soleus,Skeletal muscle,Mus musculus,Schuler_2021,0.2585968720252535,0.2959255992199127,0.5545224712451662,ECM Regulators,
Serpinc1,Skeletal_muscle_Gastrocnemius,Skeletal muscle,Mus musculus,Schuler_2021,0.3372206685058928,-0.178660314343323,0.1585603541625697,ECM Regulators,
Serpinc1,Skeletal_muscle_TA,Skeletal muscle,Mus musculus,Schuler_2021,0.3579567834368494,-0.6236536169559579,-0.2656968335191085,ECM Regulators,
Serpinc1,Skeletal_muscle_EDL,Skeletal muscle,Mus musculus,Schuler_2021,0.2483100152627415,-0.2566256326849173,-0.0083156174221757,ECM Regulators,
Serpinc1,Cortex,Brain,Mus musculus,Tsumagari_2023,-0.0948163767852596,-0.1416755412436084,-0.2364919180288681,ECM Regulators,
Serpinc1,Hippocampus,Brain,Mus musculus,Tsumagari_2023,0.0832920310251133,-0.1865787841968575,-0.1032867531717442,ECM Regulators,
Serpinc1,Native_Tissue,Heart,Mus musculus,Santinha_2024_Mouse_NT,0.140641718562458,0.6369258911786125,0.7775676097410705,ECM Regulators,Antithrombin-III (ATIII) (Serpin C1)
Serpinc1,Decellularized_Tissue,Heart,Mus musculus,Santinha_2024_Mouse_DT,-0.0057797944383047,0.2168500562607086,0.2110702618224038,ECM Regulators,Antithrombin-III (ATIII) (Serpin C1)
Alb,Skeletal_muscle_Soleus,Skeletal muscle,Mus musculus,Schuler_2021,-0.3234994421572791,0.5736602162184412,0.2501607740611621,Non-ECM,
Alb,Skeletal_muscle_Gastrocnemius,Skeletal muscle,Mus musculus,Schuler_2021,0.0342494188976992,0.5763390112600675,0.6105884301577668,Non-ECM,
Alb,Skeletal_muscle_TA,Skeletal muscle,Mus musculus,Schuler_2021,0.3758321010165454,0.4832985965554035,0.8591306975719489,Non-ECM,
Alb,Skeletal_muscle_EDL,Skeletal muscle,Mus musculus,Schuler_2021,0.0930681246686391,1.055340560867412,1.1484086855360511,Non-ECM,
A2m,Cortex,Brain,Mus musculus,Tsumagari_2023,0.1462414154545734,-0.2725450631738661,-0.1263036477192926,ECM Regulators,
A2m,Hippocampus,Brain,Mus musculus,Tsumagari_2023,0.0880577670937569,-0.1928417844809292,-0.1047840173871723,ECM Regulators,
Hp,Skeletal_muscle_Soleus,Skeletal muscle,Mus musculus,Schuler_2021,1.560133339735402,-0.7367839156796285,0.8233494240557735,Non-ECM,
Hp,Skeletal_muscle_Gastrocnemius,Skeletal muscle,Mus musculus,Schuler_2021,1.4205773618473794,-0.3498485381605103,1.070728823686869,Non-ECM,
Hp,Skeletal_muscle_TA,Skeletal muscle,Mus musculus,Schuler_2021,2.010694841319192,-1.0291340580330584,0.9815607832861338,Non-ECM,
Hp,Skeletal_muscle_EDL,Skeletal muscle,Mus musculus,Schuler_2021,2.1475601905932407,-1.9248446517288265,0.2227155388644144,Non-ECM,
Hpx,Skeletal_muscle_Soleus,Skeletal muscle,Mus musculus,Schuler_2021,0.023143086304866,1.1935853928194615,1.2167284791243278,ECM-affiliated Proteins,
Hpx,Skeletal_muscle_Gastrocnemius,Skeletal muscle,Mus musculus,Schuler_2021,0.1768415856388715,0.9486765437001156,1.125518129338987,ECM-affiliated Proteins,
Hpx,Skeletal_muscle_TA,Skeletal muscle,Mus musculus,Schuler_2021,0.4720087349748593,-0.1128366372861695,0.3591720976886897,ECM-affiliated Proteins,
Hpx,Skeletal_muscle_EDL,Skeletal muscle,Mus musculus,Schuler_2021,0.3231820689939467,-0.154991754703495,0.1681903142904517,ECM-affiliated Proteins,
Hpx,Native_Tissue,Heart,Mus musculus,Santinha_2024_Mouse_NT,0.0574379016692012,0.6112015621245847,0.6686394637937859,ECM-affiliated Proteins,Hemopexin
Hpx,Decellularized_Tissue,Heart,Mus musculus,Santinha_2024_Mouse_DT,0.2985453979677495,-0.3894742365720557,-0.0909288386043062,ECM-affiliated Proteins,Hemopexin
