Gene_Symbol,Protein_Name,Matrisome_Category,Matrisome_Division,N_Tissues,N_Measurements,Direction_Consistency,Predominant_Direction,N_Upregulated,N_Downregulated,Mean_Zscore_Delta,Abs_Mean_Zscore_Delta,Median_Zscore_Delta,Std_Zscore_Delta,N_Strong_Effects,Strong_Effect_Rate,T_Statistic,P_Value,Universality_Score
S100A4,Protein S100-A4,Secreted Factors,Matrisome-associated,6,6,0.6666666666666666,DOWN,2,4,-0.051935761482839,0.1398374483127567,-0.0328949047197365,0.1818800560620831,0,0.0,-0.6994506038222457,0.5154641102203126,0.4167732757283896
COL8A1,Collagen alpha-1(VIII) chain;Vastatin,Collagens,Core matrisome,7,7,0.8571428571428571,DOWN,1,6,-0.0447604699201196,0.475644601144522,-0.1086762921868134,0.7468906954113058,2,0.2857142857142857,-0.1585574337752435,0.8792197189071775,0.4523927852405797
LOX,Protein-lysine 6-oxidase,ECM Regulators,Matrisome-associated,5,5,0.8,DOWN,1,4,-0.3684249287543076,0.4145278431697052,-0.4760866037947848,0.3137785695838093,2,0.4,-2.625492194680007,0.0584616956962381,0.5579957392953699
CTGF,Connective tissue growth factor,ECM Glycoproteins,Core matrisome,3,3,0.6666666666666666,DOWN,1,2,-0.0330565394438243,0.0971278393777611,-0.0911816994596022,0.1120450477272745,0,0.0,-0.5110052340597203,0.6601690472899557,0.3306201509503732
SERPINA4,Kallistatin,ECM Regulators,Matrisome-associated,7,7,0.7142857142857143,UP,5,2,0.7310964947436301,0.765182077237892,0.3864346680960588,0.9406220176703922,3,0.4285714285714285,2.056404669617773,0.0854807849876858,0.5972371767766722
SERPINB1,Leukocyte elastase inhibitor,ECM Regulators,Matrisome-associated,8,8,0.5,DOWN,4,4,-0.0225168020251688,0.3266128601146387,-0.0177992558614665,0.3819543876989726,1,0.125,-0.1667401544833692,0.8722888001456822,0.3493799965705627
S100A11,"Protein S100-A11;Protein S100-A11, N-terminally processed",Secreted Factors,Matrisome-associated,9,9,0.7777777777777778,DOWN,2,7,-0.1484781606186428,0.2599661866714091,-0.0589513080254963,0.3114037536988355,1,0.1111111111111111,-1.4304081969632152,0.1904740129334465,0.5800586788255496
GPC1,Glypican-1;Secreted glypican-1,ECM-affiliated Proteins,Matrisome-associated,6,6,0.8333333333333334,DOWN,1,5,-0.2137353036941562,0.2910561163712137,-0.2673513667020005,0.2534002398573827,0,0.0,-2.066069212736896,0.0937069016298187,0.5662465842523341
THBS2,Thrombospondin-2,ECM Glycoproteins,Core matrisome,4,4,0.75,UP,3,1,-0.029164118660176,0.2161012530488996,0.0737286411516461,0.3159724844209532,0,0.0,-0.1845991033910551,0.8653174513585866,0.3441348703272902
THBS4,Thrombospondin-4,ECM Glycoproteins,Core matrisome,5,5,0.8,DOWN,1,4,-0.1264448915418153,0.2800592720465622,-0.1912372246728257,0.2972609609089652,0,0.0,-0.9511486877742916,0.3953895002025417,0.4771633212817949
FBN1,Fibrillin-1,ECM Glycoproteins,Core matrisome,10,12,0.5833333333333334,DOWN,5,7,-0.0951929925677678,0.3022218224647259,-0.159490331675767,0.357335578140499,3,0.25,-0.9228249843460724,0.3758965039331274,0.5065134696951412
TIMP3,Metalloproteinase inhibitor 3,ECM Regulators,Matrisome-associated,8,8,0.875,UP,7,1,0.8571374706659904,0.9915478886751952,0.777618978245221,1.0836871990718933,6,0.75,2.237131594563751,0.0603326679865448,0.6907647258584458
IGFALS,Insulin-like growth factor-binding protein complex acid labile subunit,ECM Glycoproteins,Core matrisome,6,6,0.6666666666666666,UP,4,2,0.6169740643275367,0.7520053270570782,0.6402283432315932,0.7951809928708239,3,0.5,1.900537934989417,0.1157833502203762,0.5579262156028091
SERPINF1,Pigment epithelium-derived factor,ECM Regulators,Matrisome-associated,9,11,0.5454545454545454,DOWN,5,6,0.2675788785715463,0.59167238720229,-0.0010681515123002,0.8516776957128086,5,0.4545454545454545,1.04201242619502,0.321942450092659,0.5172386417498255
COL15A1,Collagen alpha-1(XV) chain;Restin;Restin-2;Restin-3;Restin-4,Collagens,Core matrisome,9,9,0.6666666666666666,DOWN,3,6,-0.2557398464197418,0.3447303145561485,-0.267423798916511,0.3812966133395852,3,0.3333333333333333,-2.0121331069256967,0.0790164986414876,0.577493261139082
COL18A1,Collagen alpha-1(XVIII) chain;Endostatin,Collagens,Core matrisome,10,14,0.5714285714285714,UP,8,6,0.1353354911992749,0.4411409671162168,0.1053962799545389,0.6965917643390263,3,0.2142857142857142,0.726938023476252,0.4801503978237681,0.4959831768107336
GDF5,Growth/differentiation factor 5,Secreted Factors,Matrisome-associated,3,3,0.6666666666666666,UP,2,1,0.1518947261098848,0.1541719710731956,0.0030626187607311,0.2634152227582272,0,0.0,0.998763018588159,0.4231261397309955,0.3837331456317087
CXCL12,Stromal cell-derived factor 1;SDF-1-beta(3-72);SDF-1-alpha(3-67),Secreted Factors,Matrisome-associated,8,8,0.625,UP,5,3,0.4329792386839988,0.6786329353667202,0.3432896281111265,0.8459624141027665,3,0.375,1.447641411403188,0.1909769167580083,0.5583443807733057
THBS3,Thrombospondin-3,ECM Glycoproteins,Core matrisome,5,5,0.8,DOWN,1,4,-0.0177754777603513,0.667666721130785,-0.1820355164220894,0.9595406218653996,3,0.6,-0.0414231307137478,0.968943752737538,0.401213215683218
COMP,Cartilage oligomeric matrix protein,ECM Glycoproteins,Core matrisome,4,5,0.8,UP,4,1,0.5464161733409195,0.6032152262092355,0.3238511033207727,0.8304106580352504,1,0.2,1.4713487787914914,0.2151635431887089,0.5278770492772994
SERPINH1,Serpin H1,ECM Regulators,Matrisome-associated,10,10,0.7,DOWN,3,7,-0.3139173302394654,0.4343341268060262,-0.226905593730426,0.6730982599353091,2,0.2,-1.4748125491386177,0.1743642850617595,0.5950311439035448
ANXA11,Annexin A11,ECM-affiliated Proteins,Matrisome-associated,10,10,0.6,DOWN,4,6,-0.171797866026779,0.2378146270376775,-0.0494338957247462,0.3387113010342562,1,0.1,-1.6039398512603469,0.1431905912285574,0.5516139326933504
LUM,Lumican,Proteoglycans,Core matrisome,10,10,0.5,DOWN,5,5,-0.0806051469233048,0.3166689519284133,0.0627679114992521,0.4306557107365769,2,0.2,-0.591878498427881,0.5685000090547995,0.4444374816171755
PRELP,Prolargin,Proteoglycans,Core matrisome,10,10,0.8,UP,8,2,0.0491008244956114,0.1830036815710293,0.121064689594963,0.22295600590216,0,0.0,0.6964173930638939,0.503754809409646,0.5340199945104679
LAMB2,Laminin subunit beta-2,ECM Glycoproteins,Core matrisome,11,11,0.5454545454545454,DOWN,5,6,-0.2335506270130718,0.2749069109031718,-0.0479378962758483,0.357801064927459,2,0.1818181818181818,-2.1648895860934476,0.0556482138689461,0.5741150590117151
CCL18,C-C motif chemokine 18;CCL18(1-68);CCL18(3-69);CCL18(4-69),Secreted Factors,Matrisome-associated,3,3,0.6666666666666666,DOWN,1,2,-0.1434304125154229,0.3450283589683889,-0.3336787836235776,0.3874771336424051,0,0.0,-0.6411443160321958,0.5870939522183936,0.3700252219237484
LOXL3,Lysyl oxidase homolog 3,ECM Regulators,Matrisome-associated,4,4,1.0,DOWN,0,4,-0.1495886640706707,0.1495886640706707,-0.1175584054712919,0.1427467553082021,0,0.0,-2.095860795542377,0.1270651126266944,0.5601340791758458
S100A10,Protein S100-A10,Secreted Factors,Matrisome-associated,8,8,0.5,DOWN,4,4,-0.0227420391286973,0.4515514404448387,0.0259324160357449,0.546607582523637,4,0.5,-0.1176789389687348,0.9096275329084336,0.3544061080510324
HTRA3,Serine protease HTRA3,ECM Regulators,Matrisome-associated,3,3,1.0,UP,3,0,0.4403139319156351,0.4403139319156351,0.5186880118994321,0.1496752818059301,2,0.6666666666666666,5.095337668026943,0.0364256386134603,0.5896874419394597
TNFAIP6,Tumor necrosis factor-inducible gene 6 protein,ECM Glycoproteins,Core matrisome,3,3,1.0,UP,3,0,0.9239561415399552,0.9239561415399552,0.9319251154605976,0.4641038802060607,2,0.6666666666666666,3.4482344349328815,0.0747892976858582,0.6303789310874122
FBLN2,Fibulin-2,ECM Glycoproteins,Core matrisome,6,6,0.5,DOWN,3,3,-0.2069330195533188,0.3855075848239657,-0.1521743540307537,0.4844403010559909,1,0.1666666666666666,-1.046321513164985,0.3433344574606473,0.4257662199314436
HSPG2,Basement membrane-specific heparan sulfate proteoglycan core protein;Endorepellin;LG3 peptide,Proteoglycans,Core matrisome,10,11,0.6363636363636364,DOWN,4,7,-0.0510437406139593,0.1310541124425061,-0.0587258074549441,0.1754935284469775,0,0.0,-0.9646676832523614,0.357459712624695,0.5089931478636966
COL7A1,Collagen alpha-1(VII) chain,Collagens,Core matrisome,7,7,0.5714285714285714,UP,4,3,-0.0002687307775185,0.4215406791682205,0.0671316555441776,0.5827074347821717,3,0.4285714285714285,-0.0012201574315059,0.9990660117975468,0.33729884875059
PLOD1,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1",ECM Regulators,Matrisome-associated,7,7,0.5714285714285714,UP,4,3,0.1664014444868694,0.3125715301302709,0.06199941416967,0.4526101783297683,1,0.1428571428571428,0.972706450258855,0.3682650142037337,0.4525621333655576
COL14A1,Collagen alpha-1(XIV) chain,Collagens,Core matrisome,9,9,0.8888888888888888,DOWN,1,8,-0.3971837623992437,0.4332488844936939,-0.3804635408603667,0.3356027786481469,4,0.4444444444444444,-3.55048099422019,0.0075041717745908,0.6673142501728826
ITIH3,Inter-alpha-trypsin inhibitor heavy chain H3,ECM Regulators,Matrisome-associated,5,5,0.8,UP,4,1,0.4564250217936337,0.5480173934394152,0.4169931314942069,0.5207544407867413,2,0.4,1.959843825470788,0.121576409533797,0.5587217515548292
FMOD,Fibromodulin,Proteoglycans,Core matrisome,6,6,0.6666666666666666,DOWN,2,4,-0.3198289781519718,0.3631109815474354,-0.2786408329979512,0.4055122980089846,3,0.5,-1.9319211902439584,0.1112161175019553,0.5199502275955289
COL16A1,Collagen alpha-1(XVI) chain,Collagens,Core matrisome,7,7,0.5714285714285714,DOWN,3,4,-0.134225734777413,0.1571391741939637,-0.0258603024897802,0.2290955142343885,0,0.0,-1.5501303679067928,0.1720875124894392,0.4762543981147858
DPT,Dermatopontin,ECM Glycoproteins,Core matrisome,10,10,0.5,DOWN,5,5,0.0062002336984791,0.1683734335186437,0.0162987374540369,0.2477404172069113,1,0.1,0.0791427605296567,0.9386508458571176,0.3555777624157349
MFGE8,Lactadherin;Lactadherin short form;Medin,ECM Glycoproteins,Core matrisome,9,9,0.5555555555555556,DOWN,4,5,0.043157739832895,0.2007148551636531,-0.0047788523395169,0.2643216613376485,1,0.1111111111111111,0.4898320434407911,0.6374019542510385,0.4180812907445889
EFEMP1,EGF-containing fibulin-like extracellular matrix protein 1,ECM Glycoproteins,Core matrisome,10,10,0.8,UP,8,2,0.2728451434233788,0.3112494098207415,0.3103194621054171,0.2622242477526346,1,0.1,3.29035971740916,0.0093729647170061,0.6457209362739671
FSTL1,Follistatin-related protein 1,Secreted Factors,Matrisome-associated,5,5,1.0,DOWN,0,5,-0.1687397319563164,0.1687397319563164,-0.1473946552804158,0.0857900923226034,0,0.0,-4.398101236918762,0.0117084808543273,0.6027675711424133
SEMA3B,Semaphorin-3B,ECM-affiliated Proteins,Matrisome-associated,5,5,0.6,DOWN,2,3,-0.0367730784646281,0.3327057214759888,-0.0719724838215491,0.439795996670321,1,0.2,-0.186966465841846,0.860787067819777,0.3293484527012905
COL9A2,Collagen alpha-2(IX) chain,Collagens,Core matrisome,5,5,1.0,DOWN,0,5,-0.2012065062279629,0.2012065062279629,-0.0893516828229496,0.2102946168959923,1,0.2,-2.1394338670279778,0.0991508557245425,0.5885257735955348
NID2,Nidogen-2,ECM Glycoproteins,Core matrisome,9,9,0.6666666666666666,DOWN,3,6,-0.2466624244809365,0.4211532332947186,-0.3415271954597382,0.4912857518652819,4,0.4444444444444444,-1.506225797579665,0.1704312472871775,0.566852603283801
SEMA3A,Semaphorin-3A,ECM-affiliated Proteins,Matrisome-associated,4,4,0.75,UP,3,1,0.4940292922118665,0.6709072270279424,0.6106452949344405,0.6181885811449701,3,0.75,1.5983125773590203,0.2082662466237116,0.5210257086721696
ITIH4,Inter-alpha-trypsin inhibitor heavy chain H4;70 kDa inter-alpha-trypsin inhibitor heavy chain H4;35 kDa inter-alpha-trypsin inhibitor heavy chain H4,ECM Regulators,Matrisome-associated,10,12,0.5,DOWN,6,6,0.5043345810014913,0.7649616135672485,0.0858306512104171,1.073478524788284,6,0.5,1.6274813107804396,0.1319130473309397,0.576584140125831
LTBP2,Latent-transforming growth factor beta-binding protein 2,ECM Glycoproteins,Core matrisome,5,5,0.6,UP,3,2,-0.0302341608772957,0.2095870201958549,0.1196311053006875,0.314565087868525,1,0.2,-0.2149178073841248,0.840344158485411,0.3211251644401504
POSTN,Periostin,ECM Glycoproteins,Core matrisome,10,11,0.5454545454545454,UP,6,5,0.2463793629869518,0.5281711792792916,0.1762645196462397,0.7357707527796206,4,0.3636363636363636,1.110601230107946,0.2927302173788598,0.5343780263238149
PCOLCE,Procollagen C-endopeptidase enhancer 1,ECM Glycoproteins,Core matrisome,6,6,0.6666666666666666,DOWN,2,4,-0.2084810703427766,0.2764667223672625,-0.1393516044684556,0.3917413984549414,1,0.1666666666666666,-1.303595293689206,0.2491634794819399,0.4836963292815147
TGFBI,Transforming growth factor-beta-induced protein ig-h3,ECM Glycoproteins,Core matrisome,10,12,0.6666666666666666,DOWN,4,8,-0.0698947789828779,0.152718484877658,-0.037798442040061,0.2200834763123343,1,0.0833333333333333,-1.100139914278127,0.2947640918292725,0.5327896183572054
IGFBP7,Insulin-like growth factor-binding protein 7,ECM Glycoproteins,Core matrisome,8,8,0.75,DOWN,2,6,-0.1091520884814838,0.3403678404735887,-0.1726796724744202,0.4248826139113736,2,0.25,-0.7266212306068207,0.4910360880100609,0.5020060370335819
LAMA4,Laminin subunit alpha-4,ECM Glycoproteins,Core matrisome,11,11,0.7272727272727273,DOWN,3,8,-0.1430798355127456,0.198569076397332,-0.1756392394546119,0.2165526420278024,1,0.0909090909090909,-2.191347678873483,0.0532144838426994,0.621513476111835
ECM1,Extracellular matrix protein 1,ECM Glycoproteins,Core matrisome,9,9,0.6666666666666666,UP,6,3,0.3937228846440428,0.4824387669073198,0.2474348575515708,0.537017747652799,4,0.4444444444444444,2.1994964954040883,0.0590402459333858,0.5952593569158195
CCL14,C-C motif chemokine 14;HCC-1(3-74);HCC-1(4-74);HCC-1(9-74),Secreted Factors,Matrisome-associated,3,3,1.0,UP,3,0,0.1646992436087928,0.1646992436087928,0.1300765962872858,0.1436735363473508,0,0.0,1.9855254151252948,0.1854874967691065,0.5323136014776462
LEPRE1,Prolyl 3-hydroxylase 1,ECM Regulators,Matrisome-associated,4,4,0.75,DOWN,1,3,-0.6599620857774359,0.6766704003018914,-0.4902256975018528,0.7314889716761405,1,0.25,-1.8044348208427332,0.1689283263486958,0.5294696100545676
FNDC1,Fibronectin type III domain-containing protein 1,ECM Glycoproteins,Core matrisome,5,5,0.8,DOWN,1,4,0.0216998037366623,0.6248751268175701,-0.2782981435917383,0.9260561102890568,3,0.6,0.0523966482316447,0.960724974236264,0.3985778119521512
FBLN7,Fibulin-7,ECM Glycoproteins,Core matrisome,3,3,0.6666666666666666,UP,2,1,-0.0085086125560352,0.1991744423831368,0.0631237879908825,0.2743066121501581,0,0.0,-0.0537258257591841,0.962037488762719,0.2804511229563581
SFRP4,Secreted frizzled-related protein 4,Secreted Factors,Matrisome-associated,4,4,1.0,UP,4,0,0.1552199700212694,0.1552199700212694,0.1052903246104029,0.1655472352913876,0,0.0,1.875234820419191,0.1574354580612834,0.5546231406839879
GDF6,Growth/differentiation factor 6,Secreted Factors,Matrisome-associated,3,3,0.6666666666666666,DOWN,1,2,-0.0474983028077167,0.1486879510293539,-0.0288536209075088,0.2092290911451074,0,0.0,-0.3932028442411968,0.7321248244961756,0.3213850066742885
CHADL,Chondroadherin-like protein,Proteoglycans,Core matrisome,3,3,0.6666666666666666,DOWN,1,2,-0.130614334346791,0.2185142113661443,-0.1296479454411352,0.2629486762091166,0,0.0,-0.860360533268154,0.4802580822008714,0.3787409811670283
VWA1,von Willebrand factor A domain-containing protein 1,ECM Glycoproteins,Core matrisome,9,9,1.0,DOWN,0,9,-0.2581326446081609,0.2581326446081609,-0.136576177334594,0.2211345583674859,1,0.1111111111111111,-3.5019308584846893,0.0080562528968309,0.6830255432932146
CSPG4,Chondroitin sulfate proteoglycan 4,ECM-affiliated Proteins,Matrisome-associated,6,6,0.8333333333333334,DOWN,1,5,-0.2426158962727481,0.2889023239414083,-0.2168191659058999,0.3020945896840571,2,0.3333333333333333,-1.967215467108404,0.106301983927121,0.5635121885498932
PLXDC2,Plexin domain-containing protein 2,ECM-affiliated Proteins,Matrisome-associated,5,5,0.8,UP,4,1,0.1212075333093433,0.131524599563052,0.1067043972414581,0.1414726852555732,0,0.0,1.9157640457247531,0.127893811956789,0.5158089916825945
PAMR1,Inactive serine protease PAMR1,ECM Regulators,Matrisome-associated,3,3,0.6666666666666666,UP,2,1,-0.046667785527908,0.1348160726766316,0.0332613057082369,0.1980818661288776,0,0.0,-0.4080685283854984,0.7227626377224122,0.3218702561937689
VIT,Vitrin,ECM Glycoproteins,Core matrisome,4,4,1.0,DOWN,0,4,-0.9767647112103884,0.9767647112103884,-0.8482083333799619,0.8483351620589166,3,0.75,-2.302780209745809,0.1047211272288031,0.6473204809693959
ITIH6,Inter-alpha-trypsin inhibitor heavy chain H6,ECM Regulators,Matrisome-associated,3,3,1.0,UP,3,0,0.1819210213941249,0.1819210213941249,0.0200594497137893,0.2820405170532559,1,0.3333333333333333,1.1172027881368247,0.3801101824052755,0.4951112421289456
CHRDL2,Chordin-like protein 2,Secreted Factors,Matrisome-associated,3,3,1.0,DOWN,0,3,-0.5723148487450705,0.5723148487450705,-0.4052126064420148,0.5406548671081379,1,0.3333333333333333,-1.8334772444659988,0.2081794890154493,0.5685367635420054
CD109,CD109 antigen,ECM Regulators,Matrisome-associated,5,5,1.0,DOWN,0,5,-0.5215845234201113,0.5215845234201113,-0.5214475237979757,0.4741715967316599,3,0.6,-2.4596548136121785,0.0697173033709532,0.6264502857854676
ABI3BP,Target of Nesh-SH3,ECM Glycoproteins,Core matrisome,7,7,0.7142857142857143,DOWN,2,5,-0.0723070718096305,0.3005569627566163,-0.1927314981904289,0.3996082811226263,1,0.1428571428571428,-0.478735149086828,0.6490735756002577,0.4380561072060302
ITIH5,Inter-alpha-trypsin inhibitor heavy chain H5,ECM Regulators,Matrisome-associated,8,8,0.875,DOWN,1,7,-0.2143284085934179,0.2435599420548017,-0.1992938862631663,0.2091314424056388,0,0.0,-2.898714212918193,0.0230281242949442,0.6234268399347267
ANGPTL5,Angiopoietin-related protein 5,Secreted Factors,Matrisome-associated,3,3,0.6666666666666666,UP,2,1,-0.0808366471592571,0.1549911379856047,0.0137634486731216,0.2400197737509333,0,0.0,-0.5833401882073362,0.6186818731387558,0.3447039156413975
CILP2,Cartilage intermediate layer protein 2;Cartilage intermediate layer protein 2 C1;Cartilage intermediate layer protein 2 C2,ECM Glycoproteins,Core matrisome,3,3,1.0,UP,3,0,0.0632938628081539,0.0632938628081539,0.0515262392068036,0.05222529722357,0,0.0,2.0991395361851533,0.1706559554713123,0.5251393716571411
AEBP1,Adipocyte enhancer-binding protein 1,ECM Glycoproteins,Core matrisome,11,11,0.6363636363636364,UP,7,4,-0.0809654920924296,0.3020670533834869,0.0656027814580071,0.4532734511740426,2,0.1818181818181818,-0.5924286047231307,0.5667174799745505,0.5018899473113531
SCUBE1,"Signal peptide, CUB and EGF-like domain-containing protein 1",Secreted Factors,Matrisome-associated,3,3,1.0,DOWN,0,3,-0.6981558880442552,0.6981558880442552,-0.5719032735968359,0.3605281445717298,2,0.6666666666666666,-3.354083413189483,0.0785580941005496,0.6070451464549038
LTBP4,Latent-transforming growth factor beta-binding protein 4,ECM Glycoproteins,Core matrisome,8,8,0.625,DOWN,3,5,-0.1444789789705346,0.2798147223073053,-0.1633139166987432,0.3263908626295872,1,0.125,-1.2520211496841418,0.250773581261543,0.5065032265666572
PXDN,Peroxidasin homolog,ECM Glycoproteins,Core matrisome,9,9,0.6666666666666666,UP,6,3,0.0925075663427472,0.2440665224098832,0.1362781610250249,0.3034415593170431,1,0.1111111111111111,0.9145836834376376,0.3871454415819384,0.5058010933363652
HTRA1,Serine protease HTRA1,ECM Regulators,Matrisome-associated,8,8,0.75,UP,6,2,0.3492371470255061,0.4154690203794188,0.3644838691814859,0.3855932324036314,3,0.375,2.5617457377517288,0.0374560957140186,0.6002321534833734
FRZB,Secreted frizzled-related protein 3,Secreted Factors,Matrisome-associated,3,3,1.0,DOWN,0,3,-0.5243683442964379,0.5243683442964379,-0.4054682545620861,0.5180510707802175,1,0.3333333333333333,-1.7531719659112852,0.2216661938598896,0.5610447721282541
PRG4,Proteoglycan 4;Proteoglycan 4 C-terminal part,Proteoglycans,Core matrisome,4,4,1.0,UP,4,0,1.5492759913809868,1.5492759913809868,1.092620864311073,1.1524872089430451,4,1.0,2.688578197413296,0.0745040026761283,0.7106150338969908
CTHRC1,Collagen triple helix repeat-containing protein 1,ECM Glycoproteins,Core matrisome,4,4,0.5,DOWN,2,2,-0.0199533353755559,0.1519501616043406,0.0246318262598063,0.1960750207042418,0,0.0,-0.2035275610721821,0.8517461705368684,0.265434017347178
BCAN,Brevican core protein,Proteoglycans,Core matrisome,3,3,0.6666666666666666,UP,2,1,-0.0864144635876187,0.2439911172113921,0.0061797729401059,0.3716508431269875,0,0.0,-0.4027281094891125,0.7261170334806593,0.3321168814955956
HMCN1,Hemicentin-1,ECM Glycoproteins,Core matrisome,5,5,0.6,DOWN,2,3,-0.261952354895305,0.5690803011334863,-0.2550801405335872,0.7248558858907651,1,0.2,-0.808082384117279,0.4643590176939899,0.4322715206921976
HAPLN3,Hyaluronan and proteoglycan link protein 3,Proteoglycans,Core matrisome,3,3,1.0,DOWN,0,3,-0.4290115108198833,0.4290115108198833,-0.2615398711321988,0.3098699399043612,1,0.3333333333333333,-2.398005221162354,0.1386349382777575,0.568115339897025
S100A13,Protein S100-A13,Secreted Factors,Matrisome-associated,7,7,0.7142857142857143,DOWN,2,5,-0.1268075029678864,0.216103366611736,-0.1594598997313934,0.24373074319664,1,0.1428571428571428,-1.3765235884068714,0.2178203860865186,0.5158613854942901
EPYC,Epiphycan,Proteoglycans,Core matrisome,3,3,1.0,UP,3,0,0.8760482804297104,0.8760482804297104,0.7228143243513353,0.482127869701269,2,0.6666666666666666,3.147215141343679,0.0878581032169522,0.6229743838701688
COL12A1,Collagen alpha-1(XII) chain,Collagens,Core matrisome,10,12,0.6666666666666666,DOWN,4,8,-0.1671818492551932,0.3003485596127478,-0.1123289217075112,0.3552199560369254,4,0.3333333333333333,-1.630355795569182,0.1312999078076799,0.5802454626350328
OMD,Osteomodulin,Proteoglycans,Core matrisome,4,4,0.75,UP,3,1,0.2107391408632818,0.3279349446137328,0.2524641177920562,0.3328870571698856,1,0.25,1.2661299760641231,0.2948480834409969,0.4694121130672914
SEMA3C,Semaphorin-3C,ECM-affiliated Proteins,Matrisome-associated,5,5,0.6,UP,3,2,0.0710266671149842,0.185439675899139,0.094134458984347,0.2288116841584269,0,0.0,0.6941099029470367,0.5258169178804251,0.3816158781314759
SPON2,Spondin-2,ECM Glycoproteins,Core matrisome,3,3,1.0,UP,3,0,0.1452081238659979,0.1452081238659979,0.1020953527646336,0.1292776313259155,0,0.0,1.9454862038243803,0.191128366224992,0.5292363156121896
ASPN,Asporin,Proteoglycans,Core matrisome,9,9,0.6666666666666666,DOWN,3,6,-0.1279534722457295,0.2329725311617303,-0.1336769832840935,0.2491781283817234,0,0.0,-1.5405060597820257,0.1620037441716703,0.5497200336936037
FGFBP2,Fibroblast growth factor-binding protein 2,Secreted Factors,Matrisome-associated,3,3,1.0,DOWN,0,3,-0.1680870853236082,0.1680870853236082,-0.2148082399412936,0.1493417240278501,0,0.0,-1.949457686870962,0.1905586383722564,0.5316381573284977
CHRD,Chordin,Secreted Factors,Matrisome-associated,3,3,1.0,DOWN,0,3,-0.1586411868590344,0.1586411868590344,-0.087938355883485,0.1703809740709311,0,0.0,-1.6127070367521463,0.248138803456742,0.5191775344651433
SMOC2,SPARC-related modular calcium-binding protein 2,ECM Glycoproteins,Core matrisome,3,3,0.6666666666666666,DOWN,1,2,-0.0196641113225005,0.1400568790035094,-0.0321625376326877,0.1943057623717692,0,0.0,-0.175286823615118,0.8769947456934497,0.2915479152322492
SMOC1,SPARC-related modular calcium-binding protein 1,ECM Glycoproteins,Core matrisome,3,3,0.6666666666666666,UP,2,1,0.1615638362717971,0.1850378132284267,0.0410521722049294,0.277411323782935,0,0.0,1.0087431517664176,0.4192991728452908,0.3875851232243728
MMRN2,Multimerin-2,ECM Glycoproteins,Core matrisome,7,7,0.7142857142857143,DOWN,2,5,-0.1066119922128236,0.1712214120059667,-0.0908594028066842,0.1928468563544573,0,0.0,-1.462657071546121,0.1938834929410026,0.5161605686628163
SPON1,Spondin-1,ECM Glycoproteins,Core matrisome,5,5,0.6,DOWN,2,3,0.1394209789913484,0.4004210942018941,-0.006742551149379,0.6461486413799551,1,0.2,0.4824815321880464,0.6546788029202083,0.3773416429537948
MXRA5,Matrix-remodeling-associated protein 5,ECM Glycoproteins,Core matrisome,4,4,0.75,DOWN,1,3,-0.2681169061886037,0.4281269107814541,-0.2220321320183796,0.5233072623775057,1,0.25,-1.0247016445767894,0.3809137942379657,0.4622181675246699
PDGFC,"Platelet-derived growth factor C;Platelet-derived growth factor C, latent form;Platelet-derived growth factor C, receptor-binding form",Secreted Factors,Matrisome-associated,3,3,1.0,UP,3,0,0.2029489152429887,0.2029489152429887,0.2436883409891204,0.0841536499313592,0,0.0,4.177095501247601,0.0528134647787614,0.5626733750391348
LTBP3,Latent-transforming growth factor beta-binding protein 3,ECM Glycoproteins,Core matrisome,4,4,0.5,DOWN,2,2,-0.0452385597655393,0.2182902846654981,-0.0622590116108572,0.2825203499647175,0,0.0,-0.3202499202000064,0.769788163238904,0.2884596311128867
EMILIN3,EMILIN-3,ECM Glycoproteins,Core matrisome,5,5,1.0,DOWN,0,5,-0.7878585169964121,0.7878585169964121,-0.6208183488962105,0.4552671193104349,3,0.6,-3.8696078102993634,0.0179994855930651,0.6634212486986752
CTSF,Cathepsin F,ECM Regulators,Matrisome-associated,3,3,0.6666666666666666,UP,2,1,0.11306811968862,0.3734137666701283,0.1869953308084793,0.4709946222260624,1,0.3333333333333333,0.4158003484017956,0.7179240981738557,0.3466977335028299
IL17B,Interleukin-17B,Secreted Factors,Matrisome-associated,3,3,1.0,DOWN,0,3,-1.421826012755146,1.421826012755146,-1.2412866159878913,0.3541038139939647,3,1.0,-6.954669213636205,0.0200552082647617,0.6911127360931505
ANGPTL2,Angiopoietin-related protein 2,Secreted Factors,Matrisome-associated,5,5,1.0,UP,5,0,0.4640510103862444,0.4640510103862444,0.5067125124015619,0.1387695131954964,3,0.6,7.4775041027151135,0.0017101675877522,0.6342983616387211
PCOLCE2,Procollagen C-endopeptidase enhancer 2,ECM Glycoproteins,Core matrisome,4,4,0.75,UP,3,1,0.0334206995224196,0.0877028868166176,0.0374015839167125,0.1168335880383476,0,0.0,0.5721077317500531,0.6073085570643479,0.3828968125629097
CLEC11A,C-type lectin domain family 11 member A,ECM-affiliated Proteins,Matrisome-associated,3,3,1.0,UP,3,0,0.2272398453138574,0.2272398453138574,0.1964792932175482,0.1361111809192468,0,0.0,2.8916871849139736,0.1016769161389993,0.5553297777741741
