Protein_ID,Protein_Name,Gene_Symbol,Canonical_Gene_Symbol,Matrisome Category,Matrisome Division,Tissue,Tissue_Compartment,Species,Abundance_Young,Abundance_Old,Method,Study_ID,Match_Level,Match_Confidence,Zscore_Young,Zscore_Old,Zscore_Delta
P21460,Cystatin-C,Cst3,Cst3,ECM Regulators,Matrisome-associated,Lung,Lung,Mus musculus,27.8304575,27.7053125,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-0.4624339616220004,-0.5644583153758115,-0.10202435375381108
P21956,Lactadherin,Mfge8,Mfge8,ECM Glycoproteins,Core matrisome,Lung,Lung,Mus musculus,30.3267825,32.1373525,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,0.3356120524150494,0.8478973927125841,0.5122853402975347
P21981,Protein-glutamine gamma-glutamyltransferase 2,Tgm2,Tgm2,ECM Regulators,Matrisome-associated,Lung,Lung,Mus musculus,36.5814625,36.3140575,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,2.335160365666432,2.1788856391524503,-0.15627472651398167
P27005,Protein S100-A8;Protein S100,S100a8,S100a8,Secreted Factors,Matrisome-associated,Lung,Lung,Mus musculus,32.918502499999995,33.12035,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,1.164154736360489,1.1611486562755549,-0.003006080084934082
P27467,Protein Wnt-3a,Wnt3a,Wnt3a,Secreted Factors,Matrisome-associated,Lung,Lung,Mus musculus,27.009895,26.986765,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-0.7247582312556731,-0.7934374453380075,-0.06867921408233446
P28301,Protein-lysine 6-oxidase,Lox,Lox,ECM Regulators,Matrisome-associated,Lung,Lung,Mus musculus,28.3856675,26.941723333333332,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-0.2849397942145075,-0.8077908480641744,-0.5228510538496669
P28654,Decorin,Dcn,Dcn,Proteoglycans,Core matrisome,Lung,Lung,Mus musculus,34.2466725,33.6053,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,1.5887552088404724,1.315687401557065,-0.2730678072834074
P29788,Vitronectin,Vtn,Vtn,ECM Glycoproteins,Core matrisome,Lung,Lung,Mus musculus,31.200525,32.508455,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,0.6149373483680067,0.9661564188407041,0.3512190704726974
P31725,Protein S100-A9,S100a9,S100a9,Secreted Factors,Matrisome-associated,Lung,Lung,Mus musculus,32.6869125,33.19679,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,1.0901181119662944,1.1855077483248762,0.09538963635858178
P32261,Antithrombin-III,Serpinc1,Serpinc1,ECM Regulators,Matrisome-associated,Lung,Lung,Mus musculus,31.8915,32.39676,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,0.8358340042718863,0.9305626356584834,0.09472863138659715
P35242,Pulmonary surfactant-associated protein A,Sftpa1,Sftpa1,ECM-affiliated Proteins,Matrisome-associated,Lung,Lung,Mus musculus,32.6924575,33.4390925,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,1.0918907838531038,1.2627221504871062,0.17083136663400245
P37889,Fibulin-2,Fbln2,Fbln2,ECM Glycoproteins,Core matrisome,Lung,Lung,Mus musculus,27.8146475,28.0340325,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-0.4674882343957487,-0.45970529681938743,0.007782937576361282
P39039,Mannose-binding protein A,Mbl1,Mbl1,ECM-affiliated Proteins,Matrisome-associated,Lung,Lung,Mus musculus,26.88747,26.652196666666665,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-0.7638960771966005,-0.9000541490069625,-0.136158071810362
P47877,Insulin-like growth factor-binding protein 2,Igfbp2,Igfbp2,ECM Glycoproteins,Core matrisome,Lung,Lung,Mus musculus,,24.42627,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,,-1.6093889549773155,
P47880,Insulin-like growth factor-binding protein 6,Igfbp6,Igfbp6,ECM Glycoproteins,Core matrisome,Lung,Lung,Mus musculus,25.65543,25.979153333333333,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-1.157764908832789,-1.114532491626653,0.04323241720613602
P48036,Annexin A5,Anxa5,Anxa5,ECM-affiliated Proteins,Matrisome-associated,Lung,Lung,Mus musculus,35.210685,35.256765,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,1.896938771920956,1.8419588294905238,-0.05497994243043225
P49182,Heparin cofactor 2,Serpind1,Serpind1,ECM Regulators,Matrisome-associated,Lung,Lung,Mus musculus,25.550212499999997,25.77878,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-1.1914017175343583,-1.1783853496969838,0.013016367837374476
P49935,Pro-cathepsin H;Cathepsin H mini chain;Cathepsin H;Cathepsin H heavy chain;Cathepsin H light chain,Ctsh,Ctsh,ECM Regulators,Matrisome-associated,Lung,Lung,Mus musculus,29.646395,29.7484375,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,0.1181000968901738,0.0866231857135526,-0.0314769111766212
P50404,Pulmonary surfactant-associated protein D,Sftpd,Sftpd,ECM-affiliated Proteins,Matrisome-associated,Lung,Lung,Mus musculus,27.0370575,27.5943175,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-0.716074696517095,-0.5998290299495236,0.1162456665675714
P50543,Protein S100-A11,S100a11,S100a11,Secreted Factors,Matrisome-associated,Lung,Lung,Mus musculus,32.4247575,32.4494675,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,1.0063102132312005,0.9473589052057042,-0.05895130802549631
P50608,Fibromodulin,Fmod,Fmod,Proteoglycans,Core matrisome,Lung,Lung,Mus musculus,27.1843425,,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-0.6689893982576749,,
P51655,Glypican-4;Secreted glypican-4,Gpc4,Gpc4,ECM-affiliated Proteins,Matrisome-associated,Lung,Lung,Mus musculus,28.39278,27.9496,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-0.2826660108430166,-0.48661135437373515,-0.20394534353071853
P51885,Lumican,Lum,Lum,Proteoglycans,Core matrisome,Lung,Lung,Mus musculus,33.652425,33.849714999999996,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,1.3987812075680086,1.3935749929128336,-0.005206214655175012
P58022,Lysyl oxidase homolog 2,Loxl2,Loxl2,ECM Regulators,Matrisome-associated,Lung,Lung,Mus musculus,27.14789,26.519945,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-0.6806428377443944,-0.9421987136591019,-0.2615558759147075
P61148,Fibroblast growth factor 1;Fibroblast growth factor,Fgf1,Fgf1,Secreted Factors,Matrisome-associated,Lung,Lung,Mus musculus,26.7829725,26.74073,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-0.7973027102879797,-0.8718412811877578,-0.07453857089977811
P70206,Plexin-A1,Plxna1,Plxna1,ECM-affiliated Proteins,Matrisome-associated,Lung,Lung,Mus musculus,26.47617,26.443435,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-0.8953838945174378,-0.9665801125692746,-0.07119621805183673
P70663,SPARC-like protein 1,Sparcl1,Sparcl1,ECM Glycoproteins,Core matrisome,Lung,Lung,Mus musculus,28.4631275,29.18246,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-0.2601767348182715,-0.09373654767662527,0.16644018714164627
P86793,C-C motif chemokine 21c;C-C motif chemokine 21b;C-C motif chemokine 21a,Ccl21c;Ccl21b;Ccl21a,Ccl21c,Secreted Factors,Matrisome-associated,Lung,Lung,Mus musculus,25.254585,25.1050175,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-1.285910384480664,-1.393092868756133,-0.10718248427546895
P97290,Plasma protease C1 inhibitor,Serping1,Serping1,ECM Regulators,Matrisome-associated,Lung,Lung,Mus musculus,29.221862499999997,30.179319999999997,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-0.017617996488767326,0.22393227100844892,0.24155026749721625
P97298,Pigment epithelium-derived factor,Serpinf1,Serpinf1,ECM Regulators,Matrisome-associated,Lung,Lung,Mus musculus,25.8126675,26.01169,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-1.107497912295018,-1.1041640502568009,0.0033338620382170614
P97352,Protein S100-A13,S100a13,S100a13,Secreted Factors,Matrisome-associated,Lung,Lung,Mus musculus,31.1129775,30.80851,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,0.5869494327665092,0.424435896420706,-0.16251353634580323
P97384,Annexin A11;Annexin,Anxa11,Anxa11,ECM-affiliated Proteins,Matrisome-associated,Lung,Lung,Mus musculus,31.507375,31.68193,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,0.7130337177939706,0.7027681593421985,-0.010265558451772128
P97429,Annexin A4;Annexin,Anxa4,Anxa4,ECM-affiliated Proteins,Matrisome-associated,Lung,Lung,Mus musculus,33.128325000000004,33.1184725,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,1.2312325446507941,1.1605503544005864,-0.07068219025020772
P97816,Protein S100-G;Protein S100,S100g,S100g,Secreted Factors,Matrisome-associated,Lung,Lung,Mus musculus,29.3686925,28.84117,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,0.0293218435725484,-0.20249524110301242,-0.23181708467556084
P97821,Dipeptidyl peptidase 1;Dipeptidyl peptidase 1 exclusion domain chain;Dipeptidyl peptidase 1 heavy chain;Dipeptidyl peptidase 1 light chain,Ctsc,Ctsc,ECM Regulators,Matrisome-associated,Lung,Lung,Mus musculus,27.69019,27.583440000000003,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-0.5072758469029403,-0.6032953567910516,-0.09601950988811137
P97873,Lysyl oxidase homolog 1,Loxl1,Loxl1,ECM Regulators,Matrisome-associated,Lung,Lung,Mus musculus,29.07058,28.7077775,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-0.0659812489172603,-0.24500335447545166,-0.17902210555819137
P97927,Laminin subunit alpha-4,Lama4,Lama4,ECM Glycoproteins,Core matrisome,Lung,Lung,Mus musculus,34.651239999999994,33.8816425,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,1.71809072436186,1.4037493114817081,-0.3143414128801518
Q00780,Collagen alpha-1(VIII) chain;Vastatin,Col8a1,Col8a1,Collagens,Core matrisome,Lung,Lung,Mus musculus,28.4385075,28.4509175,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-0.2680474619333672,-0.32685678702109316,-0.05880932508772596
Q00897,Alpha-1-antitrypsin 1-4,Serpina1d,Serpina1d,ECM Regulators,Matrisome-associated,Lung,Lung,Mus musculus,31.625570000000003,32.295452499999996,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,0.7508192820250351,0.8982790312918325,0.1474597492667974
Q00898,Alpha-1-antitrypsin 1-5,Serpina1e,Serpina1e,ECM Regulators,Matrisome-associated,Lung,Lung,Mus musculus,25.65832,31.207077500000004,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-1.1568410095085553,0.5514471787384491,1.7082881882470042
Q01149,Collagen alpha-2(I) chain,Col1a2,Col1a2,Collagens,Core matrisome,Lung,Lung,Mus musculus,34.291669999999996,34.222245,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,1.6031403852564547,1.512288919667596,-0.09085146558885882
Q02105,Complement C1q subcomponent subunit C,C1qc,C1qc,ECM-affiliated Proteins,Matrisome-associated,Lung,Lung,Mus musculus,,25.402806666666667,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,,-1.2981965615593218,
Q02496,Mucin-1;Mucin-1 subunit alpha;Mucin-1 subunit beta,Muc1,Muc1,ECM-affiliated Proteins,Matrisome-associated,Lung,Lung,Mus musculus,26.397192500000003,26.810055,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-0.9206320809809827,-0.8497495222092227,0.07088255877175997
Q02788,Collagen alpha-2(VI) chain,Col6a2,Col6a2,Collagens,Core matrisome,Lung,Lung,Mus musculus,34.58929,34.7504325,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,1.698286031235127,1.680606134892626,-0.01767989634250089
Q03734,Serine protease inhibitor A3M,Serpina3m,Serpina3m,ECM Regulators,Matrisome-associated,Lung,Lung,Mus musculus,26.388137500000003,26.7867325,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-0.9235268589674651,-0.8571816902406236,0.06634516872684149
Q04857,Collagen alpha-1(VI) chain,Col6a1,Col6a1,Collagens,Core matrisome,Lung,Lung,Mus musculus,35.224577499999995,35.236737500000004,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,1.901380042288399,1.8355766772663251,-0.06580336502207396
Q05306,Collagen alpha-1(X) chain,Col10a1,Col10a1,Collagens,Core matrisome,Lung,Lung,Mus musculus,26.177325,26.71103666666667,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-0.9909211587217791,-0.8813036391144691,0.10961751960731003
Q05895,Thrombospondin-3,Thbs3,Thbs3,ECM Glycoproteins,Core matrisome,Lung,Lung,Mus musculus,26.391425,26.0106,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-0.9224758835251063,-1.1045113999471958,-0.18203551642208948
Q059V7,Cathepsin G,Ctsg,Ctsg,ECM Regulators,Matrisome-associated,Lung,Lung,Mus musculus,26.528675,27.9929725,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-0.8785986578327051,-0.47278986405571805,0.40580879377698703
Q07076,Annexin A7;Annexin,Anxa7,Anxa7,ECM-affiliated Proteins,Matrisome-associated,Lung,Lung,Mus musculus,31.002735,30.9917425,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,0.5517061901188259,0.4828264947190767,-0.06887969539974925
Q07079,Insulin-like growth factor-binding protein 5,Igfbp5,Igfbp5,ECM Glycoproteins,Core matrisome,Lung,Lung,Mus musculus,,,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,,,
Q07456,Protein AMBP;Alpha-1-microglobulin;Inter-alpha-trypsin inhibitor light chain;Trypstatin,Ambp,Ambp,ECM Regulators,Matrisome-associated,Lung,Lung,Mus musculus,29.2519575,31.103397500000003,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-0.007996975671186556,0.5184075311236699,0.5264045067948564
Q07968,Coagulation factor XIII B chain,F13b,F13b,ECM Regulators,Matrisome-associated,Lung,Lung,Mus musculus,,25.7408875,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,,-1.1904605314798067,
Q0VBA8,Urokinase-type plasminogen activator;Urokinase-type plasminogen activator long chain A;Urokinase-type plasminogen activator short chain A;Urokinase-type plasminogen activator chain B,Plau,Plau,ECM Regulators,Matrisome-associated,Lung,Lung,Mus musculus,26.182345,25.9893025,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-0.9893163232174007,-1.1112982623611207,-0.12198193914372002
Q0VEM1,Netrin-4,Ntn4,Ntn4,ECM Glycoproteins,Core matrisome,Lung,Lung,Mus musculus,28.94005,28.6069275,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-0.10771016891455887,-0.2771411675729669,-0.16943099865840805
Q149J9,Bone morphogenetic protein 3,Bmp3,Bmp3,Secreted Factors,Matrisome-associated,Lung,Lung,Mus musculus,26.3485625,26.716356666666663,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-0.9361785253192095,-0.8796083176897929,0.05657020762941667
Q2I0J8,von Willebrand factor;von Willebrand antigen 2,Vwf,Vwf,ECM Glycoproteins,Core matrisome,Lung,Lung,Mus musculus,33.2813775,33.7664725,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,1.2801616454543356,1.3670481519929536,0.08688650653861796
Q3KQQ4,,Serpina1b,Serpina1b,ECM Regulators,Matrisome-associated,Lung,Lung,Mus musculus,30.7588525,31.7074525,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,0.47373979671316274,0.7109014001432027,0.23716160343003995
Q3TAF9,,Bgn,Bgn,Proteoglycans,Core matrisome,Lung,Lung,Mus musculus,26.8956025,27.42197,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-0.7612962117106741,-0.6547509113855577,0.10654530032511633
Q3TJ69,,Serpinb9b,Serpinb9b,ECM Regulators,Matrisome-associated,Lung,Lung,Mus musculus,26.3333975,,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-0.9410265991088289,,
Q3TNY9,Biglycan,Bgn,Bgn,Proteoglycans,Core matrisome,Lung,Lung,Mus musculus,34.316154999999995,34.52413,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,1.6109679544446398,1.6084904437820586,-0.0024775106625811727
Q3TR40,Thrombospondin-1,Thbs1,Thbs1,ECM Glycoproteins,Core matrisome,Lung,Lung,Mus musculus,30.52116,31.334055,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,0.3977522741784356,0.5919110276486096,0.19415875347017397
Q3TVE3,,S100a16,S100a16,Secreted Factors,Matrisome-associated,Lung,Lung,Mus musculus,27.114175,26.6205725,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-0.6914211303798724,-0.9101318045121476,-0.21871067413227518
Q3TWH5,Transforming growth factor beta-2;Latency-associated peptide,Tgfb2,Tgfb2,Secreted Factors,Matrisome-associated,Lung,Lung,Mus musculus,24.661655000000003,,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-1.4754631963553135,,
Q3TYW1,Chondroadherin,Chad,Chad,Proteoglycans,Core matrisome,Lung,Lung,Mus musculus,27.2346725,27.643955,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-0.6528994837287238,-0.5840110755853398,0.06888840814338393
Q3U131,Insulin-like growth factor-binding protein 7,Igfbp7,Igfbp7,ECM Glycoproteins,Core matrisome,Lung,Lung,Mus musculus,30.093695,29.1253275,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,0.261096694720494,-0.11194292949907217,-0.37303962421956616
Q3U4U1,,Postn,Postn,ECM Glycoproteins,Core matrisome,Lung,Lung,Mus musculus,28.1545225,28.9036975,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-0.35883415729407253,-0.18256963764783277,0.17626451964623976
Q3U962,Collagen alpha-2(V) chain,Col5a2,Col5a2,Collagens,Core matrisome,Lung,Lung,Mus musculus,28.25586,27.890835,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-0.3264377393807482,-0.505337964058173,-0.17890022467742478
Q3UBR4,Cathepsin S,Ctss,Ctss,ECM Regulators,Matrisome-associated,Lung,Lung,Mus musculus,27.615455,28.105604999999997,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-0.5311677555522785,-0.43689732827281413,0.09427042727946433
Q3UE11,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1",Plod1,Plod1,ECM Regulators,Matrisome-associated,Lung,Lung,Mus musculus,26.95047,26.61258,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-0.7437557113050065,-0.9126787700171739,-0.1689230587121674
Q3UG07,72 kDa type IV collagenase;PEX,Mmp2,Mmp2,ECM Regulators,Matrisome-associated,Lung,Lung,Mus musculus,26.791644999999995,26.5359775,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-0.794530213094412,-0.9370896458506144,-0.14255943275620242
Q3UGY5,,Fn1,Fn1,ECM Glycoproteins,Core matrisome,Lung,Lung,Mus musculus,26.386913333333336,26.338669999999997,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-0.9239182107861788,-0.9999655165272457,-0.076047305741067
Q3UHN1,Slit homolog 3 protein,Slit3,Slit3,ECM Glycoproteins,Core matrisome,Lung,Lung,Mus musculus,27.525025,27.3493175,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-0.5600771728154038,-0.6779030429281189,-0.11782587011271506
Q3UQ13,Tumor necrosis factor ligand superfamily member 10,Tnfsf10,Tnfsf10,Secreted Factors,Matrisome-associated,Lung,Lung,Mus musculus,25.5125525,25.74286,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-1.2034411807006653,-1.1898319560079686,0.013609224692696653
Q3UQ28,Peroxidasin homolog,Pxdn,Pxdn,ECM Glycoproteins,Core matrisome,Lung,Lung,Mus musculus,30.2828825,30.443444999999997,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,0.32157773396043027,0.30810083704098645,-0.013476896919443815
Q3UQ52,Matrix metalloproteinase-9,Mmp9,Mmp9,ECM Regulators,Matrisome-associated,Lung,Lung,Mus musculus,30.949287499999997,31.560677500000004,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,0.5346196471665866,0.6641286929802107,0.1295090458136241
Q3UU65,,Lama3,Lama3,ECM Glycoproteins,Core matrisome,Lung,Lung,Mus musculus,30.436265,30.744215,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,0.37061233191864373,0.40394704472903803,0.033334712810394296
Q3UY00,Protein S100;Protein S100-B,S100b,S100b,Secreted Factors,Matrisome-associated,Lung,Lung,Mus musculus,25.22032,25.212165,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-1.2968645057072583,-1.3589482348556265,-0.06208372914836824
Q3V1T9,"Plasminogen;Plasmin heavy chain A;Activation peptide;Angiostatin;Plasmin heavy chain A, short form;Plasmin light chain B",Plg,Plg,ECM Regulators,Matrisome-associated,Lung,Lung,Mus musculus,30.055945,30.5771125,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,0.24902845960291203,0.35069658450962565,0.10166812490671362
Q3V3W7,Coagulation factor XIII A chain,F13a1,F13a1,ECM Regulators,Matrisome-associated,Lung,Lung,Mus musculus,30.1478725,30.9668025,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,0.2784166101663958,0.4748788788672961,0.19646226870090028
Q3ZB23,Protein Wnt;Protein Wnt-4,Wnt4,Wnt4,Secreted Factors,Matrisome-associated,Lung,Lung,Mus musculus,25.8542675,26.062510000000003,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-1.0941988770396163,-1.0879692692789544,0.006229607760661837
Q496P9,Bone morphogenetic protein 5,Bmp5,Bmp5,Secreted Factors,Matrisome-associated,Lung,Lung,Mus musculus,24.503163333333333,25.30822333333333,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-1.5261311353622238,-1.3283373794949374,0.19779375586728642
Q4LFA9,Semaphorin-3G,Sema3g,Sema3g,ECM-affiliated Proteins,Matrisome-associated,Lung,Lung,Mus musculus,25.460569999999997,25.244079999999997,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-1.2200593802238384,-1.3487778996547624,-0.12871851943092394
Q4VBE4,Pikachurin,Egflam,Egflam,ECM Glycoproteins,Core matrisome,Lung,Lung,Mus musculus,26.084343333333333,25.80393,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-1.020646314084905,-1.1703708132626505,-0.14972449917774555
Q543R5,Glia-derived nexin,Serpine2,Serpine2,ECM Regulators,Matrisome-associated,Lung,Lung,Mus musculus,28.581935,29.397625,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-0.22219536147437244,-0.025170037462176997,0.19702532401219544
Q545D8,Bone marrow proteoglycan;Eosinophil granule major basic protein,Prg2,Prg2,Proteoglycans,Core matrisome,Lung,Lung,Mus musculus,28.285885,29.0372525,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-0.3168390967474917,-0.14000974049127562,0.1768293562562161
Q545I6,Cathepsin Z,Ctsz,Ctsz,ECM Regulators,Matrisome-associated,Lung,Lung,Mus musculus,28.4702075,28.4100075,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-0.2579133413180727,-0.33989355384131514,-0.08198021252324245
Q54AE5,Metalloproteinase inhibitor 3,Timp3,Timp3,ECM Regulators,Matrisome-associated,Lung,Lung,Mus musculus,29.2431575,30.354049999999997,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-0.010810233129060305,0.2796133823870208,0.29042361551608115
Q59IW6,,Abi3bp,Abi3bp,ECM Glycoproteins,Core matrisome,Lung,Lung,Mus musculus,29.735445,29.0906425,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,0.14656834423376872,-0.12299597905075617,-0.2695643232845249
