Protein_ID,Protein_Name,Gene_Symbol,Canonical_Gene_Symbol,Matrisome_Category,Matrisome_Division,Dataset_Name,Organ,Compartment,Tissue,Tissue_Compartment,Species,Abundance_Young,Abundance_Old,Method,Study_ID,Match_Level,Match_Confidence
P70232-2,,Chl1,Chrdl1,Secreted Factors,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,25.649720564305568,26.014054089988864,TMT 6-plex LC-MS/MS,Tsumagari_2023,3,80
P70663,,Sparcl1,Sparcl1,ECM Glycoproteins,Core matrisome,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,31.839630555771482,31.800134123411283,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
P70701,,Wnt10a,Wnt10a,Secreted Factors,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,24.000501894609133,23.839469671007766,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
P86793,,Ccl21c,Ccl21c,Secreted Factors,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,22.593181021994766,22.599033453055167,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
P97298,,Serpinf1,Serpinf1,ECM Regulators,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,24.0428632710972,23.853558835048634,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
P97352,,S100a13,S100a13,Secreted Factors,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,32.277526491114344,32.484813839321866,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
P97384,,Anxa11,Anxa11,ECM-affiliated Proteins,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,30.70371326453697,30.762306717291267,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
P97927,,Lama4,Lama4,ECM Glycoproteins,Core matrisome,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,28.419332426519546,28.401767655289664,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
P98086,,C1qa,C1qa,ECM-affiliated Proteins,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,29.660766985703884,30.197601815559082,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
Q00897,,Serpina1d,Serpina1d,ECM Regulators,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,26.032396945324933,26.402094596248286,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
Q00898,,Serpina1e,Serpina1e,ECM Regulators,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,27.300571120355098,26.77913957287167,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
Q01149,,Col1a2,Col1a2,Collagens,Core matrisome,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,31.6701962815084,31.974109105150884,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
Q02105,,C1qc,C1qc,ECM-affiliated Proteins,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,27.77684985829245,28.091211653621766,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
Q02788,,Col6a2,Col6a2,Collagens,Core matrisome,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,26.633998373379754,26.702129644820502,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
Q04857,,Col6a1,Col6a1,Collagens,Core matrisome,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,26.443180408398916,27.02682461435597,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
Q07079,,Igfbp5,Igfbp5,ECM Glycoproteins,Core matrisome,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,27.118033812697885,27.129572741629982,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
Q07235,,Serpine2,Serpine2,ECM Regulators,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,28.744527739611755,28.8424186849546,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
Q3U1F9,,Pag1,Pappa,ECM Regulators,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,28.399320632299816,28.281319475263185,TMT 6-plex LC-MS/MS,Tsumagari_2023,3,80
Q8VCM7,,Fgg,Fgg,ECM Glycoproteins,Core matrisome,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,24.864526544124402,26.4724054430543,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
Q3UH93,,Plxnd1,Plxnd1,ECM-affiliated Proteins,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,28.517824856227435,28.43054451875845,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
Q3UTR7,,Agt,Agt,ECM Regulators,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,24.780866247629067,24.8558865932329,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
Q3UU35,,Ovos,BC048546,ECM Regulators,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,26.694761743990554,26.744762072069516,TMT 6-plex LC-MS/MS,Tsumagari_2023,3,80
Q60519,,Sema5b,Sema5b,ECM-affiliated Proteins,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,20.4541504749659,20.750384793150733,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
Q60675,,Lama2,Lama2,ECM Glycoproteins,Core matrisome,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,29.83572122612267,30.095234235994383,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
Q60854,,Serpinb6,Serpinb6a,ECM Regulators,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,31.113442017752117,31.303106327676783,TMT 6-plex LC-MS/MS,Tsumagari_2023,3,80
Q61001,,Lama5,Lama5,ECM Glycoproteins,Core matrisome,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,29.69021173164548,30.237975840379573,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
Q61191,,Hcfc1,Hcfc1,Secreted Factors,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,29.971678750898167,30.01204851532498,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
Q61282,,Acan,Acan,Proteoglycans,Core matrisome,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,28.609263253780217,29.255470120154232,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
Q61292,,Lamb2,Lamb2,ECM Glycoproteins,Core matrisome,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,32.189411692047365,32.52373785436196,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
Q61361,,Bcan,Bcan,Proteoglycans,Core matrisome,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,34.37204290172452,34.36593238119745,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
Q61704,,Itih3,Itih3,ECM Regulators,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,28.250678078137998,28.7767240313155,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
Q61789,,Lama3,Lama3,ECM Glycoproteins,Core matrisome,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,27.137853995552295,27.107531366974836,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
Q61838,,A2m,A2m,ECM Regulators,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,27.10445347763165,27.64091434403532,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
Q62178,,Sema4a,Sema4a,ECM-affiliated Proteins,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,26.923502168551465,26.829238506622584,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
Q62179,,Sema4b,Sema4b,ECM-affiliated Proteins,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,26.963581039126865,26.910246193694565,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
Q62226,,Shh,Shh,Secreted Factors,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,23.877289469466735,24.30903287404428,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
Q8BKQ3,,Spock1,Spock1,Proteoglycans,Core matrisome,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,27.467609069964098,27.464675540654614,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
Q62356,,Fstl1,Fstl1,Secreted Factors,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,23.64788592765743,23.427624686780934,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
Q62426,,Cstb,Cstb,ECM Regulators,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,29.681629833080212,29.722025192510884,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
Q640P2,,Angptl1,Angptl1,Secreted Factors,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,26.326989646108046,26.78624158640893,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
Q64519,,Sdc3,Sdc3,ECM-affiliated Proteins,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,30.055010229974915,29.956564124146983,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
Q68FM6,,Elfn2,Elfn2,ECM-affiliated Proteins,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,30.231977298175114,30.158839213072934,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
Q6DFY8,,Brinp2,Brinp2,Secreted Factors,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,26.3530270355639,26.227096173257696,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
Q6DIB5,,Megf10,Megf10,Secreted Factors,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,23.580721547928565,23.94727175214187,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
Q71M36,,Cspg5,Cspg5,ECM-affiliated Proteins,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,32.071243505146136,32.079536290878515,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
Q9R1V4,,Adam11,Adam11,ECM Regulators,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,29.024963820903533,29.102438288933254,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
Q80UG2,,Plxna4,Plxna4,ECM-affiliated Proteins,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,31.550535198957984,31.531571792479237,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
Q80WM4,,Hapln4,Hapln4,Proteoglycans,Core matrisome,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,27.546240485150218,27.791963473718166,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
Q80YX1,,Tnc,Tnc,ECM Glycoproteins,Core matrisome,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,29.353212745022798,29.021262786716495,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
Q8BG58,,P4htm,P4htm,ECM Regulators,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,25.260380046939634,25.02092227800642,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
Q8BH27,,Megf9,Megf9,Secreted Factors,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,27.565478119214635,27.49401935250403,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
Q8BH61,,F13a1,F13a1,ECM Regulators,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,23.154460093123564,23.00795078489927,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
Q8BJD1,,Itih5,Itih5,ECM Regulators,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,26.02914774961202,26.34422747065928,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
Q8BME9,,Cbln4,Cbln4,Secreted Factors,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,22.956917316252,23.551150852588403,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
Q8BYI9,,Tnr,Tnr,ECM Glycoproteins,Core matrisome,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,34.66933501704208,34.58968713935718,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
Q8C8T7,,Elfn1,Elfn1,ECM-affiliated Proteins,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,27.745805000555205,27.704847500747388,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
Q8CJH3,,Plxnb1,Plxnb1,ECM-affiliated Proteins,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,30.00548639151305,30.01200852783936,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
Q8K0E8,,Fgb,Fgb,ECM Glycoproteins,Core matrisome,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,29.910990124625133,30.147220389644364,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
Q8K406,,Lgi3,Lgi3,ECM Glycoproteins,Core matrisome,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,26.4826665336717,26.886480520798653,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
Q8K4Z0-2,,Lgi2,Lgi2,ECM Glycoproteins,Core matrisome,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,24.959993945765802,25.11499020744893,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
Q8R066,,C1qtnf4,C1qtnf4,ECM-affiliated Proteins,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,26.835368739088807,26.78348875004485,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
Q8R2Z5,,Vwa1,Vwa1,ECM Glycoproteins,Core matrisome,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,28.2853366857245,28.583870894671794,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
Q8R3X6,,Gpc6,Gpc6,ECM-affiliated Proteins,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,26.20431017813682,26.118671085304054,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
Q8VCC9,,Spon1,Spon1,ECM Glycoproteins,Core matrisome,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,28.082929299778982,27.96401778833382,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
Q8VED9,,Lgalsl,Lgalsl,ECM-affiliated Proteins,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,30.35612787622655,30.600502109766683,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
Q8VHY0,,Cspg4,Cspg4,ECM-affiliated Proteins,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,27.482472195572115,27.413626749198567,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
Q91V77,,S100a1,S100a1,Secreted Factors,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,32.54020089355331,32.86911455887365,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
Q91XD7,,Creld1,Creld1,ECM Glycoproteins,Core matrisome,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,29.505866552678814,29.410256995733295,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
Q91YE3,,Egln1,Egln1,ECM Regulators,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,26.60907910174947,26.450140434956904,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
Q91ZV7,,Plxdc1,Plxdc1,ECM-affiliated Proteins,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,24.5788623451204,24.612588739010267,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
Q91ZW8-2,,Cd209d,Cd209d,ECM-affiliated Proteins,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,25.80778220149003,25.56099599782797,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
Q99KC8,,Vwa5a,Vwa5a,ECM Glycoproteins,Core matrisome,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,28.983697526032785,29.287213131927235,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
Q99MQ5,,Col25a1,Col25a1,Collagens,Core matrisome,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,25.66125366793342,25.541534171107468,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
Q9CYA0,,Creld2,Creld2,ECM Glycoproteins,Core matrisome,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,25.948479212291534,25.909492954444868,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
Q9CYT6,,Cap2,Serpinb8,ECM Regulators,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,33.413017659826686,33.40185214395293,TMT 6-plex LC-MS/MS,Tsumagari_2023,3,80
Q9D0F3,,Lman1,Lman1,ECM-affiliated Proteins,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,29.4117003938286,29.47114294288255,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
Q9D154,,Serpinb1a,Serpinb1a,ECM Regulators,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,31.161336381739915,31.56699200955802,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
Q9D708,,S100a16,S100a16,Secreted Factors,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,27.96860009086635,28.04557551460997,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
Q9DAV6,,Serpinb9b,Serpinb9b,ECM Regulators,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,26.450242950049148,26.845471234460202,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
Q9ER58,,Spock2,Spock2,Proteoglycans,Core matrisome,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,27.824673275801732,27.75434906635738,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
Q9ESM3,,Hapln2,Hapln2,Proteoglycans,Core matrisome,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,27.339661331278,28.402565280373434,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
Q9ESN4,,C1ql3,C1ql3,ECM-affiliated Proteins,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,26.983397038264183,26.897828527029585,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
Q9JIA1,,Lgi1,Lgi1,ECM Glycoproteins,Core matrisome,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,30.852897534741487,30.820582562962446,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
Q9JK53,,Prelp,Prelp,Proteoglycans,Core matrisome,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,28.004341567973853,28.39163161915208,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
Q9R0T7,,Try4,Try4,ECM Regulators,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,30.064430841461746,30.08784111755405,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
Q9QUP5,,Hapln1,Hapln1,Proteoglycans,Core matrisome,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,31.841904739821533,32.08083221268006,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
Q9QUR8,,Sema7a,Sema7a,ECM-affiliated Proteins,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,28.39809637045707,28.36906266005278,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
Q9QZC2,,Plxnc1,Plxnc1,ECM-affiliated Proteins,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,27.443504652399238,27.43325854152873,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
Q9QZF2,,Gpc1,Gpc1,ECM-affiliated Proteins,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,30.986019304702534,30.850042924758284,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
Q9R013,,Ctsf,Ctsf,ECM Regulators,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,24.401302027534967,24.6458218797663,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
Q9R0S3,,Mmp17,Mmp17,ECM Regulators,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,23.3357302815804,23.3296205300075,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
Q9R118,,Htra1,Htra1,ECM Regulators,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,27.491482169377377,28.67152709995965,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
Q9R1V6-14,,Adam22,Adam22,ECM Regulators,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,31.243214991361683,31.2135648886195,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
Q9R1V7,,Adam23,Adam23,ECM Regulators,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,30.523903284635963,30.4918332305275,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
Q9WUU7,,Ctsz,Ctsz,ECM Regulators,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,27.22418710898097,27.44590525781203,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
Q9Z123,,Sema4f,Sema4f,ECM-affiliated Proteins,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,25.32724884018617,25.225203189264565,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
Q9Z1T2,,Thbs4,Thbs4,ECM Glycoproteins,Core matrisome,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,24.84563853125727,25.026326019890003,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
A0A087WR20,,Ctsh,Ctsh,ECM Regulators,Matrisome-associated,Tsumagari_2023,Brain,Hippocampus,Brain_Hippocampus,Hippocampus,Mus musculus,22.635351130215536,22.918321076392434,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
P11276,,Fn1,Fn1,ECM Glycoproteins,Core matrisome,Tsumagari_2023,Brain,Hippocampus,Brain_Hippocampus,Hippocampus,Mus musculus,26.655893913606548,26.870834926948863,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
J3QQ16,,Col6a3,Col6a3,Collagens,Core matrisome,Tsumagari_2023,Brain,Hippocampus,Brain_Hippocampus,Hippocampus,Mus musculus,29.296711627786497,29.764216621986616,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
Q00896,,Serpina1c,Serpina1c,ECM Regulators,Matrisome-associated,Tsumagari_2023,Brain,Hippocampus,Brain_Hippocampus,Hippocampus,Mus musculus,30.134194494115448,30.46275773872607,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
O08746,,Matn2,Matn2,ECM Glycoproteins,Core matrisome,Tsumagari_2023,Brain,Hippocampus,Brain_Hippocampus,Hippocampus,Mus musculus,21.7509323683111,21.721698086259504,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
P07091,,S100a4,S100a4,Secreted Factors,Matrisome-associated,Tsumagari_2023,Brain,Hippocampus,Brain_Hippocampus,Hippocampus,Mus musculus,27.47707830555493,28.204120820813937,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
P97429,,Anxa4,Anxa4,ECM-affiliated Proteins,Matrisome-associated,Tsumagari_2023,Brain,Hippocampus,Brain_Hippocampus,Hippocampus,Mus musculus,28.502622688656498,28.928754669087567,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
A0A0R4IZX5,,Ncan,Ncan,Proteoglycans,Core matrisome,Tsumagari_2023,Brain,Hippocampus,Brain_Hippocampus,Hippocampus,Mus musculus,32.745288995669696,33.012195546410965,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
A0A0R4J0I1,,Serpina3k,Serpina3k,ECM Regulators,Matrisome-associated,Tsumagari_2023,Brain,Hippocampus,Brain_Hippocampus,Hippocampus,Mus musculus,29.109429190054016,28.86788268437735,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
Q61072,,Adam9,Adam9,ECM Regulators,Matrisome-associated,Tsumagari_2023,Brain,Hippocampus,Brain_Hippocampus,Hippocampus,Mus musculus,26.44846269521842,26.549851718126902,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
Q9R1B9,,Slit2,Slit2,ECM Glycoproteins,Core matrisome,Tsumagari_2023,Brain,Hippocampus,Brain_Hippocampus,Hippocampus,Mus musculus,22.867695434044304,22.779371885628418,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
Q5NCU4,,Sparc,Sparc,ECM Glycoproteins,Core matrisome,Tsumagari_2023,Brain,Hippocampus,Brain_Hippocampus,Hippocampus,Mus musculus,26.661690307089383,26.685896799072015,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
Q9WVH9,,Fbln5,Fbln5,ECM Glycoproteins,Core matrisome,Tsumagari_2023,Brain,Hippocampus,Brain_Hippocampus,Hippocampus,Mus musculus,24.333018903166334,23.927639139637716,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
P06797,,Ctsl,Ctsl,ECM Regulators,Matrisome-associated,Tsumagari_2023,Brain,Hippocampus,Brain_Hippocampus,Hippocampus,Mus musculus,29.194385293191633,29.247914076331536,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
