Gene_Symbol,Attention_Score,Gradient_Importance,PageRank_Score,Combined_Score,Delta_Z_Mean,Matrisome_Category
COL21A1,1.0000000167638063,0.14454249,0.0018169812423781387,0.6509807127088548,-0.1535948353910823,Collagens
S100A8,1.000000011175871,0.1364114,0.0018207309693730547,0.6508157043618187,0.198312324670468,Secreted Factors
LTBP4,0.9999999376013875,0.17436847,0.0018221715915193197,0.6502972911172179,-0.0022263450060261425,ECM Glycoproteins
COL2A1,0.9999999795109034,0.15192345,0.0018215467500735808,0.6500863950733583,-0.18698584155780534,Collagens
Plxnb1,1.000000011175871,0.18363097,0.001804922569841986,0.6500472754913905,-0.02965873444131037,ECM-affiliated Proteins
PXDN,1.000000026077032,0.116906665,0.0018240608169364356,0.6489414471240175,-0.05978400401765477,ECM Glycoproteins
Htra1,1.0000000037252903,0.17806633,0.0018079565345558803,0.6484494245683753,0.40624286257993586,ECM Regulators
Angptl7,1.0000000391155481,0.19208919,0.0017964498333397432,0.6481302942247964,0.5590188759932978,Secreted Factors
VWA5A,0.9999999981373549,0.12795909,0.0018256292604021743,0.6481239494482203,0.18304686192666098,ECM Glycoproteins
SERPINA5,0.999999993480742,0.17994435,0.001809013084824712,0.6465850191303892,-0.1274033403720506,ECM Regulators
LOXL1,1.0000000018626451,0.12041721,0.0018271280851020265,0.646231598564786,0.021637271463254074,ECM Regulators
PLXNA1,1.0000000447034836,0.10300786,0.0018245486146954823,0.6453555438077767,-0.027404236094539205,ECM-affiliated Proteins
FLG2,0.9999999850988388,0.15683115,0.0018180618786781894,0.6450192593577854,-0.2528645959145792,Secreted Factors
COL22A1,1.0000000298023224,0.11007798,0.001824940497908207,0.6445688921826137,-0.011675450090681072,Collagens
SERPINE2,0.9999999813735485,0.14071533,0.0018240553910966312,0.6445195877828622,0.1857350314164168,ECM Regulators
Ogn,1.0,0.12540494,0.0018255118295383167,0.6441760269166185,0.013886666339980536,Proteoglycans
Eln,1.0000000074505806,0.1317884,0.0018219550994051856,0.6441469326169936,-0.45597858299212696,ECM Glycoproteins
MUC1,1.000000050291419,0.15860045,0.00180477591815913,0.643881298099735,0.12603146288361983,ECM-affiliated Proteins
GDF6,0.9999999022111297,0.18955672,0.0018229323322980573,0.6438684700355474,-0.04106746371404871,Secreted Factors
Kera,1.000000026077032,0.20498782,0.0017939916571940834,0.6437379705622748,-0.5275179751790349,Proteoglycans
S100a6,0.9999999962747097,0.18000159,0.0018078861384731814,0.6428777578275194,0.2511244515126995,Secreted Factors
S100a11,1.0000000279396772,0.15043533,0.0018115747237566631,0.6425328202756003,-0.0012151784893598009,Secreted Factors
IGF2,0.9999998998828232,0.19007911,0.0018228426329779048,0.6415103491380285,-0.04088211032253996,Secreted Factors
IGFBP7,0.9999999301508069,0.1677588,0.0018243691454102578,0.6410177165298796,-0.052704383796763885,ECM Glycoproteins
COL1A1,0.9999999981373549,0.15566862,0.0018152818707178598,0.6407246256873852,-0.1918797202081178,Collagens
MME,0.9999999944120646,0.12699415,0.0018254585716278894,0.6402913655128118,0.02763666531687087,ECM Regulators
C1QTNF7,1.0000000093132257,0.12014293,0.0018248286344283995,0.64000512412962,-0.10445161483360563,ECM-affiliated Proteins
ECM1,0.9999999152496457,0.17294821,0.001825197602677246,0.6390087905587666,0.07392294923683501,ECM Glycoproteins
EMILIN1,0.9999999427236617,0.17189643,0.0018201811546966831,0.6384344279426468,-0.016976386986207435,ECM Glycoproteins
ADAM15,1.0000000279396772,0.11135979,0.0018238065800359224,0.6376520719656749,-0.23409292359377276,ECM Regulators
Papln,1.000000011175871,0.1248776,0.0018224917703182914,0.6373712321669615,0.07016304808390417,ECM Glycoproteins
Agt,1.0000000186264515,0.13525736,0.0018174067632235526,0.6360415957392441,-0.02933832154220532,ECM Regulators
COL7A1,0.9999999925494194,0.12750451,0.0018249396359369576,0.6357021148635731,-0.017601408681936593,Collagens
PCOLCE2,0.9999999473802745,0.16265476,0.001821890205931937,0.6354019322308831,-0.02891416759962132,ECM Glycoproteins
CTSB,0.9999999906867743,0.13641861,0.0018222364681207159,0.6350595772025781,0.039723598393137584,ECM Regulators
SPARCL1,0.9999999832361937,0.13454486,0.00182426984444971,0.6349272162808223,0.11816682250347779,ECM Glycoproteins
LAMB4,0.9999999832361937,0.13007289,0.0018256778815910158,0.6344216651612719,0.0011498973661138463,ECM Glycoproteins
Mmrn2,1.0000000447034836,0.121579215,0.0018166632365377053,0.6342284657676324,-0.12431249566815279,ECM Glycoproteins
Serpina3k,1.0000000353902578,0.15851247,0.0018060840640978068,0.6336051395724788,-0.019394388298724065,ECM Regulators
Chad,1.0000000391155481,0.19059472,0.001794706960116496,0.633596624075717,-0.2507425493357384,Proteoglycans
MFGE8,1.0000000055879354,0.1256681,0.0018227179506842236,0.6335777145051318,0.03757173875682109,ECM Glycoproteins
SLPI,0.9999999217689037,0.17854233,0.0018211645226587209,0.6330250968383869,-0.12691888141907004,ECM Regulators
CHAD,0.9999999450519681,0.16265476,0.001821890164416688,0.6324991482454029,-0.08818961429863134,Proteoglycans
Aspn,1.0000000074505806,0.19642726,0.0017986123169779547,0.6320449570985482,0.49664642332093745,Proteoglycans
Emilin2,1.0000000279396772,0.121332146,0.0018195318306656722,0.6314142882840742,-0.11055061792574251,ECM Glycoproteins
Crlf3,1.0000000149011612,0.13525736,0.0018174067666247113,0.6313975945190826,-0.010227098292684178,Secreted Factors
A2M,1.000000011175871,0.14512014,0.0018145764338171886,0.6296535354071193,0.264277816658308,ECM Regulators
Il16,1.0000000074505806,0.17112584,0.0018066383005371138,0.6295716747883899,-0.15184666173978947,Secreted Factors
ADAMTSL4,0.9999999925494194,0.17050232,0.0018093674521248875,0.6273627539542442,-0.15271542882634617,ECM Regulators
Gpc1,1.0000000186264515,0.16294119,0.001806790125990849,0.6268394565464067,-0.060667096724002584,ECM-affiliated Proteins
Sema7a,0.9999999925494194,0.18363097,0.001804922569841986,0.6268271590257253,-0.09883998954993282,ECM-affiliated Proteins
Lama4,1.000000024214387,0.16945155,0.0018035126960453261,0.6265746186444848,-0.17019317368335662,ECM Glycoproteins
Cpn2,1.000000024214387,0.13027653,0.001816399653898237,0.6257308568089619,0.005592619097618871,ECM Regulators
MMRN2,1.0000000009313226,0.13818657,0.0018181776105859544,0.6253017922274967,0.18787677158081503,ECM Glycoproteins
Serpine2,1.0000000353902578,0.18172911,0.0017969745109033615,0.624550589057846,0.20898891026852717,ECM Regulators
Cspg4,0.9999999981373549,0.17419456,0.0018065868288122651,0.6242450399687607,-0.13553844797519088,ECM-affiliated Proteins
Col6a6,1.0000000074505806,0.12325262,0.0018216949895806245,0.6240520832191184,0.029220929151424647,Collagens
VWA1,1.0000000149011612,0.12508054,0.0018195514646590144,0.6233707730330199,-0.06584145444637453,ECM Glycoproteins
Creld2,0.9999999850988388,0.18220353,0.001806275869300763,0.623243645064268,-0.08270348077585572,ECM Glycoproteins
Fgg,0.9999999143183231,0.17547426,0.0018220063670847159,0.6225844090125832,0.3130295703318152,ECM Glycoproteins
HTRA1,0.9999999962747097,0.17235504,0.0018072324177219583,0.6221460078069035,0.17686561025387826,ECM Regulators
Anxa3,1.0000000074505806,0.13525736,0.0018174068132541534,0.6221098505503774,-0.009739764584760195,ECM-affiliated Proteins
COL6A6,0.999999986961484,0.1287439,0.0018234865105749441,0.6219781730812652,0.017383141375379052,Collagens
TGM3,1.0000000167638063,0.1375007,0.0018148244422254616,0.6217983395397101,-0.339004900072081,ECM Regulators
SERPINB8,1.0000000279396772,0.10062163,0.0018249264022040129,0.6217634904202439,-0.053211773844143787,ECM Regulators
INHBC,1.000000011175871,0.11007798,0.0018249404332404521,0.6213483560336457,0.1908144902252283,Secreted Factors
LAMC3,0.9999999571591616,0.180588,0.0018117856899801446,0.6206875459485416,-0.0351176855146526,ECM Glycoproteins
TGM2,0.9999998901039362,0.1925361,0.0018206957474850233,0.6206851836341216,0.018169128034203327,ECM Regulators
Postn,0.9999999646097422,0.17573142,0.001811898095464052,0.6202322320237513,-0.37470428511827314,ECM Glycoproteins
TGM1,1.0,0.116053954,0.0018249178507383148,0.6201564820412637,0.01967798030623657,ECM Regulators
FREM1,0.9999999850988388,0.12597388,0.0018243841386340897,0.6195082837331397,-0.08854353276744967,ECM-affiliated Proteins
Thbs4,1.000000013038516,0.1278991,0.0018183559772384265,0.6193682456123532,0.09401351597044881,ECM Glycoproteins
Col15a1,0.9999999720603228,0.21419162,0.0017975453108445604,0.6193095856107663,-0.287944316495913,Collagens
SEMA3B,1.0000000018626451,0.13444416,0.0018182444806849652,0.6188265337937754,0.0341019326072921,ECM-affiliated Proteins
MMP9,0.9999999888241291,0.16985545,0.0018089592737707794,0.6186747914518816,-0.10121870391328425,ECM Regulators
LOXL2,0.9999998710118234,0.19348535,0.0018237159871340365,0.6185323753364412,-0.05615084665949798,ECM Regulators
Lgals9,1.0000000223517418,0.117145464,0.001819995908025617,0.618431774713616,-0.17751143308761244,ECM-affiliated Proteins
LPA,0.9999999487772584,0.14727439,0.0018241133873484004,0.6184049028258549,0.46170511243468315,ECM Regulators
SERPINA6,0.9999999040737748,0.16766872,0.0018258890100325493,0.6181789981596851,0.298714542272709,ECM Regulators
ADIPOQ,1.0000000447034836,0.11469381,0.001816348130032087,0.6173356205775997,-0.020268322484560362,ECM Glycoproteins
P4HA2,0.9999999208375812,0.16767932,0.0018225347340588643,0.6173312610349807,-0.09244930527683452,ECM Regulators
LTBP1,0.9999999385327101,0.14976728,0.0018250776913145762,0.6172677589477499,0.4590510407396587,ECM Glycoproteins
F12,0.999999962747097,0.14721552,0.0018212149548699841,0.6168826728111817,0.2679012453882787,ECM Regulators
PODN,0.9999999906867743,0.12014294,0.0018248286288023593,0.6167849810859684,0.008274843760607213,Proteoglycans
NPNT,0.999999949708581,0.1710473,0.0018157747059797088,0.61671373547206,-0.15333186041939365,ECM Glycoproteins
Agrn,1.0000000391155481,0.12274062,0.0018145258387901278,0.6158955518912569,-0.05816418964394716,ECM Glycoproteins
NRP1,1.0000000484287739,0.10028131,0.0018201856354869608,0.6158049346381033,-0.01736198910679775,ECM Glycoproteins
NID1,1.0000000167638063,0.101212606,0.0018259137537702881,0.6155135650240248,-0.04271849751998341,ECM Glycoproteins
Itih1,1.0000000251457095,0.21587943,0.0017861723161312385,0.6153176738089273,0.4056338899220748,ECM Regulators
ANGPTL5,0.9999998821876943,0.17927471,0.001825720188101364,0.6148272079659004,0.08908867261709479,Secreted Factors
Sema4b,0.9999999850988388,0.18168831,0.0018050983678719308,0.6144908001929154,-0.055816736195170955,ECM-affiliated Proteins
THBS3,0.9999998956918716,0.18098062,0.0018224022680685048,0.613807705804863,-0.1435980068648509,ECM Glycoproteins
F9,1.000000087544322,0.104970604,0.0018107509533380225,0.6134497200236063,0.6026532142931073,ECM Regulators
Serpina1c,1.0,0.13525736,0.0018174067681572888,0.6128215112927309,0.07157618787462479,ECM Regulators
Emilin1,1.0000000298023224,0.14633213,0.0018079800752397164,0.6126778927002279,-0.11436828695173962,ECM Glycoproteins
COL6A5,0.9999999757856131,0.12375738,0.001825835211801528,0.612535730133542,-0.010161684085124434,Collagens
Pxdn,1.0000000167638063,0.18874447,0.0017963050128865456,0.6121136343509564,-0.3865516894477446,ECM Glycoproteins
NTN1,0.999999915715307,0.16501616,0.001823595999382441,0.6120902623249819,-0.023071711665858214,ECM Glycoproteins
P4ha1,0.9999999757856131,0.18220355,0.0018062758623227744,0.6116335614136285,-0.09491734794071345,ECM Regulators
Col1a2,0.9999999534338713,0.16941006,0.0018146714440473036,0.6106672047788632,0.16046739004712446,Collagens
Plxna1,0.9999999795109034,0.18363097,0.001804922569841986,0.6105730774997596,-0.08881459154874627,ECM-affiliated Proteins
PRG2,0.9999999888241291,0.13952252,0.0018177791794843983,0.6105038342107045,0.03010383148263743,Proteoglycans
Fgf13,1.0000000055879354,0.1214665,0.0018203667684891936,0.6092584985611283,-0.07721531625167026,Secreted Factors
INHBE,0.9999999962747097,0.115228415,0.0018241990274984188,0.6090671998915954,0.006462196139805802,Secreted Factors
Gpc4,1.0000000186264515,0.11600802,0.0018196009860844881,0.6087719610904684,-0.027296458776108118,ECM-affiliated Proteins
WISP2,1.000000030733645,0.12928644,0.0018128263225593941,0.6085324851330157,0.2660896228075739,ECM Glycoproteins
Smoc2,0.9999999776482582,0.17797577,0.0018068363200826282,0.6084759853809723,0.5415050802815781,ECM Glycoproteins
Ctss,0.9999999776482582,0.16271687,0.0018119059899659512,0.6084726012606446,0.22584262567189395,ECM Regulators
Serpinc1,1.000000013038516,0.1824445,0.0017984774034022065,0.607982646853003,0.19448131501533086,ECM Regulators
VTN,0.9999999785795808,0.16431691,0.0018110558801744917,0.6075669054091303,0.6821843704828213,ECM Glycoproteins
Ctsz,1.000000024214387,0.16221118,0.0018029101045027162,0.6070505791991777,0.06776880139323004,ECM Regulators
Adipoq,0.9999999860301614,0.2105697,0.0017939541992629188,0.6056085636892058,-0.09381277857457329,ECM Glycoproteins
SEMA3G,1.0000000186264515,0.15860045,0.001804775921917547,0.6044071244996243,-0.06055146824535647,ECM-affiliated Proteins
HCFC1,0.9999999906867743,0.11422418,0.0018248376346384945,0.604080066374356,0.0328044489437446,Secreted Factors
Nid1,1.0000000037252903,0.11316816,0.001822555998419215,0.6032494615154119,-0.02606075240096018,ECM Glycoproteins
TINAGL1,0.9999999776482582,0.12183839,0.0018245942145240657,0.6026657077967,-0.14036923437795534,ECM Glycoproteins
Mbl2,1.0000000074505806,0.10825225,0.0018233573463148068,0.602493308101101,-0.14685321316660094,ECM-affiliated Proteins
Ctsc,0.9999999981373549,0.15659605,0.0018090626344961108,0.6023627198502735,-0.004743043243519505,ECM Regulators
FRAS1,1.0000000037252903,0.15662284,0.0018078661811280908,0.6016217421047445,-0.06460070327423502,ECM Glycoproteins
CTSG,0.9999999720603228,0.12284605,0.0018251553630005942,0.601514382925613,0.2524589617525618,ECM Regulators
Vcan,1.0000000037252903,0.14962694,0.0018101607687145934,0.6014271113099081,0.06192755195641547,Proteoglycans
FSTL1,0.9999998961575329,0.16926178,0.00182428588276943,0.601341744766243,-0.06805653002853858,Secreted Factors
Serping1,1.0000000204890966,0.1819723,0.00179614881276732,0.6011402497744781,-0.06010658060545196,ECM Regulators
Creld1,0.9999999664723873,0.18220353,0.001806275869300763,0.6000235285986026,-0.09452390664358237,ECM Glycoproteins
Serpina1b,0.9999999850988388,0.11925766,0.0018233007011125854,0.5979939043563908,0.21704201794156927,ECM Regulators
Pcolce,0.999999969266355,0.21401922,0.001794836551366667,0.5978754414297399,-0.9271124960991322,ECM Glycoproteins
TIMP1,1.0000000223517418,0.105846986,0.0018205566166457413,0.5977063409630022,0.023344600131720433,ECM Regulators
FGL1,0.9999999944120646,0.18887457,0.0017983269260392854,0.5976519440232689,0.45488485716813326,ECM Glycoproteins
TINAG,1.000000013038516,0.15860045,0.0018047759132406723,0.5974410332484065,-0.15969748110424736,ECM Glycoproteins
Serpina1d,1.000000026077032,0.12044484,0.0018149338923067661,0.5973389995097141,0.00672753482655852,ECM Regulators
OGN,0.9999999813735485,0.1245184,0.0018221520978442915,0.597240034069864,0.08377629276388308,Proteoglycans
LAMA3,1.0000000018626451,0.15142049,0.0018092171619478155,0.596848889943106,-0.03217222255714593,ECM Glycoproteins
Anxa6,0.9999999906867743,0.16385357,0.001807144055581216,0.5962737175447007,-0.061810909814662134,ECM-affiliated Proteins
THBS2,0.9999999166466296,0.17089935,0.0018190081791159354,0.5961637042713596,-0.04943846814320251,ECM Glycoproteins
Serpinb6a,1.0,0.20274502,0.0017920384820401443,0.5937175755854125,0.36924445291264685,ECM Regulators
NID2,1.0000000596046448,0.11054501,0.001811177693917643,0.5934098194208454,-0.3477018412545731,ECM Glycoproteins
EMILIN3,0.9999999012798071,0.17003557,0.0018217843020587748,0.5931610334743674,-0.2207137313690575,ECM Glycoproteins
AGRN,1.0000000223517418,0.17166857,0.0017978959366587134,0.5925815929901198,-0.5909013818712768,ECM Glycoproteins
Igfbp5,0.9999999720603228,0.14963248,0.0018148236206633132,0.5922260114708543,0.1392090690361065,ECM Glycoproteins
Lman1,0.9999999646097422,0.18363096,0.0018049226098269498,0.5919972239549814,-0.08428756831596583,ECM-affiliated Proteins
Vwa1,0.999999986961484,0.1696872,0.0018052587608793367,0.5919742343009277,0.09696017680958575,ECM Glycoproteins
Kng1,0.9999999608844519,0.14026763,0.0018200311863702076,0.5918955835191696,0.26380972312453826,ECM Regulators
Itih2,1.0000000018626451,0.15851247,0.0018060840629028252,0.5918089221790434,0.2608593379958258,ECM Regulators
Itih4,0.9999999776482582,0.17443752,0.0018053764906782123,0.5913719373369617,0.1796959535097844,ECM Regulators
COL6A2,0.9999998793937266,0.18536401,0.0018205836965962268,0.5911403105788001,-0.09390579585500793,Collagens
Fgb,0.9999999441206455,0.13949369,0.0018232466812009762,0.5901965817295954,-0.03394344087236978,ECM Glycoproteins
SEMA3A,0.9999998975545168,0.16565524,0.0018234941669641432,0.5901678917865011,0.04653470773207473,ECM-affiliated Proteins
COL5A3,1.000000026077032,0.10159978,0.001820050932416862,0.5899097749647603,0.03514543364409697,Collagens
Spon1,0.9999999571591616,0.18220355,0.0018062759096278292,0.5884137519501421,-0.09401835100020473,ECM Glycoproteins
Fbln5,0.9999999338760972,0.18583947,0.0018093504409277825,0.5871824323220866,-0.6279881487451873,ECM Glycoproteins
PLXNB1,0.9999999944120646,0.1052228,0.0018244646305232565,0.5868925342838297,0.0036094997648163994,ECM-affiliated Proteins
MFAP4,1.0000000540167093,0.1126031,0.0018102708354523801,0.5849965413679583,0.43163703362244393,ECM Glycoproteins
SRPX2,0.9999999278225005,0.15876001,0.0018190696107167508,0.5843168702104619,-0.07726374252839452,ECM Glycoproteins
GPC4,0.9999999944120646,0.1591488,0.0018060554392284214,0.5837073108246967,0.12925835000729707,ECM-affiliated Proteins
FBN2,1.0000000074505806,0.16862379,0.001800311469330323,0.5831160684136087,-0.20817995535849276,ECM Glycoproteins
LAMB1,1.000000013038516,0.13317403,0.0018109629358781546,0.5827636091780888,-0.3122222016323736,ECM Glycoproteins
ASPN,0.9999999012798071,0.16763431,0.0018207598236175634,0.5813341800527385,-0.02448984905295871,Proteoglycans
HRNR,0.9999999739229679,0.14085725,0.0018156716099273916,0.5811281931741643,-0.09120714438390393,Secreted Factors
COL3A1,0.9999999348074198,0.14632453,0.0018213653097113364,0.5811069409352236,-0.269890059909371,Collagens
SPON1,1.0000000409781933,0.12631059,0.0018073071125845677,0.5790675613785817,0.13879029323523775,ECM Glycoproteins
Plg,1.0000000149011612,0.09827931,0.001821610435620104,0.5789382787552941,0.03284796734870432,ECM Regulators
Dsp,0.9999999850988388,0.16334327,0.0018056763494177202,0.5786820852903872,-0.1170191305209111,ECM Glycoproteins
ANXA6,1.0000000018626451,0.103051886,0.001822403250657571,0.5781211395587348,-0.14357689180759495,ECM-affiliated Proteins
Adam9,1.0,0.12655011,0.0018148864122355317,0.5776882518615325,-0.03334509258371,ECM Regulators
ANGPTL2,1.0,0.09581764,0.0018250606650130079,0.5774452035631362,0.3115361245759562,Secreted Factors
Igfbp7,0.9999999515712261,0.18363096,0.0018049226072736307,0.5757431258583865,-0.07531111242249351,ECM Glycoproteins
LAMA1,0.9999999739229679,0.11057534,0.0018248587095545314,0.5754502755350908,0.023169336057468043,ECM Glycoproteins
CD109,0.9999999022111297,0.15857774,0.0018225448064905655,0.5745496174404282,-0.16581968529081467,ECM Regulators
Col4a1,0.9999999757856131,0.210486,0.0017911333304146827,0.5743499930160115,0.42884985378478735,Collagens
ANXA11,0.9999999981373549,0.101472974,0.0018229619446909623,0.5736981493734935,-0.15698621382643876,ECM-affiliated Proteins
Col6a1,0.9999999310821295,0.18351851,0.0018083209764878157,0.5720133744638657,0.2240313089009596,Collagens
Ctsl,0.9999999683350325,0.12445901,0.0018206366122335638,0.5710226346927739,-0.13544402107577286,ECM Regulators
CTSZ,0.9999999813735485,0.09945968,0.0018264290158814679,0.570959249765132,0.21430243391442505,ECM Regulators
Lgalsl,1.0000000484287739,0.09609479,0.0018142090215179719,0.5679897355410016,-0.018553938348304558,ECM-affiliated Proteins
CTSD,0.9999999441206455,0.14180616,0.001818875571303192,0.5668154469065927,0.2159840133435919,ECM Regulators
AGT,0.9999999906867743,0.11916367,0.00181743669551003,0.5667008127288843,-0.31240959038374166,ECM Regulators
S100a1,0.9999999608844519,0.13525736,0.0018174067681572888,0.5640592667148339,0.05215297362910343,Secreted Factors
Lama2,0.999999986961484,0.12329733,0.0018161054674173368,0.5623312779130367,0.08734753356499014,ECM Glycoproteins
EMILIN2,0.9999999776482582,0.10250083,0.0018247595872962492,0.5620389349596943,0.0761190010001202,ECM Glycoproteins
Col5a1,0.9999999701976776,0.10917947,0.001823905274472891,0.5616085181186816,-0.07022421807112408,Collagens
DSP,0.9999999525025487,0.11063843,0.0018267470112998915,0.5611379730118127,-0.2946026214428281,ECM Glycoproteins
HMCN1,1.0000000447034836,0.08080222,0.001818765407450154,0.5599386219358323,-0.062150556007344746,ECM Glycoproteins
Lamc1,0.999999962747097,0.14661355,0.001812640237403493,0.5599360491335211,0.11739201844809084,ECM Glycoproteins
MIF,1.0000000540167093,0.139966,0.0017970864699176185,0.5584382098274174,-0.0134207491293448,Secreted Factors
ADAMTSL5,0.9999999552965164,0.115228415,0.0018241990307433006,0.5579829647258915,-0.01164167228485435,ECM Regulators
ANXA1,0.999999918974936,0.13514021,0.0018244781237719077,0.5574533282041677,-0.20423837556877553,ECM-affiliated Proteins
CPN2,0.9999999962747097,0.10570992,0.0018193372714616748,0.5569892448281055,0.3483981395403694,ECM Regulators
Sparcl1,0.9999999757856131,0.13310912,0.001813878599190894,0.5551055894797906,-0.19583402221891466,ECM Glycoproteins
Serpinh1,0.9999999646097422,0.21718866,0.0017880541433645614,0.5548882842371405,-0.780779628818855,ECM Regulators
PDGFD,1.0000000223517418,0.08046603,0.001822342046936984,0.554561336908081,-0.004076685530619306,Secreted Factors
Hspg2,0.9999999571591616,0.15043533,0.0018115747371935812,0.5542964649095038,0.04093886768734972,Proteoglycans
HSPG2,0.999999962747097,0.14261253,0.0018130124559452673,0.5537237760480854,-0.17789769682898313,Proteoglycans
VIT,0.9999998696148396,0.173003,0.0018203685900211042,0.5508981479355671,-0.24183471752528707,ECM Glycoproteins
EFEMP1,0.9999999646097422,0.103804596,0.0018251001162017378,0.55080629281395,0.09702733319619734,ECM Glycoproteins
Anxa5,0.9999999068677425,0.13872111,0.0018245269319200896,0.5503989601243254,0.12355873039054466,ECM-affiliated Proteins
F13b,1.0000000037252903,0.10038178,0.0018186243887627625,0.5501610586158675,-0.10240132277984616,ECM Regulators
PRELP,0.9999998859129846,0.16161141,0.0018208664222206332,0.549881460146174,0.1127310384924667,Proteoglycans
Serpina6,0.9999999850988388,0.11435475,0.0018173869723570276,0.5490420068403981,0.04240201353006715,ECM Regulators
LGALS8,0.9999999776482582,0.100358695,0.0018234661383722919,0.5490252950488803,-0.048661795831086326,ECM-affiliated Proteins
Ambp,0.999999962747097,0.18944736,0.0017966011892061285,0.5482131792787404,0.2785257728697652,ECM Regulators
Fbln1,1.000000037252903,0.0817978,0.0018180526077897737,0.5481715226621037,-0.09224512482239801,ECM Glycoproteins
Tgfbi,0.9999999664723873,0.11327702,0.0018208668599744395,0.5460817453107879,0.07999263596831639,ECM Glycoproteins
CSTB,0.9999999664723873,0.139566,0.001811968467389453,0.5450228778573668,0.12245073565457058,ECM Regulators
Plxdc2,1.0000000298023224,0.09609479,0.0018142090228786254,0.5447696279057586,-0.09012488732911471,ECM-affiliated Proteins
ANXA5,0.9999999757856131,0.104137436,0.0018218925858340623,0.5446397569556478,-0.13730832221516898,ECM-affiliated Proteins
Itih3,0.9999999729916453,0.21256703,0.0017862198656669883,0.5434669755004293,0.546654819395072,ECM Regulators
IGFBP6,1.0000000409781933,0.12139389,0.0018033591580131623,0.542843478658154,-0.02454857240421818,ECM Glycoproteins
Itih5,0.9999999888241291,0.110217474,0.0018170109894073093,0.5423242189703336,-0.050909507548056086,ECM Regulators
PCOLCE,0.9999998635612428,0.16598246,0.0018225234305591692,0.5421968761333117,-0.06981036660097142,ECM Glycoproteins
FN1,0.9999999981373549,0.16334966,0.0017975016061717863,0.5418971698373273,0.17491547125850218,ECM Glycoproteins
Hmcn2,0.9999999534338713,0.132317,0.0018163677445005664,0.5416874614799139,-0.09716017374002993,ECM Glycoproteins
PLOD3,0.9999999850988388,0.11840753,0.0018148211435041427,0.5411297123799357,0.08184885034793539,ECM Regulators
MXRA5,0.9999998775310814,0.16599655,0.001819638560673676,0.540920021422219,-0.079676012997718,ECM Glycoproteins
FBLN5,0.9999999552965164,0.1371782,0.0018142162836278482,0.5405296369626967,-0.15164618507125027,ECM Glycoproteins
C1qb,0.9999999795109034,0.11929718,0.0018154385213783955,0.5400888053351284,0.12331855002234249,ECM-affiliated Proteins
COL18A1,0.9999999850988388,0.117136165,0.001815036068047307,0.539782923035262,0.1351720767413776,Collagens
VCAN,0.9999999571591616,0.114997655,0.001820974427369758,0.5388802010700678,-0.1748952011292543,Proteoglycans
MGP,0.9999998956918716,0.1507414,0.0018207156024614673,0.5376528444791724,-0.06965637167279459,ECM Glycoproteins
COL15A1,0.99999985890463,0.16877049,0.0018216943782331514,0.5370236323983797,-0.12888912363079952,Collagens
MMP2,0.9999998509883881,0.16115986,0.0018255538434704312,0.5357906087176666,0.0715376954292769,ECM Regulators
SBSPON,0.9999999925494194,0.08170116,0.0018246603440820917,0.5351179861262184,-0.09397344932587787,ECM Glycoproteins
LAMA2,1.0000000167638063,0.11149239,0.0018100449852456323,0.5346954140289093,-0.12141907555628768,ECM Glycoproteins
Fbn2,1.0000000037252903,0.0943842,0.0018182032969230042,0.5344949067536856,-0.6180007641950016,ECM Glycoproteins
LEPRE1,0.9999998603016138,0.1698446,0.0018201251035714822,0.5308970182210376,-0.10091081265433874,ECM Regulators
CXCL12,0.9999998626299202,0.16638456,0.0018206932038410768,0.5300251025011046,0.4218700048486504,Secreted Factors
S100A1,0.9999998519197106,0.16987017,0.001821565523073928,0.5298512103081059,-0.22883913927095612,Secreted Factors
CCL18,0.9999998570419848,0.1698446,0.0018201252163871694,0.5268342299951664,-0.07967218274505584,Secreted Factors
S100A7,0.9999999739229679,0.12026916,0.001814070269246721,0.5263390419318346,-0.030033378889198815,Secreted Factors
CLEC11A,1.0000000409781933,0.110137865,0.001804178478277771,0.5238879455186541,0.14549168668607865,ECM-affiliated Proteins
CTHRC1,0.99999985890463,0.1681538,0.0018194351364491095,0.5210316385115668,-0.05850507174811341,ECM Glycoproteins
TGFB1,0.9999998481944203,0.17542653,0.0018189860069013706,0.5204484275890277,-0.02222340236389968,Secreted Factors
FLG,1.0000000018626451,0.13002248,0.0018044002834695242,0.5194448914683897,-0.23544591348584523,Secreted Factors
Ltbp1,0.9999999888241291,0.083395556,0.001822366060936156,0.5192382768373799,-0.059364941178136,ECM Glycoproteins
SERPINB6,0.9999999739229679,0.08069192,0.001825436173031365,0.5147565201256167,0.11730095847270267,ECM Regulators
SERPINE1,0.9999999813735485,0.081612945,0.001823669212734735,0.5145634053788157,-0.05096334435862454,ECM Regulators
ANXA2,0.9999999813735485,0.07680411,0.0018250147401527874,0.5129257595267561,-0.011842521512004378,ECM-affiliated Proteins
GAS6,0.9999999757856131,0.09007273,0.0018216456177877318,0.5127074685511105,0.14589001358596598,ECM Glycoproteins
S100A11,1.0000000316649675,0.1086154,0.0018045073154128268,0.5111289038350381,-0.034453805486855095,Secreted Factors
Serpinf2,0.9999999664723873,0.12011716,0.0018129619167404315,0.5095301904037363,0.09424828254715008,ECM Regulators
