Protein,RF_Importance,GB_Importance,Avg_Importance
HES1,3.575979050737305e-06,0.0,1.7879895253686525e-06
BROX,3.531192948518389e-06,0.0,1.7655964742591944e-06
AP3B1,3.4651766058869655e-06,0.0,1.7325883029434827e-06
RALA,3.4639552886482303e-06,0.0,1.7319776443241152e-06
TCP1,3.453054790900149e-06,0.0,1.7265273954500744e-06
ACIN1,3.424067086292848e-06,0.0,1.712033543146424e-06
MRGPRF,3.3563267382552175e-06,0.0,1.6781633691276088e-06
APOD,3.3494889894581534e-06,0.0,1.6747444947290767e-06
MLF2,3.3469300227525853e-06,0.0,1.6734650113762927e-06
GDI2,3.3373310746478566e-06,0.0,1.6686655373239283e-06
ANP32B,3.2981775599028135e-06,0.0,1.6490887799514068e-06
ARHGEF11,3.2675138938217494e-06,0.0,1.6337569469108747e-06
CDC40,2.6029280547056217e-06,6.596754522643148e-07,1.6313017534849681e-06
LCP1,3.228866594713472e-06,0.0,1.614433297356736e-06
LCN1,3.162999268374887e-06,0.0,1.5814996341874435e-06
TOR1AIP1,0.0,3.1225679057422206e-06,1.5612839528711103e-06
HYOU1,3.0482422558560004e-06,0.0,1.5241211279280002e-06
PTGR1,3.0182144534983014e-06,0.0,1.5091072267491507e-06
CXCL14,2.9671396085091664e-06,8.472488108635716e-14,1.4835698466170237e-06
NOP58,2.933425299345652e-06,0.0,1.466712649672826e-06
LRPPRC,2.907519631848079e-06,0.0,1.4537598159240394e-06
ECHDC1,2.8543130284133544e-06,0.0,1.4271565142066772e-06
SYNCRIP,2.8389865008824427e-06,0.0,1.4194932504412214e-06
STUB1,2.6574544168716602e-06,0.0,1.3287272084358301e-06
BAIAP3,1.7148143109994374e-06,9.417874621598683e-07,1.328300886579653e-06
SVEP1,0.0,2.6395046949102836e-06,1.3197523474551418e-06
COL4A4,2.6224589637098214e-06,5.8792321619145685e-09,1.314169097935868e-06
DNAH1,2.6220626007250857e-06,0.0,1.3110313003625429e-06
KIF13B,2.606777788537791e-06,0.0,1.3033888942688955e-06
FMR1,2.5994689437434403e-06,0.0,1.2997344718717202e-06
SF3B6,2.5773970598442523e-06,0.0,1.2886985299221261e-06
ACTR3,2.5693185460784334e-06,0.0,1.2846592730392167e-06
ABLIM1,0.0,2.5292800036511922e-06,1.2646400018255961e-06
CNP,2.4568310606214396e-06,0.0,1.2284155303107198e-06
NFS1,2.454270665769514e-06,0.0,1.227135332884757e-06
ERH,2.369794958387342e-06,2.0629301227890044e-12,1.1848985106587324e-06
TFB2M,2.3601051157849184e-06,0.0,1.1800525578924592e-06
EHHADH,2.3583513170662147e-06,2.999859084958075e-13,1.1791758085260617e-06
COL4A3,2.3230883636843074e-06,8.894231577900499e-10,1.1619888934210487e-06
PDHA2,2.3194480931843483e-06,0.0,1.1597240465921742e-06
VWA8,2.3095162873541876e-06,0.0,1.1547581436770938e-06
LIG1,2.3081123131012125e-06,0.0,1.1540561565506062e-06
NCOA5,2.2933867337392946e-06,0.0,1.1466933668696473e-06
S100A7A,2.2933867337388867e-06,0.0,1.1466933668694434e-06
KRT86,2.2464322797093546e-06,0.0,1.1232161398546773e-06
LAS1L,2.2434277863748694e-06,0.0,1.1217138931874347e-06
UGT1A6,2.2428537735132656e-06,0.0,1.1214268867566328e-06
PROSC,2.204590959969187e-06,0.0,1.1022954799845935e-06
FOXRED1,2.1977722467904574e-06,0.0,1.0988861233952287e-06
HRNR,2.1552850807747772e-06,0.0,1.0776425403873886e-06
ARHGAP1,2.1302458077059247e-06,0.0,1.0651229038529623e-06
COPG2,2.0751278405113496e-06,0.0,1.0375639202556748e-06
PSMC6,2.0704971540484786e-06,0.0,1.0352485770242393e-06
GGCT,2.0702563014959968e-06,0.0,1.0351281507479984e-06
HNRNPA2B1,2.0636475220618527e-06,0.0,1.0318237610309264e-06
BPNT1,2.0514910903320935e-06,0.0,1.0257455451660467e-06
SDCBP,0.0,2.0487168029574748e-06,1.0243584014787374e-06
PFN1,2.036468504605288e-06,0.0,1.018234252302644e-06
GNA12,2.002292470544122e-06,0.0,1.001146235272061e-06
GLIPR2,2.0013654764449266e-06,0.0,1.0006827382224633e-06
HLA-DRA,1.9855727583771234e-06,0.0,9.927863791885617e-07
NDUFV1,1.9225778430187883e-06,0.0,9.612889215093941e-07
DAO,1.90250500351352e-06,0.0,9.5125250175676e-07
TKTL1,1.8720043027812278e-06,0.0,9.360021513906139e-07
SOS1,1.8508031995581822e-06,0.0,9.254015997790911e-07
PDXDC1,1.8508031995578815e-06,0.0,9.254015997789408e-07
UGT1A9,1.8339079833033096e-06,0.0,9.169539916516548e-07
MTPN,1.8339079833027783e-06,0.0,9.169539916513891e-07
RAB1B,1.8192954629894115e-06,0.0,9.096477314947058e-07
KIAA0196,1.7612327968525922e-06,0.0,8.806163984262961e-07
TMLHE,1.7448329392971313e-06,0.0,8.724164696485656e-07
RCC1,1.725505779957018e-06,0.0,8.62752889978509e-07
RPL17-C18orf32,1.7071456239630023e-06,0.0,8.535728119815011e-07
hCG_1984214,1.696470079800587e-06,0.0,8.482350399002935e-07
AKR1C3,0.0,1.6594606103955434e-06,8.297303051977717e-07
ACOT11,1.6308697039133633e-06,0.0,8.154348519566816e-07
ACADS,1.6279874395322768e-06,0.0,8.139937197661384e-07
MTHFD1,1.5939172516697126e-06,0.0,7.969586258348563e-07
LINC00479,1.5781005703549088e-06,0.0,7.890502851774544e-07
C11orf63,1.5615647304149847e-06,0.0,7.807823652074924e-07
DPP4,1.5539820469071142e-06,0.0,7.769910234535571e-07
CYP4F2,1.549695077408295e-06,0.0,7.748475387041475e-07
PRKAB1,1.5094162100787267e-06,0.0,7.547081050393633e-07
ISOC2,1.4952134766536753e-06,0.0,7.476067383268376e-07
TEX15,1.4381721030015532e-06,0.0,7.190860515007766e-07
UQCRC1,1.392204235969377e-06,0.0,6.961021179846884e-07
ARMC10,1.384189678705252e-06,0.0,6.92094839352626e-07
MDM1,1.3722465355704164e-06,0.0,6.861232677852082e-07
MRPS2,1.3605434159529762e-06,0.0,6.802717079764881e-07
HNRNPU,8.848345161746978e-09,1.3441630944203843e-06,6.765057197910657e-07
DENND4C,1.3518025961553558e-06,0.0,6.759012980776779e-07
TEKT2,1.3355437702936508e-06,0.0,6.677718851468254e-07
RNPS1,1.3059800044195174e-06,0.0,6.529900022097587e-07
SLC25A4,1.2806220859205675e-06,0.0,6.403110429602838e-07
RPL14,1.2603643959504808e-06,0.0,6.301821979752404e-07
RPL36,1.1571615653910193e-06,0.0,5.785807826955097e-07
ADAMTSL5,1.1541947236051992e-06,0.0,5.770973618025996e-07
TACO1,0.0,1.154144870098324e-06,5.77072435049162e-07
POLH,1.1514750821895812e-06,0.0,5.757375410947906e-07
C1QTNF7,0.0,1.1362202152237067e-06,5.681101076118533e-07
DDX23,1.1299950309632335e-06,0.0,5.649975154816168e-07
BCAT2,1.1290714756069032e-06,0.0,5.645357378034516e-07
BMS1,1.0818581126510662e-06,0.0,5.409290563255331e-07
ERP44,1.0781308637256056e-06,0.0,5.390654318628028e-07
BDH1,1.0414887293020488e-06,0.0,5.207443646510244e-07
AFG3L2,1.0228000195980937e-06,0.0,5.114000097990469e-07
HIBCH,1.013886499672914e-06,0.0,5.06943249836457e-07
AK4,1.010495678569324e-06,0.0,5.05247839284662e-07
TRIM28,9.703979844677523e-07,0.0,4.851989922338761e-07
COPG1,9.370230899566811e-07,0.0,4.6851154497834057e-07
FTSJ3,0.0,8.11712016484512e-07,4.05856008242256e-07
SUPT16H,8.095700517849519e-07,0.0,4.0478502589247597e-07
NCCRP1,7.979654683333341e-07,0.0,3.9898273416666703e-07
PDS5B,7.888364036850822e-07,0.0,3.944182018425411e-07
ATP6V0D2,7.63427203194376e-07,0.0,3.81713601597188e-07
ETV6,7.003334297451466e-07,0.0,3.501667148725733e-07
ATP1A2,6.792688854027292e-07,5.5587994480660246e-14,3.3963447049536185e-07
NDUFS2,6.073273368865518e-07,0.0,3.036636684432759e-07
CPT2,0.0,5.710479632470271e-07,2.8552398162351357e-07
DHTKD1,5.696196483340505e-07,0.0,2.8480982416702523e-07
DNAJA1,5.387916608366714e-07,0.0,2.693958304183357e-07
LONP1,0.0,4.625488502300908e-07,2.312744251150454e-07
S100A6,0.0,4.3942464478567315e-07,2.1971232239283658e-07
COPA,4.326442926482632e-07,0.0,2.163221463241316e-07
NUDT21,0.0,4.012477187031732e-07,2.006238593515866e-07
STFA2L1;STFA2,0.0,3.9618399357194266e-07,1.9809199678597133e-07
CCT8,0.0,3.250106521495698e-07,1.625053260747849e-07
CRYM,0.0,2.8125680382465054e-07,1.4062840191232527e-07
RPS16,0.0,2.2781601245285912e-07,1.1390800622642956e-07
PHF14,0.0,1.9769764748200822e-07,9.884882374100411e-08
WDR36,1.7657229659680702e-07,0.0,8.828614829840351e-08
HNRNPL,0.0,1.6013509446042672e-07,8.006754723021336e-08
GLRX5,1.5263852091764776e-07,0.0,7.631926045882388e-08
MDK,0.0,1.4559805969393445e-07,7.279902984696722e-08
COASY,0.0,1.3851628788282523e-07,6.925814394141261e-08
ENOSF1,0.0,1.1219819318508843e-07,5.609909659254422e-08
CALM1,2.7618360222052243e-08,7.896503480146767e-08,5.3291697511759954e-08
CEBPB,1.0294757929352763e-07,0.0,5.1473789646763816e-08
ORM2,0.0,9.741352542121724e-08,4.870676271060862e-08
ANXA4,0.0,8.565176501291188e-08,4.282588250645594e-08
RTKN,7.539854954950405e-08,0.0,3.7699274774752026e-08
RFC5,7.11231163955803e-08,0.0,3.556155819779015e-08
CD74,0.0,6.821331030716933e-08,3.4106655153584664e-08
GPD1L,6.727145602973033e-08,0.0,3.363572801486517e-08
DEK,6.319449135645303e-08,0.0,3.159724567822652e-08
PPAN-P2RY11,6.14926899105867e-08,0.0,3.074634495529335e-08
PLS1,5.8106956244414485e-08,3.703529734521556e-13,2.9053663298693968e-08
MFN2,2.6298571698058767e-09,5.525642906149222e-08,2.8943143115649047e-08
SYNGR2,5.219208157627211e-08,0.0,2.6096040788136054e-08
MRPS28,4.430070599844272e-08,0.0,2.215035299922136e-08
ANGPTL7,0.0,4.11219091281955e-08,2.056095456409775e-08
GIGYF1,4.109433816113982e-08,0.0,2.054716908056991e-08
CAPZA1,3.888954918335574e-08,0.0,1.944477459167787e-08
KRT40,0.0,3.888015504693222e-08,1.944007752346611e-08
FERMT2,3.5534219907598066e-08,8.343459758543139e-15,1.7767114125528912e-08
AAAS,3.38409257880002e-08,0.0,1.69204628940001e-08
SMAP2,0.0,3.359159970357473e-08,1.6795799851787365e-08
ALDH1L1,3.1795629973944396e-08,0.0,1.5897814986972198e-08
IGHG3,2.9243383269844973e-08,0.0,1.4621691634922486e-08
MRPL9,2.8176423281400465e-08,0.0,1.4088211640700232e-08
RB1,0.0,2.7228640263174443e-08,1.3614320131587222e-08
KRT33B,2.6472120149698756e-08,0.0,1.3236060074849378e-08
ONECUT1,0.0,2.3636543952137767e-08,1.1818271976068883e-08
RPS20,2.1502597042544448e-08,0.0,1.0751298521272224e-08
RPL24,2.0975657425765394e-08,0.0,1.0487828712882697e-08
BMP5,0.0,2.0733750613473947e-08,1.0366875306736974e-08
PRDX2,2.056752764876623e-08,0.0,1.0283763824383114e-08
SERPIND1,0.0,2.0140638849726987e-08,1.0070319424863494e-08
BLMH,2.008604287221203e-08,0.0,1.0043021436106015e-08
HK1,1.9935284950862336e-08,0.0,9.967642475431168e-09
PRX,1.926966781615545e-08,0.0,9.634833908077725e-09
SPATA31C1,1.922143996807716e-08,0.0,9.61071998403858e-09
AVIL,1.899574862937216e-08,0.0,9.49787431468608e-09
RAB1A,1.0250388902429624e-08,8.151925491463017e-09,9.20115719694632e-09
GK,1.778553276943606e-08,0.0,8.89276638471803e-09
PPM1K,1.5747242542597818e-08,0.0,7.873621271298909e-09
LAMTOR5,1.5572260845103776e-08,0.0,7.786130422551888e-09
DNAJB9,1.5546102639378345e-08,0.0,7.773051319689173e-09
RBMXL1,1.527469044296105e-08,0.0,7.637345221480526e-09
KLHDC7A,1.497752480185619e-08,0.0,7.488762400928095e-09
ATPAF2,1.4956185593061945e-08,5.73759432585698e-14,7.478121484502602e-09
PGAM1,1.4790388727777263e-08,0.0,7.3951943638886314e-09
HDLBP,1.4775364554980838e-08,0.0,7.387682277490419e-09
2,1.4525046818437311e-08,0.0,7.2625234092186555e-09
NIT2,1.386756746535838e-08,0.0,6.93378373267919e-09
KMT2A,1.3548677031749853e-08,0.0,6.774338515874926e-09
MRPS14,1.3513307123790596e-08,0.0,6.756653561895298e-09
AACS,0.0,1.3409292432200642e-08,6.704646216100321e-09
CSNK1E,1.3394308422749118e-08,0.0,6.697154211374559e-09
NUP107,1.3364256881499487e-08,0.0,6.682128440749744e-09
FAM179A,1.3219445688930891e-08,0.0,6.609722844465446e-09
GSTP1,1.3145071546717843e-08,0.0,6.572535773358922e-09
ELAVL1,1.3102045531479315e-08,0.0,6.551022765739657e-09
LMO7,1.265468729642641e-08,0.0,6.327343648213205e-09
ACY3,1.2073950293056694e-08,0.0,6.036975146528347e-09
GIMAP1,1.1779768899696762e-08,0.0,5.889884449848381e-09
OLA1,1.1658167587735203e-08,0.0,5.829083793867601e-09
CENPV,0.0,1.1647339674428725e-08,5.823669837214362e-09
MGST1,1.1604953485064965e-08,0.0,5.8024767425324825e-09
LACTB2,1.147534269410798e-08,0.0,5.73767134705399e-09
RPL21,1.1124510388886256e-08,2.0609396255004337e-10,5.66530217571815e-09
PAX2,1.1304606016429926e-08,0.0,5.652303008214963e-09
MYO5A,1.1169883163759243e-08,0.0,5.5849415818796215e-09
PUS1,1.1124510388885793e-08,0.0,5.562255194442896e-09
SERPINI2,1.1071130042587742e-08,0.0,5.535565021293871e-09
PDIA6,1.0783207347939667e-08,0.0,5.391603673969834e-09
H2AFY2,1.0435880778842614e-08,0.0,5.217940389421307e-09
PHIP,1.0401356731030994e-08,0.0,5.200678365515497e-09
PCDH11X,1.0400658903328072e-08,0.0,5.200329451664036e-09
CELF1,1.0257888848942575e-08,0.0,5.128944424471288e-09
BGN,0.0,9.890661909628512e-09,4.945330954814256e-09
MSN,9.763435996756475e-09,0.0,4.881717998378238e-09
IGLC1,0.0,9.434345136287156e-09,4.717172568143578e-09
C8A,9.275298422354708e-09,0.0,4.637649211177354e-09
DGKB,9.257771953924693e-09,0.0,4.628885976962346e-09
MSRA,9.23260541539903e-09,0.0,4.616302707699515e-09
AP2A1,9.106708563224139e-09,0.0,4.553354281612069e-09
ALDH3A2,9.044118693820702e-09,0.0,4.522059346910351e-09
SEMA3F,0.0,8.925199779418803e-09,4.4625998897094015e-09
MPO,8.880059005006762e-09,0.0,4.440029502503381e-09
BRIX1,4.195918312312034e-09,4.646244896078106e-09,4.4210816041950695e-09
SFXN3,8.671844389135782e-09,0.0,4.335922194567891e-09
RPL19,8.276705482597026e-09,0.0,4.138352741298513e-09
TRA2B,7.950130546576597e-09,0.0,3.975065273288298e-09
SRSF9,7.90177111794681e-09,0.0,3.950885558973405e-09
AP1M1,7.867857010255634e-09,0.0,3.933928505127817e-09
MYO1E,7.470425899231359e-09,0.0,3.7352129496156796e-09
LAMC1,2.4289265721376953e-09,4.9993770183735765e-09,3.714151795255636e-09
SERPINA1A,0.0,7.2294118213289765e-09,3.6147059106644882e-09
PCK2,7.215246143318766e-09,0.0,3.607623071659383e-09
ILVBL,7.141926594284719e-09,0.0,3.5709632971423595e-09
KRT4,7.0826117864096806e-09,0.0,3.5413058932048403e-09
PRODH2,6.970650077465637e-09,0.0,3.4853250387328187e-09
COX4I1,6.9031526922374324e-09,0.0,3.4515763461187162e-09
SEC16B,6.8405407732041415e-09,0.0,3.4202703866020708e-09
PSMA5,6.668677917322191e-09,0.0,3.3343389586610955e-09
PRMT9,6.6237739234482495e-09,0.0,3.3118869617241247e-09
SSR1,0.0,6.607029930663184e-09,3.303514965331592e-09
MAN2A2,6.574317432310643e-09,0.0,3.2871587161553213e-09
BCCIP,6.448666430135351e-09,0.0,3.2243332150676755e-09
RPL10,6.352586647252909e-09,0.0,3.1762933236264544e-09
NDUFA9,6.256913471746554e-09,0.0,3.128456735873277e-09
PARPBP,6.255275154815826e-09,0.0,3.127637577407913e-09
CACNA1A,6.225583507667848e-09,0.0,3.112791753833924e-09
DHRS7,6.216036956921674e-09,0.0,3.108018478460837e-09
ATAD3B,6.212827977177608e-09,0.0,3.106413988588804e-09
MRPL34,6.040804050698284e-09,0.0,3.020402025349142e-09
PGK1,5.815240746632968e-09,0.0,2.907620373316484e-09
WDR18,5.810883412389239e-09,0.0,2.9054417061946195e-09
OXSR1,0.0,5.7361048099730606e-09,2.8680524049865303e-09
PIK3CB,5.590000079481608e-09,3.8817669746799895e-12,2.796940923228144e-09
TIAL1,5.504998168265826e-09,0.0,2.752499084132913e-09
EEF2,5.348145458375509e-09,0.0,2.6740727291877546e-09
TUBB4A,5.183524972954203e-09,0.0,2.5917624864771013e-09
CHMP2B,5.156939884488069e-09,0.0,2.5784699422440345e-09
RHOT2,5.072245581605577e-09,0.0,2.5361227908027887e-09
NDUFA11,5.045559134680409e-09,4.576674911871252e-15,2.5227818556776606e-09
SSBP4,5.04555913469758e-09,0.0,2.52277956734879e-09
POLR2J2,5.0024401898735015e-09,0.0,2.5012200949367508e-09
RUVBL2,4.993901816602621e-09,0.0,2.4969509083013104e-09
ACOX1,4.868541569188224e-09,0.0,2.434270784594112e-09
UCHL1,4.8042899122551086e-09,0.0,2.4021449561275543e-09
SNX19,4.773721545588133e-09,0.0,2.3868607727940665e-09
FXR1,4.755309215230596e-09,0.0,2.377654607615298e-09
CGN,4.697812405029006e-09,0.0,2.348906202514503e-09
GGH,4.674833614538928e-09,0.0,2.337416807269464e-09
SPTBN4,4.601084461935709e-09,0.0,2.3005422309678545e-09
RPL22,4.387158025699654e-09,0.0,2.193579012849827e-09
TOMM20,4.334223739015432e-09,2.508041429809835e-13,2.1672372715792066e-09
HSP90AA1,4.304741919550831e-09,0.0,2.1523709597754153e-09
TXNDC5,4.258595624222973e-09,0.0,2.1292978121114865e-09
CYP4A22,4.20406048608277e-09,0.0,2.102030243041385e-09
CHDH,4.129040902881487e-09,0.0,2.0645204514407434e-09
SLC4A2,4.0739850356430976e-09,0.0,2.0369925178215488e-09
NUP98,4.04800989436891e-09,0.0,2.024004947184455e-09
RPL13,0.0,4.016918514721503e-09,2.0084592573607515e-09
SAMM50,3.9680572717384624e-09,0.0,1.9840286358692312e-09
DSC1,3.963934600240887e-09,0.0,1.9819673001204436e-09
ARF3,3.92304511867977e-09,0.0,1.961522559339885e-09
HSP90B1,3.8721180477046436e-09,0.0,1.9360590238523218e-09
DBT,3.8152225091937365e-09,0.0,1.9076112545968683e-09
HKDC1,3.735365240970726e-09,0.0,1.867682620485363e-09
OFD1,3.6430956058112108e-09,0.0,1.8215478029056054e-09
NCKAP1,3.6398892373035337e-09,0.0,1.8199446186517669e-09
DARS2,3.623300155736979e-09,0.0,1.8116500778684896e-09
LDHB,0.0,3.2537060147132372e-09,1.6268530073566186e-09
DNAJC13,3.1484117700414324e-09,0.0,1.5742058850207162e-09
MRPS21,3.1352591634974017e-09,0.0,1.5676295817487008e-09
HSPA5,3.0956486354363076e-09,0.0,1.5478243177181538e-09
SURF4,2.9579866448011436e-09,0.0,1.4789933224005718e-09
KRT14,0.0,2.8266296471314105e-09,1.4133148235657053e-09
OCIAD2,2.776481741353485e-09,0.0,1.3882408706767424e-09
SORD,2.762836468350828e-09,0.0,1.381418234175414e-09
AP2M1,2.7510848910949833e-09,0.0,1.3755424455474916e-09
LAMA2,0.0,2.58709777915045e-09,1.293548889575225e-09
RNF19B,2.443424237884531e-09,0.0,1.2217121189422656e-09
HNRNPF,2.310746427759743e-09,0.0,1.1553732138798716e-09
KPNA5,2.3013058948203916e-09,0.0,1.1506529474101958e-09
GGT1,2.1753701089732534e-09,0.0,1.0876850544866267e-09
SERPINE1,0.0,2.1520678768393988e-09,1.0760339384196994e-09
RPL37A,2.1045257593179165e-09,0.0,1.0522628796589582e-09
RAB18,2.0731806153848264e-09,0.0,1.0365903076924132e-09
AHCYL2,1.9938221802066093e-09,0.0,9.969110901033046e-10
LIMS2,0.0,1.9779799813621536e-09,9.889899906810768e-10
SERPINB1,0.0,1.5686415527447705e-09,7.843207763723853e-10
CES2,0.0,1.3917859805502462e-09,6.958929902751231e-10
XP32,0.0,1.127346644245659e-09,5.636733221228295e-10
NLN,0.0,9.748899341447076e-10,4.874449670723538e-10
NAPSA,0.0,7.89660846657235e-10,3.948304233286175e-10
YWHAH,0.0,6.858167745398278e-10,3.429083872699139e-10
INHBC,0.0,5.555115873772563e-10,2.7775579368862814e-10
LUC7L2,0.0,4.800684670147237e-10,2.4003423350736183e-10
CHMP4B,0.0,4.787680867725703e-10,2.3938404338628517e-10
TOP2A,0.0,3.8780215028579505e-10,1.9390107514289752e-10
COL10A1,0.0,3.773600356470919e-10,1.8868001782354595e-10
IGFBP3,0.0,3.396140577111638e-10,1.698070288555819e-10
PRSS2,0.0,3.141197417315012e-10,1.570598708657506e-10
HIST1H1A,0.0,2.544369908025064e-10,1.272184954012532e-10
LEPRE1,0.0,2.507525145411052e-10,1.253762572705526e-10
PAPPA,0.0,1.8048483444385022e-10,9.024241722192511e-11
PSAT1,0.0,1.669361096655307e-10,8.346805483276535e-11
GTPBP6,0.0,1.3521824882907969e-10,6.760912441453984e-11
SEMA3D,0.0,1.1841609987877967e-10,5.920804993938983e-11
BANF1,0.0,1.0952678155156073e-10,5.4763390775780364e-11
NPHS1,0.0,8.871669305675285e-11,4.4358346528376426e-11
RHOG,0.0,8.530466350308032e-11,4.265233175154016e-11
SLC34A3,0.0,7.186052137598309e-11,3.5930260687991545e-11
CAB39L,0.0,5.8207022314541094e-11,2.9103511157270547e-11
EPB41L2,0.0,4.8664160327925563e-11,2.4332080163962782e-11
EPHX2,0.0,4.7147688074776814e-11,2.3573844037388407e-11
CTSZ,0.0,4.596529452252489e-11,2.2982647261262445e-11
MIF,0.0,4.221931925353826e-11,2.110965962676913e-11
FCRL6,0.0,3.95225684842384e-11,1.97612842421192e-11
CEBPZ,0.0,3.818962734056339e-11,1.9094813670281694e-11
RAB17,0.0,3.192855559115244e-11,1.596427779557622e-11
SDC2,0.0,3.180946336986056e-11,1.590473168493028e-11
ADD3,0.0,3.093359814585301e-11,1.5466799072926504e-11
NDNF,0.0,3.010878660338369e-11,1.5054393301691845e-11
WRNIP1,0.0,2.586213002883187e-11,1.2931065014415936e-11
PSMB2,0.0,2.5056214498145607e-11,1.2528107249072804e-11
WIF1,0.0,2.1942742376048947e-11,1.0971371188024474e-11
DNAJA2,0.0,2.0948325323355285e-11,1.0474162661677643e-11
RAC1,0.0,2.0295533743493797e-11,1.0147766871746898e-11
LGALS3BP,0.0,1.6968143511920014e-11,8.484071755960007e-12
TRMT10C,0.0,1.6439382332231143e-11,8.219691166115572e-12
LRRIQ1,0.0,1.374419624465113e-11,6.872098122325565e-12
TRMT1L,0.0,1.3315899689103904e-11,6.657949844551952e-12
C8G,0.0,1.0785878748174238e-11,5.392939374087119e-12
4,0.0,8.73656178602134e-12,4.36828089301067e-12
ALKBH7,0.0,7.304229396455286e-12,3.652114698227643e-12
RHOQ,0.0,7.076615046675802e-12,3.538307523337901e-12
ACAD10,0.0,5.732058187808741e-12,2.8660290939043703e-12
SIGLEC16,0.0,4.792304907010336e-12,2.396152453505168e-12
CST6,0.0,4.400216013037644e-12,2.200108006518822e-12
TIMP2,0.0,4.066034462166411e-12,2.0330172310832055e-12
SAMD11,0.0,3.760803377018491e-12,1.8804016885092457e-12
APRT,0.0,3.14423124948932e-12,1.57211562474466e-12
CTGF,0.0,3.132503394051368e-12,1.566251697025684e-12
SLC25A11,0.0,3.046250735382797e-12,1.5231253676913986e-12
SERPINA7,0.0,2.550404566036976e-12,1.275202283018488e-12
AKR7A3,0.0,2.5468273120872086e-12,1.2734136560436043e-12
LOXL4,0.0,2.3736523717628124e-12,1.1868261858814062e-12
CTSC,0.0,2.0552354768294475e-12,1.0276177384147238e-12
PRODH,0.0,1.998645107482933e-12,9.993225537414664e-13
SLIT3,0.0,1.944828795950246e-12,9.72414397975123e-13
PRKCB,0.0,1.6189025370600532e-12,8.094512685300266e-13
MYH13,0.0,1.3534884535621665e-12,6.767442267810833e-13
SFTPC,0.0,1.282578401381088e-12,6.41289200690544e-13
NID1,0.0,1.148368228443225e-12,5.741841142216125e-13
KRT12,0.0,1.0621619545636242e-12,5.310809772818121e-13
PFKL,0.0,8.880237743827546e-13,4.440118871913773e-13
ACSM2B,0.0,8.60351183197163e-13,4.301755915985815e-13
HLA-DRB1,0.0,7.192992572493115e-13,3.5964962862465574e-13
SAR1A,0.0,6.968844583903778e-13,3.484422291951889e-13
MASP1,0.0,6.102899596783647e-13,3.0514497983918237e-13
GPX4,0.0,5.826323983710925e-13,2.9131619918554627e-13
RAB11B,0.0,5.644764112969473e-13,2.8223820564847363e-13
NSUN4,0.0,4.719322426796155e-13,2.3596612133980777e-13
PRPF19,0.0,4.572258931507154e-13,2.286129465753577e-13
CYP24A1,0.0,3.8226511657014296e-13,1.9113255828507148e-13
ATP6V1D,0.0,3.096347444215046e-13,1.548173722107523e-13
LGR4,0.0,2.4298858588132563e-13,1.2149429294066282e-13
TNS1,0.0,2.0315135581424404e-13,1.0157567790712202e-13
CLEC18B,0.0,1.9682075456392815e-13,9.841037728196408e-14
CISD3,0.0,1.332876045495647e-13,6.664380227478235e-14
GNAI1,0.0,1.2913409706864144e-13,6.456704853432072e-14
EHD1,0.0,1.0796295968549472e-13,5.398147984274736e-14
SRP9,0.0,8.744999734558896e-14,4.372499867279448e-14
RPS14,0.0,7.083449785007602e-14,3.541724892503801e-14
ACO2,0.0,6.86271536796092e-14,3.43135768398046e-14
SLC35F4,0.0,3.647128317885536e-14,1.823564158942768e-14
FAM127A,0.0,3.049192866111525e-14,1.5245964330557624e-14
SARDH,0.0,2.9541739375088267e-14,1.4770869687544133e-14
SERPINB6;SERPINB6A,0.0,2.874628677326859e-14,1.4373143386634293e-14
NFIC,0.0,2.4698462215333178e-14,1.2349231107666589e-14
FBLN5,0.0,2.46063379514019e-14,1.230316897570095e-14
OXSM,0.0,2.392880889385328e-14,1.196440444692664e-14
ACAN,0.0,2.0955427603506707e-14,1.0477713801753354e-14
RRP8,0.0,2.000575439430537e-14,1.0002877197152685e-14
TBL3,0.0,1.938233520379437e-14,9.691167601897186e-15
ADAM19,0.0,1.6204661059382956e-14,8.102330529691478e-15
ATP5H,0.0,1.2716750127228884e-14,6.358375063614442e-15
TGM1,0.0,1.2374333864928034e-14,6.187166932464017e-15
PDZK1P1,0.0,1.0631878120846745e-14,5.3159390604233725e-15
PTX3,0.0,1.0300567603079189e-14,5.1502838015395944e-15
HYAL2,0.0,1.0023210430516798e-14,5.011605215258399e-15
VPS16,0.0,8.611821277936953e-15,4.3059106389684765e-15
WISP3,0.0,7.306705807748609e-15,3.6533529038743045e-15
GSTM5,0.0,6.975575235174924e-15,3.487787617587462e-15
PSMA4,0.0,6.7582024043086995e-15,3.3791012021543498e-15
CAND1,0.0,5.650215940489066e-15,2.825107970244533e-15
CLMN,0.0,5.474143947457594e-15,2.737071973728797e-15
ITIH3,0.0,4.793929680128396e-15,2.396964840064198e-15
NUP133,0.0,4.4340565974144555e-15,2.2170282987072277e-15
SETD1B,0.0,3.7071066786487335e-15,1.8535533393243668e-15
EGF,0.0,3.5102874482671445e-15,1.7551437241335723e-15
SERPINB1A,0.0,3.3576956666934454e-15,1.6788478333467227e-15
SFRP2,0.0,3.245377367851748e-15,1.622688683925874e-15
SHKBP1,0.0,2.8285961781128212e-15,1.4142980890564106e-15
PLXNB2;MKIAA0315,0.0,2.6802545092613005e-15,1.3401272546306502e-15
