Protein,N_Studies,N_Tissues,Matrisome_Category,Matrisome_Division,Shannon_Entropy,Variance_Entropy_CV,Predictability_Score,Aging_Direction,Entropy_Transition,Mean_Zscore_Delta,N_Observations
HAPLN3,2,4,Proteoglycans,Core matrisome,2.622492247935431,0.33349352070098837,1.0,decrease,0.4272003456323432,-0.42901151081988337,4
S100A13,4,6,Secreted Factors,Matrisome-associated,2.2484487526123504,1.1982631465100717,0.8,decrease,0.21472960759981996,-0.1836507250872749,6
COL12A1,5,8,Collagens,Core matrisome,1.9343486754719967,2.254281645751786,0.8,decrease,0.185010562584917,-0.21271594336702204,10
OMD,2,4,Proteoglycans,Core matrisome,2.6836033545175937,0.39071795808182885,0.75,increase,0.0152159972468352,0.21073914086328185,4
SEMA3C,2,4,ECM-affiliated Proteins,Matrisome-associated,2.7015826463928185,0.25552899274815555,0.5,mixed,0.004511846130510422,0.05338921741330199,4
C1QTNF5,2,5,ECM-affiliated Proteins,Matrisome-associated,1.9776386013822076,1.0230566960141643,0.6666666666666666,increase,0.4762691029281342,0.0958173793117354,5
ASPN,4,7,Proteoglycans,Core matrisome,1.963293034751748,1.6418337969001346,0.7142857142857143,decrease,0.06435832722779433,-0.16071872356593267,7
TINAGL1,4,6,ECM Glycoproteins,Core matrisome,1.9909489191025167,1.9128508331455585,0.625,increase,0.1760009330168999,0.052739257206934696,10
SMOC2,2,5,ECM Glycoproteins,Core matrisome,1.9195638310896155,1.3204546666682235,0.6,decrease,0.1991974958008753,-0.044480239963431104,5
MMRN2,4,7,ECM Glycoproteins,Core matrisome,1.5157660235450912,2.095271327002156,0.6666666666666666,decrease,0.009360874226895355,-0.10955719663493735,7
SPON1,3,5,ECM Glycoproteins,Core matrisome,2.981368731543364,0.34481901783136376,0.75,decrease,0.1982038618029421,0.14653726475401618,5
MXRA5,2,4,ECM Glycoproteins,Core matrisome,2.7189530743268273,0.5035913458735781,0.75,decrease,0.07713057008445667,-0.26811690618860373,4
EMILIN3,3,5,ECM Glycoproteins,Core matrisome,3.0650901472420484,0.4067231260366043,1.0,decrease,0.059421843463779433,-0.7878585169964121,5
CTSZ,4,6,ECM Regulators,Matrisome-associated,2.8654450128141304,0.6531113890996824,1.0,increase,0.08646114718580522,0.3718366432846391,6
FBLN5,5,8,ECM Glycoproteins,Core matrisome,1.907471447630613,1.8843890683477629,0.5714285714285714,decrease,0.20926856958302587,-0.1341880647517857,8
SERPINA10,2,4,ECM Regulators,Matrisome-associated,2.216894452865405,0.2960958011149589,1.0,increase,0.06121599517173676,0.9728885696047098,4
ANGPTL2,3,5,Secreted Factors,Matrisome-associated,2.938795498701232,0.3949863968567986,1.0,increase,0.20526809237645827,0.49579426681827665,5
CLEC11A,2,4,ECM-affiliated Proteins,Matrisome-associated,2.6244195759702755,0.3220046956867227,1.0,increase,0.4327061132086477,0.2272398453138574,4
EMILIN1,5,8,ECM Glycoproteins,Core matrisome,1.7538481207396355,2.1316349568093504,0.625,decrease,0.11567965393761015,-0.1258040036203068,8
COL6A6,5,6,Collagens,Core matrisome,1.8903437817342212,1.4888580857113833,0.6,increase,0.18117299217358407,-0.013314555227181012,6
COL4A1,5,7,Collagens,Core matrisome,1.8519772580172253,1.7260903094928273,0.5,mixed,0.006501531706843089,0.047400373923812134,7
S100A8,5,7,Secreted Factors,Matrisome-associated,1.878871324278513,1.701407408810883,0.5,mixed,0.16828979100067176,0.016216805507629734,7
CTSG,4,6,ECM Regulators,Matrisome-associated,1.6818040089034478,1.7732145567595732,0.6,increase,0.38716290635538386,0.10296662821103983,6
MGP,3,5,ECM Glycoproteins,Core matrisome,1.6653564998836037,1.519495296692268,0.75,decrease,0.20922616213128964,-0.05336135752981025,5
LPA,3,4,ECM Regulators,Matrisome-associated,1.9691308202478208,0.5232384572340404,,insufficient_data,0.25508292108658875,0.5229892159910503,4
ANXA3,3,4,ECM-affiliated Proteins,Matrisome-associated,2.1678060419972462,0.4346700208074845,1.0,decrease,0.07165637458212154,-0.4224324093343525,4
DSPP,3,5,ECM Glycoproteins,Core matrisome,1.9723128161141141,1.1586796060067321,0.75,decrease,0.16914728230987186,-0.2166400898539064,5
SDC2,3,5,ECM-affiliated Proteins,Matrisome-associated,1.9597415547809658,1.3033546204270317,0.75,increase,0.0402008730530381,0.10950540745080965,5
FBN2,3,5,ECM Glycoproteins,Core matrisome,1.8348065301134384,1.3547577255532575,0.5,mixed,0.04881476104503113,-0.04859887542057986,5
MMP14,2,3,ECM Regulators,Matrisome-associated,1.676213562955205,0.40790744250594185,,insufficient_data,,0.1886027684865838,3
ADAM17,2,2,ECM Regulators,Matrisome-associated,0.8525855011958884,0.2337682786915655,,insufficient_data,,-0.498042545452811,2
NPNT,3,4,ECM Glycoproteins,Core matrisome,1.9790308348766958,1.4148632681914877,0.5,mixed,0.41271405354313573,0.05159754041017438,6
FBN3,2,2,ECM Glycoproteins,Core matrisome,0.6298919228056237,0.8561903865643705,,insufficient_data,,0.3252676811337089,2
SNED1,2,3,ECM Glycoproteins,Core matrisome,1.6693321733535247,0.49667873816076075,,insufficient_data,0.801377910774426,-0.3847373642948334,3
FLG2,2,3,Secreted Factors,Matrisome-associated,1.91101892812701,0.6482945139761016,0.5,mixed,0.36067831868927286,-0.0078010106324163005,3
VWA5A,2,2,ECM Glycoproteins,Core matrisome,0.30232987326643235,0.5324463696681145,,insufficient_data,,,2
ADAM10,2,2,ECM Regulators,Matrisome-associated,0.8654642909353597,0.2340844385585288,,insufficient_data,,-0.6162468530693533,2
MEGF6,2,2,Secreted Factors,Matrisome-associated,0.28974868444098545,0.5597396767977248,,insufficient_data,,,2
TNFSF13,2,2,Secreted Factors,Matrisome-associated,1.0207107188239217,0.45965196713607337,,insufficient_data,,1.0633415357435814,2
PAPLN,3,4,ECM Glycoproteins,Core matrisome,2.4186446289260135,1.697867751372744,0.5714285714285714,increase,0.16661511986765043,-0.04656262493122482,8
MMP1,2,2,ECM Regulators,Matrisome-associated,0.9158412221529981,0.21702264792102954,,insufficient_data,,-0.1214746387970262,2
CSTB,5,6,ECM Regulators,Matrisome-associated,2.2031497776778757,1.2927135373890304,0.8,increase,0.12652914087764056,0.5237034207287398,6
SERPINB2,2,2,ECM Regulators,Matrisome-associated,0.6187674783048899,0.5671118660539459,,insufficient_data,,-0.0412235788418506,2
ELANE,3,4,ECM Regulators,Matrisome-associated,1.1679286074495887,1.7403861082106642,1.0,decrease,0.24635157300020838,-0.3217808204440935,4
MMP12,3,4,ECM Regulators,Matrisome-associated,1.365747094200842,1.3956604626702735,0.5,mixed,0.3171335271710236,0.0756803445838968,4
FGF2,2,3,Secreted Factors,Matrisome-associated,1.7463287209926728,0.8067966467926638,0.5,mixed,0.609054847917361,0.0018616693674311999,3
PRG2,3,4,Proteoglycans,Core matrisome,1.9706174494096858,1.042342161617329,0.5,mixed,0.04315005124350968,1.2800359514387322e-05,4
MMP9,3,4,ECM Regulators,Matrisome-associated,1.3632742659872528,1.621736225862676,0.75,increase,0.03898950011582025,0.019369865064413176,4
SDC1,3,4,ECM-affiliated Proteins,Matrisome-associated,1.1633793397830758,1.3909483192721244,0.5,mixed,0.22237603505522352,-0.10801780693797208,4
COL8A2,2,3,Collagens,Core matrisome,1.6144235584921436,0.9268412625914116,1.0,decrease,0.3256390966700412,-0.1598585305323249,3
COL5A3,4,5,Collagens,Core matrisome,1.9673816977288658,1.163513904973954,1.0,decrease,0.15039633061650304,-0.24958960601223457,5
SERPINB8,3,3,ECM Regulators,Matrisome-associated,2.4757421511848716,0.4987278526821325,1.0,decrease,0.1727076247727763,-0.4006495341540937,4
SERPINB9,3,3,ECM Regulators,Matrisome-associated,1.615530020384607,0.41937620173238216,,insufficient_data,,-0.7588211061414546,3
HCFC1,3,3,Secreted Factors,Matrisome-associated,1.8801461454476944,0.5108127880514829,1.0,decrease,0.21104148328014521,-0.5764668059041833,3
CTSC,3,4,ECM Regulators,Matrisome-associated,1.7598365478621254,1.1465306722600481,0.6666666666666666,decrease,0.009737242788883327,0.030199971941038278,4
INHBC,2,3,Secreted Factors,Matrisome-associated,1.934321820613428,0.5999291462390899,1.0,increase,0.5928274725926674,0.4773647345473106,3
S100A12,2,2,Secreted Factors,Matrisome-associated,0.9008964555259376,0.23403571123293807,,insufficient_data,,0.1774218460866638,2
COL10A1,3,4,Collagens,Core matrisome,1.8049485200873945,0.9219973418286856,1.0,increase,1.0831082021426872,0.43007233462145184,4
TGM3,4,5,ECM Regulators,Matrisome-associated,1.9863423683202903,1.14533054073106,1.0,decrease,0.2326853168810461,-0.6682555768113927,5
FGL1,2,3,ECM Glycoproteins,Core matrisome,1.1928775004553007,1.3765359567248214,1.0,decrease,1.1131068210811406,-0.0791347584661549,3
MMRN1,2,2,ECM Glycoproteins,Core matrisome,-1.4426951601859516e-10,,,insufficient_data,,,2
FGL2,3,4,ECM Glycoproteins,Core matrisome,1.8288426404866902,1.1239623713366864,0.6666666666666666,increase,0.43688704558332137,-0.2131744039929416,4
GAS6,2,2,ECM Glycoproteins,Core matrisome,0.7913124535417766,0.2739939341863161,,insufficient_data,,-0.5066908017152724,2
SPARCL1,2,2,ECM Glycoproteins,Core matrisome,0.823246013684491,0.23755187554400403,,insufficient_data,,-0.3765995183723742,2
C17orf58,2,2,ECM Regulators,Matrisome-associated,0.406394980323247,0.3002883187467504,,insufficient_data,,,2
ADAMTSL4,3,4,ECM Regulators,Matrisome-associated,1.4280636291211382,1.5389441582424215,0.6666666666666666,increase,0.1457917149733967,0.28436006551304005,4
THSD4,4,5,ECM Glycoproteins,Core matrisome,1.6611369090645642,1.4257553096018907,0.6666666666666666,increase,0.011946989038434275,-0.0372592380748602,5
PODN,2,2,Proteoglycans,Core matrisome,1.3924062631345935,0.505433266044916,0.5,mixed,0.09478956685502393,0.25969911617445274,2
CLEC14A,2,2,ECM-affiliated Proteins,Matrisome-associated,0.9565608047397959,0.22353724746856907,,insufficient_data,,-0.9862257067597764,2
P3H3,2,2,ECM Regulators,Matrisome-associated,0.3000599433905122,0.5209837414616841,,insufficient_data,,,2
SBSPON,3,4,ECM Glycoproteins,Core matrisome,1.571639933370178,1.4674049809207872,0.5,mixed,0.25188317808841476,-0.15024060082850466,4
COL22A1,2,3,Collagens,Core matrisome,1.9760697849994076,0.5415338419981675,1.0,increase,0.4713042276630993,0.2665164442222181,3
S100A16,5,6,Secreted Factors,Matrisome-associated,2.323490063396641,1.1616429751237958,1.0,decrease,0.4176926764115818,-0.15188232525836948,6
SFRP2,2,2,Secreted Factors,Matrisome-associated,1.30955537017121,0.6499583876119164,1.0,increase,0.020494094210391167,0.23403416885320089,2
MMP19,2,2,ECM Regulators,Matrisome-associated,-1.4426951601859516e-10,,,insufficient_data,,,2
C1QTNF7,2,2,ECM-affiliated Proteins,Matrisome-associated,0.3263389208890565,0.4297510722905986,,insufficient_data,,,2
EMILIN2,4,5,ECM Glycoproteins,Core matrisome,1.8477773177622656,1.3081720820640217,1.0,decrease,0.11824039832464117,-0.5549444325649479,5
PRG3,3,4,Proteoglycans,Core matrisome,1.5331996700746453,1.2388954878564462,0.5,mixed,0.07289537484046005,0.24254037680676965,4
Fn1,6,10,ECM Glycoproteins,Core matrisome,1.0004019906735624,3.3165096516668697,0.75,decrease,1.3179018072406734e-06,-0.15823022522173855,12
Hrg,4,4,ECM Regulators,Matrisome-associated,0.9242845628551433,1.8479696918836646,1.0,increase,0.0002347169073588784,0.43404007909942166,4
Serpina1c,3,4,ECM Regulators,Matrisome-associated,2.697281077295352,0.2191839258026321,0.75,increase,0.005419413264185324,0.09052095985066781,4
Tgfbi,6,9,ECM Glycoproteins,Core matrisome,0.9824931833092747,2.866837173634303,0.5555555555555556,decrease,1.9072110557516453e-05,0.07045155113204142,9
Agrn,6,8,ECM Glycoproteins,Core matrisome,0.9942164611786691,2.7535034182163067,0.75,increase,0.1824345099417637,-0.030282967587935476,9
Col6a4,2,2,Collagens,Core matrisome,0.9984982982271249,0.7093065442760642,,insufficient_data,,0.0339203558111453,2
Srpx,2,2,ECM Glycoproteins,Core matrisome,1.5706669849678447,0.18097926974600345,1.0,increase,0.016432263652451373,0.45259696461881926,2
Col6a5,3,3,Collagens,Core matrisome,0.9904101891960148,1.4282617476223851,0.6666666666666666,increase,3.159173899813794e-06,0.24683398592755842,3
Mmrn2,5,7,ECM Glycoproteins,Core matrisome,3.4304554022430955,0.31112820613681963,0.7142857142857143,decrease,0.0044744511412717625,-0.11093507459275198,7
Aspn,5,8,Proteoglycans,Core matrisome,0.9871406897397635,2.673650984992407,0.75,increase,0.00012141569786683348,0.4126795693589933,8
Creld1,3,4,ECM Glycoproteins,Core matrisome,2.6968219545139407,0.22524946194298834,0.75,decrease,0.0007863909881367093,-0.05744768256530662,4
Fbln1,5,8,ECM Glycoproteins,Core matrisome,0.9380263995020407,2.7717887969401658,0.75,decrease,0.0003586041778285143,-0.09746959695703306,8
Mmrn1,3,3,ECM Glycoproteins,Core matrisome,1.8014496918295184,0.32778536167453853,1.0,increase,0.008546218051150078,0.2654502395691259,3
Plxnb2,5,6,ECM-affiliated Proteins,Matrisome-associated,0.9957736229211885,2.244785578742124,0.8333333333333334,decrease,4.144824337526387e-05,-0.10543440114765527,6
Col14a1,4,7,Collagens,Core matrisome,3.2759809658951635,0.33370206207380737,1.0,decrease,0.01977473130120716,-1.1321262958691234,7
Hmcn1,2,2,ECM Glycoproteins,Core matrisome,1.3359918743872754,0.3405451827859757,1.0,decrease,0.0035913192936788407,-0.2428333189060464,2
Mfap5,3,3,ECM Glycoproteins,Core matrisome,1.8670264406226988,0.27741815878772147,0.6666666666666666,increase,0.053046370442497576,-0.11924546643454853,3
Cilp2,3,4,ECM Glycoproteins,Core matrisome,2.0187648576532222,0.2721211809541388,0.6666666666666666,decrease,0.27552056301821237,-0.31059581376725104,4
Fga,6,10,ECM Glycoproteins,Core matrisome,0.9707366528932657,3.066914627353617,0.5,mixed,5.4904186941318045e-05,-0.0734823590717257,10
Itih4,5,8,ECM Regulators,Matrisome-associated,1.001596621222151,2.6457606573622585,0.75,increase,0.0001162583009421958,0.18521850792353833,8
Itih3,5,9,ECM Regulators,Matrisome-associated,3.4179967103925595,0.3155152016627543,1.0,increase,0.01643959167506881,0.4243490387790778,9
Col6a3,3,4,Collagens,Core matrisome,0.993722661856867,1.7420743916170942,0.5,mixed,5.196436948962102e-06,0.008023712363903073,4
Hspg2,5,6,Proteoglycans,Core matrisome,1.3596775715609783,2.2581726711910175,0.5714285714285714,increase,0.09582102217417665,0.028346594279217863,7
Ltbp4,5,6,ECM Glycoproteins,Core matrisome,0.9924933615790739,2.255247879773465,1.0,decrease,0.00039782459160520034,-0.4602445238722049,6
Col18a1,6,9,Collagens,Core matrisome,0.9947919686044763,2.8424697108108057,0.7777777777777778,increase,0.000139043541523165,0.08143449363388573,9
Matn4,2,3,ECM Glycoproteins,Core matrisome,2.5395568134376965,0.016633326444338487,1.0,decrease,0.009144250933083482,-0.2386269867270674,3
Lamc1,5,6,ECM Glycoproteins,Core matrisome,1.7716805285763615,1.886310207115907,0.5714285714285714,increase,0.027518301528410838,0.06345058319046808,7
Anxa6,5,6,ECM-affiliated Proteins,Matrisome-associated,1.1490280367953813,2.805079706014108,0.8888888888888888,decrease,0.012501032588497996,-0.06515602512342758,9
Itih1,6,9,ECM Regulators,Matrisome-associated,1.0066746132219817,2.8237237581263828,0.7777777777777778,increase,0.0002763202805953213,0.29094298646440936,9
Serpina3n,5,6,ECM Regulators,Matrisome-associated,1.0516723608440575,2.200392274788871,0.8333333333333334,increase,0.0009216354785412939,0.2602453639514771,6
Tinagl1,6,10,ECM Glycoproteins,Core matrisome,0.9965398586120428,3.0096890591677266,0.6,increase,6.227316100515523e-05,0.057000514412854156,10
Cxcl12,2,2,Secreted Factors,Matrisome-associated,1.4869684930028118,0.236395084520287,1.0,increase,0.0006476322031756798,0.5657850903935682,2
Angpt1,2,2,Secreted Factors,Matrisome-associated,1.4714438738083329,0.2258545174280937,1.0,increase,0.004060698119852796,0.22365470991707495,2
Lgals9,5,5,ECM-affiliated Proteins,Matrisome-associated,0.9962960915127541,2.0071591185618263,1.0,decrease,4.090058602290725e-05,-0.2686754309316589,5
Kng1,6,10,ECM Regulators,Matrisome-associated,1.0028436698172072,3.0238094096863692,0.8,increase,0.004542354779253355,0.11256351849967099,10
Serpinb9,3,4,ECM Regulators,Matrisome-associated,1.0003014560674428,1.7315395790939259,0.75,decrease,2.4608555500016394e-06,-0.031319020348995155,4
Serpinb8,5,6,ECM Regulators,Matrisome-associated,3.667262157124805,0.3060318449054885,0.6666666666666666,decrease,0.00163403028054393,-0.007852222170197135,9
Serpinb6b,2,2,ECM Regulators,Matrisome-associated,0.9977659329268018,1.0030111328408375,1.0,decrease,1.639472003944764e-05,-0.09102559966664735,2
Ltbp2,2,2,ECM Glycoproteins,Core matrisome,1.3801245393903068,0.26836949541171834,1.0,decrease,0.027848577702730526,-0.3369861601184021,2
Ntn1,3,3,ECM Glycoproteins,Core matrisome,1.7384957346268566,0.29948298086130104,0.6666666666666666,decrease,0.0035965098919586436,-0.02365010823982357,3
Col15a1,5,8,Collagens,Core matrisome,0.9933302635722259,2.6607823253324647,0.875,decrease,0.00012606786852309426,-0.25581050475262623,8
Tnxb,2,2,ECM Glycoproteins,Core matrisome,0.9359289308401897,1.0839522521293075,0.5,mixed,2.1152643976729557e-05,0.08266950738535989,2
Adam10,5,7,ECM Regulators,Matrisome-associated,1.0036241937880204,2.4498813623637252,0.8571428571428571,increase,0.00019731019544977357,0.0043083407159129105,7
Anxa3,4,5,ECM-affiliated Proteins,Matrisome-associated,0.931622972868569,2.1134961519717783,0.8,decrease,1.4069004425909526e-05,-0.07594432923141455,5
Sdc4,2,3,ECM-affiliated Proteins,Matrisome-associated,2.1785936861774085,0.05569305399565287,1.0,decrease,0.06568733326192092,-0.02303531001699535,3
Il16,4,4,Secreted Factors,Matrisome-associated,2.3987469890973774,0.2884528971512011,0.75,decrease,0.003091514858448441,-0.20685301309653076,4
Col5a1,5,7,Collagens,Core matrisome,0.9934488737413829,2.4633305856099965,0.5714285714285714,decrease,6.617093816707609e-05,-0.1276405469101776,7
Nid2,6,10,ECM Glycoproteins,Core matrisome,0.9781649576925026,3.050519444638616,0.7,decrease,6.399606869766927e-05,-0.11713774042993925,10
Col4a1,6,10,Collagens,Core matrisome,1.0007705154913034,2.9995916817768067,0.8,increase,9.227516068133212e-06,0.27143571270801725,10
Lamb1,6,10,ECM Glycoproteins,Core matrisome,0.9918788585465227,3.0194488782786277,0.9,decrease,4.205495583819996e-05,-0.24690420130987328,10
Ctsl,5,9,ECM Regulators,Matrisome-associated,0.9369813481176897,2.9641484077971203,0.6666666666666666,decrease,0.000418894743948961,-0.06713035391521234,9
S100a4,3,4,Secreted Factors,Matrisome-associated,0.9614942978074805,1.792101565659165,0.75,increase,4.700761629750083e-05,0.05155303209049945,4
Anxa2,6,10,ECM-affiliated Proteins,Matrisome-associated,0.9970159751964401,3.0069155530929805,0.8,decrease,8.527350803255729e-07,-0.19745574963717077,10
Serpina1a,3,6,ECM Regulators,Matrisome-associated,3.057297178894053,0.2236379251300021,0.8333333333333334,increase,0.008015886833621533,0.23883278804817995,6
Col3a1,6,10,Collagens,Core matrisome,0.9997114054516287,3.002453121698208,0.6,decrease,5.4011137582410385e-05,-0.23311206576227192,10
Col4a2,6,10,Collagens,Core matrisome,1.0007355196760037,2.9997696193315115,0.9,increase,5.810791976479379e-07,0.18556267998988407,10
S100a10,5,6,Secreted Factors,Matrisome-associated,0.95366047169592,2.3202022999735736,0.6666666666666666,decrease,7.693540336362048e-05,-0.041437857063096,6
Anxa1,6,10,ECM-affiliated Proteins,Matrisome-associated,0.9996050949732522,3.0010458353259346,0.6,decrease,1.562296697787957e-06,-0.09980327501913704,10
Nid1,6,10,ECM Glycoproteins,Core matrisome,1.0001618594906467,3.000028325070993,0.6,decrease,1.248749844418029e-06,-0.007680441364159135,10
Ctsb,6,10,ECM Regulators,Matrisome-associated,0.9731011069636964,3.0626929648178294,0.8,increase,0.0001539260396992148,0.29944733092727577,10
Col1a1,6,10,Collagens,Core matrisome,0.9864319499042051,3.0311972875674527,0.6,decrease,6.64678165307464e-06,-0.059684066908149425,10
S100a6,5,6,Secreted Factors,Matrisome-associated,0.9509570803156108,2.3245995032508953,1.0,increase,1.3205705822194602e-05,0.2158892192116991,6
Fgf2,3,3,Secreted Factors,Matrisome-associated,1.0009107365576915,1.4139061364500929,0.6666666666666666,decrease,5.277122623326136e-06,-0.08681714936851737,3
Lgals1,6,10,ECM-affiliated Proteins,Matrisome-associated,0.9984193647528343,3.003997040030649,0.7,increase,7.758355178744125e-06,0.07305267456999591,10
Lgals3,3,3,ECM-affiliated Proteins,Matrisome-associated,0.9945704159266866,1.4222832936515217,1.0,increase,4.5019292849168835e-06,0.21783895184111568,3
Ctsd,6,10,ECM Regulators,Matrisome-associated,0.9692423065568949,3.070505799682667,0.9,increase,8.661239289242673e-05,0.3406239855236033,10
Sdc1,2,2,ECM-affiliated Proteins,Matrisome-associated,0.9739776770325119,1.0343736187442305,1.0,increase,0.0006136036512374154,0.10702264354707165,2
Lama1,3,4,ECM Glycoproteins,Core matrisome,0.988106453510645,1.750925695831861,0.75,increase,1.3531235647068485e-05,0.018822660864926025,4
Serpinh1,6,10,ECM Regulators,Matrisome-associated,0.9541044662049305,3.1034144826479304,1.0,decrease,3.223565667376249e-05,-0.5734625551659357,10
Cst3,5,9,ECM Regulators,Matrisome-associated,0.9097142023194997,3.069413832278674,0.7777777777777778,decrease,0.031203024094160536,-0.07728091958508464,9
Mfge8,6,10,ECM Glycoproteins,Core matrisome,0.9974649562149411,3.008894641207562,0.9,increase,0.0002091240426000951,0.4329152409585449,10
Tgm2,6,10,ECM Regulators,Matrisome-associated,0.9954673789015688,3.010861929858599,0.5,mixed,1.6594303757777595e-05,-0.08158615364115437,10
Dcn,6,10,Proteoglycans,Core matrisome,0.9607976846502627,3.088699235380416,0.5,mixed,4.445874700831354e-05,-0.0689222858644474,10
Vtn,5,8,ECM Glycoproteins,Core matrisome,0.9890642266097623,2.6692451359895397,0.875,increase,7.492083252325088e-05,0.2537413164355531,8
S100a9,4,6,Secreted Factors,Matrisome-associated,1.0000493755844244,2.256905254727438,0.5,mixed,0.0017459190114399448,0.03203235223217935,6
Serpinc1,6,10,ECM Regulators,Matrisome-associated,1.0038274553392055,3.0108508440217863,0.8,increase,0.001651393740778051,0.14856839188312582,10
Fbln2,4,7,ECM Glycoproteins,Core matrisome,3.248458843486395,0.3079896165593488,0.5714285714285714,decrease,0.007294356043799022,-0.09575555645214666,7
Mbl1,4,4,ECM-affiliated Proteins,Matrisome-associated,1.0013118766985873,1.7313984366343829,0.5,mixed,2.088391074317464e-05,0.1652780335318328,4
Igfbp6,2,3,ECM Glycoproteins,Core matrisome,2.5464591470383393,0.01406408039059214,0.6666666666666666,increase,0.009943709359073334,-0.014002450174827633,3
Anxa5,6,10,ECM-affiliated Proteins,Matrisome-associated,0.9513724982987507,3.1091227760733506,0.7,decrease,2.3697740463290984e-06,0.030355841682335606,10
Serpind1,3,6,ECM Regulators,Matrisome-associated,3.0891985321472673,0.2529059583305228,0.8333333333333334,increase,0.002436519618600308,0.035837727153276995,6
Ctsh,5,8,ECM Regulators,Matrisome-associated,3.587179806998487,0.25965648638654704,0.625,decrease,0.0033727857531221095,-0.005714003805225951,8
S100a11,5,6,Secreted Factors,Matrisome-associated,1.000378463762225,2.2360718197080636,0.8333333333333334,decrease,5.468620671411628e-06,-0.03729843049084935,6
Fmod,3,7,Proteoglycans,Core matrisome,3.150710732790982,0.26745538359615734,0.5,mixed,0.0052220108539127175,-0.13137955064740983,7
Gpc4,4,7,ECM-affiliated Proteins,Matrisome-associated,1.0040047388956082,2.4476965603632452,0.7142857142857143,decrease,2.411549645753297e-06,-0.02322387131941654,7
Lum,6,10,Proteoglycans,Core matrisome,0.9424654352291585,3.1300000759543307,0.6,increase,0.0003513511929815749,-0.014859645458889459,10
Loxl2,4,4,ECM Regulators,Matrisome-associated,1.0106951823951085,1.7550205931262661,0.5,mixed,0.009521055258372435,-0.133187045067201,4
Fgf1,4,6,Secreted Factors,Matrisome-associated,3.146525938693414,0.2489806837925835,0.6666666666666666,decrease,0.0017778010310005032,-0.05321591840718498,6
Plxna1,4,5,ECM-affiliated Proteins,Matrisome-associated,1.0143027760913574,1.9959316088738754,0.8,decrease,0.0006679118864809652,-0.059791710300014886,5
Sparcl1,5,7,ECM Glycoproteins,Core matrisome,3.2691433843784043,0.38337718285303557,0.7142857142857143,decrease,0.010841968081959752,-0.12686607175354941,7
Ccl21c,2,2,Secreted Factors,Matrisome-associated,1.7572168271372743,0.05412478963839648,1.0,decrease,0.003090432822490441,-0.06824693931227706,2
Serping1,3,5,ECM Regulators,Matrisome-associated,2.530876611259374,0.3174994497818884,0.8,decrease,0.0201235855224845,-0.03648639708044182,5
Serpinf1,4,8,ECM Regulators,Matrisome-associated,3.5677454324862565,0.22875008179906287,0.875,decrease,0.028702036530638603,-0.610669676941451,8
S100a13,4,5,Secreted Factors,Matrisome-associated,0.9616372814678964,2.066270945712582,0.6,decrease,0.00019540045509658377,-0.020891183373268066,5
Anxa11,5,6,ECM-affiliated Proteins,Matrisome-associated,0.9926914713684462,2.249751171687368,1.0,decrease,7.421533844365058e-06,-0.10934395283625888,6
Anxa4,5,6,ECM-affiliated Proteins,Matrisome-associated,0.979719587916841,2.27338019670727,0.5,mixed,5.7838919218511364e-06,0.0467552117494583,6
S100g,2,3,Secreted Factors,Matrisome-associated,2.259025030414765,0.06250986642884251,1.0,decrease,0.009516974721455247,-0.0950010706159893,3
Ctsc,4,6,ECM Regulators,Matrisome-associated,2.9041346414579916,0.3025939327679145,0.5,mixed,0.004994912454804767,0.04300731558169426,6
Loxl1,2,2,ECM Regulators,Matrisome-associated,1.3893145080287839,0.2967327040251005,0.5,mixed,0.01737457323696895,0.05357687188260499,2
Lama4,6,10,ECM Glycoproteins,Core matrisome,0.9933085315728523,3.017010700263393,0.7,decrease,8.440412339938419e-05,-0.15405418915463637,10
Serpina1d,5,9,ECM Regulators,Matrisome-associated,3.5560760837390815,0.3194904283050026,0.6666666666666666,increase,0.008805506136202235,-0.002680596967277799,9
Serpina1e,4,8,ECM Regulators,Matrisome-associated,3.507945444726965,0.27077775643892393,0.875,decrease,0.04196278635406192,-0.06527371063945211,8
Col1a2,6,10,Collagens,Core matrisome,0.9861108842649139,3.0319430839768615,0.6,increase,7.162600505150607e-06,-0.009398625057597532,10
C1qc,3,4,ECM-affiliated Proteins,Matrisome-associated,2.480205219870719,0.26481818396240453,0.6666666666666666,increase,0.02652472506710507,-0.08157330872994208,4
Col6a2,6,10,Collagens,Core matrisome,0.9937916418003342,3.0145224278128824,0.6,increase,1.1249369956445321e-05,0.09499525361963322,10
Serpina3m,3,6,ECM Regulators,Matrisome-associated,2.9693837258182225,0.2864997084879413,1.0,increase,0.0013534177166843464,0.22314271543849673,6
Col6a1,6,10,Collagens,Core matrisome,0.9972988795499643,3.0063948764797264,0.7,increase,4.548280382987713e-06,0.07080876804640195,10
Thbs3,2,2,ECM Glycoproteins,Core matrisome,1.472288185474912,0.21340700531632142,1.0,decrease,0.0028832583684519075,-0.34997542249416635,2
Anxa7,5,6,ECM-affiliated Proteins,Matrisome-associated,0.9782429570706558,2.27608581658425,1.0,decrease,8.152053355470201e-06,-0.10858801078068565,6
Igfbp5,3,6,ECM Glycoproteins,Core matrisome,2.630265117936137,0.3409596586508185,0.8,increase,0.008094987827038547,0.18557086252393934,6
Ambp,5,7,ECM Regulators,Matrisome-associated,0.8924197586734584,2.6538423155754343,1.0,increase,0.0032606131081194256,0.4187678254194361,7
