Canonical_Gene_Symbol,Zscore_Delta_mean,Zscore_Delta_std,Zscore_Delta_count,Zscore_Delta_min,Zscore_Delta_max,Zscore_Old_mean,Zscore_Old_std,Zscore_Young_mean,Zscore_Young_std,Abundance_Old_mean,Abundance_Young_mean,Tissue_<lambda>,Study_ID_<lambda>,Matrisome_Category_<lambda>,Matrisome_Division_<lambda>,zscore_delta_abs_mean,zscore_delta_range,coefficient_of_variation,pct_increasing,direction_consistency
COL6A3,-0.28103339061754185,0.3155262862447244,8,-1.014910698459989,-0.0307731207607132,0.8923846457275196,1.472588626873907,1.1734180363450615,1.3301822424562166,41369.34903118587,15171.338590706175,8,5,Collagens,Core matrisome,0.28103339061754185,0.9841375776992758,1.1187550720637947,0.0,1.0
COL6A5,-1.4193282468452226,,1,-1.4193282468452226,-1.4193282468452226,-1.139643570349735,,0.2796846764954876,,5.918539446447319,10.623824948021452,1,1,Collagens,Core matrisome,1.4193282468452226,0.0,,0.0,1.0
COL6A6,-0.013314555227181012,0.37765569069948446,5,-0.4765211849497631,0.3696106827082583,-0.36632083850991237,0.7274463980340229,-0.08600688039598246,0.5512264136250506,17561.04054629253,34041.192577560236,6,5,Collagens,Core matrisome,0.013314555227181012,0.8461318676580214,26.382635346041187,0.5,0.0
COL7A1,-0.0115021284978013,0.6374931811212019,6,-1.0943593777565686,0.6102493956012529,-0.003629594233016259,0.3101567823121627,0.00787253426478507,0.7788262915626483,98969.67619810248,87760.2234015183,6,3,Collagens,Core matrisome,0.0115021284978013,1.7046087733578215,50.99077179004481,0.5,0.0
COL8A1,-0.04241899405885189,0.8181496195641884,6,-0.9106767468139256,1.5080944592854084,-0.0072540389353912904,0.9845888590185033,0.11672353496970228,0.70477309662641,13677.570367208637,22257.020568688993,7,4,Collagens,Core matrisome,0.04241899405885189,2.418771206099334,18.843127006932374,0.14285714285714285,0.7142857142857143
COL8A2,-0.1598585305323249,0.022015352938066765,2,-0.1754257358850471,-0.1442913251796027,0.4531077982142489,0.046038772812708004,-0.15935259660032366,1.3385608874320252,31931.04032280243,19317.205472896796,3,2,Collagens,Core matrisome,0.1598585305323249,0.0311344107054444,0.13686158182106933,0.0,1.0
COL9A1,-0.8655147365797496,0.1731134525465237,3,-1.0539302420416647,-0.7134886007105048,-0.5328955345358435,0.13051701720660114,0.332619202043906,0.08154735029184072,26.627440740740738,29.970691666666664,3,1,Collagens,Core matrisome,0.8655147365797496,0.34044164133115995,0.19978131385257888,0.0,1.0
COL9A2,-0.20120650622796296,0.21029461689599238,5,-0.5008627536695571,-0.0141098001535314,0.031187540562875114,0.6599742681373896,0.23239404679083808,0.653822699187114,13336.744532509862,7746.738520450951,5,2,Collagens,Core matrisome,0.20120650622796296,0.4867529535160257,1.0399992602558055,0.0,1.0
COL9A3,,,0,,,,,-0.22597142416769656,0.0547916869693685,,27.80985,2,1,Collagens,Core matrisome,,,,0.0,1.0
COMP,0.2967765920416349,0.12555727189015267,3,0.1598908193710753,0.4065878534330567,2.983631694946261,0.0888836091534414,2.686855102904626,0.11348438341497687,38.850211111111115,39.08753055555555,3,1,ECM Glycoproteins,Core matrisome,0.2967765920416349,0.2466970340619814,0.42164923384104463,1.0,1.0
CPAMD8,0.25342864493153283,0.22858797307215878,2,0.0917925390745214,0.4150647507885442,-0.66888962725733,0.2914142551034598,-0.7605146934653263,0.11561829736869075,26.16558333333333,25.95493333333333,3,1,ECM Regulators,Matrisome-associated,0.25342864493153283,0.3232722117140228,0.8984364678500417,0.6666666666666666,0.33333333333333326
CPN2,0.17286787935759046,0.6970085554828092,5,-0.539142617053566,0.903827037532018,-0.4521331407671872,0.3509596250391179,-0.7047120112621169,0.42402373204406274,449.5761430545713,269.61457063618326,7,4,ECM Regulators,Matrisome-associated,0.17286787935759046,1.4429696545855841,4.008840264562531,0.42857142857142855,0.1428571428571429
CRELD1,-0.0093170493749965,,1,-0.0093170493749965,-0.0093170493749965,0.8086607365598604,,0.8179777859348569,,15.847686847518183,15.509195463639015,1,1,ECM Glycoproteins,Core matrisome,0.0093170493749965,0.0,,0.0,1.0
CRELD2,,,0,,,,,-1.7728664902066862,,,22.8708,1,1,ECM Glycoproteins,Core matrisome,,,,0.0,1.0
CRISPLD1,-0.35310448663214344,0.3752473808126502,2,-0.6184444542272591,-0.0877645190370277,-1.055899012218103,0.04314406728123539,-0.7120847404132872,0.31863490397310434,24.936933333333332,26.277983333333335,3,1,ECM Glycoproteins,Core matrisome,0.35310448663214344,0.5306799351902314,1.0597080663439058,0.0,1.0
CRISPLD2,0.0458637181162834,,1,0.0458637181162834,0.0458637181162834,-0.979910728464705,,-1.0257744465809884,,24.73393333333333,25.0637,1,1,ECM Glycoproteins,Core matrisome,0.0458637181162834,0.0,,1.0,1.0
CRLF1,0.9262204024696703,0.2433501303954093,3,0.6793820399630347,1.1659254515648922,-0.17508041097225038,0.06739056877018117,-1.1013008134419209,0.2810273493384145,27.794996666666666,24.87843888888889,3,1,Secreted Factors,Matrisome-associated,0.9262204024696703,0.48654341160185755,0.26245122491614864,1.0,1.0
CSPG4,-0.2667594842421436,0.33121681734960867,5,-0.6355287202343834,0.1388592830059805,-0.1341896530343524,1.0641302852664951,0.13256983120779123,0.7970873954800721,22.07771113549174,23.012401972986083,5,3,ECM-affiliated Proteins,Matrisome-associated,0.2667594842421436,0.7743880032403639,1.236993783010422,0.2,0.6
CST3,0.05535741917194828,0.18404679328870863,6,-0.1127087589369479,0.3175338164313012,0.40541424471013604,0.6371382959791572,0.3500568255381878,0.7803248191428412,2636.082956618617,1110.1579187564782,6,3,ECM Regulators,Matrisome-associated,0.05535741917194828,0.43024257536824906,3.2657065563484373,0.5,0.0
CST6,-0.7557079643937545,,1,-0.7557079643937545,-0.7557079643937545,-0.4407660079706028,,0.3149419564231517,,8.49615858699394,10.745198193814,1,1,ECM Regulators,Matrisome-associated,0.7557079643937545,0.0,,0.0,1.0
CSTA,-0.12579785570194255,0.21726819545920928,3,-0.3707996843533314,0.043458237226852,0.27564501681715675,1.6163092635768952,0.4014428725190993,1.5047475908522456,4001.5825179612452,5103.50598850665,3,2,ECM Regulators,Matrisome-associated,0.12579785570194255,0.4142579215801834,1.713500549803704,0.3333333333333333,0.33333333333333337
CSTB,0.5237034207287398,0.8035793723714345,5,-0.1911090050735395,1.898740228986432,1.056114630663076,1.7309500557300357,0.34588693601159787,1.3034338917183697,1131.1821401147547,1248.814022246849,6,5,ECM Regulators,Matrisome-associated,0.5237034207287398,2.0898492340599715,1.531492535831718,0.6666666666666666,0.33333333333333326
CTHRC1,-0.019953335375555978,0.19607502070424188,4,-0.2777860652365023,0.1487090712146656,-0.6534128049659882,0.4272266386761353,-0.6334594695904321,0.2947739049951407,21.647707623910435,21.702718686785907,4,2,ECM Glycoproteins,Core matrisome,0.019953335375555978,0.4264951364511679,9.357699726077104,0.5,0.0
CTSA,,,0,,,-0.6813774592057611,,-1.375083232217201,,25.61955,23.6744,2,1,ECM Regulators,Matrisome-associated,,,,0.0,1.0
CTSB,0.17319559250266928,0.4534178585548695,7,-0.30341444513897,0.7451721665806024,-0.014658883179586777,1.0217921171510949,-0.18785447568225594,1.0478212465634789,12547.27677336318,22312.063911570138,7,4,ECM Regulators,Matrisome-associated,0.17319559250266928,1.0485866117195723,2.602923828557382,0.42857142857142855,0.1428571428571429
CTSC,0.030199971941038278,0.18737242129071702,3,-0.1368298042317103,0.2328123606901346,-0.8628091000247977,0.628432836780368,-0.8181455289114167,0.6742147902799585,15792.30678271331,10566.07233420178,4,3,ECM Regulators,Matrisome-associated,0.030199971941038278,0.3696421649218449,6.005531724349416,0.25,0.5
CTSD,0.35673722730632784,0.35568701156527865,6,-0.3314998925347258,0.6940507578941132,0.1635042085860621,0.44412319098826386,-0.19323301872026574,0.45075755715210514,44.945702673327986,39.1899270311283,6,4,ECM Regulators,Matrisome-associated,0.35673722730632784,1.025550650428839,0.9942689337744165,0.8333333333333334,0.6666666666666667
CTSF,0.07610451412869046,0.6599045533376794,2,-0.3905184704722624,0.5427274987296433,-0.780442594284881,0.1641827812022223,-0.8239010305974437,0.4419197536246408,25.804501851851853,25.927574999999997,3,1,ECM Regulators,Matrisome-associated,0.07610451412869046,0.9332459692019057,8.558572228809753,0.3333333333333333,0.33333333333333337
CTSG,0.10296662821103983,0.2852143626203877,5,-0.1987083586255447,0.4800921439981607,0.001631672904192379,1.0987375219986728,0.05546273079403559,1.159218187574765,38311.85040331983,17160.004495996305,6,4,ECM Regulators,Matrisome-associated,0.10296662821103983,0.6788005026237054,2.743326079994021,0.5,0.0
CTSH,,,0,,,-1.6868782895973171,,,,22.7524,,1,1,ECM Regulators,Matrisome-associated,,,,0.0,1.0
CTSK,,,0,,,,,,,,,1,1,ECM Regulators,Matrisome-associated,,,,0.0,1.0
CTSL,,,0,,,-1.004505073319075,,,,24.6623,,1,1,ECM Regulators,Matrisome-associated,,,,0.0,1.0
CTSS,-0.2968722753980415,,1,-0.2968722753980415,-0.2968722753980415,-0.8268747303625605,,-0.530002454964519,,25.184180000000005,26.629,1,1,ECM Regulators,Matrisome-associated,0.2968722753980415,0.0,,0.0,1.0
CTSV,,,0,,,,,-0.5526938031134154,,,7.758360623908128,1,1,ECM Regulators,Matrisome-associated,,,,0.0,1.0
CTSZ,0.3718366432846391,0.24045168052753452,4,0.0852907947391523,0.5973840295735364,-0.652997421470042,0.8602060756441374,-0.9518388910637045,0.5527916378914972,35.17580214214517,24.92343518518113,6,4,ECM Regulators,Matrisome-associated,0.3718366432846391,0.5120932348343841,0.6449250224151483,0.6666666666666666,0.33333333333333326
CXCL10,0.8861453129831608,0.7778992069938816,6,-0.0821791252917975,2.2360125532026727,-0.2635827288506845,1.0827440095162086,-1.2378005116919797,0.842807108444741,42703.95154976345,19712.923261891694,6,3,Secreted Factors,Matrisome-associated,0.8861453129831608,2.31819167849447,0.8768565821286678,0.7142857142857143,0.4285714285714286
CXCL12,0.43524674423607157,0.9137175816376066,7,-0.3793372822811263,2.08739672632869,0.12620489883101463,0.688607253198045,-0.3090418454050569,0.6558800478498172,2090.9063556336473,381.0425433590418,7,4,Secreted Factors,Matrisome-associated,0.43524674423607157,2.4667340086098166,2.09449719387053,0.5714285714285714,0.1428571428571428
CXCL14,0.16368400110841705,0.10911785151831713,2,0.0865260283513082,0.2408419738655259,0.996908782494458,0.8765712439677237,0.1400146546252894,0.930883837912186,15987.776136774268,2440.2830590858534,5,3,Secreted Factors,Matrisome-associated,0.16368400110841705,0.15431594551421768,0.6625892666190516,0.4,0.19999999999999996
Calr,-0.25123805039266267,0.1315588028156411,4,-0.377539058202865,-0.0692740431469125,1.1885964979600572,0.4581743228342851,1.43983454835272,0.5417191833757015,15.7406829805,15.9291385195,4,1,Non-ECM,Non-ECM,0.25123805039266267,0.3082650150559525,0.5215660468785007,0.0,1.0
Calu,-0.02975126335800687,0.15599284852816223,4,-0.2074427780031071,0.1581898206781551,1.1172987310441995,0.22326212533634807,1.1470499944022063,0.1622896757889159,15.6659681375,15.660675973499998,4,1,Non-ECM,Non-ECM,0.02975126335800687,0.3656325986812622,5.072729751363061,0.5,0.0
Cap1,-0.2651263061983812,0.07116845004899978,4,-0.3121677455723616,-0.15915013750425,0.2132318214762855,1.1196415413368412,0.4783581276746667,1.114187984670075,14.866237029999999,15.097534783,4,1,Non-ECM,Non-ECM,0.2651263061983812,0.1530176080681116,0.2674235819286049,0.0,1.0
Car2,-0.09024188257118157,0.09838193142116622,4,-0.192277612353077,0.044084942170991,0.7422121613412915,0.7448191966889158,0.8324540439124731,0.652396112831272,15.326243721,15.3831408795,4,1,Non-ECM,Non-ECM,0.09024188257118157,0.236362554524068,1.0782540720202085,0.25,0.5
Car4,0.10265380175612777,0.46948941969651925,3,-0.3613574353282404,0.5774360544737409,-0.32752056277647823,0.6544162556834251,-0.430174364532606,0.49110094511997643,14.387493296666667,14.37046865,3,1,Non-ECM,Non-ECM,0.10265380175612777,0.9387934898019813,4.529398938990331,0.6666666666666666,0.33333333333333326
Cask,-0.0617617486681481,,1,-0.0617617486681481,-0.0617617486681481,-0.5756436727545167,,-0.5138819240863686,,14.358159804,14.499943716,1,1,Non-ECM,Non-ECM,0.0617617486681481,0.0,,0.0,1.0
Cat,0.008931961824056254,0.24769134531252845,4,-0.1637984836909009,0.3743295307484293,0.9313776884384071,0.5457857608596591,0.9224457266143506,0.4115850947908054,15.4883152775,15.4611514765,4,1,Non-ECM,Non-ECM,0.008931961824056254,0.5381280144393301,24.938813670486937,0.25,0.5
Cbln1,-0.0822684895144296,,1,-0.0822684895144296,-0.0822684895144296,-1.4306059209055888,,-1.3483374313911591,,23.550846790979033,23.695295159554306,1,1,Secreted Factors,Matrisome-associated,0.0822684895144296,0.0,,0.0,1.0
Cbln4,0.15587224531348293,0.024458589155840878,2,0.1385774110631321,0.1731670795638338,-1.4603983196569175,0.10969409211943686,-1.6162705649704003,0.13415268127527766,23.622268365163233,23.070748030017366,2,1,Secreted Factors,Matrisome-associated,0.15587224531348293,0.03458966850070169,0.15591406310889783,1.0,1.0
Ccdc134,-0.134658114936768,0.5616674241248377,4,-0.8892938766746329,0.3512928530349088,0.6396250575785181,0.38205963264053727,0.774283172515286,0.5555094968140158,15.1934409795,15.318146516,4,1,Non-ECM,Non-ECM,0.134658114936768,1.2405867297095416,4.1403157075169315,0.5,0.0
Ccl21c,-0.06824693931227706,0.05506317574533337,2,-0.1071824842754689,-0.0293113943490852,-1.6298490798732308,0.33482384473786764,-1.5616021405609537,0.38988702048320056,23.852025476527583,23.923883010997383,2,2,Secreted Factors,Matrisome-associated,0.06824693931227706,0.07787108992638371,0.7951712565521435,0.0,1.0
Ccn1,1.047172190754127,,1,1.047172190754127,1.047172190754127,0.1194925187010078,,-0.9276796720531192,,14.38935096,13.28029065,1,1,ECM Glycoproteins,Core matrisome,1.047172190754127,0.0,,1.0,1.0
Ccs,0.043491044013427134,0.21067289497806474,3,-0.1087870550222633,0.283921310868037,-0.5998721510883396,0.6880157883017546,-0.6433631951017666,0.7268266688569884,13.912324938666666,13.885213614,3,1,Non-ECM,Non-ECM,0.043491044013427134,0.39270836589030034,4.735175351571541,0.3333333333333333,0.33333333333333337
Cd109,-0.16248874846004804,0.2723082238233514,2,-0.355039740098404,0.0300622431783079,-2.1680002933492455,0.8952661278050169,-2.005511544889197,0.6229579039816652,17.78887399729784,17.918870404324423,2,2,ECM Regulators,Matrisome-associated,0.16248874846004804,0.3851019832767119,1.6656083454568478,0.5,0.0
Cd151,0.05384245169299986,0.11299108582276865,3,-0.0750649522428701,0.135735946758736,1.2498574618044511,0.20227498069159303,1.196015010111451,0.2944964751062895,15.582092835333334,15.502299064,3,1,Non-ECM,Non-ECM,0.05384245169299986,0.2108008990016061,2.0602850954818077,0.6666666666666666,0.33333333333333326
Cd163,-0.10572072323323695,0.24652623509726432,4,-0.4165957059071821,0.1830145787143922,-1.3699904884404348,0.45202255346076203,-1.2642697652071977,0.5763113775656403,13.298938224499999,13.4347423585,4,1,Non-ECM,Non-ECM,0.10572072323323695,0.5996102846215743,2.31001278503786,0.25,0.5
Cd209d,-0.1219277406058043,,1,-0.1219277406058043,-0.1219277406058043,-0.8442272548100092,,-0.7222995142042048,,25.56099599782797,25.80778220149003,1,1,ECM-affiliated Proteins,Matrisome-associated,0.1219277406058043,0.0,,0.0,1.0
Cd34,-0.3153206277249787,0.15732754085919115,3,-0.48709626789633,-0.1782292706951397,0.6589592979912603,0.4706866730188368,0.9742799257162392,0.4258341310165076,15.388514964666667,15.664005362666666,3,1,Non-ECM,Non-ECM,0.3153206277249787,0.30886699720119026,0.4973673136358902,0.0,1.0
Cd47,-0.08043629651563905,0.12470307888893968,2,-0.1686146892328493,0.0077420962015712,0.30639104150605295,0.20446499821885333,0.386827338021692,0.07976191932991358,14.780341645,14.888671285000001,2,1,Non-ECM,Non-ECM,0.08043629651563905,0.17635678543442052,1.531296046413305,0.5,0.0
Cd5l,0.9321918932763058,,1,0.9321918932763058,0.9321918932763058,-1.9693671302798423,,-2.9015590235561484,,13.093123988,12.376740268,1,1,Non-ECM,Non-ECM,0.9321918932763058,0.0,,1.0,1.0
Cd81,-0.09434831414397722,0.2544592869634935,3,-0.2703572969479852,0.197408863623614,-0.3429930230639844,0.38149763850669227,-0.24864470892000712,0.18044955257429185,14.44006211,14.526884606000001,3,1,Non-ECM,Non-ECM,0.09434831414397722,0.46776616057159925,2.668733991240334,0.3333333333333333,0.33333333333333337
Cdh13,-0.022740574453978746,0.21363262353653228,4,-0.2135575928157745,0.2832203601463828,0.1631745455428596,0.6062050370244211,0.18591511999683835,0.5865885265151345,14.7671949285,14.7878910015,4,1,Non-ECM,Non-ECM,0.022740574453978746,0.4967779529621573,8.998629074905516,0.25,0.5
Cdnf,0.3806571223507656,0.25327575867310465,4,0.0874899262194749,0.658917035247716,1.0381726510815215,0.5133520058271231,0.6575155287307558,0.40448333089542726,15.598639999,15.209497538,4,1,Non-ECM,Non-ECM,0.3806571223507656,0.5714271090282411,0.6636212030135499,1.0,1.0
Ces1c,0.1731362991918946,0.20406986144409367,4,-0.1299435419201826,0.2944995566723613,0.8618837405272423,0.4785839188863376,0.6887474413353477,0.5810819544327829,15.445644601000001,15.258559741500001,4,1,Non-ECM,Non-ECM,0.1731362991918946,0.42444309859254387,1.1718973148683542,0.75,0.5
Ces1d,0.37289938212478,0.7881250738500817,4,-0.8004654936992149,0.8832611681931556,0.7847255539124021,0.5202344288890133,0.4118261717876221,0.4741769923777156,15.3706273385,14.987737622500001,4,1,Non-ECM,Non-ECM,0.37289938212478,1.6837266618923705,2.1078533732025897,0.75,0.5
Cfb,0.005440962940836028,0.1772194716217913,4,-0.1525688624631402,0.1852841493467138,0.1960769766122702,0.24153447127675332,0.19063601367143415,0.14239646389605184,14.776020814,14.773813781000001,4,1,Non-ECM,Non-ECM,0.005440962940836028,0.337853011809854,27.51443739851552,0.5,0.0
Cfd,-0.37757207274141363,0.34234261260193133,3,-0.7527761633016449,-0.0821976644767721,0.037847570136846,1.1453850732121158,0.4154196428782598,1.3151024417805481,14.779409487333332,15.124008554666666,3,1,Non-ECM,Non-ECM,0.37757207274141363,0.6705784988248727,0.9042997020960152,0.0,1.0
Cfh,0.12512010615323926,0.16895161705368839,4,-0.0216000935484087,0.3675878905214592,-0.23681129997382935,0.08588411191652591,-0.36193140612706864,0.16371380458560042,14.3778721585,14.2696829135,4,1,Non-ECM,Non-ECM,0.12512010615323926,0.3891879840698679,1.339608903027783,0.75,0.5
Cfi,0.2688985139460397,0.21775377353790756,4,0.1046463205822082,0.5787904976528602,-0.15340532680600172,0.30060302794212856,-0.4223038407520414,0.34356984106134886,14.4456044175,14.202411592499999,4,1,Non-ECM,Non-ECM,0.2688985139460397,0.474144177070652,0.8067987124280449,1.0,1.0
Cfl1,-0.22900196451889684,0.09806123732781885,4,-0.3721616328885457,-0.157226577619141,1.687815380679772,0.2872914446427073,1.9168173451986688,0.3525830304037677,16.198170703,16.351655714,4,1,Non-ECM,Non-ECM,0.22900196451889684,0.2149350552694047,0.42634956415671044,0.0,1.0
Chad,-0.39120749173724817,0.39623936187795633,4,-0.8677870099185674,0.0688884081433839,-1.120112068339704,0.50157132598712,-0.7289045766024558,0.5088447557037844,17.039450485,17.356425338,4,2,Proteoglycans,Core matrisome,0.39120749173724817,0.9366754180619513,1.0102799416779351,0.25,0.5
Chadl,-0.11533518823638281,0.10780753151262125,2,-0.1915666248319397,-0.0391037516408259,-0.9629754641365491,0.13147583267648447,-0.8476402759001662,0.023668301163863145,25.085557661541067,25.310170746175928,2,1,Proteoglycans,Core matrisome,0.11533518823638281,0.1524628731911138,0.9266975293284941,0.0,1.0
Chid1,0.228676316212785,,1,0.228676316212785,0.228676316212785,0.9271550459061262,,0.6984787296933411,,15.190629944,14.83387471,1,1,Non-ECM,Non-ECM,0.228676316212785,0.0,,1.0,1.0
Chrdl1,-0.05648622605462768,0.15894366605152024,5,-0.2294971700302652,0.1339748273833267,-0.18595762746664593,0.8133768672569222,-0.12947140141201824,0.86968607679328,27.653934581340927,27.67413703175083,3,2,Secreted Factors,Matrisome-associated,0.05648622605462768,0.36347199741359193,2.7648999936172567,0.4,0.19999999999999996
Cilp,0.7916067829414317,,1,0.7916067829414317,0.7916067829414317,-1.1891126590156509,,-1.5564125491964242,0.6000605623505091,15.572950822837935,20.210828188513403,2,2,ECM Glycoproteins,Core matrisome,0.7916067829414317,0.0,,0.5,0.0
Cilp2,-0.31059581376725104,1.0225515277148576,3,-1.2252809499289352,0.7933725758639296,-0.705505948203037,1.1590480583783223,-0.3891750720981645,0.7212014685957588,14.84755202832649,18.431220977912368,4,3,ECM Glycoproteins,Core matrisome,0.31059581376725104,2.018653525792865,3.281660030512029,0.25,0.5
Ckm,0.019672677357352546,0.17512592026584475,4,-0.1820684437698874,0.2371084972178878,-0.22280305013381815,0.34283664083705007,-0.24247572749117074,0.4830173225425454,14.3756943115,14.366130413,4,1,Non-ECM,Non-ECM,0.019672677357352546,0.4191769409877752,8.471371039105325,0.5,0.0
Clec10a,0.2048128948537423,0.16695728951777883,2,0.0867562632671952,0.3228695264402894,-0.7066038572252322,0.2651512190366876,-0.9114167520789744,0.09819392951890869,38095.093547330485,29245.4780439346,2,2,ECM-affiliated Proteins,Matrisome-associated,0.2048128948537423,0.23611326317309417,0.8112090820957764,1.0,1.0
Clec1a,0.048947723343975846,0.03617132392553901,2,0.023370734911732,0.0745247117762197,-0.7051735975472305,0.06019500715559811,-0.7541213208912064,0.09636633108113717,21.246073043621426,21.005660485285176,2,2,ECM-affiliated Proteins,Matrisome-associated,0.048947723343975846,0.051153976864487694,0.7241836364880403,1.0,1.0
Clec2l,-0.1570392194763949,0.12673051774582378,2,-0.246651227957749,-0.0674272109950408,-0.2594019040575266,0.13133979677486474,-0.10236268458113165,0.004609279029040875,27.154342147090603,27.483666224419437,2,1,ECM-affiliated Proteins,Matrisome-associated,0.1570392194763949,0.17922401696270818,0.801892834991839,0.0,1.0
Clec3b,-0.1593139362791873,,1,-0.1593139362791873,-0.1593139362791873,-0.7833254023741831,,-0.6240114660949958,,15.050437783829343,15.121781535197854,1,1,ECM-affiliated Proteins,Matrisome-associated,0.1593139362791873,0.0,,0.0,1.0
Clic1,-0.4228125934615976,0.19039599833385573,4,-0.6513285165880585,-0.2228268522768768,-0.7160695169879032,0.6896845651581645,-0.2932569235263056,0.8546861958627132,13.892090068,14.301801182,4,1,Non-ECM,Non-ECM,0.4228125934615976,0.42850166431118164,0.44924573094618964,0.0,1.0
Clu,0.3119124778682617,0.18776179416216462,4,0.1202494313824994,0.5565135815961089,0.35742025616858975,0.8500893271212726,0.04550777830032798,0.7514037296925821,14.9462820655,14.661313716,4,1,Non-ECM,Non-ECM,0.3119124778682617,0.4362641502136095,0.6000457234601352,1.0,1.0
Cma1,0.19869858032458715,0.2038340993275082,4,-0.0568145950914003,0.4417062596801825,0.9951078808443167,0.2830427662271159,0.7964093005197295,0.37660575578316774,15.557131231,15.3409938915,4,1,Non-ECM,Non-ECM,0.19869858032458715,0.4985208547715828,1.0207088052213453,0.75,0.5
Cnp,-0.17694596434934542,0.5327382402561375,4,-0.9306037283922756,0.2893545699265022,-0.6622260397076585,0.6496197703999146,-0.485280075358313,0.6747206357116285,14.0183063125,14.1895198315,4,1,Non-ECM,Non-ECM,0.17694596434934542,1.2199582983187778,2.9938202993480654,0.5,0.0
Coch,0.0738537281562266,,1,0.0738537281562266,0.0738537281562266,-2.2695325477427915,,-2.343386275899018,,21.0477646938714,20.759030220231267,1,1,ECM Glycoproteins,Core matrisome,0.0738537281562266,0.0,,1.0,1.0
Col10a1,0.10961751960731,,1,0.10961751960731,0.10961751960731,-0.8813036391144691,,-0.9909211587217792,,26.71103666666667,26.177325,1,1,Collagens,Core matrisome,0.10961751960731,0.0,,1.0,1.0
Col11a1,-0.3473611556005225,0.3663204927777193,3,-0.7302242745670253,-0.0001972053620329,-0.6826160502053251,0.6264680396983675,-0.33525489460480246,0.9526050702708727,90803.57508164132,176932.823194384,3,2,Collagens,Core matrisome,0.3473611556005225,0.7300270692049924,1.051553788039994,0.0,1.0
Col11a2,0.5480735216082906,1.8637486260376672,2,-0.7697957702900549,1.865942813506636,0.7009095873571447,1.753298368956466,0.15283606574885417,0.11045025708120104,15.603231094999998,15.199444438,2,1,Collagens,Core matrisome,0.5480735216082906,2.635738583796691,3.394351671846356,0.5,0.0
Col12a1,0.08491789490528431,0.526779710620329,9,-0.747354028143925,1.2581902621170016,0.3193005360631849,0.6820999958531163,0.23438264115790053,0.5075454001150267,829356.258461257,715939.5553297489,9,5,Collagens,Core matrisome,0.08491789490528431,2.005544290260927,6.131198991793848,0.6666666666666666,0.33333333333333326
Col14a1,-1.1321262958691234,0.40111588024838984,7,-1.4782751355876875,-0.5284477932670698,-1.1186537765156186,0.7730972128323956,0.013472519353504695,0.5904852157416909,16.135183329759034,17.342507801986194,7,4,Collagens,Core matrisome,1.1321262958691234,0.9498273423206177,0.35399044370489036,0.0,1.0
Col15a1,-0.2558105047526262,0.22468010956865858,8,-0.6401544918459223,0.0740070474276003,0.27999181243136395,0.3790706660834597,0.5358023171839901,0.5313174282762323,88591.98860501949,72229.01058370952,8,5,Collagens,Core matrisome,0.2558105047526262,0.7141615392735227,0.8748867566187866,0.125,0.75
Col16a1,,,0,,,-0.1791646546736442,,,,28.9143825,,1,1,Collagens,Core matrisome,,,,0.0,1.0
Col18a1,0.08143449363388573,0.1069646524217808,9,-0.08464497872281,0.2846888304653543,-0.18585920234973427,0.4339540631821509,-0.26729369598362,0.3810209401075636,81242.54696478276,66932.76005121114,9,6,Collagens,Core matrisome,0.08143449363388573,0.36933380918816433,1.2975715347611674,0.7777777777777778,0.5555555555555556
Col1a1,-0.059684066908149404,0.43974442650238066,10,-0.7922606775213434,0.6556581668714209,0.646030787762095,0.9711382633582032,0.7057148546702442,0.8320194098789243,3035349.6812120206,2302831.7531151553,10,6,Collagens,Core matrisome,0.059684066908149404,1.4479188443927642,7.246456094776442,0.4,0.19999999999999996
Col1a2,-0.009398625057597532,0.46542593663489523,10,-0.866250743296902,0.5550526423892304,0.6953523720875878,0.8563337879741291,0.7047509971451854,0.6698513063474009,2793417.2909266828,2112200.3088479363,10,6,Collagens,Core matrisome,0.009398625057597532,1.4213033856861323,44.758411237728176,0.6,0.19999999999999996
Col25a1,-0.028022938274496798,0.07042578214367858,2,-0.0778214863986584,0.0217756098496648,-0.79074600675032,0.08513405820534126,-0.7627230684758233,0.014708276061662605,25.59056346501634,25.55765688403296,2,1,Collagens,Core matrisome,0.028022938274496798,0.09959709624832319,2.426555901321801,0.5,0.0
Col2a1,0.040566572268517086,0.9092148171871975,6,-1.1798973685921226,1.320998649814823,-1.282405206589708,0.6907423569092239,-1.3229717788582251,0.4498777010693691,21043.212227672873,17241.298133602093,6,3,Collagens,Core matrisome,0.040566572268517086,2.5008960184069453,21.873702053509124,0.6666666666666666,0.33333333333333326
Col3a1,-0.23311206576227192,0.40595784486683184,10,-1.035336558711624,0.2334332601412327,-0.42602864973996646,0.48053250369255995,-0.19291658397769446,0.45672403597162015,107112.98060753348,98377.94363065218,10,6,Collagens,Core matrisome,0.23311206576227192,1.268769818852857,1.7340321334785878,0.4,0.19999999999999996
Col4a1,0.27143571270801725,0.22398422475603266,10,-0.0273331290884394,0.6010675760862701,0.5504703422164169,0.5555019431918734,0.2790346295083996,0.5675337448194014,149154.82842606804,149191.41120826598,10,6,Collagens,Core matrisome,0.27143571270801725,0.6284007051747096,0.8221544177509781,0.8,0.6000000000000001
