Gene_Symbol,Compartment_A,Compartment_B,Delta_z_A,Delta_z_B,Antagonism_Magnitude,Tissue,Matrisome_Category,Mechanical_Stress_A,Mechanical_Stress_B,Protein_Type
CPN2,NP,IAF,2.8946965942407057,-0.0414516062036289,2.9361482004443347,Intervertebral_disc_NP,ECM Regulators,1.0,0.0,Other
PRELP,Skin dermis,Glomerular,-0.3383738502486866,2.596536473858281,2.9349103241069674,Skin dermis,Proteoglycans,0.5,0.5,Structural
Agrn,Lung,Hippocampus,-2.696820153894304,0.2257190303824124,2.9225391842767166,Lung,ECM Glycoproteins,0.5,0.0,Other
CLEC11A,OAF,Skin dermis,-0.2394064054137371,2.679186213187131,2.918592618600868,Intervertebral_disc_OAF,ECM-affiliated Proteins,0.0,0.5,Other
Thbs1,Lung,Ovary,0.4625487630031141,-2.4493562463103933,2.9119050093135073,Lung,ECM Glycoproteins,0.5,0.5,Other
MFAP4,NP,OAF,2.705480438027637,-0.2021437645214835,2.9076242025491204,Intervertebral_disc_NP,ECM Glycoproteins,1.0,0.0,Other
EMILIN2,OAF,Skin dermis,2.5229282377945146,-0.3836880114351505,2.906616249229665,Intervertebral_disc_OAF,ECM Glycoproteins,0.0,0.5,Other
SLIT3,IAF,Skin dermis,-0.8247857431555682,2.075593273578013,2.9003790167335812,Intervertebral_disc_IAF,ECM Glycoproteins,0.0,0.5,Other
NID2,Glomerular,Cortex,0.1277043590534335,-2.770738080367955,2.898442439421389,Kidney_Glomerular,ECM Glycoproteins,0.5,1.0,Other
S100a4,Ovary,Hippocampus,-1.12539135179596,1.7701983252244236,2.8955896770203835,Ovary,Secreted Factors,0.5,0.0,Other
PLOD3,IAF,Skin dermis,-1.399582003964081,1.4837400718570313,2.883322075821112,Intervertebral_disc_IAF,ECM Regulators,0.0,0.5,Regulatory
SERPINE2,OAF,Skin dermis,-0.1062750917001457,2.7762187433925547,2.8824938350927005,Intervertebral_disc_OAF,ECM Regulators,0.0,0.5,Other
CTSZ,NP,Skin dermis,-1.4054431838740276,1.4624819818094268,2.867925165683454,Intervertebral_disc_NP,ECM Regulators,1.0,0.5,Other
LTBP1,NP,Tubulointerstitial,2.572162104897303,-0.2825993756818494,2.8547614805791524,Intervertebral_disc_NP,ECM Glycoproteins,1.0,0.5,Other
SERPINE2,IAF,Skin dermis,-0.0758410341418703,2.7762187433925547,2.852059777534425,Intervertebral_disc_IAF,ECM Regulators,0.0,0.5,Other
HCFC1,OAF,Skin dermis,2.4546875640274948,-0.3964671780046271,2.8511547420321217,Intervertebral_disc_OAF,Secreted Factors,0.0,0.5,Other
Serpine2,Ovary,Skeletal_muscle_EDL,-2.177380681159769,0.6689343452320765,2.8463150263918453,Ovary,ECM Regulators,0.5,0.5,Other
SERPINA4,NP,Tubulointerstitial,1.7501331395914492,-1.089228185195032,2.8393613247864815,Intervertebral_disc_NP,ECM Regulators,1.0,0.5,Other
ANXA5,Tubulointerstitial,Cortex,-1.4639525417569286,1.3713612027354216,2.83531374449235,Kidney_Tubulointerstitial,ECM-affiliated Proteins,0.5,1.0,Other
SERPINE2,NP,Skin dermis,-0.0561788308241247,2.7762187433925547,2.8323975742166794,Intervertebral_disc_NP,ECM Regulators,1.0,0.5,Other
SERPINB8,OAF,Skin dermis,2.4308080751084677,-0.4009419915189019,2.83175006662737,Intervertebral_disc_OAF,ECM Regulators,0.0,0.5,Other
PRELP,NP,Glomerular,-0.2336276890843476,2.596536473858281,2.8301641629426286,Intervertebral_disc_NP,Proteoglycans,1.0,0.5,Structural
C1QC,NP,Skin dermis,2.47013308061871,-0.3583728092815532,2.828505889900263,Intervertebral_disc_NP,ECM-affiliated Proteins,1.0,0.5,Other
MFAP4,OAF,Glomerular,-0.2021437645214835,2.6104873545010667,2.81263111902255,Intervertebral_disc_OAF,ECM Glycoproteins,0.0,0.5,Other
DCN,Tubulointerstitial,Cortex,0.558321548390084,-2.2540385476124856,2.8123600960025694,Kidney_Tubulointerstitial,Proteoglycans,0.5,1.0,Structural
Ctsl,Ovary,Skeletal_muscle_TA,1.2751896917183416,-1.5213437733612167,2.796533465079558,Ovary,ECM Regulators,0.5,0.0,Other
SERPINA4,NP,Glomerular,1.7501331395914492,-1.0431407401084116,2.7932738796998606,Intervertebral_disc_NP,ECM Regulators,1.0,0.5,Other
MFAP2,Skin dermis,Glomerular,-0.3430428021104998,2.443233247881294,2.786276049991794,Skin dermis,ECM Glycoproteins,0.5,0.5,Other
Agrn,Lung,Skeletal_muscle_TA,-2.696820153894304,0.0869117858656196,2.7837319397599236,Lung,ECM Glycoproteins,0.5,0.0,Other
VCAN,OAF,Glomerular,-0.7575663746434506,2.0207243217245145,2.778290696367965,Intervertebral_disc_OAF,Proteoglycans,0.0,0.5,Structural
LUM,Skin dermis,Glomerular,-0.3637553704748903,2.4099045749187624,2.7736599453936526,Skin dermis,Proteoglycans,0.5,0.5,Structural
S100A4,IAF,Skin dermis,-0.4248562487513602,2.3482144122216533,2.7730706609730134,Intervertebral_disc_IAF,Secreted Factors,0.0,0.5,Other
S100A8,IAF,Skin dermis,2.443900029312342,-0.3241323183328033,2.7680323476451454,Intervertebral_disc_IAF,Secreted Factors,0.0,0.5,Other
Eln,Lung,Skeletal_muscle_EDL,0.0570920117346701,-2.703022175032575,2.760114186767245,Lung,ECM Glycoproteins,0.5,0.5,Other
CLEC11A,NP,Skin dermis,-0.0807709680085997,2.679186213187131,2.759957181195731,Intervertebral_disc_NP,ECM-affiliated Proteins,1.0,0.5,Other
FBLN7,NP,Skin dermis,-0.410186434093201,2.345962832985591,2.7561492670787917,Intervertebral_disc_NP,ECM Glycoproteins,1.0,0.5,Other
Col6a1,Skeletal_muscle_Soleus,Skeletal_muscle_TA,0.8302392597311994,-1.9211471471602124,2.751386406891412,Skeletal_muscle_Soleus,Collagens,1.0,0.0,Other
LTBP1,IAF,Tubulointerstitial,2.4566960244392413,-0.2825993756818494,2.7392954001210907,Intervertebral_disc_IAF,ECM Glycoproteins,0.0,0.5,Other
Col1a2,Skeletal_muscle_TA,Cortex,-1.9078132273284791,0.8298076732472189,2.737620900575698,Skeletal_muscle_TA,Collagens,0.0,1.0,Other
Efemp1,Ovary,Skeletal_muscle_TA,1.9623386555063052,-0.7719401560528952,2.7342788115592005,Ovary,ECM Glycoproteins,0.5,0.0,Other
LUM,OAF,Glomerular,-0.3130723701124608,2.4099045749187624,2.722976945031223,Intervertebral_disc_OAF,Proteoglycans,0.0,0.5,Structural
Col2a1,Skeletal_muscle_Gastrocnemius,Skeletal_muscle_TA,0.7556489499913077,-1.9666161931577677,2.7222651431490754,Skeletal_muscle_Gastrocnemius,Collagens,0.5,0.0,Other
VCAN,Glomerular,Cortex,2.0207243217245145,-0.6905265508908869,2.7112508726154014,Kidney_Glomerular,Proteoglycans,0.5,1.0,Structural
TIMP3,Skin dermis,Glomerular,-0.2785105960416357,2.4301747946772556,2.7086853907188915,Skin dermis,ECM Regulators,0.5,0.5,Regulatory
LUM,Glomerular,Cortex,2.4099045749187624,-0.2955786583993802,2.7054832333181427,Kidney_Glomerular,Proteoglycans,0.5,1.0,Structural
Aspn,Lung,Skeletal_muscle_Gastrocnemius,-0.0987241655519899,2.604202857141108,2.702927022693098,Lung,Proteoglycans,0.5,0.5,Other
S100A4,OAF,Skin dermis,-0.352926829204446,2.3482144122216533,2.7011412414260993,Intervertebral_disc_OAF,Secreted Factors,0.0,0.5,Other
Serpine2,Ovary,Skeletal_muscle_TA,-2.177380681159769,0.5170549792950699,2.6944356604548387,Ovary,ECM Regulators,0.5,0.0,Other
PLOD1,NP,Skin dermis,-0.1792277924408527,2.5128403602732945,2.692068152714147,Intervertebral_disc_NP,ECM Regulators,1.0,0.5,Regulatory
CXCL12,IAF,Tubulointerstitial,-0.4866065099799222,2.2020176924599193,2.6886242024398417,Intervertebral_disc_IAF,Secreted Factors,0.0,0.5,Other
SERPINC1,NP,Tubulointerstitial,2.1377222882530265,-0.5447466737712195,2.682468962024246,Intervertebral_disc_NP,ECM Regulators,1.0,0.5,Regulatory
CXCL12,NP,Tubulointerstitial,-0.4793210153853653,2.2020176924599193,2.681338707845285,Intervertebral_disc_NP,Secreted Factors,1.0,0.5,Other
PRELP,IAF,Glomerular,-0.0842133190429915,2.596536473858281,2.6807497929012727,Intervertebral_disc_IAF,Proteoglycans,0.0,0.5,Structural
Aspn,Lung,Skeletal_muscle_Soleus,-0.0987241655519899,2.580974570992095,2.6796987365440845,Lung,Proteoglycans,0.5,1.0,Other
S100A9,Tubulointerstitial,Cortex,1.4999470408270017,-1.1766868531300605,2.676633893957062,Kidney_Tubulointerstitial,Secreted Factors,0.5,1.0,Other
FGA,NP,Cortex,2.0490640658936803,-0.6260514058273221,2.6751154717210026,Intervertebral_disc_NP,ECM Glycoproteins,1.0,1.0,Other
PRELP,Glomerular,Tubulointerstitial,2.596536473858281,-0.0746170666868551,2.671153540545136,Kidney_Glomerular,Proteoglycans,0.5,0.5,Structural
PLOD3,IAF,OAF,-1.399582003964081,1.2686927352940995,2.6682747392581803,Intervertebral_disc_IAF,ECM Regulators,0.0,0.0,Regulatory
VCAN,NP,Glomerular,-0.6445731152094921,2.0207243217245145,2.6652974369340066,Intervertebral_disc_NP,Proteoglycans,1.0,0.5,Structural
CTSG,IAF,Skin dermis,2.3216443283538393,-0.3412266313426476,2.662870959696487,Intervertebral_disc_IAF,ECM Regulators,0.0,0.5,Other
ANGPTL2,NP,Skin dermis,-0.0079067386301294,2.6522820944443457,2.660188833074475,Intervertebral_disc_NP,Secreted Factors,1.0,0.5,Other
SERPIND1,IAF,Tubulointerstitial,1.564726237659977,-1.0948863088126666,2.6596125464726437,Intervertebral_disc_IAF,ECM Regulators,0.0,0.5,Other
Pcolce,Ovary,Skeletal_muscle_Soleus,0.4445014220122675,-2.214168449049565,2.6586698710618326,Ovary,ECM Glycoproteins,0.5,1.0,Other
LAMC3,Skin dermis,Glomerular,1.633694209005056,-1.0226329949490942,2.65632720395415,Skin dermis,ECM Glycoproteins,0.5,0.5,Other
SERPINA5,Skin dermis,Glomerular,1.6980380639609522,-0.9563735777494924,2.6544116417104444,Skin dermis,ECM Regulators,0.5,0.5,Other
MATN4,OAF,Skin dermis,-0.2136954396577278,2.4285318177332047,2.6422272573909327,Intervertebral_disc_OAF,ECM Glycoproteins,0.0,0.5,Other
Serpine2,Lung,Ovary,0.4640823030903223,-2.177380681159769,2.641462984250091,Lung,ECM Regulators,0.5,0.5,Other
MATN4,IAF,Skin dermis,-0.2119352815990051,2.4285318177332047,2.6404670993322097,Intervertebral_disc_IAF,ECM Glycoproteins,0.0,0.5,Other
Chad,Lung,Skeletal_muscle_Gastrocnemius,0.2410976186565885,-2.390997676672455,2.6320952953290435,Lung,Proteoglycans,0.5,0.5,Other
LGALS3,NP,Tubulointerstitial,-0.7753976942369272,1.8411950971288888,2.6165927913658162,Intervertebral_disc_NP,ECM-affiliated Proteins,1.0,0.5,Other
VWF,NP,Skin dermis,2.231218530792388,-0.376796408877369,2.608014939669757,Intervertebral_disc_NP,ECM Glycoproteins,1.0,0.5,Other
OGN,Glomerular,Tubulointerstitial,2.2016235494540672,-0.4052049468240076,2.606828496278075,Kidney_Glomerular,Proteoglycans,0.5,0.5,Structural
LUM,IAF,Glomerular,-0.1899158946871001,2.4099045749187624,2.5998204696058624,Intervertebral_disc_IAF,Proteoglycans,0.0,0.5,Structural
EFEMP2,NP,Skin dermis,-0.2053059038135634,2.388338638024498,2.593644541838062,Intervertebral_disc_NP,ECM Glycoproteins,1.0,0.5,Other
Col1a2,Skeletal_muscle_EDL,Hippocampus,-0.066815013893139,2.5201316291764586,2.5869466430695978,Skeletal_muscle_EDL,Collagens,0.5,0.0,Other
COL6A6,IAF,Glomerular,1.727567682681637,-0.8575850995550971,2.585152782236734,Intervertebral_disc_IAF,Collagens,0.0,0.5,Other
F13A1,Skin dermis,Glomerular,-0.3938207250009189,2.1886031758951563,2.5824239008960754,Skin dermis,ECM Regulators,0.5,0.5,Regulatory
ANXA6,Tubulointerstitial,Cortex,-1.3235628849173855,1.253466524656303,2.5770294095736883,Kidney_Tubulointerstitial,ECM-affiliated Proteins,0.5,1.0,Other
Ctsf,Skeletal_muscle_TA,Hippocampus,2.383890877437526,-0.1930940475061068,2.5769849249436327,Skeletal_muscle_TA,ECM Regulators,0.0,0.0,Other
EFEMP2,IAF,Skin dermis,-0.187524379862195,2.388338638024498,2.575863017886693,Intervertebral_disc_IAF,ECM Glycoproteins,0.0,0.5,Other
PLOD1,OAF,Skin dermis,-0.0628607284933354,2.5128403602732945,2.57570108876663,Intervertebral_disc_OAF,ECM Regulators,0.0,0.5,Regulatory
PRG3,Skin dermis,Tubulointerstitial,0.5929365831579182,-1.9822693313974236,2.5752059145553416,Skin dermis,Proteoglycans,0.5,0.5,Other
Fmod,Skeletal_muscle_Gastrocnemius,Hippocampus,-1.121920121539489,1.4527235922205133,2.5746437137600022,Skeletal_muscle_Gastrocnemius,Proteoglycans,0.5,0.0,Other
C1QC,NP,OAF,2.47013308061871,-0.0932418992281385,2.5633749798468486,Intervertebral_disc_NP,ECM-affiliated Proteins,1.0,0.0,Other
COL10A1,OAF,Glomerular,2.340642129879647,-0.2190991586751819,2.5597412885548287,Intervertebral_disc_OAF,Collagens,0.0,0.5,Other
OGN,OAF,Glomerular,-0.3542658558282806,2.2016235494540672,2.5558894052823478,Intervertebral_disc_OAF,Proteoglycans,0.0,0.5,Structural
S100A4,NP,Skin dermis,-0.2042061357881122,2.3482144122216533,2.5524205480097653,Intervertebral_disc_NP,Secreted Factors,1.0,0.5,Other
COL14A1,Glomerular,Cortex,1.469677100283282,-1.076741476066409,2.5464185763496907,Kidney_Glomerular,Collagens,0.5,1.0,Structural
SNED1,IAF,Skin dermis,-0.4009125451014063,2.142551097943453,2.543463643044859,Intervertebral_disc_IAF,ECM Glycoproteins,0.0,0.5,Other
Col1a2,Lung,Hippocampus,-0.0215560991600455,2.5201316291764586,2.541687728336504,Lung,Collagens,0.5,0.0,Other
VCAN,IAF,Glomerular,-0.5190644823298923,2.0207243217245145,2.5397888040544068,Intervertebral_disc_IAF,Proteoglycans,0.0,0.5,Structural
OGN,Skin dermis,Glomerular,-0.3358360496078114,2.2016235494540672,2.5374595990618785,Skin dermis,Proteoglycans,0.5,0.5,Structural
PLOD1,IAF,Skin dermis,-0.0165727131743833,2.5128403602732945,2.5294130734476776,Intervertebral_disc_IAF,ECM Regulators,0.0,0.5,Regulatory
S100A8,IAF,OAF,2.443900029312342,-0.0854573444480114,2.5293573737603534,Intervertebral_disc_IAF,Secreted Factors,0.0,0.0,Other
COL5A3,OAF,Glomerular,2.063047884185169,-0.4654838102129204,2.5285316943980893,Intervertebral_disc_OAF,Collagens,0.0,0.5,Other
EMILIN2,OAF,Tubulointerstitial,2.5229282377945146,-0.0022857019928689,2.5252139397873834,Intervertebral_disc_OAF,ECM Glycoproteins,0.0,0.5,Other
Col6a2,Skeletal_muscle_Soleus,Skeletal_muscle_TA,1.0203679752205477,-1.49847146934696,2.518839444567508,Skeletal_muscle_Soleus,Collagens,1.0,0.0,Other
VTN,Skin dermis,Cortex,-0.3207270795210353,2.1977367672868007,2.518463846807836,Skin dermis,ECM Glycoproteins,0.5,1.0,Other
ITIH4,NP,Skin dermis,2.133720456775803,-0.3800236847517011,2.513744141527504,Intervertebral_disc_NP,ECM Regulators,1.0,0.5,Other
MFAP2,Glomerular,Tubulointerstitial,2.443233247881294,-0.0694148195376458,2.5126480674189398,Kidney_Glomerular,ECM Glycoproteins,0.5,0.5,Other
EFEMP2,OAF,Skin dermis,-0.1233075970237339,2.388338638024498,2.5116462350482323,Intervertebral_disc_OAF,ECM Glycoproteins,0.0,0.5,Other
PAPLN,OAF,Skin dermis,2.094413825861372,-0.4171170889808386,2.5115309148422105,Intervertebral_disc_OAF,ECM Glycoproteins,0.0,0.5,Other
ANGPTL5,NP,Skin dermis,-0.3554886069812742,2.1536122322888067,2.509100839270081,Intervertebral_disc_NP,Secreted Factors,1.0,0.5,Other
Serpinb6a,Skeletal_muscle_TA,Hippocampus,1.9083907889561873,-0.600394324727031,2.5087851136832184,Skeletal_muscle_TA,ECM Regulators,0.0,0.0,Other
SERPINC1,IAF,Tubulointerstitial,1.9579460060595808,-0.5447466737712195,2.5026926798308002,Intervertebral_disc_IAF,ECM Regulators,0.0,0.5,Regulatory
SERPINC1,NP,Skin dermis,2.1377222882530265,-0.3635935646025029,2.5013158528555293,Intervertebral_disc_NP,ECM Regulators,1.0,0.5,Regulatory
C1QA,IAF,Skin dermis,2.1377028287495814,-0.3604287915964481,2.4981316203460295,Intervertebral_disc_IAF,ECM-affiliated Proteins,0.0,0.5,Other
CXCL12,Skin dermis,Tubulointerstitial,-0.2938507061358776,2.2020176924599193,2.495868398595797,Skin dermis,Secreted Factors,0.5,0.5,Other
TNC,NP,Glomerular,-0.8880816180753369,1.6015207711324175,2.4896023892077546,Intervertebral_disc_NP,ECM Glycoproteins,1.0,0.5,Structural
PRG3,Skin dermis,Glomerular,0.5929365831579182,-1.8958646806827624,2.4888012638406805,Skin dermis,Proteoglycans,0.5,0.5,Other
FGB,NP,Cortex,1.7826627329596063,-0.704855650239366,2.4875183831989722,Intervertebral_disc_NP,ECM Glycoproteins,1.0,1.0,Other
LUM,NP,Glomerular,-0.0714873074860733,2.4099045749187624,2.4813918824048358,Intervertebral_disc_NP,Proteoglycans,1.0,0.5,Structural
S100A8,Glomerular,Cortex,0.2842210575010298,-2.191722543294376,2.475943600795406,Kidney_Glomerular,Secreted Factors,0.5,1.0,Other
COL6A6,IAF,Tubulointerstitial,1.727567682681637,-0.7479090856504016,2.4754767683320384,Intervertebral_disc_IAF,Collagens,0.0,0.5,Other
PLG,IAF,Skin dermis,2.118193363439892,-0.3564031244134669,2.474596487853359,Intervertebral_disc_IAF,ECM Regulators,0.0,0.5,Regulatory
PLG,IAF,Cortex,2.118193363439892,-0.3547709704489309,2.472964333888823,Intervertebral_disc_IAF,ECM Regulators,0.0,1.0,Regulatory
CTSC,OAF,Skin dermis,-0.2877231660948061,2.1847951736455133,2.4725183397403194,Intervertebral_disc_OAF,ECM Regulators,0.0,0.5,Other
BGN,OAF,Glomerular,-0.5513064402484682,1.9189275941694652,2.4702340344179334,Intervertebral_disc_OAF,Proteoglycans,0.0,0.5,Structural
SERPINB6,NP,Skin dermis,2.0731015209571733,-0.3966938162256404,2.4697953371828136,Intervertebral_disc_NP,ECM Regulators,1.0,0.5,Other
CXCL12,IAF,Glomerular,-0.4866065099799222,1.9831110267423744,2.4697175367222965,Intervertebral_disc_IAF,Secreted Factors,0.0,0.5,Other
SERPINC1,Glomerular,Cortex,0.527171355673233,-1.9420900810408868,2.46926143671412,Kidney_Glomerular,ECM Regulators,0.5,1.0,Regulatory
LUM,Glomerular,Tubulointerstitial,2.4099045749187624,-0.0580292253897175,2.46793380030848,Kidney_Glomerular,Proteoglycans,0.5,0.5,Structural
MFAP2,OAF,Glomerular,-0.0237841182006355,2.443233247881294,2.4670173660819295,Intervertebral_disc_OAF,ECM Glycoproteins,0.0,0.5,Other
Sdc4,Lung,Hippocampus,2.2615553499531615,-0.20452363278762,2.4660789827407816,Lung,ECM-affiliated Proteins,0.5,0.0,Other
THBS1,IAF,Cortex,0.0722861419699297,-2.390432320319478,2.462718462289408,Intervertebral_disc_IAF,ECM Glycoproteins,0.0,1.0,Other
CXCL12,NP,Glomerular,-0.4793210153853653,1.9831110267423744,2.4624320421277397,Intervertebral_disc_NP,Secreted Factors,1.0,0.5,Other
PLXDC2,NP,Skin dermis,-0.1207377886257862,2.3407606808082577,2.461498469434044,Intervertebral_disc_NP,ECM-affiliated Proteins,1.0,0.5,Other
FBLN7,OAF,Skin dermis,-0.1146056573365941,2.345962832985591,2.460568490322185,Intervertebral_disc_OAF,ECM Glycoproteins,0.0,0.5,Other
FBLN7,IAF,Skin dermis,-0.1110538094725687,2.345962832985591,2.4570166424581594,Intervertebral_disc_IAF,ECM Glycoproteins,0.0,0.5,Other
Fmod,Skeletal_muscle_TA,Hippocampus,-1.002040652410167,1.4527235922205133,2.45476424463068,Skeletal_muscle_TA,Proteoglycans,0.0,0.0,Other
F9,OAF,Ovary,-0.212911878623654,2.2373574587878826,2.4502693374115365,Intervertebral_disc_OAF,ECM Regulators,0.0,0.5,Regulatory
PAPLN,OAF,Glomerular,2.094413825861372,-0.35487555794385267,2.4492893838052248,Intervertebral_disc_OAF,ECM Glycoproteins,0.0,0.5,Other
Col1a2,Ovary,Skeletal_muscle_TA,0.5384340845058682,-1.9078132273284791,2.4462473118343473,Ovary,Collagens,0.5,0.0,Other
VTN,IAF,Skin dermis,2.1098706538875462,-0.3207270795210353,2.4305977334085815,Intervertebral_disc_IAF,ECM Glycoproteins,0.0,0.5,Other
Col5a1,Skeletal_muscle_TA,Skeletal_muscle_EDL,-1.14331892379725,1.2834853572986125,2.4268042810958628,Skeletal_muscle_TA,Collagens,0.0,0.5,Other
Postn,Lung,Skeletal_muscle_EDL,0.2086415732420161,-2.2160391604116567,2.424680733653673,Lung,ECM Glycoproteins,0.5,0.5,Other
ANGPTL5,OAF,Skin dermis,-0.2650136645622959,2.1536122322888067,2.4186258968511027,Intervertebral_disc_OAF,Secreted Factors,0.0,0.5,Other
SERPINC1,OAF,Cortex,0.476385659997181,-1.9420900810408868,2.4184757410380677,Intervertebral_disc_OAF,ECM Regulators,0.0,1.0,Regulatory
Serpine2,Ovary,Skeletal_muscle_Soleus,-2.177380681159769,0.2404199446520406,2.4178006258118097,Ovary,ECM Regulators,0.5,1.0,Other
Tinagl1,Skeletal_muscle_TA,Cortex,-0.5705156243958944,1.8469973456997597,2.417512970095654,Skeletal_muscle_TA,ECM Glycoproteins,0.0,1.0,Other
TNC,IAF,Glomerular,-0.8155686943113217,1.6015207711324175,2.4170894654437394,Intervertebral_disc_IAF,ECM Glycoproteins,0.0,0.5,Structural
FGA,NP,Skin dermis,2.0490640658936803,-0.3674177270575179,2.416481792951198,Intervertebral_disc_NP,ECM Glycoproteins,1.0,0.5,Other
FGA,IAF,Cortex,1.7903377008931536,-0.6260514058273221,2.4163891067204757,Intervertebral_disc_IAF,ECM Glycoproteins,0.0,1.0,Other
S100A13,NP,Skin dermis,-0.2724653164446341,2.1435879759034813,2.4160532923481153,Intervertebral_disc_NP,Secreted Factors,1.0,0.5,Other
Serpinb6a,Skeletal_muscle_Gastrocnemius,Hippocampus,1.814601714195486,-0.600394324727031,2.414996038922517,Skeletal_muscle_Gastrocnemius,ECM Regulators,0.5,0.0,Other
COL5A3,OAF,Skin dermis,2.063047884185169,-0.3517364113576585,2.4147842955428276,Intervertebral_disc_OAF,Collagens,0.0,0.5,Other
OGN,IAF,Glomerular,-0.2119035533757864,2.2016235494540672,2.4135271028298537,Intervertebral_disc_IAF,Proteoglycans,0.0,0.5,Structural
Tnc,Ovary,Cortex,0.9591351281826879,-1.4529881453660891,2.4121232735487768,Ovary,ECM Glycoproteins,0.5,1.0,Other
PLOD3,NP,IAF,1.010614393437008,-1.399582003964081,2.410196397401089,Intervertebral_disc_NP,ECM Regulators,1.0,0.0,Regulatory
BGN,Glomerular,Cortex,1.9189275941694652,-0.4857961386878002,2.4047237328572653,Kidney_Glomerular,Proteoglycans,0.5,1.0,Structural
VTN,NP,Skin dermis,2.0839844593171626,-0.3207270795210353,2.404711538838198,Intervertebral_disc_NP,ECM Glycoproteins,1.0,0.5,Other
ANXA3,OAF,Skin dermis,2.033555968574553,-0.3702649171941906,2.4038208857687433,Intervertebral_disc_OAF,ECM-affiliated Proteins,0.0,0.5,Other
F2,IAF,Tubulointerstitial,1.6525285429711936,-0.7512171224286393,2.403745665399833,Intervertebral_disc_IAF,ECM Regulators,0.0,0.5,Regulatory
S100A13,IAF,Skin dermis,-0.2563230658781885,2.1435879759034813,2.3999110417816696,Intervertebral_disc_IAF,Secreted Factors,0.0,0.5,Other
Col5a2,Skeletal_muscle_TA,Skeletal_muscle_EDL,-2.057731792667324,0.3381486158454886,2.395880408512813,Skeletal_muscle_TA,Collagens,0.0,0.5,Other
Serpine2,Ovary,Cortex,-2.177380681159769,0.2152492260736385,2.3926299072334074,Ovary,ECM Regulators,0.5,1.0,Other
COL6A1,Glomerular,Cortex,0.8726354169958608,-1.5156776087982655,2.388313025794126,Kidney_Glomerular,Collagens,0.5,1.0,Structural
PLXDC2,IAF,Skin dermis,-0.045580241249612,2.3407606808082577,2.3863409220578697,Intervertebral_disc_IAF,ECM-affiliated Proteins,0.0,0.5,Other
S100a4,Ovary,Cortex,-1.12539135179596,1.2608765560999973,2.386267907895957,Ovary,Secreted Factors,0.5,1.0,Other
Serpinf1,Lung,Skeletal_muscle_Gastrocnemius,0.1257337049762613,-2.2578646264840465,2.3835983314603078,Lung,ECM Regulators,0.5,0.5,Other
FBLN5,Glomerular,Cortex,1.392048340478235,-0.9912024992428276,2.3832508397210623,Kidney_Glomerular,ECM Glycoproteins,0.5,1.0,Structural
SERPINB6,NP,IAF,2.0731015209571733,-0.3090791690305959,2.382180689987769,Intervertebral_disc_NP,ECM Regulators,1.0,0.0,Other
SERPIND1,IAF,Cortex,1.564726237659977,-0.8127812039781145,2.3775074416380915,Intervertebral_disc_IAF,ECM Regulators,0.0,1.0,Other
CTSG,IAF,OAF,2.3216443283538393,-0.0533929291341823,2.3750372574880214,Intervertebral_disc_IAF,ECM Regulators,0.0,0.0,Other
COL5A2,Tubulointerstitial,Cortex,0.6052419662725321,-1.7676713454124815,2.3729133116850134,Kidney_Tubulointerstitial,Collagens,0.5,1.0,Structural
MMP14,IAF,Skin dermis,-0.161862196322302,2.210121431736242,2.371983628058544,Intervertebral_disc_IAF,ECM Regulators,0.0,0.5,Regulatory
SERPINA5,Skin dermis,Tubulointerstitial,1.6980380639609522,-0.6729726139790695,2.3710106779400215,Skin dermis,ECM Regulators,0.5,0.5,Other
Vwa9,Lung,Ovary,0.0105590833639453,-2.358366851114978,2.368925934478923,Lung,ECM Glycoproteins,0.5,0.5,Other
VCAN,Skin dermis,Glomerular,-0.3435263293749104,2.0207243217245145,2.364250651099425,Skin dermis,Proteoglycans,0.5,0.5,Structural
ANXA3,IAF,Skin dermis,1.9920988580493133,-0.3702649171941906,2.362363775243504,Intervertebral_disc_IAF,ECM-affiliated Proteins,0.0,0.5,Other
FGG,NP,Skin dermis,2.0071993178479546,-0.3496386581232498,2.3568379759712044,Intervertebral_disc_NP,ECM Glycoproteins,1.0,0.5,Other
Serpina1d,Skeletal_muscle_Gastrocnemius,Cortex,-1.139213967009967,1.2146904290190208,2.353904396028988,Skeletal_muscle_Gastrocnemius,ECM Regulators,0.5,1.0,Other
F12,Skeletal_muscle_Soleus,Skin dermis,-0.1272511672899696,2.2165450155664312,2.343796182856401,Skeletal_muscle_Soleus,ECM Regulators,1.0,0.5,Regulatory
F2,NP,Tubulointerstitial,1.5911155106808246,-0.7512171224286393,2.342332633109464,Intervertebral_disc_NP,ECM Regulators,1.0,0.5,Regulatory
BGN,NP,Glomerular,-0.4209045746489243,1.9189275941694652,2.3398321688183894,Intervertebral_disc_NP,Proteoglycans,1.0,0.5,Structural
S100A13,OAF,Skin dermis,-0.1962205315984607,2.1435879759034813,2.339808507501942,Intervertebral_disc_OAF,Secreted Factors,0.0,0.5,Other
MMP14,OAF,Skin dermis,-0.1246921245522625,2.210121431736242,2.334813556288504,Intervertebral_disc_OAF,ECM Regulators,0.0,0.5,Regulatory
SPON1,IAF,Skin dermis,-0.2723664419473581,2.0569590813710783,2.3293255233184365,Intervertebral_disc_IAF,ECM Glycoproteins,0.0,0.5,Other
Col5a2,Ovary,Skeletal_muscle_TA,0.269370421743459,-2.057731792667324,2.3271022144107834,Ovary,Collagens,0.5,0.0,Other
