Protein_ID,Protein_Name,Gene_Symbol,Tissue,Tissue_Compartment,Species,Abundance_Young,Abundance_Old,Method,Study_ID,Canonical_Gene_Symbol,Matrisome_Category,Matrisome_Division,Match_Level,Match_Confidence,Abundance_Young_log2,Abundance_Old_log2,Zscore_Young,Zscore_Old,Zscore_Delta
H0YJC6,Lymphoid-restricted membrane protein (Fragment) OS=Homo sapiens GN=LRMP PE=1 SV=1,LRMP,Kidney_Glomerular,Glomerular,Homo sapiens,8430.983868374666,5525.029281519441,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0,13.041656391552047,12.432027491436264,0.020979966760485514,-0.24871808248946517,-0.26969804924995067
H0YJI1,"SRA stem-loop-interacting RNA-binding protein, mitochondrial (Fragment) OS=Homo sapiens GN=SLIRP PE=1 SV=1",SLIRP,Kidney_Glomerular,Glomerular,Homo sapiens,14637.955651036324,10706.325523052265,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0,13.837525014400022,13.386310548108957,0.2640376151336873,0.06319528202338204,-0.20084233311030525
H0YJR8,Dehydrogenase/reductase SDR family member 7 (Fragment) OS=Homo sapiens GN=DHRS7 PE=1 SV=1,DHRS7,Kidney_Glomerular,Glomerular,Homo sapiens,180.81192090364868,529.7886676603607,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0,7.506302985922501,9.051993759268203,-1.6695125882449264,-1.3535031734491791,0.3160094147957473
H0YJV4,Solute carrier family 35 member F4 (Fragment) OS=Homo sapiens GN=SLC35F4 PE=4 SV=1,SLC35F4,Kidney_Glomerular,Glomerular,Homo sapiens,586.8184464015933,733.9459854558546,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0,9.199226822861505,9.52149441335843,-1.1524949865095058,-1.2000439585608094,-0.047548972051303595
H0YJW9,Uncharacterized protein (Fragment) OS=Homo sapiens PE=1 SV=3,1,Kidney_Glomerular,Glomerular,Homo sapiens,929.4816954719456,1295.60854683157,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0,9.861833959498595,10.340527272511967,-0.950135290696902,-0.9323379640355621,0.01779732666133982
H0YKD8,60S ribosomal protein L28 OS=Homo sapiens GN=RPL28 PE=1 SV=1,RPL28,Kidney_Glomerular,Glomerular,Homo sapiens,4448.91530654045,5408.292933938107,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0,12.119562162764304,12.401224311733182,-0.2606268818995872,-0.25878629375204587,0.0018405881475413444
H0YKN4,Annexin A2 OS=Homo sapiens GN=ANXA2 PE=1 SV=1,ANXA2,Kidney_Glomerular,Glomerular,Homo sapiens,3379.8353617886037,3682.4393377269066,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,ANXA2,ECM-affiliated Proteins,Matrisome-associated,exact_gene,100,11.723164046970156,11.846837767851058,-0.3816865531550247,-0.4399909907586617,-0.058304437603637016
H0YKP3,Tropomyosin alpha-1 chain OS=Homo sapiens GN=TPM1 PE=1 SV=1,TPM1,Kidney_Glomerular,Glomerular,Homo sapiens,52.89254075456307,84.53353810472764,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0,5.75201369882789,6.41841831336645,-2.2052711499553883,-2.214303721342993,-0.009032571387604715
H0YL12,"Electron transfer flavoprotein subunit alpha, mitochondrial (Fragment) OS=Homo sapiens GN=ETFA PE=1 SV=6",ETFA,Kidney_Glomerular,Glomerular,Homo sapiens,411806.5918924085,97999.34172217948,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0,18.651610901504036,16.580499159389888,1.734255640062195,1.1072357369666948,-0.6270199030955002
H0YL18,Beta-2-microglobulin OS=Homo sapiens GN=B2M PE=1 SV=1,B2M,Kidney_Glomerular,Glomerular,Homo sapiens,225.39175462858532,1071.3982254791176,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0,7.8226776047772475,10.066625021838023,-1.5728920297052145,-1.0218646217268699,0.5510274079783446
H0YL43,Reticulocalbin-2 (Fragment) OS=Homo sapiens GN=RCN2 PE=1 SV=1,RCN2,Kidney_Glomerular,Glomerular,Homo sapiens,144.81733423684298,123.99796366359972,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0,7.188018421998153,6.965760781971239,-1.766716442499298,-2.035401424242015,-0.26868498174271704
H0YLU3,Alpha-mannosidase 2x (Fragment) OS=Homo sapiens GN=MAN2A2 PE=1 SV=1,MAN2A2,Kidney_Glomerular,Glomerular,Homo sapiens,2045.109113460134,721.7772713255076,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0,10.998667366817877,9.497407329262321,-0.6029472666404488,-1.2079169721170988,-0.60496970547665
H0YMM2,Papilin (Fragment) OS=Homo sapiens GN=PAPLN PE=1 SV=1,PAPLN,Kidney_Glomerular,Glomerular,Homo sapiens,6789.4956154489,4669.569638209537,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,PAPLN,ECM Glycoproteins,Core matrisome,exact_gene,100,12.729301160436389,12.189382801214233,-0.07441307394058258,-0.32802801173857044,-0.2536149377979878
H0YMV8,40S ribosomal protein S27 OS=Homo sapiens GN=RPS27L PE=1 SV=1,RPS27L,Kidney_Glomerular,Glomerular,Homo sapiens,10395.28396649258,16964.276677632664,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0,13.343780325114714,14.050297337932774,0.11324837727555925,0.2802235024846682,0.16697512520910895
H0YND0,Fibrillin-1 (Fragment) OS=Homo sapiens GN=FBN1 PE=1 SV=1,FBN1,Kidney_Glomerular,Glomerular,Homo sapiens,783.0222231484104,679.4187412356124,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,FBN1,ECM Glycoproteins,Core matrisome,exact_gene,100,9.61475073795655,9.41027906845285,-1.0255943112643657,-1.2363953871777114,-0.21080107591334563
H0YNF6,TM2 domain-containing protein 3 (Fragment) OS=Homo sapiens GN=TM2D3 PE=1 SV=1,TM2D3,Kidney_Glomerular,Glomerular,Homo sapiens,11139.01954721291,6995.763370603464,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0,13.443464143703372,12.772471985428716,0.14369173668369614,-0.1374416778540206,-0.28113341453771673
H0YNH8,Uveal autoantigen with coiled-coil domains and ankyrin repeats OS=Homo sapiens GN=UACA PE=1 SV=1,UACA,Kidney_Glomerular,Glomerular,Homo sapiens,87532.92212507424,94871.43591156392,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0,16.41755459418181,16.533701369324888,1.0519766095760499,1.091939587623087,0.03996297804703719
H0YNN7,UPF0258 protein KIAA1024 OS=Homo sapiens GN=KIAA1024 PE=4 SV=1,KIAA1024,Kidney_Glomerular,Glomerular,Homo sapiens,1188.6594956895744,2259.0907926707664,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0,10.216332989140472,11.142165014605574,-0.841871567235856,-0.670317671934054,0.17155389530180198
H3BLW9,DNA repair protein SWI5 homolog (Fragment) OS=Homo sapiens GN=SWI5 PE=1 SV=1,SWI5,Kidney_Glomerular,Glomerular,Homo sapiens,1575.8573645161268,1013.3237923479412,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0,10.62283645093388,9.986302547503875,-0.717725731299383,-1.0481185230618841,-0.33039279176250114
H3BMJ9,"4-aminobutyrate aminotransferase, mitochondrial (Fragment) OS=Homo sapiens GN=ABAT PE=1 SV=1",ABAT,Kidney_Glomerular,Glomerular,Homo sapiens,827.170731710415,2765.701358248843,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0,9.693784407258695,11.433951210422101,-1.0014574911267107,-0.5749455353136367,0.426511955813074
H3BMW1,Cytosolic Fe-S cluster assembly factor NUBP2 (Fragment) OS=Homo sapiens GN=NUBP2 PE=1 SV=1,NUBP2,Kidney_Glomerular,Glomerular,Homo sapiens,6511.916913532117,9702.35015927524,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0,12.669088106730165,13.244267219973812,-0.09280209295082167,0.01676753495668383,0.1095696279075055
H3BN98,Uncharacterized protein (Fragment) OS=Homo sapiens PE=4 SV=2,4,Kidney_Glomerular,Glomerular,Homo sapiens,359.3435194438848,162.87587202360302,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0,8.493229089372807,7.35645964717541,-1.3681061363052072,-1.9076990651724859,-0.5395929288672787
H3BND3,Cleavage and polyadenylation-specificity factor subunit 5 (Fragment) OS=Homo sapiens GN=NUDT21 PE=1 SV=6,NUDT21,Kidney_Glomerular,Glomerular,Homo sapiens,163.11492494232027,578.1107190224767,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0,7.358562636189746,9.177695390345185,-1.7146323742811918,-1.3124168119133461,0.4022155623678456
H3BND9,Poly(rC)-binding protein 2 (Fragment) OS=Homo sapiens GN=PCBP2 PE=1 SV=1,PCBP2,Kidney_Glomerular,Glomerular,Homo sapiens,27756.289833183768,28107.788887752733,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0,14.760579092454847,14.778733673777332,0.5459376010012739,0.5183174587358647,-0.02762014226540921
H3BNP9,"Sulfide:quinone oxidoreductase, mitochondrial (Fragment) OS=Homo sapiens GN=SQRDL PE=1 SV=1",SQRDL,Kidney_Glomerular,Glomerular,Homo sapiens,7537.298007188093,5996.683455209801,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0,12.880023114022826,12.550189666546958,-0.02838270844402488,-0.21009603912484742,-0.18171333068082254
H3BNT2,"Ubiquinone biosynthesis protein COQ9, mitochondrial (Fragment) OS=Homo sapiens GN=COQ9 PE=1 SV=6",COQ9,Kidney_Glomerular,Glomerular,Homo sapiens,4588.642106232807,4186.835318188921,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0,12.164165943378736,12.03198899572176,-0.24700492255420797,-0.37947315799927406,-0.13246823544506608
H3BNX8,"Cytochrome c oxidase subunit 5A, mitochondrial OS=Homo sapiens GN=COX5A PE=1 SV=1",COX5A,Kidney_Glomerular,Glomerular,Homo sapiens,1590.6815750731494,2172.3215169200266,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0,10.636336030084106,11.085685904443041,-0.713602970496802,-0.6887782210890514,0.02482474940775059
H3BP39,"Acyl-coenzyme A synthetase ACSM2B, mitochondrial (Fragment) OS=Homo sapiens GN=ACSM2B PE=1 SV=1",ACSM2B,Kidney_Glomerular,Glomerular,Homo sapiens,13058.367609745896,13001.359092542632,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0,13.672797416680885,13.66648578298316,0.21372993698888829,0.15477230369606565,-0.05895763329282264
H3BQK9,"Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5 OS=Homo sapiens GN=MACF1 PE=1 SV=1",MACF1,Kidney_Glomerular,Glomerular,Homo sapiens,1892209.9850203868,1393589.792634087,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0,20.851641530132625,20.41037556661051,2.406143255168772,2.3590547098506374,-0.04708854531813467
H3BRD0,General transcription factor 3C polypeptide 1 (Fragment) OS=Homo sapiens GN=GTF3C1 PE=1 SV=6,GTF3C1,Kidney_Glomerular,Glomerular,Homo sapiens,180726.44920321536,124493.1764155744,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0,17.463456116344254,16.925718731968125,1.371394107777026,1.2200729057979314,-0.1513212019790946
H3BSG2,Cadherin-16 OS=Homo sapiens GN=CDH16 PE=1 SV=1,CDH16,Kidney_Glomerular,Glomerular,Homo sapiens,25240.88036969113,34476.68683072817,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0,14.623531766057797,15.073375364249546,0.5040834558401012,0.6146229315809756,0.11053947574087442
H3BUY0,"39S ribosomal protein L21, mitochondrial OS=Homo sapiens GN=MRPL21 PE=1 SV=1",MRPL21,Kidney_Glomerular,Glomerular,Homo sapiens,2731.557254576833,3500.1852289551366,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0,11.416036009298042,11.773627673713866,-0.4754832131099427,-0.46392016629935867,0.01156304681058401
H3BVE0,Uncharacterized protein (Fragment) OS=Homo sapiens PE=4 SV=1,4,Kidney_Glomerular,Glomerular,Homo sapiens,3208.09450808492,4627.89839142574,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0,11.64795056238954,12.176453179157287,-0.40465669189815107,-0.3322541392899944,0.07240255260815665
H7BXF3,Transformer-2 protein homolog beta (Fragment) OS=Homo sapiens GN=TRA2B PE=1 SV=1,TRA2B,Kidney_Glomerular,Glomerular,Homo sapiens,35683.10028600926,20428.67717901677,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0,15.12299377738671,14.318378786953373,0.6566187593314471,0.3678475948782255,-0.2887711644532216
H7BXM4,Collagen alpha-3(IV) chain (Fragment) OS=Homo sapiens GN=COL4A3 PE=4 SV=1,COL4A3,Kidney_Glomerular,Glomerular,Homo sapiens,9183.626690755924,609.9641462367366,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,COL4A3,Collagens,Core matrisome,exact_gene,100,13.165005368835933,9.254943909320906,0.058650646929500894,-1.2871676520452426,-1.3458182989747436
H7BXS4,Calcium/calmodulin-dependent protein kinase type II subunit beta OS=Homo sapiens GN=CAMK2B PE=1 SV=1,CAMK2B,Kidney_Glomerular,Glomerular,Homo sapiens,767.0323758349733,716.7099486534806,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0,9.585023317742076,9.487257108775674,-1.0346730419016863,-1.2112346349430283,-0.176561593041342
H7BXV5,Collagen alpha-1(XVIII) chain (Fragment) OS=Homo sapiens GN=COL18A1 PE=1 SV=1,COL18A1,Kidney_Glomerular,Glomerular,Homo sapiens,5615.801614498944,14095.584102201943,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,COL18A1,Collagens,Core matrisome,exact_gene,100,12.455533132472155,13.783057989275926,-0.15802161329804673,0.19287465584327912,0.3508962691413259
H7BYV1,Interferon-induced transmembrane protein 2 (Fragment) OS=Homo sapiens GN=IFITM2 PE=4 SV=1,IFITM2,Kidney_Glomerular,Glomerular,Homo sapiens,38925.29727355783,67362.93422726127,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0,15.24845749949453,16.03968877752046,0.6949352808982239,0.9304684931255126,0.23553321222728874
H7BZJ3,Protein disulfide-isomerase A3 (Fragment) OS=Homo sapiens GN=PDIA3 PE=1 SV=1,PDIA3,Kidney_Glomerular,Glomerular,Homo sapiens,5077.221283659776,3695.4007046648535,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0,12.310107546501175,11.851905443823478,-0.20243447231102615,-0.43833458928347496,-0.2359001169724488
H7BZK5,Gamma-glutamylcyclotransferase (Fragment) OS=Homo sapiens GN=GGCT PE=1 SV=1,GGCT,Kidney_Glomerular,Glomerular,Homo sapiens,29855.55562156605,3942.001732847297,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0,14.86576011922459,11.945078629135118,0.5780598034429898,-0.4078803529751586,-0.9859401564181485
H7BZL2,"3-hydroxyisobutyrate dehydrogenase, mitochondrial (Fragment) OS=Homo sapiens GN=HIBADH PE=1 SV=1",HIBADH,Kidney_Glomerular,Glomerular,Homo sapiens,18255.985470918833,12208.658233099646,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0,14.1561609518165,13.575735197211944,0.36134877857483405,0.125109909146059,-0.23623886942877506
H7C034,AP-1 complex subunit beta-1 (Fragment) OS=Homo sapiens GN=AP1B1 PE=1 SV=1,AP1B1,Kidney_Glomerular,Glomerular,Homo sapiens,58568.81653092677,131915.74728647596,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0,15.837869754783346,17.009268205769306,0.8749413177993803,1.2473815720205808,0.3724402542212004
H7C0A3,Protein ARPC4-TTLL3 (Fragment) OS=Homo sapiens GN=ARPC4-TTLL3 PE=1 SV=1,ARPC4-TTLL3,Kidney_Glomerular,Glomerular,Homo sapiens,1659.4020554277497,19667.236439552733,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0,10.697316907643483,14.263579983125469,-0.6949794586886884,0.3499362643209824,1.0449157230096708
H7C0H3,Succinate--hydroxymethylglutarate CoA-transferase (Fragment) OS=Homo sapiens GN=SUGCT PE=1 SV=1,SUGCT,Kidney_Glomerular,Glomerular,Homo sapiens,9013.971015657204,2939.2720892345974,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0,13.138107137868808,11.52173395116121,0.05043594845216489,-0.5462531994090652,-0.5966891478612302
H7C0L5,Inter-alpha-trypsin inhibitor heavy chain H4 (Fragment) OS=Homo sapiens GN=ITIH4 PE=1 SV=1,ITIH4,Kidney_Glomerular,Glomerular,Homo sapiens,1483.1203446214683,1858.3681243131864,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,ITIH4,ECM Regulators,Matrisome-associated,exact_gene,100,10.535392366883007,10.860596713092662,-0.7444310854538131,-0.762350026119698,-0.017918940665884953
H7C0P8,DNA repair protein RAD50 (Fragment) OS=Homo sapiens GN=RAD50 PE=1 SV=1,RAD50,Kidney_Glomerular,Glomerular,Homo sapiens,1381.8773432091705,1749.7051431488285,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0,10.433457484396076,10.773720407646985,-0.7755619179972704,-0.7907460879993766,-0.015184170002106256
H7C0R7,NADH-cytochrome b5 reductase 1 (Fragment) OS=Homo sapiens GN=CYB5R1 PE=1 SV=1,CYB5R1,Kidney_Glomerular,Glomerular,Homo sapiens,279.69083448624013,378.46375882475735,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0,8.132838145477193,8.567818295545926,-1.4781692457224496,-1.5117589413245398,-0.03358969560209024
H7C1M2,Protein SON (Fragment) OS=Homo sapiens GN=SON PE=1 SV=1,SON,Kidney_Glomerular,Glomerular,Homo sapiens,1025.7670121787075,879.1698171632803,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0,10.003893135736085,9.781638089369642,-0.9067505305557623,-1.1150143767464615,-0.20826384619069926
H7C1U8,MICOS complex subunit MIC26 (Fragment) OS=Homo sapiens GN=APOO PE=1 SV=1,APOO,Kidney_Glomerular,Glomerular,Homo sapiens,570.8553992209863,729.684072297694,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0,9.15950657943573,9.513103949098603,-1.1646255174573554,-1.2027864340965615,-0.038160916639206066
H7C1Y7,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial (Fragment) OS=Homo sapiens GN=NDUFA10 PE=1 SV=1",NDUFA10,Kidney_Glomerular,Glomerular,Homo sapiens,3423.6932403923433,3929.9704169842134,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0,11.741759052184936,11.94066979128068,-0.3760076532596898,-0.4093214091053641,-0.03331375584567425
H7C201,"Glutaminase kidney isoform, mitochondrial (Fragment) OS=Homo sapiens GN=GLS PE=1 SV=1",GLS,Kidney_Glomerular,Glomerular,Homo sapiens,14284.907338415122,10178.855359606005,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0,13.802305048379665,13.313429442587656,0.2532814653484894,0.03937363846216585,-0.21390782688632354
H7C213,"Translation initiation factor IF-2, mitochondrial (Fragment) OS=Homo sapiens GN=MTIF2 PE=1 SV=2",MTIF2,Kidney_Glomerular,Glomerular,Homo sapiens,649.587896325099,1418.6536459726492,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0,9.345600172199592,10.471323281866162,-1.1077926813133117,-0.889586473209802,0.21820620810350966
H7C2R1,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 3 (Fragment) OS=Homo sapiens GN=NDUFA3 PE=1 SV=1,NDUFA3,Kidney_Glomerular,Glomerular,Homo sapiens,56289.66631042663,60832.850750196194,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0,15.78060810498131,15.892586708473806,0.8574536552087276,0.8823872650639726,0.024933609855244954
H7C2W9,60S ribosomal protein L31 (Fragment) OS=Homo sapiens GN=RPL31 PE=1 SV=1,RPL31,Kidney_Glomerular,Glomerular,Homo sapiens,9639.344325330405,4959.55992020231,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0,13.234868960948774,12.276287257795975,0.07998693274145606,-0.2996227484846206,-0.3796096812260767
H7C333,Protein NipSnap homolog 2 (Fragment) OS=Homo sapiens GN=GBAS PE=1 SV=1,GBAS,Kidney_Glomerular,Glomerular,Homo sapiens,1175.4335334379532,427.0878027371174,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0,10.200204097626983,8.74176292000388,-0.8467973179560022,-1.4549040567342404,-0.6081067387782382
H7C367,Non-POU domain-containing octamer-binding protein (Fragment) OS=Homo sapiens GN=NONO PE=1 SV=6,NONO,Kidney_Glomerular,Glomerular,Homo sapiens,2668.8504811847165,3227.7279330655297,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0,11.382543234030576,11.656750162853378,-0.4857118802043574,-0.5021223091473016,-0.0164104289429442
H7C3C5,"Polyribonucleotide nucleotidyltransferase 1, mitochondrial (Fragment) OS=Homo sapiens GN=PNPT1 PE=1 SV=1",PNPT1,Kidney_Glomerular,Glomerular,Homo sapiens,916.2784028860382,690.8673107498016,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0,9.841215861985987,9.434351567985413,-0.9564320413809672,-1.2285271406769134,-0.2720950992959462
H7C3J6,Sterile alpha motif domain-containing protein 11 (Fragment) OS=Homo sapiens GN=SAMD11 PE=1 SV=1,SAMD11,Kidney_Glomerular,Glomerular,Homo sapiens,311.9034411538127,426.01349016997256,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0,8.289573714471302,8.73813783782633,-1.4303023268334747,-1.4560889374368047,-0.025786610603329985
H7C3M2,60S ribosomal protein L3 (Fragment) OS=Homo sapiens GN=RPL3 PE=1 SV=1,RPL3,Kidney_Glomerular,Glomerular,Homo sapiens,549.8781251715153,753.0562829279439,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0,9.105589365814142,9.558528400364946,-1.1810917918818997,-1.1879391690984422,-0.006847377216542494
H7C3T4,Peroxiredoxin-4 (Fragment) OS=Homo sapiens GN=PRDX4 PE=1 SV=1,PRDX4,Kidney_Glomerular,Glomerular,Homo sapiens,203.6158036369534,47.333029971101006,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0,7.676773766667146,5.594937534247675,-1.6174509465434774,-2.4834635462299346,-0.8660125996864572
H7C3X3,SUN domain-containing protein 1 (Fragment) OS=Homo sapiens GN=SUN1 PE=1 SV=1,SUN1,Kidney_Glomerular,Glomerular,Homo sapiens,197350.64161213135,151270.26563743403,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0,17.5904089943561,17.206778444414713,1.4101654163798822,1.3119390244775349,-0.09822639190234739
H7C3Z4,Tensin-1 (Fragment) OS=Homo sapiens GN=TNS1 PE=1 SV=1,TNS1,Kidney_Glomerular,Glomerular,Homo sapiens,19821.791733039732,13183.09797938461,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0,14.274872537623029,13.686511248803898,0.3976032030520009,0.161317752005566,-0.23628545104643492
H7C435,Collagen alpha-1(III) chain (Fragment) OS=Homo sapiens GN=COL3A1 PE=1 SV=1,COL3A1,Kidney_Glomerular,Glomerular,Homo sapiens,1394933.4467711933,1317912.9623901232,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,COL3A1,Collagens,Core matrisome,exact_gene,100,20.41176589529243,20.329824759029258,2.2718055839607567,2.33272617637075,0.06092059240999337
H7C457,Collagen alpha-1(XVIII) chain (Fragment) OS=Homo sapiens GN=COL18A1 PE=1 SV=1,COL18A1,Kidney_Glomerular,Glomerular,Homo sapiens,182621.71458954268,117660.9799152,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,COL18A1,Collagens,Core matrisome,exact_gene,100,17.478506693141348,16.8442886924436,1.3759905420350713,1.1934569898776932,-0.1825335521573781
H7C4A8,DNA-(apurinic or apyrimidinic site) lyase (Fragment) OS=Homo sapiens GN=APEX1 PE=1 SV=1,APEX1,Kidney_Glomerular,Glomerular,Homo sapiens,11134.585443202375,6510.56515367571,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0,13.442889788039045,12.668788643421259,0.14351632891777427,-0.17133122438148712,-0.3148475532992614
H7C4C3,AP-2 complex subunit mu (Fragment) OS=Homo sapiens GN=AP2M1 PE=1 SV=1,AP2M1,Kidney_Glomerular,Glomerular,Homo sapiens,134274.29416517226,53424.534928804125,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0,17.034834356534766,15.705241827643134,1.2404933611084672,0.8211524231629748,-0.41934093794549243
H7C4C8,T-complex protein 1 subunit theta (Fragment) OS=Homo sapiens GN=CCT8 PE=1 SV=1,CCT8,Kidney_Glomerular,Glomerular,Homo sapiens,79861.75051439287,66547.57503994364,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0,16.285235139538706,16.022120154554894,1.0115663527116825,0.9247260792151639,-0.08684027349651857
H7C4I3,RuvB-like 1 (Fragment) OS=Homo sapiens GN=RUVBL1 PE=1 SV=1,RUVBL1,Kidney_Glomerular,Glomerular,Homo sapiens,2084.0324203688456,1376.492178179313,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0,11.025854101109829,10.427828411419352,-0.5946444594757402,-0.9038030426912071,-0.30915858321546696
H7C4N8,Integrin beta-1 (Fragment) OS=Homo sapiens GN=ITGB1 PE=1 SV=1,ITGB1,Kidney_Glomerular,Glomerular,Homo sapiens,3035.177696100574,2955.4959246107796,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0,11.56804051341975,11.529672573079417,-0.42906115769362524,-0.5436584113587177,-0.11459725366509249
H7C4T5,Muscleblind-like protein 1 (Fragment) OS=Homo sapiens GN=MBNL1 PE=1 SV=1,MBNL1,Kidney_Glomerular,Glomerular,Homo sapiens,14031.417179170166,16027.882871790634,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0,13.776475923933708,13.968386260345154,0.24539327115770976,0.2534503562755028,0.008057085117793017
H7C4X8,CLIP-associating protein 2 (Fragment) OS=Homo sapiens GN=CLASP2 PE=1 SV=1,CLASP2,Kidney_Glomerular,Glomerular,Homo sapiens,5698.82657254658,6078.25714424699,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0,12.476702308021325,12.569679328760644,-0.15155656381718074,-0.2037257215636346,-0.052169157746453865
H7C579,Omega-amidase NIT2 (Fragment) OS=Homo sapiens GN=NIT2 PE=1 SV=6,NIT2,Kidney_Glomerular,Glomerular,Homo sapiens,1982.8922537697356,834.5585511905714,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0,10.95411795898912,9.706597117465813,-0.6165526205800587,-1.1395419860958802,-0.5229893655158215
