Protein_ID,Protein_Name,Gene_Symbol,Tissue,Species,Age,Age_Unit,Abundance,Abundance_Unit,Method,Study_ID,Sample_ID,Parsing_Notes,Canonical_Gene_Symbol,Matrisome Category,Matrisome Division,Match_Level,Match_Confidence
Q8N2S1,Latent-transforming growth factor beta-binding protein 4,LTBP4,Skin dermis,Homo sapiens,14,years,7.30544985867338,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Teenager_2,"Age=14yr (midpoint of Teenager group, range varies); Column 'Teenager-Sample2' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",LTBP4,ECM Glycoproteins,Core matrisome,Gene_Symbol_or_UniProt,1
Q8N2S1,Latent-transforming growth factor beta-binding protein 4,LTBP4,Skin dermis,Homo sapiens,14,years,6.50476077309037,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Teenager_3,"Age=14yr (midpoint of Teenager group, range varies); Column 'Teenager-Sample3' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",LTBP4,ECM Glycoproteins,Core matrisome,Gene_Symbol_or_UniProt,1
Q8N2S1,Latent-transforming growth factor beta-binding protein 4,LTBP4,Skin dermis,Homo sapiens,65,years,0.0,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Elderly_1,"Age=65yr (midpoint of Elderly group, >60yr); Column 'Elderly-Sample1' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",LTBP4,ECM Glycoproteins,Core matrisome,Gene_Symbol_or_UniProt,1
Q8N2S1,Latent-transforming growth factor beta-binding protein 4,LTBP4,Skin dermis,Homo sapiens,65,years,0.0,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Elderly_2,"Age=65yr (midpoint of Elderly group, >60yr); Column 'Elderly-Sample2' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",LTBP4,ECM Glycoproteins,Core matrisome,Gene_Symbol_or_UniProt,1
Q8N2S1,Latent-transforming growth factor beta-binding protein 4,LTBP4,Skin dermis,Homo sapiens,65,years,0.0,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Elderly_3,"Age=65yr (midpoint of Elderly group, >60yr); Column 'Elderly-Sample3' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",LTBP4,ECM Glycoproteins,Core matrisome,Gene_Symbol_or_UniProt,1
Q8IVL6,Prolyl 3-hydroxylase 3 {ECO:0000312|HGNC:HGNC:19318},LEPREL2,Skin dermis,Homo sapiens,2,years,9.62963582373893,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Toddler_1,"Age=2yr (midpoint of Toddler group, range varies); Column 'Toddler-Sample1' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",P3H3,ECM Regulators,Matrisome-associated,Gene_Symbol_or_UniProt,1
Q8IVL6,Prolyl 3-hydroxylase 3 {ECO:0000312|HGNC:HGNC:19318},LEPREL2,Skin dermis,Homo sapiens,2,years,10.6864706142983,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Toddler_2,"Age=2yr (midpoint of Toddler group, range varies); Column 'Toddler-Sample2' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",P3H3,ECM Regulators,Matrisome-associated,Gene_Symbol_or_UniProt,1
Q8IVL6,Prolyl 3-hydroxylase 3 {ECO:0000312|HGNC:HGNC:19318},LEPREL2,Skin dermis,Homo sapiens,14,years,5.84385136583544,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Teenager_1,"Age=14yr (midpoint of Teenager group, range varies); Column 'Teenager-Sample1' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",P3H3,ECM Regulators,Matrisome-associated,Gene_Symbol_or_UniProt,1
Q8IVL6,Prolyl 3-hydroxylase 3 {ECO:0000312|HGNC:HGNC:19318},LEPREL2,Skin dermis,Homo sapiens,14,years,4.6931761897647,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Teenager_2,"Age=14yr (midpoint of Teenager group, range varies); Column 'Teenager-Sample2' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",P3H3,ECM Regulators,Matrisome-associated,Gene_Symbol_or_UniProt,1
Q8IVL6,Prolyl 3-hydroxylase 3 {ECO:0000312|HGNC:HGNC:19318},LEPREL2,Skin dermis,Homo sapiens,14,years,0.0,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Teenager_3,"Age=14yr (midpoint of Teenager group, range varies); Column 'Teenager-Sample3' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",P3H3,ECM Regulators,Matrisome-associated,Gene_Symbol_or_UniProt,1
Q8IVL6,Prolyl 3-hydroxylase 3 {ECO:0000312|HGNC:HGNC:19318},LEPREL2,Skin dermis,Homo sapiens,65,years,0.0,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Elderly_1,"Age=65yr (midpoint of Elderly group, >60yr); Column 'Elderly-Sample1' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",P3H3,ECM Regulators,Matrisome-associated,Gene_Symbol_or_UniProt,1
Q8IVL6,Prolyl 3-hydroxylase 3 {ECO:0000312|HGNC:HGNC:19318},LEPREL2,Skin dermis,Homo sapiens,65,years,0.0,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Elderly_2,"Age=65yr (midpoint of Elderly group, >60yr); Column 'Elderly-Sample2' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",P3H3,ECM Regulators,Matrisome-associated,Gene_Symbol_or_UniProt,1
Q8IVL6,Prolyl 3-hydroxylase 3 {ECO:0000312|HGNC:HGNC:19318},LEPREL2,Skin dermis,Homo sapiens,65,years,0.0,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Elderly_3,"Age=65yr (midpoint of Elderly group, >60yr); Column 'Elderly-Sample3' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",P3H3,ECM Regulators,Matrisome-associated,Gene_Symbol_or_UniProt,1
Q5SZK8,FRAS1-related extracellular matrix protein 2,FREM2,Skin dermis,Homo sapiens,2,years,8.73420977356895,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Toddler_1,"Age=2yr (midpoint of Toddler group, range varies); Column 'Toddler-Sample1' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",FREM2,ECM-affiliated Proteins,Matrisome-associated,Gene_Symbol_or_UniProt,1
Q5SZK8,FRAS1-related extracellular matrix protein 2,FREM2,Skin dermis,Homo sapiens,2,years,9.65652006684336,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Toddler_2,"Age=2yr (midpoint of Toddler group, range varies); Column 'Toddler-Sample2' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",FREM2,ECM-affiliated Proteins,Matrisome-associated,Gene_Symbol_or_UniProt,1
Q5SZK8,FRAS1-related extracellular matrix protein 2,FREM2,Skin dermis,Homo sapiens,14,years,0.0,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Teenager_1,"Age=14yr (midpoint of Teenager group, range varies); Column 'Teenager-Sample1' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",FREM2,ECM-affiliated Proteins,Matrisome-associated,Gene_Symbol_or_UniProt,1
Q5SZK8,FRAS1-related extracellular matrix protein 2,FREM2,Skin dermis,Homo sapiens,14,years,0.0,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Teenager_2,"Age=14yr (midpoint of Teenager group, range varies); Column 'Teenager-Sample2' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",FREM2,ECM-affiliated Proteins,Matrisome-associated,Gene_Symbol_or_UniProt,1
Q5SZK8,FRAS1-related extracellular matrix protein 2,FREM2,Skin dermis,Homo sapiens,14,years,1.60528373969367,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Teenager_3,"Age=14yr (midpoint of Teenager group, range varies); Column 'Teenager-Sample3' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",FREM2,ECM-affiliated Proteins,Matrisome-associated,Gene_Symbol_or_UniProt,1
Q5SZK8,FRAS1-related extracellular matrix protein 2,FREM2,Skin dermis,Homo sapiens,65,years,0.0,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Elderly_1,"Age=65yr (midpoint of Elderly group, >60yr); Column 'Elderly-Sample1' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",FREM2,ECM-affiliated Proteins,Matrisome-associated,Gene_Symbol_or_UniProt,1
Q5SZK8,FRAS1-related extracellular matrix protein 2,FREM2,Skin dermis,Homo sapiens,65,years,0.0,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Elderly_2,"Age=65yr (midpoint of Elderly group, >60yr); Column 'Elderly-Sample2' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",FREM2,ECM-affiliated Proteins,Matrisome-associated,Gene_Symbol_or_UniProt,1
Q5SZK8,FRAS1-related extracellular matrix protein 2,FREM2,Skin dermis,Homo sapiens,65,years,0.0,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Elderly_3,"Age=65yr (midpoint of Elderly group, >60yr); Column 'Elderly-Sample3' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",FREM2,ECM-affiliated Proteins,Matrisome-associated,Gene_Symbol_or_UniProt,1
Q9Y2Y8,Proteoglycan 3,PRG3,Skin dermis,Homo sapiens,2,years,9.62773949187072,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Toddler_1,"Age=2yr (midpoint of Toddler group, range varies); Column 'Toddler-Sample1' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",PRG3,Proteoglycans,Core matrisome,Gene_Symbol_or_UniProt,1
Q9Y2Y8,Proteoglycan 3,PRG3,Skin dermis,Homo sapiens,2,years,0.0,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Toddler_2,"Age=2yr (midpoint of Toddler group, range varies); Column 'Toddler-Sample2' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",PRG3,Proteoglycans,Core matrisome,Gene_Symbol_or_UniProt,1
Q9Y2Y8,Proteoglycan 3,PRG3,Skin dermis,Homo sapiens,14,years,5.35259902456154,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Teenager_1,"Age=14yr (midpoint of Teenager group, range varies); Column 'Teenager-Sample1' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",PRG3,Proteoglycans,Core matrisome,Gene_Symbol_or_UniProt,1
Q9Y2Y8,Proteoglycan 3,PRG3,Skin dermis,Homo sapiens,14,years,0.0,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Teenager_2,"Age=14yr (midpoint of Teenager group, range varies); Column 'Teenager-Sample2' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",PRG3,Proteoglycans,Core matrisome,Gene_Symbol_or_UniProt,1
Q9Y2Y8,Proteoglycan 3,PRG3,Skin dermis,Homo sapiens,14,years,8.40090964555947,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Teenager_3,"Age=14yr (midpoint of Teenager group, range varies); Column 'Teenager-Sample3' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",PRG3,Proteoglycans,Core matrisome,Gene_Symbol_or_UniProt,1
Q9Y2Y8,Proteoglycan 3,PRG3,Skin dermis,Homo sapiens,65,years,0.0,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Elderly_1,"Age=65yr (midpoint of Elderly group, >60yr); Column 'Elderly-Sample1' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",PRG3,Proteoglycans,Core matrisome,Gene_Symbol_or_UniProt,1
Q9Y2Y8,Proteoglycan 3,PRG3,Skin dermis,Homo sapiens,65,years,0.0,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Elderly_2,"Age=65yr (midpoint of Elderly group, >60yr); Column 'Elderly-Sample2' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",PRG3,Proteoglycans,Core matrisome,Gene_Symbol_or_UniProt,1
Q9Y2Y8,Proteoglycan 3,PRG3,Skin dermis,Homo sapiens,65,years,0.0,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Elderly_3,"Age=65yr (midpoint of Elderly group, >60yr); Column 'Elderly-Sample3' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",PRG3,Proteoglycans,Core matrisome,Gene_Symbol_or_UniProt,1
Q02809,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1",PLOD1,Skin dermis,Homo sapiens,2,years,10.8572320708649,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Toddler_1,"Age=2yr (midpoint of Toddler group, range varies); Column 'Toddler-Sample1' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",PLOD1,ECM Regulators,Matrisome-associated,Gene_Symbol_or_UniProt,1
Q02809,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1",PLOD1,Skin dermis,Homo sapiens,2,years,11.1504153235885,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Toddler_2,"Age=2yr (midpoint of Toddler group, range varies); Column 'Toddler-Sample2' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",PLOD1,ECM Regulators,Matrisome-associated,Gene_Symbol_or_UniProt,1
Q02809,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1",PLOD1,Skin dermis,Homo sapiens,14,years,7.51661687686352,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Teenager_1,"Age=14yr (midpoint of Teenager group, range varies); Column 'Teenager-Sample1' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",PLOD1,ECM Regulators,Matrisome-associated,Gene_Symbol_or_UniProt,1
Q02809,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1",PLOD1,Skin dermis,Homo sapiens,14,years,7.21603938050104,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Teenager_2,"Age=14yr (midpoint of Teenager group, range varies); Column 'Teenager-Sample2' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",PLOD1,ECM Regulators,Matrisome-associated,Gene_Symbol_or_UniProt,1
Q02809,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1",PLOD1,Skin dermis,Homo sapiens,14,years,5.67105964721077,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Teenager_3,"Age=14yr (midpoint of Teenager group, range varies); Column 'Teenager-Sample3' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",PLOD1,ECM Regulators,Matrisome-associated,Gene_Symbol_or_UniProt,1
Q02809,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1",PLOD1,Skin dermis,Homo sapiens,65,years,0.0,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Elderly_1,"Age=65yr (midpoint of Elderly group, >60yr); Column 'Elderly-Sample1' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",PLOD1,ECM Regulators,Matrisome-associated,Gene_Symbol_or_UniProt,1
Q02809,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1",PLOD1,Skin dermis,Homo sapiens,65,years,0.0,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Elderly_2,"Age=65yr (midpoint of Elderly group, >60yr); Column 'Elderly-Sample2' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",PLOD1,ECM Regulators,Matrisome-associated,Gene_Symbol_or_UniProt,1
Q02809,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1",PLOD1,Skin dermis,Homo sapiens,65,years,0.0,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Elderly_3,"Age=65yr (midpoint of Elderly group, >60yr); Column 'Elderly-Sample3' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",PLOD1,ECM Regulators,Matrisome-associated,Gene_Symbol_or_UniProt,1
O60911,Cathepsin L2,CTSV,Skin dermis,Homo sapiens,2,years,9.43983404215638,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Toddler_1,"Age=2yr (midpoint of Toddler group, range varies); Column 'Toddler-Sample1' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",CTSV,ECM Regulators,Matrisome-associated,Gene_Symbol_or_UniProt,1
O60911,Cathepsin L2,CTSV,Skin dermis,Homo sapiens,2,years,0.0,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Toddler_2,"Age=2yr (midpoint of Toddler group, range varies); Column 'Toddler-Sample2' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",CTSV,ECM Regulators,Matrisome-associated,Gene_Symbol_or_UniProt,1
O60911,Cathepsin L2,CTSV,Skin dermis,Homo sapiens,14,years,6.3087110291916,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Teenager_1,"Age=14yr (midpoint of Teenager group, range varies); Column 'Teenager-Sample1' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",CTSV,ECM Regulators,Matrisome-associated,Gene_Symbol_or_UniProt,1
O60911,Cathepsin L2,CTSV,Skin dermis,Homo sapiens,14,years,0.0,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Teenager_2,"Age=14yr (midpoint of Teenager group, range varies); Column 'Teenager-Sample2' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",CTSV,ECM Regulators,Matrisome-associated,Gene_Symbol_or_UniProt,1
O60911,Cathepsin L2,CTSV,Skin dermis,Homo sapiens,14,years,7.5265368003764,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Teenager_3,"Age=14yr (midpoint of Teenager group, range varies); Column 'Teenager-Sample3' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",CTSV,ECM Regulators,Matrisome-associated,Gene_Symbol_or_UniProt,1
O60911,Cathepsin L2,CTSV,Skin dermis,Homo sapiens,65,years,0.0,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Elderly_1,"Age=65yr (midpoint of Elderly group, >60yr); Column 'Elderly-Sample1' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",CTSV,ECM Regulators,Matrisome-associated,Gene_Symbol_or_UniProt,1
O60911,Cathepsin L2,CTSV,Skin dermis,Homo sapiens,65,years,0.0,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Elderly_2,"Age=65yr (midpoint of Elderly group, >60yr); Column 'Elderly-Sample2' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",CTSV,ECM Regulators,Matrisome-associated,Gene_Symbol_or_UniProt,1
O60911,Cathepsin L2,CTSV,Skin dermis,Homo sapiens,65,years,0.0,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Elderly_3,"Age=65yr (midpoint of Elderly group, >60yr); Column 'Elderly-Sample3' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",CTSV,ECM Regulators,Matrisome-associated,Gene_Symbol_or_UniProt,1
P49257,Protein ERGIC-53,LMAN1,Skin dermis,Homo sapiens,2,years,12.653848950276,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Toddler_1,"Age=2yr (midpoint of Toddler group, range varies); Column 'Toddler-Sample1' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",LMAN1,ECM-affiliated Proteins,Matrisome-associated,Gene_Symbol_or_UniProt,1
P49257,Protein ERGIC-53,LMAN1,Skin dermis,Homo sapiens,2,years,13.4306374184369,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Toddler_2,"Age=2yr (midpoint of Toddler group, range varies); Column 'Toddler-Sample2' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",LMAN1,ECM-affiliated Proteins,Matrisome-associated,Gene_Symbol_or_UniProt,1
P49257,Protein ERGIC-53,LMAN1,Skin dermis,Homo sapiens,14,years,11.1153152318146,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Teenager_1,"Age=14yr (midpoint of Teenager group, range varies); Column 'Teenager-Sample1' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",LMAN1,ECM-affiliated Proteins,Matrisome-associated,Gene_Symbol_or_UniProt,1
